gene_callers_id,bin,transposase_id,SRF_pnps,DCM_pnps,MES_pnps,deep_pnps,SRF_bin_median,DCM_bin_median,MES_bin_median,deep_bin_median
49779,IN-9,L0DUB9_THIND/24-52,nan,0.0480511390100229,nan,0.0814790519015611,0.0707241753852653,0.0600313694325236,0.124710787215362,0.0983007156973059
120889,IN-9,Q89TT2_BRADU/199-491,nan,0.052566073438687,nan,0.0901095522765006,0.0707241753852653,0.0600313694325236,0.124710787215362,0.0983007156973059
497,IN-29,B2JBS0_NOSP7/582-968,nan,0.134218745154196,0.0481550034172719,0.1015299350516935,0.7397376680804475,0.134218745154196,0.0804981647462658,0.1402403832859602
11893,IN-32,Q97XR9_SULSO/91-173,nan,nan,0.0902235754495105,0.2937296551194309,0.051360670643718,0.0559302396616081,0.0551608782926011,0.1745458173901082
24468,IN-32,Q1IK49_KORVE/209-295,0.38072724331635,0.4131343115324714,0.2830763882761092,0.6243622595867255,0.051360670643718,0.0559302396616081,0.0551608782926011,0.1745458173901082
79592,IN-32,B7GI78_ANOFW/52-127,nan,nan,0.1557237082928384,0.493641916424167,0.051360670643718,0.0559302396616081,0.0551608782926011,0.1745458173901082
79645,IN-32,INSG_ECOLI/124-352,0.039859402136659,0.1150922164858024,0.1023588207794901,0.1450004569974223,0.051360670643718,0.0559302396616081,0.0551608782926011,0.1745458173901082
94772,IN-32,Q50761_MYCTX/95-294,0.1627770785996123,0.3526154601034211,0.2571180229618262,0.529049422321035,0.051360670643718,0.0559302396616081,0.0551608782926011,0.1745458173901082
108419,IN-32,G3XCY0_PSEAE/3-78,0.022974537945705,0.0204824835560456,0.0298691995788012,0.0343969980316378,0.051360670643718,0.0559302396616081,0.0551608782926011,0.1745458173901082
122701,IN-32,INSG_ECOLI/124-352,0.2892137137083604,0.0958732090697784,0.1343827434201805,0.2169535618613463,0.051360670643718,0.0559302396616081,0.0551608782926011,0.1745458173901082
20794,IN-928,B9DN17_STACT/102-355,nan,1.002298257278838,0.2472161823012347,1.2120126265024842,0.2199580366225846,0.0760151785039982,0.0578258883159633,0.0952421280920203
103998,IN-928,B4SFJ7_PELPB/158-395,nan,0.0866072477065094,0.0709718564843031,nan,0.2199580366225846,0.0760151785039982,0.0578258883159633,0.0952421280920203
12742,IN-6,L0DUB9_THIND/24-52,nan,0.1232999120847524,0.0933680856544151,nan,0.0755250726758665,0.0994379236679198,0.0863296782423783,0.1225567406166242
80361,IN-6,TRA5_LACLA/2-372,nan,0.0395372082470566,0.0954909853123451,nan,0.0755250726758665,0.0994379236679198,0.0863296782423783,0.1225567406166242
95627,IN-6,I5AWB2_EUBCE/7-438,nan,0.1781948878745312,0.1827990043648786,nan,0.0755250726758665,0.0994379236679198,0.0863296782423783,0.1225567406166242
95628,IN-6,A1TZA9_MARHV/8-432,nan,0.723283425727879,nan,3.567661651940881,0.0755250726758665,0.0994379236679198,0.0863296782423783,0.1225567406166242
99094,SP-3072,Q63SM4_BURPS/325-443,nan,0.369974077860529,0.295476093052496,nan,0.7034346531969885,0.0463918207396246,0.0391383191114825,nan
310496,SP-3072,D3HN90_LEGLN/52-126,nan,0.0140811650884463,0.0500804787299248,nan,0.7034346531969885,0.0463918207396246,0.0391383191114825,nan
805320,SP-57,Q039U6_LACC3/4-73,nan,nan,0.0789624956186473,0.4032049862626399,0.0015650808454067,0.0,0.0724463191089923,0.0963420537317756
36085,SP-269,A4VUY6_STRSY/7-437,nan,0.2658426148442838,0.0014912398227961,nan,0.0,0.0940793929248434,0.003194027759494,0.1330446028519684
197599,SP-269,O69073_PSESG/129-307,nan,0.1146142209352563,0.1217611443166007,nan,0.0,0.0940793929248434,0.003194027759494,0.1330446028519684
72982,SP-3030,R5F1L2_9CLOT/4-160,nan,0.1813555113013555,0.6192122301551022,nan,0.0077775871400196,0.0600396483820349,0.0630836393988653,nan
234576,SP-3030,R7A7Z5_9FIRM/4-164,nan,0.1399568489557852,0.1363783178189043,nan,0.0077775871400196,0.0600396483820349,0.0630836393988653,nan
