gene_callers_id,bin,toxin_id,SRF_pnps,DCM_pnps,MES_pnps,deep_pnps,SRF_bin_median,DCM_bin_median,MES_bin_median,deep_bin_median
11600,IN-32,TADB|AT3681,nan,0.1567143026821572,0.2702904238618513,0.6685253854483332,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
11617,IN-32,TADB|AT6148,0.0,0.0020894626507066,0.0011759544744274,0.03955984120743535,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
11628,IN-32,TADB|T333,0.3233530463514651,0.11740363355711216,0.1290701984118394,0.19045624628772967,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
11640,IN-32,TADB|T2802,nan,0.0992390933187679,0.1694788637503895,0.3718143280072056,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
24083,IN-32,TADB|T3242,nan,0.0666580725618606,0.1315369174271707,0.2927405405741672,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
24087,IN-32,TADB|T6314,0.0535602681123218,0.0506449787617355,0.0571195671405381,0.2009430134700368,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
24105,IN-32,TADB|T3128,nan,0.0775455451266096,0.0577156617299224,0.191433118960413,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
24111,IN-32,TADB|AT1761,0.1288150899128605,0.14961982259698334,0.31673180682583474,0.7269075454512703,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
24284,IN-32,TADB|AT6032,0.0542667093439661,0.05967621784872285,0.15056486287935178,0.3188287052572824,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
24464,IN-32,TADB|T4541,nan,0.0712058032945619,0.0852336624934736,0.0919751494316471,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
38071,IN-32,TADB|T5903,nan,0.0321938252792212,0.0754497242177926,0.0583360303296501,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
38132,IN-32,TADB|T6032,0.1745789795709289,0.07475516577122275,0.14675854636556313,0.1360634793243366,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
38209,IN-32,TADB|T211,0.0198716481574986,0.0400332885870215,0.0358698939303994,0.1711458169825694,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
51154,IN-32,TADB|T5074,nan,0.0009007018431161,0.00341128318522835,0.0540223884538294,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
51158,IN-32,TADB|AT136,nan,0.2005808320200134,0.1013260595760308,0.27675002320698594,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
51214,IN-32,TADB|AT2139,0.1375432074659186,0.0387692193690303,0.1256406154663439,0.2213808098245846,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
66355,IN-32,TADB|T3460,nan,0.008820670631101351,0.00278199613788205,0.06882009106566955,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
66394,IN-32,TADB|AT3591,0.2064329277871658,0.0857560239437314,0.1257169768848842,0.2505318249320688,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
79351,IN-32,TADB|T4021,0.1241209582057235,0.1009772112944799,0.1180617262874064,0.1270240079838173,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
79387,IN-32,TADB|T6314,0.10911444705932699,0.0451633668490467,0.03841934547343225,0.16073015336633822,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
79388,IN-32,TADB|AT1781,nan,0.0725367763718412,0.007451766014547,0.1672462553663559,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
79394,IN-32,TADB|T5787,nan,0.0263136504580349,0.0508347347819634,0.2018620966749315,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
79552,IN-32,TADB|T4750,nan,0.4408041401106999,0.7205908585835488,0.15082115844831198,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
94460,IN-32,TADB|AT2459,0.0125099224708394,0.0134622901501899,0.01597371890970795,0.10050087353064344,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
94516,IN-32,TADB|T6305,nan,0.0686205611538103,0.0073198489924691,0.19375085202826806,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
94772,IN-32,TADB|T1503,0.1627770785996123,0.3526154601034211,0.2571180229618262,0.529049422321035,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
108455,IN-32,TADB|T4874,0.2545924698654233,0.4595100761962445,0.4492533984889262,0.4583666687332418,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
108542,IN-32,TADB|T1786,0.0872375919173265,0.1916531288542626,0.22760382282918803,0.4105688989856034,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
122479,IN-32,TADB|T182,nan,0.0,0.0012752897106546,0.3399809834716304,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
122564,IN-32,TADB|T6032,0.0431027192564684,0.04212220186117965,0.019363474124819702,0.0889801769368108,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
122687,IN-32,TADB|T4541,nan,0.0561933753799091,0.0980382760627176,0.1992644955377014,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
137604,IN-32,TADB|AT136,0.2486319278846274,0.2677886202049852,0.20853291346298866,0.4827518367098852,0.05136067064371799,0.055930239661608185,0.055160878292601176,0.17454581739010827
44901,SP-81,TADB|AT4042,0.04909149715380655,0.0597549263845417,0.04641201279715625,nan,0.048180185404775235,0.10103609909129677,0.0410934943506011,nan
440744,SP-3004,TADB|T5787,0.0522860092309991,0.0587539362547451,0.1004462332662518,nan,0.06501767033385,0.0495036658654386,0.03914704275218405,nan
509908,SP-3021,TADB|T5568,nan,0.0526171517403321,0.12712896064077425,0.0440501007857483,0.06946256374030332,0.03447313125353465,0.06005325751218017,0.0618040526144389
619410,SP-133,TADB|T6288,0.0,0.0012031668412612,0.0017446795903565,nan,0.0,0.0774482200714734,0.0417445526720231,nan
426805,NP-15,TADB|T6288,0.0585977485233734,0.0309465716298813,0.04436578598720025,0.0345107318171274,0.1563163047178863,0.03217444939299275,0.0380698028743512,0.04702380917705457
428067,NP-15,TADB|AT1482,nan,0.2132939650057266,0.21598879452950612,0.25802411361540845,0.1563163047178863,0.03217444939299275,0.0380698028743512,0.04702380917705457
428326,NP-15,TADB|T4076,nan,0.0921916270256499,0.0741419763701824,0.0954449906671935,0.1563163047178863,0.03217444939299275,0.0380698028743512,0.04702380917705457
429314,NP-15,TADB|T6288,0.1345890163816112,0.0419270653636571,0.038257306958829895,0.04532066433876715,0.1563163047178863,0.03217444939299275,0.0380698028743512,0.04702380917705457
172962,NP-34,TADB|AT5255,nan,0.0655220051312415,0.0323067194739615,0.0429432654976926,0.07112949834041796,0.0564221766864313,0.0822515372752351,0.2135761534283174
347649,NP-95,TADB|T6288,nan,0.0602395426099713,0.0672607545290949,0.08158084640543625,0.9782260869565241,0.0935015727766652,0.0281925421205267,0.08158084640543625
