Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Effrenium_voratum-375960at2759-D1	3	245	5	250	1664	15.02	98.0
protist-Tripos_fusus-179362at2759-S1	10	304	6	310	3897	7.95	98.06
protist-Tripos_fusus-625387at2759-S1	8	239	1	240	3864	6.21	99.58
protist-Tripos_fusus-679771at2759-S1	42	641	5	646	1254	51.52	99.23
protist-Tripos_fusus-887370at2759-S1	96	1659	17	1676	1682	99.64	98.99
protist-Tripos_fusus-1038775at2759-S1	2	115	3	118	981	12.03	97.46
protist-Tripos_fusus-1049599at2759-S1	2	100	4	104	1515	6.86	96.15
protist-Tripos_fusus-1157302at2759-D1	7	321	10	331	747	44.31	96.98
protist-Tripos_fusus-1217666at2759-S1	5	245	0	245	978	25.05	100.0
protist-Tripos_fusus-1275837at2759-S1	1	98	3	101	1062	9.51	97.03
protist-Tripos_fusus-1405073at2759-S1	2	118	3	121	543	22.28	97.52
protist-Tripos_fusus-1488235at2759-S1	3	253	2	255	1770	14.41	99.22
metazoa-Oithona_nana-39650at2759-S1	11	356	10	366	6723	5.44	97.27
metazoa-Oithona_nana-87842at2759-S1	181	2472	44	2516	4815	52.25	98.25
metazoa-Oithona_nana-97116at2759-S1	1215	3189	242	3431	6429	53.37	92.95
metazoa-Oithona_nana-160593at2759-S1	41	293	12	305	7848	3.89	96.07
metazoa-Oithona_nana-179362at2759-S1	63	1749	46	1795	4728	37.97	97.44
metazoa-Oithona_nana-245208at2759-S1	167	733	39	772	3960	19.49	94.95
metazoa-Oithona_nana-271586at2759-S1	50	1221	10	1231	2967	41.49	99.19
metazoa-Oithona_nana-290630at2759-S1	30	435	8	443	2844	15.58	98.19
metazoa-Oithona_nana-325552at2759-S1	184	1535	58	1593	1842	86.48	96.36
metazoa-Oithona_nana-331411at2759-S1	230	1097	68	1165	2307	50.5	94.16
metazoa-Oithona_nana-341721at2759-S1	307	2423	67	2490	4658	53.46	97.31
metazoa-Oithona_nana-355408at2759-S1	42	1037	36	1073	2109	50.88	96.64
metazoa-Oithona_nana-383503at2759-S1	286	958	40	998	1518	65.74	95.99
metazoa-Oithona_nana-418107at2759-S1	205	1283	48	1331	1356	98.16	96.39
metazoa-Oithona_nana-426305at2759-S1	116	1233	67	1300	2406	54.03	94.85
metazoa-Oithona_nana-457861at2759-S1	108	767	23	790	1074	73.56	97.09
metazoa-Oithona_nana-464990at2759-S1	7	171	2	173	1764	9.81	98.84
metazoa-Oithona_nana-491869at2759-S1	103	738	15	753	1230	61.22	98.01
metazoa-Oithona_nana-513979at2759-S1	9	216	9	225	2055	10.95	96.0
metazoa-Oithona_nana-543764at2759-S1	41	1091	30	1121	1317	85.12	97.32
metazoa-Oithona_nana-549762at2759-S1	38	477	15	492	2358	20.87	96.95
metazoa-Oithona_nana-570797at2759-S1	6	229	9	238	2406	9.89	96.22
metazoa-Oithona_nana-598949at2759-S1	62	1293	52	1345	2634	51.06	96.13
metazoa-Oithona_nana-604979at2759-S1	58	771	22	793	2283	34.73	97.23
metazoa-Oithona_nana-621827at2759-S1	22	325	4	329	1644	20.01	98.78
metazoa-Oithona_nana-625387at2759-S1	23	437	10	447	3951	11.31	97.76
metazoa-Oithona_nana-671846at2759-S1	108	925	21	946	2442	38.74	97.78
metazoa-Oithona_nana-674169at2759-S1	15	630	20	650	1767	36.79	96.92
metazoa-Oithona_nana-679187at2759-S1	161	1547	62	1609	5995	26.84	96.15
metazoa-Oithona_nana-679771at2759-S1	710	1049	117	1166	1167	99.91	89.97
metazoa-Oithona_nana-692986at2759-S1	69	541	17	558	2076	26.88	96.95
metazoa-Oithona_nana-708105at2759-S1	17	776	11	787	1275	61.73	98.6
