Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Amphilonche_elongata-1479417at2759-S1	28	1158	15	1173	1689	69.45	98.72
protist-Durusdinium_trenchii-1236198at2759-S1	2	168	7	175	483	36.23	96.0
greenalgae-Chloropicon_roscoffensis-83779at2759-S1	2	122	1	123	1571	7.83	99.19
greenalgae-Chloropicon_roscoffensis-97116at2759-S1	4	243	3	246	3741	6.58	98.78
greenalgae-Chloropicon_roscoffensis-100698at2759-S1	6	511	0	511	2310	22.12	100.0
greenalgae-Chloropicon_roscoffensis-142542at2759-S1	2	151	0	151	6375	2.37	100.0
greenalgae-Chloropicon_roscoffensis-156083at2759-D1	1	101	0	101	8793	1.15	100.0
greenalgae-Chloropicon_roscoffensis-160593at2759-S1	1	94	0	94	7370	1.28	100.0
greenalgae-Chloropicon_roscoffensis-245208at2759-S1	6	458	4	462	3288	14.05	99.13
greenalgae-Chloropicon_roscoffensis-330169at2759-D1	37	126	10	136	1608	8.46	92.65
greenalgae-Chloropicon_roscoffensis-330169at2759-D2	2	132	1	133	2787	4.77	99.25
greenalgae-Chloropicon_roscoffensis-341721at2759-S1	2	120	0	120	2409	4.98	100.0
greenalgae-Chloropicon_roscoffensis-355408at2759-S1	9	664	4	668	2125	31.44	99.4
greenalgae-Chloropicon_roscoffensis-369837at2759-S1	6	463	2	465	2118	21.95	99.57
greenalgae-Chloropicon_roscoffensis-390348at2759-S1	61	2597	24	2621	3078	85.15	99.08
greenalgae-Chloropicon_roscoffensis-392369at2759-S1	2	176	0	176	1649	10.67	100.0
greenalgae-Chloropicon_roscoffensis-418107at2759-S1	2	82	1	83	1356	6.12	98.8
greenalgae-Chloropicon_roscoffensis-543764at2759-S1	2	124	4	128	1565	8.18	96.88
greenalgae-Chloropicon_roscoffensis-551907at2759-S1	6	525	4	529	2843	18.61	99.24
greenalgae-Chloropicon_roscoffensis-570797at2759-S1	5	479	5	484	2446	19.79	98.97
greenalgae-Chloropicon_roscoffensis-598949at2759-S1	2	152	2	154	2643	5.83	98.7
greenalgae-Chloropicon_roscoffensis-604979at2759-S1	4	245	3	248	1893	13.1	98.79
greenalgae-Chloropicon_roscoffensis-625387at2759-S1	3	302	1	303	3483	8.7	99.67
greenalgae-Chloropicon_roscoffensis-664730at2759-S1	2	200	2	202	1239	16.3	99.01
greenalgae-Chloropicon_roscoffensis-673132at2759-S1	15	973	9	982	1260	77.94	99.08
greenalgae-Chloropicon_roscoffensis-674160at2759-S1	6	424	7	431	7594	5.68	98.38
greenalgae-Chloropicon_roscoffensis-679187at2759-S1	2	149	0	149	2514	5.93	100.0
greenalgae-Chloropicon_roscoffensis-679771at2759-S1	10	334	4	338	1167	28.96	98.82
greenalgae-Chloropicon_roscoffensis-692986at2759-S1	4	348	4	352	2364	14.89	98.86
greenalgae-Chloropicon_roscoffensis-720340at2759-S1	4	291	3	294	1608	18.28	98.98
greenalgae-Chloropicon_roscoffensis-721605at2759-S1	4	375	5	380	1070	35.51	98.68
greenalgae-Chloropicon_roscoffensis-722805at2759-S1	6	361	0	361	2692	13.41	100.0
greenalgae-Chloropicon_roscoffensis-734666at2759-S1	2	201	1	202	1614	12.52	99.5
greenalgae-Chloropicon_roscoffensis-736068at2759-S1	6	499	4	503	3393	14.82	99.2
greenalgae-Chloropicon_roscoffensis-751335at2759-S1	4	333	1	334	1464	22.81	99.7
greenalgae-Chloropicon_roscoffensis-759498at2759-S1	2	117	0	117	2556	4.58	100.0
greenalgae-Chloropicon_roscoffensis-768809at2759-S1	2	185	1	186	1326	14.03	99.46
greenalgae-Chloropicon_roscoffensis-834694at2759-S1	2	197	1	198	1840	10.76	99.49
greenalgae-Chloropicon_roscoffensis-869548at2759-S1	4	285	2	287	738	38.89	99.3
greenalgae-Chloropicon_roscoffensis-898782at2759-S1	4	358	4	362	1521	23.8	98.9
greenalgae-Chloropicon_roscoffensis-917326at2759-S1	4	317	1	318	1848	17.21	99.69
greenalgae-Chloropicon_roscoffensis-918816at2759-S1	2	104	5	109	1392	7.83	95.41
greenalgae-Chloropicon_roscoffensis-919955at2759-S1	2	187	2	189	1254	15.07	98.94
