bin,ERR594328,ERR598959,ERR598969,ERR598991,ERR599041,ERR599049,ERR599106,ERR599116,ERR599134,ERR599155,ERR598975,ERR599061,ERR599097,ERR599111
RS-341,0.010931935193331868,0.009517605176031499,0.009897935051622227,0.011694697325629737,0.01115573784880071,0.00985295421575451,0.01196466418206843,0.009928007465973441,0.010128147135925324,0.010823922297935221,0.004550623814439046,0.006785338727208173,0.0066176222896570025,0.0
RS-342,0.0020927751334357684,0.0030498226880289114,0.0055067964965044855,0.003209269761498463,0.0034648868397303243,0.0,0.00380733833522041,0.0031225289058763044,0.0060474578126509275,0.00800618845708495,0.003143182094972561,0.002500438217162158,0.00170826592616272,0.0034332883809567085
RS-344,0.0031438501928899624,0.003202045462482708,0.002535896384068793,0.0031867661400350853,0.0028474849949598527,0.00305194923264237,0.0025475191674359334,0.0026938941859147515,0.003038094165808376,0.0027352411309030534,0.003058728069655471,0.0028527230291569114,0.002597609796692454,0.002866338320597421
RS-348,0.0035047166986616196,0.003035833652335389,0.003097846514916523,0.0029751771069292296,0.0030090965614175728,0.002835625886628048,0.0028291473714137016,0.0030269797932961197,0.0024840012898595144,0.0030226074224735653,0.0022729598203436677,0.0032028420061603713,0.0031308785026514605,0.002479433414009793
RS-350,0.0027763105836404994,0.013362769058544582,0.005529878941246401,0.012691195718418717,0.006374889307303865,0.014644110953962397,0.005870090834983986,0.006733212693349569,0.013458112154648256,0.006544296746831933,0.005225330176851329,0.006693089863567595,0.00652027626687096,0.005604913454203725
RS-355,0.00445950968991016,0.0035957547013737664,0.0021005771162902484,0.003464800449055854,0.003567281851433937,0.005351667672657159,0.0031896142053092253,0.0030433439383479575,0.005032043186569582,0.007908865011710755,0.0022403992967411066,0.0070763444438600625,0.002398115081345058,0.003771732933380047
RS-359,0.037340637928751225,0.008967402401915311,0.02616456180678127,0.012403207832073401,0.0,0.0024441286953719105,0.01350299801318777,0.018218685706001207,0.027203061591765998,0.0,0.007111587565411294,0.013521777500998916,0.014483758107912468,0.010735476595792059
RS-361,0.0,0.0015671493156630186,0.0015198528153759897,0.0006845383504227682,0.001866576403241089,0.0030726914407642443,0.0021981602300211508,0.0012716838636619033,0.0026742908555844377,0.000881653366673345,0.0017477698711291549,0.003023155147041278,0.002668477173189746,0.002397371316740945
RS-364,0.002706556430299892,0.0022113892446582574,0.002604396259216959,0.0022273590094718356,0.00313267670684192,0.003474596513108333,0.0023142146040811508,0.0015895447754093503,0.003339760620650063,0.0043018036584320995,0.0027620745559916245,0.0018484701275774454,0.002732072054916229,0.0024870196090570978
RS-365,0.0,0.0,0.0,0.0061878489402094426,0.0,0.0,0.0,0.0,0.0,0.0,0.011015560875701826,0.009237566830882803,0.0037338339369005252,0.011940457146736963
RS-367,0.0038837609977583603,0.004673643578626168,0.004477466108419748,0.0045507942365073965,0.002976186600853486,0.005072422587533145,0.004940579372252377,0.004094536681634076,0.0039124514660837054,0.003546768077420368,0.00426925006667594,0.004706278539493284,0.004230959112312899,0.004102765204397659
RS-372,0.004617241869184815,0.005267479758563437,0.0027313436797846385,0.0050676135595294535,0.003727557554461567,0.006427513656179006,0.005441661260691919,0.004243592121895375,0.0025928893843259007,0.009121830611429937,0.0038653857231361922,0.0034586578071369397,0.0034800098017584366,0.004233091886238746
RS-376,0.022791828979033736,0.03338119165881102,0.021722121330871102,0.008245743928718314,0.013201678371045512,0.014366763025432758,0.025556431234339767,0.020915145481865197,0.017629247051671463,0.023657848346387064,0.02754134819864759,0.025662887214824664,0.025914532746904785,0.02702500103589024
RS-380,0.0,0.0003086427010508582,0.0005527887424795615,0.0005788683097048103,0.000328980348320085,0.00020626691447979384,0.00040763871531783886,0.00012352429716194175,0.0011395922713246806,0.0,0.0005008042707581272,0.0004651794550787951,0.0006483037938617046,0.0007061064407151465
RS-382,0.0,0.006670000806979074,0.010696384940478825,0.004537643150473255,0.0,0.0037905187287265974,0.0017720823909006995,0.00142311217576055,0.005696998325977057,0.0,0.001427876964127443,0.0023746422924775996,0.002308059557987037,0.0015711391265690001
RS-383,0.0012023082488522051,0.008664971619894797,0.003714541595077478,0.001992986795321191,0.0,0.004547294019022132,0.0018819450696396767,0.0006462325494177849,0.00894113612959144,0.0,0.023335329865440863,0.02329662419788686,0.022849427525890063,0.02294600489681678
RS-384,0.0014914769138678152,0.0011742437889683103,0.0006605800172529013,0.001484890106620793,0.0013877310920084286,0.0009772241738699352,0.0007439586933849123,0.0007654059066919993,0.001151359714281585,0.0029639534802939228,0.001426682767163346,0.001103560090780445,0.0012028837535521721,0.0012900315006726597
RS-386,0.0,0.0020358014414877034,0.003027016759511031,0.0013970617762205976,0.003897920245239441,0.0019282059888309601,0.002844117515313511,0.004921826940729765,0.0027112916204248233,0.00402431530354285,0.002258169704472283,0.00211824828966969,0.0020387903154237145,0.0026377012046470013
RS-387,0.0032002177821305105,0.00392241820172904,0.002410033609885308,0.0013708587373613829,0.005071510130868331,0.0021716550701061143,0.0025910230649272155,0.0038582722250398594,0.002015629061496394,0.0024625996727475584,0.0019321523202422625,0.002383987963591367,0.002315712371786067,0.0019403492362518246
RS-389,0.01238994107752832,0.01208732908070828,0.014374746217643869,0.01208462697526735,0.013678125419756501,0.011976800488556072,0.014766713055586645,0.013910209811180017,0.012171917345960846,0.013730411968834117,0.011540974999275559,0.015566628511242832,0.015205771568495239,0.012350731035879062
RS-391,0.0020797232773773506,0.0027224972421018576,0.0,0.0017355545214144718,0.0015099071272083263,0.002608345834497146,0.002375149811128066,0.0006378159158389612,0.0004571964150399785,0.0,0.002364237547297097,0.002280311987097266,0.0023951859919170812,0.002426830494954812
RS-395,0.0,0.033597209938999735,0.0,0.00641631210192243,0.0,0.0,0.0,0.0,0.020409502824643006,0.0,0.028508141802502537,0.027785978610682816,0.026686117208369914,0.02834559546289209
RS-397,0.0040716213990024345,0.0038111507273235496,0.0043178298010065255,0.002907122496205169,0.007140649038343034,0.004066503350351679,0.004458053677944417,0.0037595649628365787,0.0015652271901451726,0.005839015341008189,0.003138004759003734,0.004135381073085365,0.003733191607644852,0.0033490262018696596
RS-398,0.0,0.03763025068383419,0.07550349522334639,0.037403406069311834,0.0,0.006531053272270133,0.024393992922813038,0.03596726770777352,0.024467608561083966,0.0,0.03243515459110142,0.03188533051168019,0.03230829092291228,0.03239500912386748
RS-401,0.0025263253409961903,0.0037257133389979173,0.004063134756543246,0.003729549081229665,0.005085740752348748,0.003449750622949203,0.003541120314799253,0.004014150354551199,0.0035540439737894035,0.003950214891481186,0.0,0.0036492752142379373,0.00414225210817506,0.0
RS-402,0.006919469437317449,0.010663420215957814,0.013256663680325315,0.012608161863608178,0.01288721230459111,0.01171464356136197,0.011140376752025399,0.012232153836545207,0.011813143099413639,0.01376239357630208,0.02314270423190439,0.010817854835039126,0.0005721347119215578,0.0
RS-404,0.003291289214657107,0.002248192011336561,0.002237214034673695,0.002666906580093317,0.0028421996087371567,0.0020722278041655816,0.0022157424682503943,0.0025484560315622118,0.0024133767526412996,0.0023459859134823463,0.0015514485392311669,0.0017222505837558794,0.0021949319051856545,0.002020076307828997
RS-406,0.005800638255465561,0.00457758513942797,0.007574482557986214,0.0049993068282042676,0.006320031498392426,0.005620672253333505,0.007724104580679471,0.00555670502382887,0.0028542635361883946,0.004957168660482325,0.0,0.0026523239305746727,0.003783532991968565,0.0
RS-408,0.01501324309950916,0.014758873350914428,0.011476246386206352,0.014540438463873399,0.014106563575786265,0.015501939380151679,0.014023468899641865,0.014638675805597376,0.015098128511713582,0.021065903056950525,0.015643798027489737,0.014660080762399913,0.017853875197446537,0.020567293040530323
