bin,ERR598949,ERR598972,ERR598974,ERR598990,ERR599018,ERR599023,ERR599025,ERR599026,ERR599028,ERR599082,ERR599110
IN-1,39081.98248351953,6814.41222715573,3435.6351877472594,24975.57192050861,10348.708761137133,28094.960629779718,7253.720874822455,19338.942802761667,19483.215314313256,208350.75124789882,66511.20438085328
IN-10,0.0,511.54727065434594,151.01710027817694,317.39856061475734,340.8740414083603,985.6105588666522,492.76882544009317,782.811678008022,630.6424888851964,435.9736718339791,962.9934245981165
IN-1077,2854571.0156311,631527.5036816966,304669.09612500924,4594151.625599131,2049047.354193065,1992333.3123390505,616639.4380023227,1206363.674293502,1569037.41163487,15110013.629462155,11036834.005829494
IN-11,248073.16634466563,76897.78937152376,142724.8663237021,73411.92766348082,31598.90743519309,208436.28491417147,74020.79835205806,750989.2353457652,819030.6362911374,1461858.5893363243,175255.21488404518
IN-12,5282.039367384151,16513.492565390847,3656.8237532203184,32311.071308207047,14642.398267141081,52892.851363660746,14806.67883676773,79078.14710177538,12350.313433380714,29817.820796726734,75771.33470408866
IN-1213,26370.356538795546,231656.38548456208,172824.8311645516,182507.26967036055,79787.57592774232,721816.6807859847,229451.89582714502,5024897.145027836,890309.4718038496,145372.89067174192,429584.11732851126
IN-13,13703.63025451706,4681.2935186941995,2576.7406705280578,14592.160915567389,6623.616988541464,10333.528518794143,4005.840505313336,166220.04385009976,9707.377827829485,81712.18354932299,36226.787025494654
IN-1311,75659.09933312859,505474.1870548033,159664.59254262267,520782.7327655918,228038.82395331073,1421771.685231738,495175.5882926498,5241747.699238791,815400.266845074,413437.8478801901,1225137.1223813954
IN-14,232540.78519618124,27444.588117305702,118384.00784031869,30577.1591477867,14204.513820424801,81482.83951381686,29031.435951409723,167296.27921403246,712777.2599828283,1359281.732660276,73651.78057571848
IN-15,382153.7877450364,1462066.3703069482,263017.375761418,60781.13631192818,25215.402187169428,3726466.089726459,1416767.1040074376,5680725.914100969,286262.00617678586,1298118.9981278528,132906.09379285152
IN-16,121868.51362214335,12403.809864080047,222725.9780694908,131840.15592738488,60662.7619694179,44214.9603346779,11378.358232304414,127663.26916096556,1273373.8419622441,690277.4125522899,316515.19779674796
IN-17,2555.8703130184763,2676.406039476776,2540.4348914468947,20584.47740446215,6569.855940736483,6291.128966878183,2023.419910845439,12360.798515466171,13667.827381495332,14184.4391213858,47606.69869997609
IN-18,3478.389844225656,2216.2418684555646,3991.9515077264787,3527.5855974631118,1402.6736309371736,8710.015798047,3040.3485119256616,18473.195153304026,22906.337341147857,20921.825575484843,7185.487048521718
IN-19,116387.80166873863,100321.48746854288,160561.47800134573,121160.3793170779,58052.28399054938,231860.37139350924,101198.0370556921,390415.9378000483,939680.078841882,644041.5236109978,296871.66657958506
IN-2,104895.29954680143,4004.0609220304354,48767.8624036116,8216.610209291382,4083.788221876513,11451.738867395601,3904.2474500697067,41044.86469084217,262038.3148687662,634418.743620882,23252.25801791214
IN-20,68958.02487665004,10837.148189385587,58912.38063406235,1318571.883658014,606118.0670511012,40299.84799329493,11350.622413680529,119639.56543248813,231431.19513658085,385819.4452554844,3139154.3705792422
IN-21,8544.910323349908,14117.381125323023,7110.491267106753,11520.261840420759,4773.787135637619,46725.67200495622,15080.506230795572,56634.9310151185,25211.10193557477,49866.67484274971,26710.802849229953
IN-22,2503.468494102049,5318.886506582048,4560.55223328181,9830.998787494898,3626.6351693201163,22596.549429479724,5024.752213989043,10258.477363343773,19797.481364234143,15148.381396842,23817.702708451987
IN-23,38753.35199414776,15766.361906341725,17306.583270247054,29717.812622473833,14470.320738950617,43820.708137631176,14548.05563328697,50429.80500545171,61469.56308532964,210280.19187220855,70862.34301220402
IN-25,6358.720817895086,5252.104374749013,5133.244157480917,104844.97170746457,46364.07028802323,19704.888665183757,5284.043301875649,68976.88267874214,22512.863804117937,30939.30352964644,245709.47952956075
IN-27,16706.964113205428,6937.22137832254,6630.427765333208,4291.763377805209,1908.3977593760144,19423.159969073484,8132.953559517372,19199.152286783403,18508.375564038273,83956.6837418381,10903.202031963518
IN-28,1354.1519829125434,3284.4717011568137,1761.4969987076017,8067.992060997928,4268.191735795376,13483.095803581904,4050.6491886054564,6074.377452409905,6615.677116137265,8421.138451682536,19393.148428931407
IN-29,8021.731252480768,9929.187816510665,3478.867027954024,15104.293057588164,7295.909560441242,9046.426116019466,8685.652772371504,15951.659459967103,9622.155125664138,44556.829516943195,33794.00943172464
IN-3,6410.299562161106,291.58156946419444,79297.50058538237,1178.1823939489873,273.66606026516257,761.382048288936,458.29318308455703,35491.51854018333,434283.9656463581,35308.04073709269,2622.4837850871863
IN-32,8465311.889178619,3988317.4942228533,4604877.360104518,2972812.3472236893,1280327.9150995482,10765955.299339594,3890252.1145671816,18321761.04621746,9489045.1058354,46402908.34872333,6858895.435019409
IN-35,49756.29573827339,406572.2055708912,129026.36441905863,213576.121996372,94701.23461397884,1031614.6923736557,388605.9145217409,673638.7512085119,746209.033960204,292666.824340286,515350.6080371997
IN-37,205943.55314396674,2278892.2240339722,37400.53487693164,2161982.881104682,916859.0163409561,5891263.955500859,2262464.905150018,2087348.039351908,201857.56876654233,1170591.9754276278,5126856.324659073
IN-40,1563.393759101304,3599.1827229008186,2145.3447725617307,21242.250781504114,9490.776019821447,10524.557991063575,2744.7547028413805,9399.865579666135,10342.093291919437,8952.176871891268,47073.086231098845
IN-42,25228.42716153627,403493.4307925673,176157.05965327082,289008.08051318,121822.05060811965,1156444.276714377,395443.3253960345,2292445.2416226203,957499.6500249617,130008.79041099119,682362.8387562063
IN-43,376135.29499893775,899620.1892905517,369829.1662904523,1132153.8796199923,506105.1395330135,2848990.0313602905,879094.1779313982,5192574.206192297,1883441.385878946,1952338.9512303285,2675808.8385763387
IN-47,1806101.1501475982,1300354.8961279448,105474.6466772191,4188036.6383758774,1882631.874318921,4269537.52480999,1277807.7606645122,638294.2456452763,560933.0670709669,9538637.236437112,10022673.663723344
IN-48,8470.392703411335,31276.733326405534,178408.44360655383,154748.9601051141,62243.513370841894,76996.92645217406,30661.775372798253,809871.1254153803,1037213.3566482482,45891.111892561545,369797.9466562525
IN-5,1217.4360671922968,6055.531070456421,1040.307397452871,3910.193718245576,1973.9167166350676,14999.437973231634,5415.344780412615,31893.37202928495,3369.1598469114087,12048.238190207156,10096.367070550212
IN-6,114130.37932423239,107747.32639388491,36782.99804770183,61388.579673803724,26510.31947647307,340413.20534363814,111069.13465144501,679464.6963258332,179286.35833553362,651180.9527679415,142823.46545660755
IN-7,30846.380773058507,19479.550311638675,25014.84661935763,14435.917913134595,5972.5097650490525,47275.05111833087,18094.838883487682,153456.59926028195,167580.88593646372,176727.2778208984,30689.75301391876
