bin,ERR594313,ERR594325,ERR594395,ERR594404,ERR598943,ERR598978,ERR598994,ERR598997,ERR599064,ERR599118,ERR599144,ERR599353,ERR598952,ERR598962,ERR598965,ERR599007,ERR599065,ERR599108,ERR599168,ERR599349,ERR598971,ERR599055,ERR599067,ERR599128,ERR599132,ERR599346
CPC-1,0.04289647706123341,0.04404393970967512,0.0,0.0,0.005673215480179384,0.0015190762004269236,0.03910219418065692,0.00920410224266633,0.0035740439577640203,0.0009539870260586259,0.04194646647236136,0.0,0.0019645729813857716,0.032442014256871314,0.044002404629715955,0.03126548064387327,0.001169482821253011,0.027054951945623244,0.03436739423283266,0.0,0.0452862492184422,0.04643611157276138,0.04569608232167498,0.04619094032854667,0.0461407523606484,0.008126207578174734
CPC-11,0.05456943734573687,0.054942821416651993,0.055395308119492184,0.05601996900656593,0.042275930171297986,0.04642421365828466,0.05497163555541905,0.05811104543383974,0.05210959717880606,0.05942078130967535,0.05518065057494572,0.04344645704402643,0.0522040223289404,0.056667526625540095,0.0522759047067606,0.05731913203558248,0.05393344444854301,0.05258609792953835,0.05155658779449793,0.04941852774976074,0.05455723053469062,0.03713772795848408,0.05563582190569359,0.04298963714340878,0.039907068618637284,0.045841378782371774
CPC-12,0.0341344911080177,0.08738034284118006,0.048494346480199055,0.04996100948096792,0.05160392682479159,0.07846367082580671,0.10058360064834562,0.09917254908718871,0.03137476583883761,0.08175873044312659,0.08966755610836577,0.05228045453059115,0.07012489050614121,0.019240276797610915,0.07044143524096452,0.014861384910632467,0.07171050057206027,0.06308168217927373,0.03531252279565275,0.05028518317253441,0.035306735480146595,0.012685986628357878,0.021331600509528006,0.024418064559963887,0.021920737378677724,0.05008360903629687
CPC-1232,0.039568562201911524,0.05051287943957994,0.0,0.01330075736265233,0.08595540947610568,0.07981677138205348,0.05400644250524895,0.0428346878467814,0.0642878067076978,0.04748413184178062,0.04852203244756693,0.0,0.10020440423133677,0.04695332630320534,0.061762291621826754,0.05605035919268375,0.06765725539070347,0.06410227092803317,0.0632609003754849,0.0,0.043531358597760826,0.0868074229535054,0.04096518840043166,0.03531774836951872,0.04859990664559288,0.0
CPC-13,0.021322875912036982,0.03684668427793247,0.0,0.0,0.0,0.033304892298028875,0.03607240635879836,0.03880652088063017,0.051274644502549295,0.0,0.026617766221865888,0.0043329817206524375,0.0,0.0,0.05419654515708977,0.003985326273314333,0.01194568155085409,0.005525192391881153,0.0009155117938216685,0.05942806264220267,0.0025126432421448547,0.0028803512797606844,0.0016681030190282007,0.004556565777333098,0.008135753315219816,0.020121142588621747
CPC-1326,0.0567709695125214,0.05574936890723561,0.32306459836774515,0.0,0.14779090293385544,0.15562125597948126,0.05893740610937304,0.18632102619099888,0.05762257776153993,0.2008345414379127,0.055980798449520724,0.0,0.16731031099649946,0.10594289536021864,0.05588214376323737,0.10044923235701395,0.19258944258940153,0.20501116208480033,0.06845321460928257,0.0860936570568273,0.09933283625481484,0.030631141536565015,0.03410017076352074,0.060648408933831194,0.1341574809863268,0.08181780773613569
CPC-1399,0.07141971155411271,0.061514558623063216,0.000583789226293168,0.0005563705491467118,0.004282291860231563,0.005860066137117144,0.05993361286471273,0.0,0.05388881578686498,0.013372716625275963,0.06100964508051561,0.005382573531837959,0.0,0.0,0.053598190100988846,0.02047817713517931,0.0038005144915409157,0.004886467145568495,0.004710781029441922,0.0037806051387757828,0.05505412082362424,0.08584440351896659,0.0520631668646636,0.08200292332710106,0.08612910278511564,0.006564454564454905
CPC-14,0.08453115727891584,0.06038079610388638,0.00900266813819192,0.015118090531564399,0.0649610837638288,0.05726218365852126,0.0221530203240775,0.07395994293093554,0.18747265852585593,0.06200892143575531,0.10970956417311126,0.02309647023073146,0.06831762720478197,0.212378423198355,0.05993603326590716,0.31705009240761317,0.06330071432294997,0.07499096790352902,0.2441362920501041,0.01209250724436417,0.07552929816051245,0.07204439232016305,0.0732658338883021,0.06789744500510485,0.06674109138632477,0.021805115718488272
CPC-16,0.04587228615249399,0.1178492339329022,0.0,0.00461208102049845,0.04252407030763588,0.07261264740875707,0.09661338978008001,0.06634622647801408,0.02769048518193371,0.07007948923990204,0.1861705909342165,0.0,0.04133265918861293,0.24234109538833684,0.061596843875814246,0.09792820416486714,0.06121896457038899,0.09039050139091157,0.16700128544944065,0.0,0.0855550625881415,0.11621408833975067,0.0,0.03735475757787498,0.08313258983846895,0.0
CPC-17,0.12048515451372925,0.13636033523659344,0.11087214396645452,0.10433867903191721,0.1663688066447484,0.1651613757959787,0.05197846308811384,0.0,0.10745600766267581,0.16001910359395818,0.05699827438162985,0.008392368952985492,0.10873300021992031,0.1250226770866512,0.07920446328694801,0.12744582173989513,0.13877401538234282,0.09697322600651422,0.1222087201310643,0.03552490905235564,0.12886326807545476,0.13125206567728523,0.12574038888253738,0.1303801323377274,0.14157221320076582,0.10445996188181676
CPC-19,0.05881400505172973,0.06253213960070594,0.1047107852739892,0.12377940571708039,0.10900441249734756,0.07529194854325766,0.12638631103134412,0.08893925371124795,0.04751943669720036,0.09225528288612532,0.16664867757629342,0.097834752507225,0.11926993002747208,0.11731259850824828,0.07028114889981234,0.09594795424877142,0.15054010766808276,0.14893889089110043,0.10216023600262401,0.0964952943771874,0.11822830831836532,0.1007440709619803,0.11343212537417446,0.12367188213945272,0.11510903745304182,0.106254097260757
CPC-2,0.1115672191682694,0.10441313995183762,0.05377659252635072,0.16935835475007258,0.038280391297042776,0.05759580780208595,0.036657724901088116,0.052225825036364575,0.06778128941494091,0.05411551269060793,0.07994392736102983,0.12825699492137727,0.11011381024995749,0.14427076075643366,0.13275423502411615,0.1564452405042698,0.12436519036190379,0.13165417656274284,0.16884761745284274,0.10086494534959226,0.11478123485108213,0.05040319663213686,0.10543963080223588,0.04908285294874065,0.050178250741882306,0.03683386618550234
CPC-20,0.013094855246132941,0.04892861241780435,0.05679636124298895,0.1355345718245865,0.05063709953631573,0.05187277030402396,0.0074383961120710876,0.054163617605159774,0.04693536242259627,0.06304673177327169,0.006905101729894025,0.02087739189748822,0.045287692750310915,0.049837356317336066,0.04998602613818176,0.048263191157653054,0.04903234596044447,0.05004372461669533,0.04680042047904664,0.0,0.0023969459118167225,0.010579375492381759,0.0,0.01576501520445707,0.015680669188571358,0.0
CPC-21,0.047701752654637636,0.05451572647107219,0.04440815205810447,0.026926650516718748,0.05337265551160968,0.05559459318296272,0.13906247035644387,0.04164811744639603,0.0514799087376723,0.05016129356821934,0.14547426496561947,0.13330834179829384,0.06302804440962953,0.09725996707709425,0.04966267680095952,0.06623849924628052,0.052299701285674995,0.05214511769528997,0.06174953244604278,0.09436028399053699,0.07204081569678263,0.19590850819751768,0.0692077838283745,0.17414404547991938,0.1566866342035014,0.11011897446690136
CPC-23,0.0002688602105228485,0.0008037214400092956,0.0,0.0,0.09911007581340725,0.09891140883122385,0.004599788717181142,0.03325298905756499,0.04644771134367743,0.03175235128986025,0.0033922925597699933,0.0007723785611280641,0.08060814540806027,0.07944881458282461,0.07645697924412201,0.08038965882153316,0.08174463867093873,0.06246871678589904,0.07637941034692108,0.004026099833988753,0.08743360041708137,0.06519438393716334,0.06409204938100029,0.07166318777461388,0.08382678962368181,0.0023601851731371664
