bin,ERR598989,ERR598997,ERR599030,ERR599052,ERR599118,ERR599142,ERR598942,ERR598952,ERR598987,ERR598995,ERR599065,ERR599070,ERR599087,ERR599099,ERR599108,ERR599147,ERR598971,ERR598980,ERR599004,ERR599015,ERR599051,ERR599060,ERR599067,ERR599076,ERR599115,ERR599127,ERR599152,ERR599175,SRR3961906,SRR3961935,SRR3961936,SRR3962293,SRR3962508,SRR3962771,SRR3965585,SRR3965586,SRR3967905,SRR3968062,SRR3968063,SRR3968770,SRR3968777
NP-1,0.06417233774359858,0.057490988032368615,0.06248846367672634,0.07165598989594708,0.053339924304805886,0.05949410578012195,0.05285463429940858,0.08032929984098255,0.07142779886088077,0.04888344753689017,0.0872599061618246,0.05569715188461151,0.07145744851407651,0.05707186457213881,0.08860734131254744,0.06583473000586473,0.06650773259967518,0.07980500083998167,0.05819116828892122,0.0727350755214125,0.05682192244958268,0.05685186237670281,0.06511934847400666,0.07175020480771552,0.055036513413114885,0.07464254298243286,0.07275889101545123,0.05635227786898934,0.04939877102510218,0.05196332357008306,0.05619014597336504,0.053401316574204175,0.050802352737327194,0.05915299913702736,0.053691594765522294,0.059648271610572415,0.052087843845419805,0.057139077268708746,0.05516932131398269,0.05803053960404095,0.05617926248242225
NP-10,0.07160224941176599,0.016249546352511517,0.05468698005701875,0.05924111848986178,0.0219416582150713,0.0751524023285924,0.050021755095009904,0.04012891562420782,0.011981496969192132,0.046507375347563426,0.037095062024361976,0.03726711095694091,0.032775065578768185,0.017642251025445515,0.03002808145755551,0.022324111532426666,0.04435003495934633,0.04819300025702153,0.02749416149696947,0.025215092027604122,0.02477753921859411,0.035523723024933285,0.024394528966429053,0.02564626347078131,0.053377998831657746,0.019620160595086474,0.025801916475171358,0.02455523564875728,0.046495451131959874,0.043421654087566215,0.0434723639687738,0.05337355908482362,0.05005838082705718,0.04794204346045606,0.04757693333842367,0.05254686800443627,0.03722992441095954,0.05442952974025109,0.056179380604636855,0.05070531812144508,0.12942657990681197
NP-100,0.0631745594564494,0.018465515506300885,0.06425632187594367,0.060645647133412965,0.08192147392100262,0.04362636611311012,0.044580287115269394,0.10093406530012235,0.16425561262520041,0.07208917485158946,0.058390442725886914,0.19238823693488613,0.05216279220369808,0.11633666952494193,0.08727205996192733,0.14506769142571918,0.14531477030292758,0.07213542043593578,0.07813046675329306,0.11919067384995313,0.05096206619597676,0.0975674421260931,0.1533264587850371,0.09548551768767516,0.0757427488381596,0.13838683981687544,0.15284864955897093,0.0679788699990887,0.09392487831617585,0.0980612519411038,0.07993661282343653,0.08954216797990572,0.10377582308503532,0.07921776418096363,0.15427521096282967,0.24035867431860425,0.19988146377077007,0.300109525539366,0.0,0.16670310008452058,0.25033785880210974
NP-101,0.06958061007832232,0.06766985518654055,0.05377221632917949,0.3299446990255681,0.06593448473283907,0.026829511257789252,0.33373380748954473,0.07336157326388199,0.1588002253667458,0.08731224389998207,0.08358548386959427,0.1816711935501258,0.10504560021322026,0.1659012315450283,0.07580278040941643,0.10081980470163567,0.14978028792814943,0.2090425536674994,0.08235678726546992,0.18692547219714123,0.1534059848014267,0.08109714817559208,0.18878856729055118,0.1831297463631442,0.16235527864224947,0.1270470220927635,0.19070351164073523,0.10272301189225282,0.0,0.03862795709868053,0.33354886444756393,0.13020023577355677,0.0,0.0,0.0,0.0,0.3504773471588163,0.39983538315555783,0.0,0.0,0.0
NP-103,0.05654880754914839,0.03279219604213707,0.055809559397357794,0.061189675515098754,0.028971166631650534,0.05623636575518691,0.06451644594919853,0.04471180258781459,0.0752005185417244,0.06144846356977428,0.03644951893056887,0.07367115154075388,0.06557182289695827,0.10786237999223999,0.02477295779001686,0.09376724248829547,0.18423838344862992,0.09582034549017684,0.059117170434294826,0.06798335515528373,0.056061731491737925,0.06475496197425103,0.23320330307734355,0.05853673284210297,0.07013496567899859,0.056454898126834095,0.051041392768364245,0.05270336695895738,0.043707292485989854,0.06295086885041135,0.054608679694913474,0.05582084892968216,0.05076459530157317,0.05805351429382808,0.049202361431649376,0.0,0.3335699208178925,0.0,0.0,0.052671867028450704,0.30787415314266686
NP-104,0.042461585709404406,0.031093424053714167,0.04242493395979548,0.08397476519051221,0.027378396486106342,0.01288738043201099,0.03267418937498785,0.024210070673550195,0.055939604941294255,0.01803136175110934,0.028325189970011273,0.04698661370849112,0.04279052749918067,0.03909815644872811,0.029997518794121773,0.03969560709795442,0.06344182371920397,0.05624647015909774,0.08521485191763802,0.024764037951725215,0.06145067880839642,0.010776936843526853,0.03046643260252477,0.06015423155538678,0.06054892442640791,0.03683320386681969,0.018305583288415625,0.03353886720068886,0.06311774068011566,0.06456858780028227,0.0,0.018167604216496075,0.0,0.0,0.0,0.0,0.0,0.008064980947670348,0.08210727599829828,0.06449704224185547,0.017476638048298406
NP-1044,0.03826105016204164,0.0,0.0,0.08106782854968189,0.024539833466593906,0.06967924679148335,0.0,0.0,0.39705616767071383,0.015120234770135544,0.0,0.4583134348076468,0.0065373001578589145,0.45389149138926405,0.0,0.4108977189732484,0.00845866995128117,0.024763167025859564,0.08822013582040081,0.06838210412607099,0.09787145890727189,0.12023241044461218,0.009347652850286542,0.071280032327717,0.043985205517609226,0.09764019816921919,0.05556530082281427,0.084483000438856,0.058177459468310606,0.0718449963629689,0.05016784343920198,0.05491400626032138,0.059454821990367515,0.06270798694253112,0.05280224243935699,0.051073797824801884,0.050876266200294125,0.05030792774539873,0.05345515370706793,0.06710960902052186,0.06703070400857021
NP-1046,0.00244688203212257,0.012024571383271123,0.07268342213432712,0.05569701781142474,0.009519123703698963,0.05114644462142616,0.03153999343308243,0.0025022678313978753,0.0,0.043189494608630336,0.03638674380450072,0.01221150089507587,0.038102010464974356,0.0011691540413730221,0.06336760547463761,0.0,0.006869623698390171,0.019792578620929174,0.005992130527239389,0.008775025287775887,0.00831008825633029,0.001356289521242963,0.0013983404834563779,0.0,0.04007938394016667,0.010678789660585204,0.004013552059586887,0.012260697753337942,0.0,0.038334823307705206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-105,0.018501134729295005,0.0,0.0,0.013351059348539671,0.01595845714039667,0.0,0.02246504654764537,0.0,0.04750330193284147,0.0,0.0057003966706440845,0.04455551414925356,0.0,0.046662543764050934,0.0,0.027269896465352727,0.04573150570634244,0.04921797199934012,0.050387812017318595,0.051185423845777164,0.051383970036169485,0.05214014776915184,0.04837165976332905,0.05085113536850196,0.04735568573086368,0.049786501012146774,0.053331588248041524,0.052140826606163794,0.06655415272976538,0.06398251995032386,0.033460933225728816,0.05453518879709367,0.055180464265776115,0.01981336878217098,0.07148890528782822,0.05774515248261433,0.05397995816828586,0.058304465377017466,0.04980449684312866,0.02201658481172584,0.06904099448710907
NP-1051,0.1429578526621747,0.0649092744594902,0.12500627269900563,0.0950125073988794,0.08216785658467615,0.20131567410691087,0.11604408714951736,0.2031630839651386,0.07288797646409759,0.07106343087914914,0.025262803624794255,0.0738322735841009,0.03517099596019419,0.07186231296859565,0.033920188955221094,0.07309713662233464,0.07899830893141584,0.08945401719443566,0.07215460470334686,0.07139489913276639,0.07263766785004616,0.07222076377719296,0.07675499993187818,0.07231808059843829,0.10217092821307536,0.0721235274857156,0.07041165570605294,0.07005687515948116,0.07538727739999786,0.06274334444957848,0.08107326252999028,0.1670936601217538,0.09393815356733516,0.11669038327938228,0.18867892961304752,0.5013427054606973,0.0,0.09697846992800387,0.015367052590923566,0.07165778466283397,0.08048552216584601
NP-1052,0.010363319870694943,0.0,0.045452212723770605,0.08146957768695363,0.003011918562048561,0.08692808497138578,0.08675020488424663,0.0,0.0,0.015616042405818724,0.004260560776181974,0.0,0.009707375827661707,0.0,0.008814840041051885,0.0,0.0,0.03251104412239649,0.0,0.0,0.0,0.0,0.0,0.0,0.08809842145128913,0.0,0.0,0.0,0.0,0.05945516105853921,0.0,0.0,0.0,0.0,0.0,0.15753543903526956,0.0,0.0,0.0,0.0,0.0
NP-106,0.44288874821461344,0.0,0.6164909080910735,0.34237629350858784,0.0,0.0,0.028181825064444884,0.0,0.06125318655479345,0.2288447251973925,0.2569592184140396,0.06103610991921278,0.31678644148907614,0.06035082394355237,0.28043207770045847,0.06091204440223199,0.0803325502658753,0.04711733752728396,0.04609713692193353,0.04407535147176793,0.04472078654911581,0.044882558976154265,0.08674231157249707,0.043477634314166305,0.0529035355323681,0.04281800617993356,0.04271995670931259,0.04536152203454976,0.03763336373651228,0.038565242003229715,0.04041270001091171,0.0366351842834932,0.03629707934228478,0.03354958793034874,0.031171409446061896,0.037201981897735714,0.034791916691823285,0.0374167988765608,0.03668311536648191,0.038571142682183965,0.0348159283207236
NP-107,0.02884018284343584,0.011083390033000701,0.0023468639710885696,0.05430434501024408,0.03226287324043328,0.008748441498674443,0.05225572478155888,0.02137551857186091,0.027278437534126503,0.1036864297933318,0.028079807618497522,0.0,0.060915648838431605,0.0,0.026110066615072206,0.02082934907373872,0.05456934021874576,0.04697741054388247,0.0,0.0,0.0,0.3927425862224768,0.0,0.0,0.05082823624748815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-1070,0.08098132239365229,0.054143987328437525,0.15153013118411882,0.0469934940474541,0.07638375971906758,0.19115438419392153,0.06619648963580138,0.11471285406241014,0.014850390485053296,0.06787701952057891,0.08457699850711786,0.018603656856602493,0.17373845932720824,0.016536314383153918,0.10450719476509113,0.023877958173848947,0.06191725341436244,0.06002441868811574,0.06400116449251943,0.06427233750067025,0.05911944069796239,0.05837028126299887,0.06283205950401688,0.05957877399261621,0.05850011301112896,0.06061560057797708,0.05656282727071667,0.0633164532075117,0.10312869618452149,0.10770283589524847,0.05759656888335733,0.06754119032527221,0.06025199402350892,0.05070478950200256,0.0646395190709451,0.135223963587666,0.06859850552222323,0.076017669577345,0.08102419008181257,0.03972528610290458,0.15722518214790607
NP-109,0.0014689185187261077,0.0,0.0060713624749355564,0.007969607845026398,0.006662319688853485,0.00915513200986945,0.004104399385961617,0.0,0.0,0.0003495499222697587,0.003058492489464214,0.009314663689746625,0.006505385905510681,0.0,0.0,0.0,0.0,0.016465303963706268,0.0,0.0,0.027682580379025126,0.0,0.0,0.0,0.003852582199174344,0.013031175204467841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NP-11,0.01025088876752153,0.0,0.040708120081044775,0.008095014241555532,0.0030572914324401975,0.01181948735268443,0.008543371629928213,0.0,0.027523647550395804,0.016660464678329275,0.013759360875427453,0.01831414184494238,0.02554040557446572,0.050563036722121805,0.002746835343025293,0.023375221735265114,0.030445850536065043,0.0026051737138031634,0.019890834288144324,0.025867956364911394,0.030080946005859487,0.017821604369429908,0.025630392860508153,0.024427650428756276,0.014236321406070096,0.036958155433166835,0.027202251068096834,0.01749947283226287,0.10720141738513135,0.12056369741677843,0.11665052234779018,0.11131538363511517,0.12209952142108677,0.11025513025312685,0.004888197741342149,0.013049100869084833,0.013482757019004912,0.007179456937891469,0.0048530405923744935,0.008482893239205307,0.00449702376790159
