bin,ERR594328,ERR598959,ERR598969,ERR598991,ERR599041,ERR599049,ERR599106,ERR599116,ERR599134,ERR599155,ERR598975,ERR599061,ERR599097,ERR599111
RS-341,0.05295763371685737,0.06413748523153882,0.059463659196288446,0.06078166575677173,0.060920863938845014,0.062397111922634016,0.06505547070573765,0.06075314911605405,0.05870736868933877,0.05965717534208886,0.32936850417483604,0.07276079639097635,0.07817429851923684,0.26800326920415213
RS-342,0.052749917111208036,0.04973946021160358,0.04969520373741162,0.05176264245922321,0.07469541325055333,0.06581689002929815,0.05361151256727836,0.0491377664540613,0.03402663017296946,0.046621023854782305,0.049882826540467606,0.038014276101003504,0.04880291587915917,0.04978943336755966
RS-344,0.08316316001530638,0.07853527596622321,0.08243611390052745,0.07899095453911567,0.08269827037432921,0.07882411260796206,0.08137938535700875,0.08312017557292606,0.07898373895737164,0.08197997471070141,0.09300860667532358,0.08515473280026119,0.08516860383730247,0.09534671720198229
RS-346,0.0,0.01797382557595012,0.04908471924020676,0.0,0.04920196851305786,0.032995560280508124,0.040947807680580456,0.04749529904652972,0.02179133683643703,0.0345656561711282,0.04452453411947049,0.04714642437770925,0.04685851737809034,0.044242136835737265
RS-348,0.02918559692695255,0.030861161227811282,0.027872434001716833,0.0301350659431728,0.031929833434074566,0.02881058907997048,0.02967737022795444,0.02969624964549154,0.028942887539729855,0.03120250318280394,0.02430381045926866,0.030346676472148348,0.029755400166282975,0.02635506119787195
RS-349,0.02849266558441516,0.031840138464794936,0.02802996959228722,0.031983155535008315,0.03199984081327636,0.02461149048863198,0.030188096245991877,0.028758033367137427,0.027175207147746593,0.02994625810116493,0.03283002308527595,0.030947751833785116,0.03230431619526917,0.03315447926480578
RS-350,0.00804704930903465,0.022860371751142184,0.03285303235260984,0.025822706063648074,0.032597412001715634,0.0329710727655473,0.03378015443254955,0.03356603954430891,0.03213178841307433,0.03359102012481684,0.027669069366864054,0.034800807508655274,0.034722424405589127,0.030132381293748782
RS-352,0.027377790547522176,0.034931546643693245,0.031986816672445136,0.03469338142300558,0.03172882656134638,0.034756510937065714,0.034867211156021316,0.033799632819255535,0.03532362534030144,0.0322412387488381,0.03708529652034168,0.034847095062522065,0.03445360264155844,0.037891632936195734
RS-355,0.04906503665670295,0.050581220498017866,0.035587595948908375,0.051501299053126864,0.054222454644266206,0.04826102587502065,0.0692901166836525,0.05259062635897546,0.0609259839255838,0.031436850020124085,0.04695074071848065,0.07007414625727625,0.07088129140495916,0.05376441148472701
RS-357,0.0,0.012443397822203621,0.040736380396349,0.017537783145496037,0.0804925499547216,0.003331059441875168,0.011781092994992555,0.0,0.007635953763647217,0.0,0.028507533933063548,0.02917709327123485,0.030152094713069056,0.029817213781256565
