bin,ERR598984,ERR599006,ERR599009,ERR599010,ERR599022,ERR599035,ERR599105,ERR599126,ERR599129,ERR599171,ERR599174,ERR599017,ERR599027,ERR599040,ERR599046,ERR599056,ERR599101,ERR599103,ERR599122,ERR599133,ERR599137,ERR599148,ERR598947,ERR599000,ERR599005,ERR599044,ERR599048,ERR599124,ERR599131,ERR599149,ERR599154,ERR599159,SRR3965592,SRR3965647,SRR3965676,SRR3965758,SRR3965809,SRR3965873,SRR3965874,SRR3965875,SRR3966130,SRR3967025,SRR3967319,SRR3967558,SRR3967690,SRR3967699,SRR3967700,SRR3968060,SRR3968061
SAT-1,0.004596965585982947,0.002326501740897268,0.0025801427237007965,0.0055495513718761234,0.0038607913140551488,0.004282633004039466,0.00482151901122796,0.004730896181494115,0.0038026597282717154,0.003566888571239971,0.0029108736575168465,0.0026158588190337935,0.001537269835817753,0.005168336844921017,0.0033891538900909764,0.00230770044132141,0.0032150832466062915,0.002503607950205976,0.001460939940595473,0.0034533097009563593,0.004809399586501467,0.004934240602897802,0.0037713297310039543,0.004868079215891648,0.004965824313772951,0.004273535755042633,0.005191774304826387,0.0032043356270276143,0.003317860820972153,0.0039037375362112087,0.0,0.004452860999126636,0.004965579668738995,0.004892694020800797,0.0040316393505033035,0.0033516246154961958,0.0044633793994762255,0.004590084230457265,0.0045472725129599755,0.003959759778179912,0.005051795793442205,0.005373673837749396,0.004209053019145293,0.004499820064392611,0.003529884579412556,0.004985343232773245,0.005773237521054606,0.004141198886081094,0.007371427581675182
SAT-10,0.00475538132031701,0.0045401411339262105,0.0,0.0015603663934460113,0.0060198675775876166,0.0,0.005210085886368655,0.002279628533473816,0.004906029392290153,0.005619997579314903,0.005016268583100911,0.00523237664300632,0.0,0.006478247469995748,0.006449965697062414,0.004359052634995008,0.00608783626432974,0.006484931790164803,0.0,0.006743302465571456,0.005783573909037825,0.006127998313634505,0.00043021331490800964,0.0005817148052877933,0.004264799245531482,0.0,0.007435621774855053,0.006471501558784559,0.0,0.0,0.0,0.0006090996231002036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013921001188626665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT-101,0.04043484056304474,0.03134006008376824,0.01410368467907569,0.04093480720323765,0.02596219751363301,0.0163743173982141,0.04854046772232249,0.0401782663675854,0.04085322671170511,0.041860476822366724,0.04253450008186093,0.036737293984112095,0.014884904661673855,0.04539376142230465,0.025382883095742347,0.03950265794059441,0.028897974436447055,0.041800806823579534,0.0057435296360560705,0.04012872145566695,0.04071113502379044,0.04231909809382974,0.03865282838870958,0.04129213564647599,0.03655564924913832,0.0417286216306819,0.03847335472279555,0.045752290879476055,0.041071785368486206,0.042628189620768114,0.0,0.039949742068549766,0.041690847669715224,0.04217026583543638,0.04360113066516315,0.04114808828278349,0.04278087546214057,0.04366589529708003,0.041223772031260986,0.040844964338946084,0.04160838941401494,0.043143643283770135,0.04420921025569826,0.0443252769902121,0.038836018069012504,0.04211437968134727,0.04347872648236506,0.03629911633853471,0.03792997549261983
SAT-103,0.014068607800534,0.010317889510894919,0.031048848676149966,0.006832071387178189,0.010399521047502023,0.026558017870698815,0.010612186391727084,0.00953858165171904,0.008027617797462843,0.01448070335636815,0.01120029498538776,0.014585231978349836,0.030802026746645717,0.009749440224650671,0.010943323555019402,0.02324309618625688,0.01074895856089001,0.016448527091629472,0.029506805886532258,0.02472451254888052,0.024930077346853773,0.0,0.0,0.0,0.011361829024670932,0.013450759741157985,0.0,0.007661761530460336,0.0,0.0,0.0,0.007997278018605228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT-104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00885810237886592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001811170512347041,0.0,0.0,0.0019574138058962506,0.002030911395588587,0.003754172840757111,0.0019497648961952934,0.0,0.0,0.0,0.0,0.0,0.001523596408776636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT-105,0.018034423390013484,0.016137882389001608,0.00444031764781161,0.01065586766064832,0.016842178603472993,0.0,0.01672854069448146,0.01142740173234925,0.07227816037120266,0.0907562561353651,0.05410813419119136,0.06899647980836357,0.002321285736845177,0.010000546720401269,0.016524655392758675,0.08741551810550992,0.01507346364612237,0.04834344849484636,0.002389837799710296,0.06137857601956941,0.0659747983588836,0.015894936036342306,0.0,0.008901848842433984,0.019239829137550287,0.01057930293368692,0.019354468637510797,0.014549550550085971,0.0,0.0,0.0,0.01647826038288102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06577377212374776,0.0,0.0,0.0,0.0,0.0,0.0
SAT-107,0.008089890009645325,0.01670454617122239,0.0012239443269649584,0.012996729903998121,0.017332085530739047,0.004324584615331596,0.0033913089058634524,0.015330666795361571,0.011661671365056397,0.010859178124834383,0.009343387443215629,0.015726761037374887,0.006242573017212875,0.018930101565631057,0.02108166648446907,0.009297047666198103,0.019230362434225493,0.014236844982887,0.004868746854406006,0.011224043766780987,0.01316910663478729,0.017184797384710692,0.04749292374593356,0.00588659172536942,0.008933330916168498,0.026674940677330165,0.0,0.0263492894716728,0.055921163869311764,0.0,0.0,0.018149577520655245,0.0,0.0,0.0,0.0,0.0,0.33354646367223467,0.0,0.0,0.0,0.4000642323292851,0.0,0.0,0.0,0.0,0.16679953365266972,0.0,0.0
SAT-108,0.0013190440609666934,0.0015674663622414207,0.001621079820473875,0.0006100659485000131,0.0036714720647138626,0.0033837033225570814,0.0,0.0004242914559047576,0.004736398378839301,0.00676180966438432,0.005744758071170747,0.004699881264858733,0.0,0.0018920218969944872,0.0,0.0,0.0027847271337161175,0.0,0.0,0.006101231748471566,0.005154265474345654,0.004260627221333036,0.0030556600675109525,0.002959902991176612,0.002341087264456109,0.004386590762419171,0.008944781073066618,0.0054974949480580985,0.0026907128535362066,0.009971773966601457,0.0,0.002735685062965635,0.0,0.0,0.0025966861568896367,0.000532298513775058,0.0010319252646908822,0.0009606363974300758,0.0,0.0009636135346565935,0.0015178070833497058,0.0029090115213680637,0.0,0.0,0.0,0.005206044627185317,0.0,0.0025208451050435714,0.0
SAT-109,0.0005859769009541279,0.00014362938572463682,0.0025691238649914426,0.0,0.0,0.004693761881720058,0.0002409376686046804,0.0,0.0,0.0008986378941046714,0.002403532004731017,0.0,0.001500393069221903,0.0001317252997781812,0.0,0.0,0.0,0.0,0.0016929893093290554,0.0008806860026674317,0.0,0.0010260634976626752,0.0017424554881277504,0.0006807084156940951,0.000969393565258648,0.0009394187530740858,0.0,0.0005147434777373582,0.0028213040112799945,0.000495491982504129,0.0,0.0008272900400337064,0.006344002204650087,0.00434053095831353,0.006475183671309746,0.0056051271177790804,0.004808183705315612,0.005422003858578955,0.004721637626343561,0.0034416903431101183,0.004644052154690797,0.004611233180593846,0.007389484576515976,0.0036889527909142817,0.002046856078700643,0.000828732818117818,0.0007471014710241687,0.00032905998686136854,0.004083059381486457
SAT-110,0.009530357924240706,0.0,0.023818752064253018,0.0,0.0,0.0,0.0,0.0,0.0,0.011896385201993483,0.006669640229571328,0.0,0.0,0.0,0.0,0.0,0.0028311591142236386,0.0,0.0,0.0,0.0,0.005329723210922739,0.0,0.0027774225996175235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002723742734502162,0.005399842504306165,0.0,0.0,0.0,0.0,0.0,0.003211413126049393,0.0,0.0,0.0,0.003688990984485674,0.0,0.0011011985508387265,0.0021594238988222173,0.0,0.0028993899248486443,0.0
