bin,ERR598943,ERR598954,ERR598978,ERR598992,ERR599039,ERR599093,ERR599120,ERR598948,ERR598957,ERR598962,ERR599007,ERR599014,ERR599042,ERR599079,ERR599168,ERR598999,ERR599020,ERR599033,ERR599055,ERR599071,ERR599072,ERR599083,ERR599085,ERR599096,ERR599128,ERR599132,SRR3962680,SRR3962772,SRR3962773,SRR3962777,SRR3963449,SRR3963456
SP-1,0.0,0.0028518599629512383,0.0,0.0029421053024301044,0.003942245362056559,0.0,0.0,0.0039140056375185596,0.0032443233936211703,0.0,0.0,0.0005164785152996727,0.0,0.0035407679060002343,0.0,0.003923464185605851,0.0008655024410345566,0.004203718018283891,0.003790750766960897,0.0030859127052341325,0.004562602214687695,0.003549079010525669,0.005718265310936525,0.004124310769026959,0.0038494940743975096,0.004458065682851241,0.0,0.0,0.0,0.0,0.0,0.0
SP-10,0.0,0.032158820069111346,0.03397123379939536,0.03115059472191492,0.031146688923450773,0.0,0.0,0.0,0.02328922215369131,0.0,0.04678567266269409,0.031524626675171294,0.0,0.0,0.0,0.03603988171388238,0.0249388134594726,0.013762132255165793,0.0,0.012991519245779055,0.03266444480946551,0.0,0.0,0.022708067360721083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP-101,0.030845405959171974,0.0023827138479230905,0.03420475128609415,0.12138586711984979,0.10448527316586477,0.0024707366065255744,0.0021427064832600503,0.0963546339147434,0.005789548574302282,0.051389549032302285,0.0881033053651805,0.09507980945535442,0.017946926722228255,0.011925518183283454,0.082536105437787,0.16413053010096626,0.10352636003564754,0.1584456175839612,0.2651099653929578,0.015257506578985006,0.021557582647418895,0.1525911830033309,0.027241681874150915,0.13682246596685876,0.3252618617658721,0.2103751011466297,0.0,0.0,0.9999999999999998,0.0,0.0,0.0
SP-102,0.0009189617918502166,0.0,0.0020883057819361915,0.00196201833128029,0.0,0.0,0.0,0.0016300598478372885,0.0,0.0015710629330920995,0.0022214756322962268,0.0,0.0,0.0,0.001374724814449679,0.003193519190485658,0.007262160383673388,0.0013540861059557529,0.0,0.0,0.0,0.002799273584927003,0.0,0.003409411705787749,0.0,0.019543574254565273,0.0,0.0,0.0,0.0,0.0,0.0
SP-104,0.012760437779758169,0.013230498409261746,0.013642073087778381,0.01408487332986044,0.013433834527837403,0.015311656014799653,0.010439679097699746,0.008989162694267848,0.008791520574617313,0.018422325601343322,0.01728419223064286,0.014209077360333172,0.02362127286838954,0.004106382450380158,0.014412542700878925,0.01164730443173805,0.013448208760263928,0.010345983082275951,0.018288174164237846,0.01239955903777193,0.010929198580487179,0.01311135238024147,0.011429845352762043,0.012981626193134069,0.01650713230838271,0.014571060990911756,0.017543084028085482,0.05151065304267549,0.010086314802445323,0.0,0.012083637260229523,0.0
SP-105,0.0,0.057696365188049374,0.0,0.02260360001701647,0.10069404071176191,0.09911547344047254,0.14235526345848507,0.03472049801258659,0.052009221836239516,0.0,0.10348211437367877,0.08396300606906554,0.03767992718692904,0.06618350764188885,0.05062193549994395,0.022323071325584046,0.18254291907206302,0.02113000952752865,0.3046616795301469,0.07185310859169157,0.060424901548721,0.020517787631430615,0.18846778595934746,0.02119721246568668,0.3032666462779424,0.20018948961757022,0.14317514736853157,0.029820910895752097,0.03303329318715054,0.21530375994019832,0.3190125808376107,0.03142772220931054
SP-107,0.0,0.0033672588782976136,0.0004912795999109631,0.004166441403520511,0.0013215682725706628,0.0,0.0,0.003876032567730734,0.001965353657069952,0.002395380518831311,0.0032595296644736525,0.0013886911405606229,0.0020378016340400376,0.0022519598534331514,0.002174507047322533,0.0038110187028042334,0.0015531560056396602,0.004763853273901259,0.0,0.0,0.0,0.0036315456716334267,0.0,0.0033212556652183205,0.0,0.0,0.0,0.0,0.0,0.0,0.033782224151984466,0.0
SP-109,0.0,0.0,0.0,0.0029235775496873695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040593997887110956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP-11,0.01252230782624605,0.019731281058204236,0.017113545230757053,0.015697019592891086,0.01726155305822958,0.021280171901739232,0.01623495453642254,0.0,0.0014658169851903937,0.009482659641861596,0.016447135877390183,0.017854488714216063,0.024219796612476557,0.020970994040053047,0.01774691993690245,0.008335250715361215,0.008762606053618387,0.0,0.016212029810849585,0.016735170222135432,0.00212684774947243,0.011432411890908649,0.018256310863369648,0.0,0.01388431793317774,0.01703586704579807,0.0,0.013669576900580427,0.0,0.016760661555576338,0.0,0.0
SP-110,0.0,0.0,0.004548584055973834,0.0,0.012345390809086131,0.0,0.0,0.014207264548145148,0.004285764173280305,0.0,0.0,0.0,0.0,0.0,0.0,0.011375300848562503,0.0,0.006834219535253234,0.0,0.0,0.012989960692100223,0.00888921130034984,0.0,0.022965271900139958,0.0,0.0,0.0,0.0,0.038218234550739145,0.0,0.0,0.0
SP-112,0.055455217025501304,0.0,0.0,0.007739755905076627,0.009660809260286084,0.012331028264798906,0.04773001733326077,0.021077085433409404,0.021038642399859104,0.0,0.0,0.0,0.017509415095512466,0.019743157686973253,0.0,0.02157469150976009,0.020739710461932497,0.020639520302342985,0.021468679734897658,0.01948140066393084,0.020031301289057505,0.019761467958886423,0.022211731522350845,0.019306126559255885,0.024818709717359534,0.02208490700829551,0.01970155645529949,0.021523675699291905,0.01674731279777495,0.01987032627739546,0.024109297657237398,0.020245843167148437
SP-114,0.045758424338737565,0.025284468638019815,0.04079407038379182,0.027065856026645733,0.03717895609416094,0.0,0.0,0.02611622401793551,0.02817164884853676,0.04278020117920362,0.04205058904908815,0.0391026325236191,0.03589007403490083,0.02978887989621053,0.04538803792225544,0.027160588685711078,0.03834636525646304,0.02621752531242654,0.030283201820115898,0.018408768734371705,0.004655043177910536,0.025601251701555274,0.0,0.024253063569072454,0.00929570934743915,0.030223569153468906,0.0,0.10396555406074189,0.04103862939898725,0.0,0.0,0.5004665321651727
SP-115,0.0,0.001409005013565024,0.0037882362428809466,0.006208116790909154,0.0015811484437953192,0.0008531373052455796,0.0,0.0004063999309783861,0.0072382859557626215,0.0,0.0006970851376164696,0.0008945960482896578,0.0023842365746830226,0.0011421774496130493,0.008144962557323028,0.0,0.003792692286249889,0.005317141689933296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010010294846769185,0.0,0.0,0.0,0.0,0.0,0.0
SP-118,0.001874633542662027,0.004055642237448868,0.004199968736331997,0.003774970833227493,0.0035940492901674827,0.004284900662580169,0.0037903365274662617,0.0009990408295005484,0.0,0.0023051848325377627,0.003887914200831665,0.003335000845766566,0.0029658745232724816,0.001306722874792577,0.004612972466230299,0.0,0.004222118755721256,0.0,0.004904252755497309,0.003312211474502733,0.0020283655798967225,0.0,0.0017735870773306242,0.0012924644897824632,0.005289415385265646,0.006133855537495841,0.0,0.0,0.0,0.0,0.0,0.0
