bin,ERR594328,ERR598959,ERR598969,ERR598991,ERR599041,ERR599049,ERR599106,ERR599116,ERR599134,ERR599155,ERR598975,ERR599061,ERR599097,ERR599111
RS-341,0.028357316857947963,0.02776447478199229,0.025714307469597762,0.028327706604191465,0.02781680152624859,0.02690928756334683,0.02820583962857479,0.027234397321761455,0.027705973142584626,0.02754454307171746,0.00455062381443904,0.01665683407995178,0.01756223070772045,0.0
RS-342,0.010861171920948367,0.014013275761710397,0.014291752818112801,0.014208355757759285,0.013138875692572249,0.0,0.013779407190474232,0.010566668471862746,0.006047457812650929,0.008850263913288097,0.014171178524615665,0.007478039254278603,0.0044031708584502454,0.014102226227904928
RS-344,0.03363217673488879,0.0349530303169176,0.03468827891966552,0.035172621012266654,0.03655920303405628,0.034830873142472386,0.03453502811537158,0.03646371712668574,0.0350295549211138,0.03621568805025536,0.04648448647575942,0.03757517216241468,0.03869466574874677,0.044438329712140665
RS-346,0.0,0.017959587825165896,0.005088522412707605,0.0,0.0,0.004945995129094991,0.004206166734866362,0.005617042790126906,0.0,0.0,0.0043432690097976265,0.0049474384278542964,0.0050014504606971195,0.004857235963358375
RS-348,0.019116589382661905,0.019848612136811574,0.01870024467505996,0.01904051849946758,0.020352115895962922,0.018980237492167547,0.019199648449096742,0.018937557294079418,0.018670641625429116,0.019641477689561194,0.013264237789611867,0.019155051526086944,0.019046040735114667,0.012554348228861183
RS-349,0.0057132197585633105,0.006004486462050703,0.0062313223283550385,0.0069653093627585275,0.006276045713085787,0.005155861816576894,0.006741997219596858,0.005383839749356694,0.005821282450904834,0.004839176725005008,0.005778433927602793,0.005818195570602623,0.006255496479559159,0.006338075608529627
RS-350,0.006420397471352152,0.017178496328089394,0.012418881259288845,0.018343767937689784,0.013034234096124371,0.019746853888912314,0.013335534001002753,0.01384884744608973,0.021319936639004725,0.01388681138664074,0.00765938578574272,0.01298352153430268,0.012850160567607983,0.008993678447265339
RS-352,0.009986066288622147,0.010211696701203428,0.010389929447929918,0.010699352983828323,0.010777777116705446,0.011347145988896332,0.011891949298883098,0.01200001729581323,0.010786346098061637,0.010096275882655614,0.009793054598479903,0.011280161315037548,0.011479601692024735,0.007423792333593682
RS-355,0.021641950116350183,0.021442901331831184,0.01968328426733586,0.018810317526656434,0.014571134825491307,0.013522251947148074,0.02354485189109094,0.0221141271162451,0.017179702478863083,0.015781491912971207,0.01960159552857754,0.0070763444438600625,0.010519675525731758,0.01987824479875181
RS-357,0.0,0.012443397822203621,0.0,0.0,0.0,0.0,0.0,0.0,0.007635953763647217,0.0,0.009508906010385702,0.009969003407073247,0.010329403234398052,0.010085333226345968
