bin,ERR598971,ERR599055,ERR599067,ERR599128,ERR599132,ERR599346
CPC-1,96326895.19225632,11022730.337912932,18960055.3379922,22095236.4653996,59610142.15197718,8239.150638116871
CPC-11,9054118.36097445,111498.84074164531,1955583.4159119383,227897.47560120953,605449.5188946703,321683.7811320802
CPC-12,133190.509819995,5303.918828644123,28241.602231830453,10565.168261528797,28883.07977220893,23871502.237408027
CPC-1232,10907.35338666125,1272.5346610579666,1640.6835099579541,2449.641381947626,7770.5287944111205,2155.3577025249015
CPC-13,198233.59715624477,10280.805789352355,40308.36038637099,21628.42895915888,58494.04159983393,157911.4454598448
CPC-1326,5995.233224558553,913.1173760801161,985.8809413355193,2509.616100363419,5332.554974818818,410.8972041937727
CPC-1399,27814.58242158615,5185.3709522674535,5918.059856597669,12037.588359746174,30711.8538698582,5120.655128544104
CPC-14,10250110.96352345,181232.67417495893,2051572.1958839754,372201.30438742007,996530.3784550811,11110.62205589233
CPC-16,1979.7812246572298,289.6952266943964,186.27512666876726,899.7305081420577,2072.9641543176235,31.596296296296266
CPC-17,438853.85686429846,35888.163214807166,80940.27218695967,80454.01679977831,220037.13945186423,205084.77190889308
CPC-19,628256.3610678433,51180.442512269685,127191.09625088729,106454.09278680259,291803.3053512223,191440.56682294025
CPC-2,1003276.1031416374,5345529.28512663,203016.63247273068,10443135.698773636,28166669.12713835,16733.429449156843
CPC-20,104780.650850802,8083.621715339158,25437.339655745604,16780.55719645811,46610.8370443047,4826.1099171171445
CPC-21,222433.53390881946,7529.551531351822,46351.97680381084,14563.721641843253,41096.58135142041,21364.44971446389
CPC-23,124721.03527039489,19404.6615711466,23556.42713107834,39958.88581337369,108655.37786007428,43385.23712621644
CPC-24,395673.0705880452,146712.50786105034,79827.15738204996,290446.15293485293,784535.1066941493,11980.717876798723
CPC-25,63066.031000664174,102690.90981134692,12506.321580118627,198504.94176683325,550630.3923820149,1626948.0408136584
CPC-27,21016.052493570118,4408.510481526262,4278.475911635987,10326.75861163505,28304.39076704198,26373.77763360967
CPC-28,5908060.899751379,182497.42234004746,1225575.1305820092,374370.92265217536,997299.4077913108,429100.60947426624
CPC-288,13134.351808705951,3999.393315128145,2493.899383747328,7132.322553102884,18809.18234661531,59.60962601292147
CPC-289,50139.12807098361,6562.417099945298,7861.81254480244,15617.375927105404,44420.45930788635,245.9910737056708
CPC-29,56551.80202304256,10771.705118724523,7590.140991354933,21993.268547804048,70502.48811908202,712.0628818743268
CPC-294,44200168.664771914,2784083.5077302805,8555761.622114105,5568926.290652865,14962192.545907546,24590.464997336538
CPC-296,275397.08318672795,10609.899577543118,48341.58920540059,20514.000339131228,64998.017157518785,16263.115548064947
CPC-297,20581.41822416966,7481.862112733075,3710.1688891348304,15704.95334568813,44064.47912051167,1065.374534925535
CPC-3,63774.7297309318,67583.13900765908,12638.341709190683,128748.21950439224,348149.50734178023,1188.1333208876522
CPC-30,36533.85692663027,16322.812197837484,6029.161106052755,33431.90256718667,89436.40420722148,709.5174828649361
CPC-300,419849.11879819323,29850.279202678037,83298.12362577132,52567.34059804648,133343.36932993756,67.21520467836255
CPC-305,55965.79675952356,7257.543730179022,9709.89347858175,18552.40411762192,50106.628719203785,3795.3679055931075
CPC-309,9064.789412387816,1627.3623939698077,1404.9834653577927,2680.405941387153,7082.602052048819,1051.3509433962265
CPC-31,42610.37878185962,15089.031153839094,20596.691659992386,32293.926343745006,64934.29078838257,20566209.910735507
CPC-310,4454.070374231028,209.26939345226364,844.76172830145,992.4797469816078,3222.178877234917,210.4708901594753
CPC-316,33644.0699633441,4287.431694889099,6374.4808289751545,9602.143021705324,24571.350311739425,1241.8199909359957
CPC-319,23843.279059693603,5197.552316549249,4006.722228513111,11017.375411090747,30423.347109334612,254.69846696109838
CPC-32,74299.03306038337,5795.088874907603,14821.142829555962,10366.590051489315,30521.01371697253,10622446.17555901
CPC-320,42986.13651954911,5362.489024689563,7512.371253187893,11429.550237999265,30796.447758951654,4528.020860829689
CPC-322,7348.672923347832,2531.2653668488197,1638.9732256438942,6669.850838907473,14166.599329120541,1768.0046949383986
CPC-323,9407.854427418097,11380.73670921152,2053.3224103256853,23054.068364222563,69258.53532427967,9264.176738613063
CPC-324,46004.286830316705,8421.318937635338,8301.292281649601,20920.497208717767,56056.03059218382,5797.630373618636
CPC-327,9926356.79820665,1960570.5932655118,1938639.2571140055,3903541.0480252393,10510084.00951615,4678.161987268993
CPC-33,1180681.5328567396,28933.893248610155,236028.7001583015,61231.85128472896,162154.29687923274,4610670.6986169955
CPC-34,2021.8434749301914,919.3873394207706,660.4404789320803,1703.583751803888,3572.3220548328923,4376089.6404022025
CPC-38,611373.5243631556,24334.62136326557,126925.78930072709,49512.12478000323,136449.99911485612,18876.100990256808
CPC-39,704492.4963239242,30252.427030156625,147175.904277442,51417.60516107618,149592.1864223899,62404.795183416136
CPC-40,940143.2792663869,136112.59998319336,198506.58692403155,267690.37666578207,736527.3682141197,196558.30961653785
CPC-41,178425.7799667771,10771.014121670278,35714.44832464085,19093.05589220657,51820.40833053806,4925.931079131414
CPC-42,513041.6253463474,12017.401318444992,102768.32657184968,25145.168522357333,68322.43531574473,196755.00041499076
CPC-43,277793.66542193544,11005.632522921207,57373.45618627761,21903.654637543335,62805.726211779416,357381.7688844181
CPC-45,188974.43607183287,19676.789138586042,38043.81939928088,38447.74640999489,107138.8638903315,2588345.5644646506
CPC-46,714394.6439418318,30801.118251428634,147804.70016065103,62895.28263600252,166232.24456171296,26216.065608857072
CPC-47,8280987.3400856815,1543921.4894618453,1753844.3304788866,3012040.090291119,8215673.492367487,3344435.587673428
CPC-48,47437189.66949781,2898569.0219906447,9794629.811367802,5609921.840592219,15295460.2892913,714473.1127114499
CPC-49,62924819.181042455,4095916.346531712,13101745.706893696,8064533.5043556085,21809337.61831609,335390.06968810543
CPC-5,6353.239039393659,267.7324056454604,1310.4239995293563,385.0547070294715,1174.216447547951,18795248.5329929
CPC-50,136271.56884319783,27333.539903598627,27673.843018174513,50981.45212176477,143509.4071277119,11461.084380170952
CPC-51,518516.1860317196,15263.337966119001,106486.3485826157,33067.350474848856,93217.38083230153,477.33835095026797
CPC-52,1622176.83410931,73837.7551311935,333978.6978894234,146603.95443273196,394873.1261677907,1440.8977511561784
CPC-53,15185726.77549744,1224128.9712116534,3034149.3527825605,2459218.2254227535,6602955.293960947,436.8614622099035
CPC-54,15668031.559536405,2424416.1097565787,3323999.0528931846,4745977.966924988,12894994.97840598,56831.23968355659
CPC-58,2596.3028225806484,444.7987158488788,438.8392647091953,542.9459872106333,1809.7799544790626,1934.4764628405035
CPC-59,6493.760574764143,718.6688435671558,926.8358905882262,1440.3177535809298,3603.6891564570137,24276.340964682775
CPC-6,23544.473068906096,448.81968148165123,4706.776272217957,2465.3077703020767,5950.334463405925,11503714.88645101
CPC-61,37968.415404915984,8775.926291438314,7686.269360195653,19018.60372323059,51671.20565722581,17.096774193548388
CPC-62,349096.3718596218,31693.996507165717,67069.80294296809,63394.43247486938,171192.01299528,122579.59122177117
CPC-64,40862.15906934739,3261.137590143344,7041.510870820017,9247.168710618324,24360.408541065866,409.5710352140814
CPC-67,87046.18713905847,5202.345505099726,16712.368056481206,12962.185149604928,36442.86504896685,438281.4599274927
CPC-69,131298.2071811382,3133.105346198348,24965.46788979252,8108.193381704675,23328.9046957937,9306278.616663434
CPC-7,175554.48107490595,25185.91528092082,37792.05170146738,56570.78161746609,149219.64794606218,9765234.546941102
CPC-70,475810.9213907995,36265.24367666824,88613.51370723442,80406.74558996914,206043.53729875048,4254959.954160962
CPC-71,50440.19944559885,2343.855991748509,10687.5955957109,4683.70206220517,13936.166051966817,66333.27816396681
CPC-72,80289.19180291815,1305.6361592405005,15173.893587432936,2609.8732835151495,5719.7202631030195,2825.681608280667
CPC-73,4280.344035062426,2431.8329997101346,750.689620425427,5174.348996867826,15847.44595063603,253.39121694649134
CPC-74,10654.912418256505,704.0888681079115,1987.200280934302,2042.4962138742494,6565.708287405254,0.0
CPC-75,2756.8685007778417,764.2843086707767,321.5677781187969,1651.5818715211951,4920.040701224735,111.73440605744216
CPC-79,206613.0363138016,25005.143313126504,40521.682395703676,41546.850349182,120040.84303725758,3107.8930743275464
CPC-8,849717.2459323716,21457.549525795348,175184.41223232076,43942.37594778349,117825.9641297892,53348434.97607664
CPC-80,3315725.240571779,22972.241580394828,655556.4411140382,49470.787232355404,129283.16336756862,160975.65217288304
CPC-81,769609.6146750032,23815.153465984546,166009.49909152696,51564.01519306686,129178.92945211212,2645.207177108389
CPC-82,288004.523464637,36805.42075498738,58135.074207484555,68717.74383737252,193863.8671980736,917.1384446629436
CPC-84,51447.05857759572,3061.0221192713734,11611.82851028173,6763.433182750191,17604.107641911614,31.924349881796648
CPC-85,6307.358953518871,3016.9220320987397,762.6416204796511,4625.614677430084,15689.667221356702,749.2956996889267
CPC-86,17911.272469509415,3995.336969744769,3194.090544893713,9388.133756500589,21941.28386999523,597.613314010789
CPC-9,7131526.708007412,573210.0744045661,1468504.6896120266,1097522.8454882414,2986329.827153937,42427.97136823017
CPC-95,417868.8306265305,7771.811394628836,85730.80178614816,17302.573670406695,46807.67171001523,421873.99802089937
CPC-96,17115.727715211848,1374.4608453555609,3884.1190897816036,4155.010900367621,10901.899199251566,2255.1396886586094
CPC-97,10152.56007952603,8338.098192184778,2110.7922684196737,17129.451042422137,51438.03016024393,137.7210470421648
CPC-98,1490184.5925479797,113528.66891863893,281379.41020233737,229910.77036212463,602904.2430399568,19171.807400337333
