bin,ERR598949,ERR598972,ERR598974,ERR598990,ERR599018,ERR599023,ERR599025,ERR599026,ERR599028,ERR599082,ERR599110
IN-1,39081.982483519525,6814.412227155723,3435.635187747258,24975.571920508606,10348.708761137132,28094.96062977971,7253.72087482245,19338.942802761667,19483.215314313256,208350.7512478989,66511.20438085332
IN-10,0.0,511.5472706543455,151.01710027817688,317.39856061475723,340.8740414083599,985.610558866652,492.76882544009277,782.8116780080215,630.6424888851961,435.9736718339788,962.993424598116
IN-1077,2854571.0156310988,631527.5036816974,304669.0961250082,4594151.625599135,2049047.3541930672,1992333.3123390498,616639.4380023221,1206363.674293501,1569037.411634868,15110013.629462166,11036834.005829507
IN-11,248073.1663446658,76897.78937152373,142724.8663237021,73411.92766348078,31598.90743519311,208436.2849141716,74020.79835205813,750989.2353457657,819030.6362911377,1461858.589336324,175255.2148840451
IN-12,5282.039367384154,16513.49256539084,3656.823753220317,32311.071308207025,14642.398267141072,52892.851363660746,14806.678836767725,79078.14710177534,12350.313433380708,29817.820796726715,75771.33470408863
IN-1213,26370.356538795546,231656.38548456208,172824.8311645517,182507.2696703605,79787.57592774236,721816.6807859854,229451.89582714488,5024897.145027831,890309.4718038479,145372.89067174194,429584.1173285111
IN-13,13703.630254517044,4681.293518694199,2576.7406705280564,14592.160915567389,6623.616988541465,10333.528518794137,4005.8405053133365,166220.04385009978,9707.377827829481,81712.18354932297,36226.78702549463
IN-1311,75659.09933312859,505474.1870548029,159664.59254262256,520782.732765592,228038.82395331067,1421771.685231737,495175.58829265024,5241747.69923878,815400.2668450742,413437.84788019,1225137.1223813933
IN-14,232540.78519618115,27444.588117305688,118384.00784031874,30577.159147786722,14204.513820424801,81482.83951381686,29031.435951409712,167296.27921403246,712777.259982829,1359281.7326602757,73651.78057571848
IN-15,382153.78774503636,1462066.3703069512,263017.37576141756,60781.13631192822,25215.402187169442,3726466.0897264583,1416767.1040074383,5680725.9141009785,286262.0061767859,1298118.9981278502,132906.09379285146
IN-16,121868.5136221433,12403.809864080047,222725.9780694908,131840.15592738494,60662.76196941794,44214.96033467787,11378.358232304412,127663.26916096549,1273373.8419622444,690277.4125522895,316515.19779674796
IN-17,2555.8703130184763,2676.4060394767757,2540.4348914468937,20584.477404462137,6569.855940736482,6291.128966878181,2023.4199108454384,12360.798515466171,13667.827381495334,14184.439121385802,47606.698699976085
IN-18,3478.3898442256555,2216.241868455564,3991.951507726477,3527.5855974631113,1402.6736309371731,8710.015798047001,3040.34851192566,18473.19515330403,22906.337341147853,20921.825575484843,7185.487048521721
IN-19,116387.80166873864,100321.4874685428,160561.47800134573,121160.37931707784,58052.28399054935,231860.37139350918,101198.03705569211,390415.9378000481,939680.078841882,644041.5236109976,296871.6665795851
IN-2,104895.29954680141,4004.0609220304336,48767.86240361161,8216.61020929138,4083.788221876512,11451.7388673956,3904.2474500697053,41044.86469084219,262038.31486876617,634418.743620882,23252.258017912132
IN-20,68958.02487665003,10837.148189385593,58912.38063406235,1318571.8836580152,606118.0670510997,40299.84799329488,11350.62241368052,119639.56543248825,231431.1951365808,385819.44525548443,3139154.370579244
IN-21,8544.910323349908,14117.381125323025,7110.491267106752,11520.261840420759,4773.787135637618,46725.672004956214,15080.506230795576,56634.93101511852,25211.10193557477,49866.67484274969,26710.802849229953
IN-22,2503.4684941020487,5318.8865065820455,4560.55223328181,9830.998787494898,3626.635169320116,22596.549429479735,5024.752213989042,10258.47736334377,19797.481364234136,15148.381396841996,23817.702708451998
IN-23,38753.35199414773,15766.36190634172,17306.583270247058,29717.812622473826,14470.32073895062,43820.70813763116,14548.055633286964,50429.80500545172,61469.5630853296,210280.19187220858,70862.34301220402
IN-25,6358.720817895084,5252.104374749013,5133.244157480918,104844.97170746459,46364.07028802325,19704.88866518374,5284.0433018756485,68976.88267874214,22512.863804117933,30939.303529646444,245709.479529561
IN-27,16706.964113205424,6937.221378322538,6630.427765333204,4291.763377805208,1908.397759376014,19423.159969073484,8132.953559517372,19199.152286783406,18508.37556403827,83956.68374183812,10903.202031963514
IN-28,1354.151982912543,3284.4717011568123,1761.4969987076013,8067.992060997923,4268.191735795374,13483.095803581899,4050.6491886054555,6074.3774524099,6615.677116137262,8421.138451682533,19393.148428931392
IN-29,8021.731252480767,9929.187816510666,3478.8670279540224,15104.293057588167,7295.90956044124,9046.426116019462,8685.652772371499,15951.659459967106,9622.155125664136,44556.82951694319,33794.00943172465
IN-3,6410.299562161105,291.5815694641944,79297.50058538238,1178.1823939489866,273.66606026516234,761.3820482889352,458.29318308455686,35491.518540183344,434283.96564635745,35308.04073709268,2622.4837850871845
IN-32,8465311.889178596,3988317.4942228454,4604877.360104511,2972812.3472236944,1280327.9150995463,10765955.29933959,3890252.1145671797,18321761.046217475,9489045.105835399,46402908.348723546,6858895.435019407
IN-35,49756.29573827337,406572.2055708911,129026.36441905866,213576.12199637192,94701.2346139788,1031614.692373655,388605.9145217407,673638.751208512,746209.0339602043,292666.8243402861,515350.6080371994
IN-37,205943.55314396683,2278892.2240339695,37400.53487693163,2161982.881104683,916859.0163409569,5891263.95550087,2262464.905150015,2087348.0393519106,201857.56876654213,1170591.975427627,5126856.324659074
IN-40,1563.3937591013034,3599.1827229008168,2145.34477256173,21242.25078150412,9490.776019821444,10524.557991063573,2744.754702841379,9399.865579666137,10342.093291919435,8952.176871891266,47073.08623109889
