gene_callers_id,pnps,ocean,depth,bin,sample_id,scg_pnps_median,scg_count,MAG_pnps_median,total_count
39329,0.1807322608765779,deep,deep,deep-0523,SRR3963498,0.13017126425618292,19.0,0.1432452597309466,1450.0
39351,0.13489921935185495,deep,deep,deep-0523,SRR3963498,0.13017126425618292,19.0,0.1432452597309466,1450.0
39674,0.11037832094789468,deep,deep,deep-0523,SRR3963498,0.13017126425618292,19.0,0.1432452597309466,1450.0
56581,0.5187903011089822,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
57141,0.7600553826018508,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
57181,1.6576342650843812,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
57715,0.4030907246380046,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
58327,1.6201953708893777,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
58328,1.407350914085417,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
58382,0.7613743544655229,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
58735,1.3209525969859282,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
58736,0.9688793108301856,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
58805,0.2321882901431227,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
58895,1.9200369486572433,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
58925,1.6625940027706758,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
59158,0.5369481748511803,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
59383,1.593841656877141,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
59506,0.5122900289809451,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
59507,0.6223664835457612,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
59561,0.6870799743953178,deep,deep,deep-0293,SRR3963457,0.8146833797909105,62.0,0.9856426115554332,2766.0
56581,1.2551221141112008,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
57141,4.966386554621862,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
57181,2.6326465385706133,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
57715,0.8435374149659889,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
58156,1.962042360803976,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
58328,1.4460521298526348,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
58736,0.5742573725725729,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
58895,1.5113044665684603,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
58925,0.7035153552343281,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
59158,1.3089860251402354,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
59383,0.8078449204856214,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
59506,0.4009770287202425,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
59507,1.2237681392280892,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
59561,0.8673758058964548,deep,deep,deep-0293,SRR3963622,0.4933848486408714,45.0,0.7379155418086155,2373.0
56581,0.5955686677047924,deep,deep,deep-0293,SRR3965758,0.4886955522578602,43.0,0.5580390080009383,2106.0
57715,0.7619282195636898,deep,deep,deep-0293,SRR3965758,0.4886955522578602,43.0,0.5580390080009383,2106.0
