bin,ERR315857,ERR315858,ERR315861,ERR315862,ERR315863,ERR594288,ERR594316,ERR594317,ERR594358,ERR594396,ERR598951,ERR598993,ERR599043,ERR599140,ERR315856,ERR315859,ERR315860,ERR318618,ERR318619,ERR318620,ERR318621,ERR594315,ERR594329,ERR594352,ERR594375,ERR594405,ERR594408,ERR599073,ERR599092,ERR599094,ERR599153
MED-1001,0.015664214517789547,0.01726120042022615,0.016156331066080866,0.008425354920305193,0.016093958332868072,0.01906207351139351,0.019319932084074405,0.019494695294743906,0.0,0.0,0.013683958110325316,0.020132029212427995,0.012034662831147085,0.020636116954535856,0.015755763923550388,0.006905193757632545,0.0068959824521977915,0.01867987905110877,0.01774070322102611,0.019817645010929297,0.018921900558222876,0.021687018278965717,0.02200074797757916,0.0,0.0,0.0,0.0,0.02103494503437751,0.0206228325751078,0.01589499281285583,0.014530163836123584
MED-1008,0.01720137824456586,0.01637658936860588,0.017327980100733196,0.003685289453622066,0.016264213685680925,0.01819432261455104,0.017703119310066236,0.018595640452508628,0.018848395300911883,0.02039613115530227,0.01700578139634979,0.017466452082899014,0.017173856316917226,0.018681145199570717,0.014866588610273183,0.015772348738914983,0.01943085836472056,0.01334570868807364,0.012841661506628918,0.010211662685343475,0.017848145012714034,0.01836160592648495,0.013655532641855442,0.0,0.0065447282109487945,0.0,0.0,0.01726817910566329,0.015367737493666312,0.008933421216443516,0.02322165045931871
MED-1017,0.011584259164706122,0.01044325759554924,0.011278472884342746,0.0036637653830961627,0.010601261531833536,0.00980496772775481,0.012590584629168653,0.011687631299062485,0.0,0.0055873528038266965,0.01005703942238901,0.0,0.0100308011925193,0.0,0.00783784956784479,0.010007777016383702,0.010075689703545363,0.015108660517454877,0.014809277142051255,0.013900503104791915,0.014754284888818284,0.0,0.010667863159011777,0.0,0.02034667353687621,0.004255170750488212,0.0,0.0,0.01260038276810146,0.009651249532964777,0.004473985406037276
MED-104,0.006621237122005007,0.009803158171295302,0.009938299094791749,0.015125404252729851,0.004694300544501557,0.010961818856944893,0.012921676325434658,0.010818932237274433,0.0016005537013065528,0.0,0.01176962291132093,0.016644457163121,0.010967775745075875,0.0164189215707875,0.005817238698407426,0.010330929600974474,0.009886138668544939,0.012301343399946657,0.010969604530864692,0.012511872994445526,0.011907199523431005,0.016842133996732303,0.016809789164530967,0.0005548389335721564,0.00016323872219281256,0.0006185821619181065,0.0,0.01752104435321013,0.017811404482681564,0.014287360614802977,0.014325955190453429
MED-1047,0.0034401092305304556,0.0,0.0,0.0,0.0,0.005880682980612918,0.0031437684859919324,0.0021587369312147447,0.0,0.0,0.0,0.007295901358138417,0.0,0.0072047395395378935,0.005976662077258674,0.0,0.0,0.0,0.0,0.0,0.0,0.006332762163190272,0.006620864124207158,0.0,0.0,0.0,0.0,0.007479320128661075,0.007329724001342827,0.0,0.0
MED-1076,0.01532959203221992,0.006777293633207098,0.003936057840332777,0.002602301438574978,0.006012597993438208,0.020476808495921088,0.015809149912245513,0.0201873014747278,0.0,0.0,0.0,0.02495909338224563,0.006196629471312024,0.02371610160002006,0.0033870825577723943,0.014815414556187685,0.016482995682541995,0.007738432599440324,0.0,0.005703206764067848,0.0030056902546608563,0.01406063272321614,0.018188978013401778,0.0,0.0,0.0,0.0,0.024121372392534594,0.0244092980304725,0.008393411350009762,0.018027350605962535
MED-1093,0.05761289206539919,0.011545478305141042,0.014896541205821873,0.0036559492879178943,0.06414457823256824,0.039838783130953084,0.033632081517489414,0.02374189806986685,0.13510602161821714,0.064424919089868,0.03066895877960533,0.013754095270876785,0.02826172124583692,0.014442758093502345,0.01623390651430137,0.013092073705007817,0.014445158526681899,0.026653571512564818,0.007683087464952334,0.023044016344418307,0.04830471685354252,0.013769940423014137,0.01431181621300659,0.01320560712925134,0.004403787121393372,0.09648914395401048,0.0,0.014860409669064052,0.014240706993984695,0.014152286718558954,0.013271544271099337
MED-1094,0.09306643457369294,0.030458336861661165,0.025391615697084837,0.020340475658945915,0.02256247579387742,0.09792363059336467,0.059220590365557615,0.07997769228792842,0.0,0.0,0.024662806175765443,0.027366934494280758,0.023395929157592872,0.024607479957367884,0.0951192182144498,0.2034527515936042,0.2551567254680415,0.023585553370378178,0.020846787838760525,0.0239453587411101,0.02350991574486156,0.09076900799015737,0.06661994259924557,0.0,0.0,0.0,0.0,0.027673495036135178,0.02908578111030773,0.23426962011684235,0.23358526040864838
MED-1105,0.01841870271952354,0.019677228523355135,0.021294653577915566,0.060078870103921725,0.022859537334694553,0.015514832917876342,0.013847060102214787,0.021851207555933828,0.0,0.0,0.02376356884772059,0.023013521146274415,0.0203196271469635,0.023824521532048188,0.01815200529123929,0.019938883214125222,0.019895218408356244,0.022977602949539398,0.020794049712044918,0.02161671765051077,0.01710314988151535,0.021129862959964652,0.020943874655093304,0.0,0.0,0.0,0.0,0.02124605454899158,0.02251576595501405,0.020562119297244608,0.021759869485125365
MED-1116,0.006687406986810686,0.007898709538692572,0.0072639607273673,0.02945844197414234,0.013548370775740138,0.012097726063010749,0.013772750827435072,0.011973813178015647,0.004586945790996306,0.0,0.011601913778737104,0.01250652286733766,0.010484309150440116,0.01626709211136944,0.008953386490706225,0.008644171358824214,0.008523130557959257,0.017350723130622414,0.016583875618483387,0.018154027070378703,0.014863776696058543,0.004297518956821287,0.006572640922913123,0.0,0.0,0.0,0.0,0.01149378050040372,0.013444589416864753,0.008619877655098983,0.007996102729914505
MED-1122,0.04093401447021461,0.03300873948760121,0.049605897042355226,0.0,0.00598232563439241,0.0400167008060689,0.03138640727162929,0.03361220120213571,0.0,0.0,0.040250929177282166,0.0412219196774284,0.03953376074619849,0.042122947502967946,0.04118018929762092,0.04137518177687393,0.039915204399105356,0.0,0.0,0.03432213649797513,0.0,0.04653648042907006,0.04309848313633324,0.0,0.0,0.0,0.03292204362278372,0.04160722003873571,0.04162836312785518,0.04358547337735474,0.046791691530824985
MED-1153,0.012555328830192206,0.012027487000254074,0.01109139674774359,0.007472341810186964,0.00890032210643735,0.016326592420726458,0.017463015604583618,0.01662673586657069,0.008912036394957282,0.0,0.01415174052966902,0.015175272283473772,0.013398874180906944,0.017056413193370548,0.0050186753546909825,0.007110778560518142,0.006386922555077113,0.014770626476146433,0.014187556710741239,0.014178060013834084,0.019691832887269996,0.003202325644413902,0.0025529075124008697,0.013354486892636,0.0,0.0,0.0,0.013786757754848146,0.01575247403357159,0.010850325017964043,0.011237060848650289
MED-1155,0.0014428165026301666,0.007139447618641031,0.0140803736195122,0.01835870501709835,0.013816677097372729,0.003298575632200383,0.0048164095967646115,0.0018953664972860536,0.0,0.0,0.023781692170128096,0.0186697974719298,0.01646738830849091,0.019243095907196944,0.0026919238098032277,0.0012866395539994837,0.002376103551134653,0.010981439835974965,0.007569200502730988,0.009630679323515341,0.0010608956539479289,0.008823240771264807,0.003218769575968426,0.0,0.0,0.0,0.0,0.020051780799703475,0.02112819576154372,0.0023910470069230146,0.009821871088740882
MED-1190,0.017439923844875947,0.018913625360190048,0.018194068674222453,0.009193181919549877,0.018326046565691523,0.01904942836918915,0.02097681816665229,0.017178224296044188,0.0005650794867957434,0.0005008248907125637,0.01799660634898198,0.016600658478847775,0.01779749755966235,0.009772670203986185,0.020707007283939066,0.017292699984805357,0.020070145876770046,0.018381936554639725,0.017884346520927935,0.01771978364897308,0.015802296804400047,0.037241789755383475,0.022840900980629488,0.0,0.004421438267876117,0.0036586935861782424,0.0,0.01713087596920472,0.01681064186508078,0.007875495889156736,0.004107389851284734
MED-1223,0.008234772581883987,0.008532765533678044,0.012142815968497464,0.001877951091445581,0.0035687386036303134,0.006615503110978587,0.01004511460839476,0.005413460907757542,0.005290346925876268,0.0043984534313414,0.008028546697480656,0.010698095055197117,0.004123793112640277,0.008666553835693815,0.011786612827032639,0.010057968327741956,0.007670549277479518,0.006986087450469521,0.0,0.004183075958117613,0.0022231913685628294,0.010977720379079164,0.01167400342527974,0.0,0.003778344496993711,0.005344162005021331,0.004747389744716639,0.004666834557368781,0.010428983397570354,0.008544695527088217,0.013678886020031868
MED-1227,0.01494119876892412,0.012911534991088037,0.013631409046512655,0.002060684212904925,0.010872478913372403,0.016287495909360915,0.015949555716013565,0.015176579395250231,0.0,0.0,0.014078275728686529,0.013418826625079941,0.014094765896196782,0.012548547290850262,0.013326161085625989,0.013680526798195466,0.014227835190835396,0.008120464110579824,0.004497904603558242,0.0062276706258922255,0.009540219313444766,0.013898875676021745,0.013810684827502102,0.0,0.0,0.0,0.07475458525564055,0.012518304417668514,0.013524383828877872,0.013847645606162366,0.013395530085897962
MED-1233,0.014784559547533712,0.028906611217869884,0.06177803279144734,0.017073264851213223,0.02886994400267289,0.030762086376454188,0.031380919888754515,0.030042526922626746,0.03501679987386609,0.0,0.02578536627536849,0.027274004087592153,0.026341132692144966,0.05797067087722167,0.024994195090724664,0.026211194453877127,0.0,0.030442390906168973,0.04575478115406888,0.04160115016588868,0.032666651625073595,0.007612425266883443,0.03844499577979874,0.0,0.0,0.0,0.0,0.03364550699585031,0.029132650704952304,0.029228123802740192,0.036676322419480045
MED-1247,0.016371363449985715,0.012029085329617491,0.008506411433456075,0.028931992535717033,0.007308960444395194,0.013402587497237948,0.011722798273324281,0.013669773074031687,0.0,0.0,0.013388783620144666,0.017129817839012563,0.009007208883847899,0.01796634914216849,0.017434404106644614,0.01877077757886539,0.010313956695812513,0.006205408407181642,0.009170089448130393,0.008647625223546992,0.006506589303005435,0.009518151535275797,0.018084967402046598,0.0,0.0,0.10492189477881121,0.0,0.019003611229110862,0.015547578629854331,0.013911254969941653,0.008202143298712444
MED-1261,0.0034419875534339797,0.027962412678415503,0.02195583931117428,0.22001389494593923,0.027773593426364027,0.01983793055286796,0.0,0.017117874781514858,0.0,0.0,0.021923099887526606,0.02107676474859109,0.01961646910335699,0.019424597920789242,0.013461173781757011,0.01689988539143733,0.01795692428681897,0.06727008380382016,0.044162563627563656,0.08209681951731013,0.062392608416557735,0.02058737790807259,0.020579430719516168,0.0,0.0,0.0,0.0,0.022217162656299985,0.021457715010744303,0.019953331027522395,0.021114970903446693
MED-1269,0.01918026263814576,0.0,0.0,0.0,0.012910526251027501,0.03741599582302329,0.0,0.06689622209525665,0.0,0.0,0.11345661781631655,0.010926566626574376,0.021924412778494905,0.011883511207792817,0.018863971667890445,0.0,0.0,0.022924376987745486,0.0,0.04732890494868913,0.10067631336571838,0.011741335614882284,0.006659254956015521,0.0,0.0,0.0,0.0,0.011187193470658625,0.011565094663235508,0.00335432062913978,0.02115134191455968
MED-1270,0.0,0.0,0.0048716405256192166,0.008030666808539292,0.014483157238091942,0.0,0.0,0.012414492379716039,0.0,0.0,0.0,0.006678982057195931,0.0,0.006908611633390305,0.0050893741231010205,0.0,0.003413312162892779,0.0072378176772082675,0.004876057178838079,0.00795395227266108,0.004109858425022906,0.0020617759192775517,0.0017313770039401035,0.0,0.0,0.0,0.0,0.007045715252714106,0.007257637474499192,0.0040480105814638245,0.003974846654502186
MED-580,0.0,0.025203390347287545,0.0,0.0,0.0,0.001197785798976672,0.0,0.0017724574777638338,0.0,0.0,0.0,0.0,0.003266400642892851,0.0,0.004159787430380488,0.01994398728128967,0.011174248212863456,0.0,0.0,0.0,0.0,0.02074870240368969,0.017961006671770897,0.0,0.0,0.0,0.0,0.0,0.0,0.01966532692404213,0.020497350137497202
MED-581,0.006885516765718444,0.01485914856990116,0.009853996807958896,0.008071211547747193,0.015092600501709092,0.012301293282105517,0.011174709295629635,0.017073752260366806,0.01041490366676911,0.0,0.009376327203037013,0.014242186113694539,0.005894332417966688,0.015299650703633054,0.007297391075727361,0.0011892437829114136,0.0,0.014016881943467419,0.013370523045779093,0.015953167018925404,0.017093760964102155,0.0,0.0,0.0,0.0,0.0,0.0,0.014030983208366982,0.014635047103874503,0.000277212192297184,0.0
MED-582,0.017051173948679565,0.013760816062515642,0.01427777592685115,0.009988304752163927,0.007767707833815206,0.008066684294544792,0.009839060381468721,0.009158935635487043,0.0,0.0,0.013909705037605025,0.013087972681918601,0.014321194521370506,0.013827941233231061,0.01154124701317016,0.01182376821239024,0.011284988754423832,0.012803831681722213,0.007069265363144262,0.012157043463600534,0.01730602699221169,0.01730071803981228,0.015136847511267345,0.0,0.0,0.0,0.0,0.011226722551217903,0.012344602929487136,0.01131052707616712,0.012560203945646872
MED-584,0.04971981574939385,0.04870756002086079,0.04841220223642274,0.06787908105900245,0.04687918672406,0.036696703741168485,0.036191393361706924,0.034178691934536605,0.0,0.12759711648842506,0.04640333439469185,0.04842954685191879,0.04687069931093986,0.04680058438528079,0.04336676471130445,0.04992832739523451,0.04951734193816454,0.050566039437403176,0.046531692031065594,0.048382808154089824,0.050604354018120246,0.05029286382821533,0.0445787249250419,0.0,0.0,0.0,0.18915415289572962,0.04829981849498634,0.048629438601969145,0.04788880631695966,0.04796651858207712
MED-585,0.00946891231277152,0.011217839043774954,0.01108634779429957,0.02701971049215734,0.009446397156767322,0.011203979141423515,0.01204822254810062,0.011159837013345152,0.0,0.0,0.013309337141951157,0.010240919766804878,0.011611402907779024,0.010267707943580196,0.00923519872549401,0.011832548376059173,0.008683948259611912,0.011944111264027418,0.013607819643689217,0.010449827742696151,0.01252969633717343,0.011229893629352243,0.008968488104698776,0.0930571563588894,0.0,0.0,0.0,0.010181827187405793,0.010806417457168194,0.010671551118994852,0.009939315958572064
MED-586,0.03248815318408585,0.03531737071496382,0.03439166972716811,0.03976016153875643,0.03310905026567425,0.03201776138149766,0.036152498623392294,0.033892236611050466,0.30046614451661663,0.0,0.03584332590714441,0.036895504526362366,0.035253492507544885,0.03499236251325637,0.03368567403961805,0.03855883255883905,0.04079239784740676,0.03560939063347441,0.035104282458758414,0.035501300558235006,0.03706054252351283,0.037224146250448925,0.03662787606454947,0.0,0.17385782764305863,0.0,0.0,0.036245658074005614,0.035518335815536935,0.03658745361442288,0.03716681627315153
MED-587,0.01813229577219227,0.017164877210290638,0.0182420608875944,0.004088362102144791,0.01977926010131171,0.01880470894274761,0.018683344322015336,0.01890407981281967,0.004538704614583123,0.01726176235261586,0.017582815126600527,0.018168501063401985,0.017915375605416096,0.0184530390559978,0.019309868976112043,0.01565395718551863,0.01599689740454413,0.010182798490681861,0.012005280245593674,0.010450611311808758,0.0,0.01840796837543945,0.01853711133981919,0.009871789716610534,0.004799715048557421,0.030413530278227484,0.012738246265538104,0.01828150166354337,0.01817143676507202,0.015466270010249855,0.01620457251104026
MED-588,0.03476263283149213,0.3068508091716698,0.2731321011289315,0.01788958095926624,0.019973080623731435,0.03619537283683957,0.0401621843845612,0.036824912407693894,0.03507309223908126,0.03531017162503842,0.13376510978766476,0.24406043505968497,0.16227284404431505,0.3293100647634517,0.029698212171858376,0.44743975136491343,0.4639741822580717,0.09470689784846448,0.15151136635561285,0.16075230908454047,0.09343872033557933,0.04652174694759959,0.038981083316333764,0.03868302311014577,0.03702135230149139,0.03826866023341531,0.0603371771411036,0.2549336246114653,0.24860798439419943,0.2988353953213221,0.286498842598929
MED-589,0.029819569861103453,0.0253501090766264,0.031639503600812094,0.025825406943325316,0.02012441977971448,0.014743218406306179,0.008842927285563943,0.015960116736119308,0.002884600018100157,0.0021349728024609564,0.020031568267690786,0.020344016690559873,0.021990348214983902,0.021263650953694042,0.033356769013796236,0.03682496955679042,0.04051254089119785,0.022896062317628082,0.022910186729568707,0.023650206689930824,0.01806896316617724,0.04105910305654086,0.03792597080092259,0.0,0.0005329419836377691,0.0015729491104070307,0.00043582469337490563,0.021784538971016846,0.022303171246362753,0.02316807497621069,0.02020603843424009
MED-590,0.019175528129562344,0.029399134560738036,0.030636280490443223,0.010279451109211815,0.02252324919339615,0.02424540533460399,0.025589241644378313,0.023628487582112234,0.0,0.0,0.03366901322562319,0.024884269881671358,0.0313741611317773,0.025863580365194115,0.02108022420483742,0.024656101689667694,0.024860127037158477,0.021886287118933343,0.023384263888756984,0.021470363746873222,0.021721969681853477,0.0246562582650516,0.025417785213286245,0.0,9.67228115560945e-05,0.0,0.0,0.026292498182270654,0.025673772214860936,0.026589236027316013,0.02700356316466526
MED-591,0.002131273011591469,0.009028804352068303,0.01098425079879171,0.00041943040858047445,0.012661038014921178,0.002775192304135143,0.0,0.0008939614041704849,0.0,0.0,0.00810603804526538,0.010154799661633032,0.00895778311220104,0.009839340096012996,0.001120019577856188,0.01079188937933225,0.009173945454797215,0.008372561934332168,0.008411690834532366,0.015611555020745398,0.018517756849323497,0.009833460186486167,0.01073780683008093,0.0,0.0,0.0,0.0,0.009664141064294026,0.008316460572935435,0.009458795562552668,0.010378362904320431
MED-592,0.03126179982282379,0.030437724847718232,0.0291508775764209,0.0,0.014692588405090122,0.028811290421453358,0.0296702690408653,0.02194006309370029,0.013630573358907525,0.028257979427323644,0.02939080580609517,0.027303452517892943,0.02664785413704667,0.025400695210797446,0.026399294329140583,0.030705519239816473,0.030182544931288538,0.02926262508901019,0.032109643511284605,0.02992729001855761,0.029367369741547963,0.03780802246585012,0.009237706335687294,0.02628124661112116,0.013061701940894977,0.031055501178901126,0.030823220490567998,0.011183177986311034,0.022398703681086273,0.02715490539103022,0.02593546815545557
