bin,ERR598952,ERR598962,ERR598965,ERR599007,ERR599065,ERR599108,ERR599168,ERR599349
CPC-1,0.0,0.00020994936444056295,0.0008658330305807023,0.00013108175576805305,0.0,0.0,0.00030738202659584454,0.0
CPC-11,0.003143839675939643,0.017090063258746995,0.005555124621741728,0.013076382592539099,0.004722405147723469,0.00462984588398644,0.013857642750244386,0.006600978103301265
CPC-12,0.03610116115010985,0.14523699592745437,0.15123531020593783,0.14004897170982245,0.018116916101994826,0.025408202803505333,0.11827122791507375,0.009239723790602115
CPC-13,0.0,0.05354602978671177,0.007092309617704921,0.04383598777862504,0.03285348334529471,0.032614915493041526,0.0662271701074233,0.0013695107530580428
CPC-14,0.004099588291708245,0.0,0.002550671780440035,0.009632802185369764,0.004621665293426224,0.0052108711841897725,0.0,0.03004275433258093
CPC-16,0.0,0.0,0.0050189800059945895,0.0,0.0,0.0,0.0,
CPC-17,0.0,0.0,0.00999535625868473,0.001300584367796548,0.0,0.0,0.0,0.001574351099635955
CPC-19,0.0,0.006077599458745811,0.005417954634790493,0.0025788625422032557,0.0004056777672830247,0.0,0.002200286697773528,0.011090525385476805
CPC-2,0.006626824210126778,0.02787804693351363,0.0005632773418969534,0.03368443211877293,0.008791612125029416,0.01237371788409103,0.03658431209381166,0.018227022758699727
CPC-21,0.00287393442857955,0.007453117821824788,0.002385139804827089,0.00926650176963493,0.007154835619392892,0.00529963294373418,0.006176921646759831,0.0
CPC-24,0.05106737790006686,0.049471598336310645,0.014659386735026302,0.041908323213140065,0.04455606839282246,0.05210096511190578,0.03526841407175501,0.2801733856024455
CPC-25,0.0,0.1304591958610667,0.031143389602278793,0.10014778828756744,0.02536604396951017,0.03463657900096425,0.10874244584038895,0.0216014493461855
CPC-27,0.0,0.0,0.0005436319488246723,0.0,0.0,0.0,0.0,0.0
CPC-28,0.059271932408257656,0.04024376644205305,0.00911713459112561,0.047691790360021385,0.06676526808418384,0.06338194950704343,0.04527611132143668,0.020529626807525417
CPC-294,0.0014479692606233314,0.007096941552823897,0.007004523728008596,0.0063191877429564875,0.004205912262932825,0.005369712670572438,0.006428431991441844,0.02781986788452953
CPC-297,0.0,0.0,5.901319889453135e-05,5.32007512334789e-05,0.0,0.0,0.0,0.0
CPC-309,0.0,0.0,0.001215829963247566,0.0,0.0,0.0,0.0,0.0
CPC-310,0.0,0.0,3.5325249609153115e-05,0.0,0.0,0.0,0.0,0.0
CPC-316,0.0,0.0,0.00011118561405361811,0.0,0.0,0.0,0.0,0.0
CPC-32,0.0,0.0,0.0,0.022803393834151482,0.0014004025559341338,0.02029125262692678,0.0,0.0046555516596534785
CPC-320,0.03902938140725207,0.0,0.0016179198489402861,0.004539331330417869,0.06905025544353403,0.09913304567179365,0.0028195532123298545,0.0
CPC-327,0.0030264761630339827,0.0020753654474734927,0.0015236013274116096,0.002809717379531185,0.003793500949797416,0.004009491303881744,0.0022915804245570485,0.07380887109737976
CPC-33,0.672319458183529,0.8731226378077621,0.14619883993353117,0.8297934117047618,0.6235844773616717,0.6013239981590213,0.7903785046548527,0.013967230310235543
CPC-34,0.0,0.0,0.0027667664176219335,0.0,0.0,0.0,0.0,0.0013889425983129454
CPC-38,0.0019854766852829904,0.0038863094058619258,0.0012557735459288461,0.003395207063806144,0.0020628259741689264,0.002465624493790185,0.004082091965138139,0.0
CPC-39,0.006507554786836924,0.006545237805449186,0.05944743416728973,0.009996825686162931,0.007174718639130515,0.006485086085077687,0.01138120756257542,0.060498543763025006
CPC-40,0.009322210371367542,0.007938515568931607,0.01247459582462702,0.007179069119624782,0.004524624014406254,0.005527999487414336,0.004231000629523481,0.0135092824221914
CPC-41,0.001060598165192007,0.002627455656088669,0.0,0.00031292737824856263,0.0011822864378313184,0.0010793783757495738,0.002597965534452479,0.0018358332780685977
CPC-42,0.021506446817903774,0.0,0.0681389931447338,0.0020489546633389137,0.02178787896552062,0.025129938633942417,0.0,0.026510050307471784
CPC-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00097615501856271
CPC-45,0.08873500204578758,0.00895360185985809,0.004047202599179989,0.010036232877064281,0.14021202728798607,0.1487228568158848,0.01207729470544515,0.004843741885135427
CPC-46,0.0006199895470798904,0.0,0.0,0.0007239959379325308,0.0009063008649187527,0.0006358112201450025,0.0,0.0
CPC-47,0.021506691986662326,0.005646368615804911,0.0018561485450106054,0.003964835908596638,0.033808066939656996,0.03503761877891541,0.004527054402864467,0.0006232678018913892
CPC-48,0.008828282375222962,0.009323014305676508,0.06905781531938092,0.009318284604178979,0.008801500943058217,0.0089108673599637,0.007475274931764176,0.06977631709208146
CPC-49,0.0022758628655606093,0.0012925344120315227,0.0015592382378838115,0.0009367069694460243,0.0008151168339632582,0.001038789283301104,0.0008786316976418175,0.0012253111290977238
