Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Amphilonche_elongata-1479417at2759-S1	2	162	2	164	1689	9.71	98.78
protist-Pseudo-nitzschia_fraudulenta-836599at2759-S1	1	86	3	89	1680	5.3	96.63
greenalgae-Chloropicon_roscoffensis-97116at2759-S1	4	333	3	336	3741	8.98	99.11
greenalgae-Chloropicon_roscoffensis-100698at2759-S1	2	143	0	143	2310	6.19	100.0
greenalgae-Chloropicon_roscoffensis-142542at2759-S1	9	561	4	565	6375	8.86	99.29
greenalgae-Chloropicon_roscoffensis-245208at2759-S1	1	96	0	96	3288	2.92	100.0
greenalgae-Chloropicon_roscoffensis-261328at2759-S1	3	286	1	287	2400	11.96	99.65
greenalgae-Chloropicon_roscoffensis-271586at2759-S1	3	219	3	222	2843	7.81	98.65
greenalgae-Chloropicon_roscoffensis-369837at2759-S1	2	115	0	115	2118	5.43	100.0
greenalgae-Chloropicon_roscoffensis-604979at2759-S1	1	84	0	84	1893	4.44	100.0
greenalgae-Chloropicon_roscoffensis-692986at2759-S1	2	197	3	200	2364	8.46	98.5
greenalgae-Chloropicon_roscoffensis-720340at2759-S1	2	141	0	141	1608	8.77	100.0
greenalgae-Chloropicon_roscoffensis-721605at2759-S1	1	79	0	79	1070	7.38	100.0
greenalgae-Chloropicon_roscoffensis-734666at2759-S1	2	176	2	178	1614	11.03	98.88
greenalgae-Chloropicon_roscoffensis-736068at2759-S1	2	135	0	135	3393	3.98	100.0
greenalgae-Chloropicon_roscoffensis-759498at2759-S1	2	199	1	200	2556	7.82	99.5
greenalgae-Chloropicon_roscoffensis-917326at2759-S1	2	134	0	134	1848	7.25	100.0
greenalgae-Chloropicon_roscoffensis-919955at2759-S1	6	400	3	403	1254	32.14	99.26
greenalgae-Chloropicon_roscoffensis-944899at2759-S1	2	199	1	200	1119	17.87	99.5
greenalgae-Chloropicon_roscoffensis-975158at2759-S1	2	165	1	166	1389	11.95	99.4
