Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
greenalgae-Chloropicon_roscoffensis-100698at2759-S1	1	96	0	96	2310	4.16	100.0
greenalgae-Chloropicon_roscoffensis-166920at2759-S1	4	253	1	254	3351	7.58	99.61
greenalgae-Chloropicon_roscoffensis-245208at2759-S1	2	82	1	83	3288	2.52	98.8
greenalgae-Chloropicon_roscoffensis-257318at2759-D1	9	247	1	248	1843	13.46	99.6
greenalgae-Chloropicon_roscoffensis-325552at2759-S1	2	197	3	200	1850	10.81	98.5
greenalgae-Chloropicon_roscoffensis-330169at2759-D1	30	120	9	129	1608	8.02	93.02
greenalgae-Chloropicon_roscoffensis-369837at2759-S1	2	137	0	137	2118	6.47	100.0
greenalgae-Chloropicon_roscoffensis-390348at2759-S1	27	1161	6	1167	3078	37.91	99.49
greenalgae-Chloropicon_roscoffensis-625387at2759-S1	2	192	0	192	3483	5.51	100.0
greenalgae-Chloropicon_roscoffensis-708105at2759-S1	2	117	2	119	1248	9.54	98.32
greenalgae-Chloropicon_roscoffensis-734666at2759-S1	2	200	2	202	1614	12.52	99.01
greenalgae-Chloropicon_roscoffensis-931188at2759-S1	2	193	0	193	1960	9.85	100.0
greenalgae-Chloropicon_roscoffensis-1019762at2759-S1	2	183	4	187	1869	10.01	97.86
greenalgae-Chloropicon_roscoffensis-1051021at2759-S1	2	181	1	182	2470	7.37	99.45
greenalgae-Chloropicon_roscoffensis-1161199at2759-S1	25	765	5	770	882	87.3	99.35
greenalgae-Chloropicon_roscoffensis-1312453at2759-S1	2	105	3	108	4281	2.52	97.22
greenalgae-Chloropicon_roscoffensis-1379600at2759-S1	2	197	0	197	2472	7.97	100.0
greenalgae-Chloropicon_roscoffensis-1434266at2759-S1	2	151	0	151	750	20.13	100.0
greenalgae-Chloropicon_roscoffensis-1633672at2759-S1	6	231	0	231	315	73.33	100.0
protist-Phaeocystis_rex-937686at2759-S1	2	188	5	193	1416	13.63	97.41
protist-Phaeocystis_rex-1617752at2759-S1	2	89	0	89	369	24.12	100.0
protist-Effrenium_voratum-975557at2759-D2	13	446	8	454	2337	19.43	98.24
protist-Effrenium_voratum-1228942at2759-D2	2	143	1	144	766	18.8	99.31
greenalgae-Chloropicon_mariensis-369837at2759-S1	2	90	1	91	2178	4.18	98.9
greenalgae-Chloropicon_mariensis-898782at2759-S1	4	313	1	314	1797	17.47	99.68
greenalgae-Chloropicon_mariensis-976469at2759-S1	1	101	0	101	1077	9.38	100.0
greenalgae-Chloropicon_mariensis-1041560at2759-S1	44	866	11	877	1254	69.94	98.75
greenalgae-Chloropicon_mariensis-1138059at2759-S1	3	150	1	151	873	17.3	99.34
greenalgae-Chloropicon_mariensis-1161199at2759-S1	24	780	6	786	891	88.22	99.24
protist-Gephyrocapsa_oceanica-166920at2759-D1	1	100	0	100	3639	2.75	100.0
protist-Tripos_fusus-570797at2759-S1	20	1145	6	1151	2313	49.76	99.48
protist-Tripos_fusus-604979at2759-S1	2	185	3	188	2124	8.85	98.4
