Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Lithomelissa_setosa-1197019at2759-S1	6	278	8	286	639	44.76	97.2
protist-Lithomelissa_setosa-1488436at2759-S1	112	291	23	314	426	73.71	92.68
greenalgae-Micromonas_polaris-156083at2759-S1	8	645	4	649	6996	9.28	99.38
greenalgae-Micromonas_polaris-166920at2759-D2	2	166	2	168	4377	3.84	98.81
greenalgae-Micromonas_polaris-290630at2759-S1	2	198	3	201	2715	7.4	98.51
greenalgae-Micromonas_polaris-296129at2759-S1	10	719	5	724	3266	22.17	99.31
greenalgae-Micromonas_polaris-345441at2759-D1	26	400	10	410	3993	10.27	97.56
greenalgae-Micromonas_polaris-664730at2759-S1	2	150	0	150	1188	12.63	100.0
greenalgae-Micromonas_polaris-721605at2759-S1	2	108	0	108	1773	6.09	100.0
greenalgae-Micromonas_polaris-836599at2759-S1	4	393	4	397	1542	25.75	98.99
greenalgae-Micromonas_polaris-844748at2759-S1	6	344	2	346	2288	15.12	99.42
greenalgae-Micromonas_polaris-911863at2759-S1	2	143	2	145	1158	12.52	98.62
greenalgae-Micromonas_polaris-917326at2759-S1	8	395	1	396	2709	14.62	99.75
other_MGCollapse_EASP3-332	3	281	1	282	1440	19.58	99.65
other_MGCollapse_EASP3-420	2	195	0	195	1179	16.54	100.0
greenalgae-Micromonas_polaris-924753at2759-S1	2	183	0	183	1704	10.74	100.0
greenalgae-Micromonas_polaris-1003258at2759-S1	2	197	2	199	1227	16.22	98.99
greenalgae-Micromonas_polaris-1010730at2759-S1	2	131	2	133	1782	7.46	98.5
greenalgae-Micromonas_polaris-1085752at2759-S1	2	201	1	202	1308	15.44	99.5
greenalgae-Micromonas_polaris-1108845at2759-S1	1	97	0	97	1341	7.23	100.0
other_MGCollapse_EASP3-590	2	199	1	200	738	27.1	99.5
other_MGCollapse_EASP3-202	2	118	0	118	2136	5.52	100.0
greenalgae-Micromonas_polaris-1322299at2759-S1	4	278	1	279	1812	15.4	99.64
other_MGCollapse_EASP3-227	5	227	0	227	1920	11.82	100.0
greenalgae-Micromonas_polaris-1370285at2759-S1	7	688	8	696	2217	31.39	98.85
greenalgae-Micromonas_polaris-1428265at2759-S1	2	178	0	178	814	21.87	100.0
greenalgae-Micromonas_polaris-1432328at2759-S1	2	198	2	200	984	20.33	99.0
greenalgae-Micromonas_polaris-1459797at2759-S1	2	139	0	139	444	31.31	100.0
protist-Chaetoceros_debilis-39650at2759-S1	33	1960	11	1971	7092	27.79	99.44
protist-Chaetoceros_debilis-156083at2759-S1	78	3543	6	3549	7602	46.69	99.83
protist-Chaetoceros_debilis-179362at2759-S1	18	1317	1	1318	3837	34.35	99.92
protist-Chaetoceros_debilis-245208at2759-S1	45	2530	23	2553	3894	65.56	99.1
protist-Chaetoceros_debilis-290630at2759-S1	7	625	2	627	2706	23.17	99.68
protist-Chaetoceros_debilis-293315at2759-S1	6	536	3	539	4758	11.33	99.44
protist-Chaetoceros_debilis-306227at2759-S1	7	445	4	449	2898	15.49	99.11
protist-Chaetoceros_debilis-324863at2759-S1	4	307	2	309	3542	8.72	99.35
protist-Chaetoceros_debilis-341721at2759-S1	11	957	8	965	1995	48.37	99.17
