Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Scyphosphaera_apsteinii-491869at2759-S1	4	373	8	381	1347	28.29	97.9
protist-Scyphosphaera_apsteinii-751335at2759-S1	6	169	3	172	1392	12.36	98.26
protist-Scyphosphaera_apsteinii-919955at2759-S1	7	529	5	534	1204	44.35	99.06
protist-Scyphosphaera_apsteinii-1096688at2759-S1	2	132	0	132	1080	12.22	100.0
protist-Scyphosphaera_apsteinii-1309031at2759-S1	2	163	2	165	1908	8.65	98.79
greenalgae-Chloropicon_roscoffensis-330169at2759-D1	1	100	0	100	1608	6.22	100.0
greenalgae-Chloropicon_roscoffensis-1194691at2759-S1	1	100	1	101	1167	8.65	99.01
protist-Effrenium_voratum-355408at2759-D2	1	100	1	101	2004	5.04	99.01
protist-Effrenium_voratum-598949at2759-S1	8	640	13	653	2986	21.87	98.01
protist-Effrenium_voratum-975557at2759-D2	2	178	3	181	2337	7.74	98.34
protist-Effrenium_voratum-1513531at2759-D2	1	93	3	96	897	10.7	96.88
protist-Alexandrium_tamarense-956854at2759-D1	1	98	3	101	861	11.73	97.03
protist-Karlodinium_veneficum-679771at2759-D1	1	77	1	78	1284	6.07	98.72
greenalgae-Chloropicon_mariensis-937686at2759-S1	1	95	2	97	1473	6.59	97.94
protist-Zooxanthella_nutricula-97116at2759-S1	5	290	1	291	3652	7.97	99.66
protist-Zooxanthella_nutricula-179362at2759-S1	2	121	1	122	3816	3.2	99.18
protist-Zooxanthella_nutricula-245208at2759-S1	8	657	7	664	3492	19.01	98.95
protist-Zooxanthella_nutricula-671536at2759-S1	13	812	0	812	1518	53.49	100.0
protist-Zooxanthella_nutricula-817008at2759-D1	76	1044	12	1056	1805	58.5	98.86
protist-Zooxanthella_nutricula-817008at2759-D2	39	722	10	732	1457	50.24	98.63
protist-Zooxanthella_nutricula-887370at2759-S1	1	99	0	99	1590	6.23	100.0
protist-Zooxanthella_nutricula-931188at2759-S1	15	724	12	736	1551	47.45	98.37
