Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
greenalgae-Chloropicon_roscoffensis-83779at2759-S1	24	1153	22	1175	1571	74.79	98.13
greenalgae-Chloropicon_roscoffensis-87842at2759-D2	2	191	0	191	3156	6.05	100.0
greenalgae-Chloropicon_roscoffensis-97116at2759-S1	77	2863	29	2892	3741	77.31	99.0
greenalgae-Chloropicon_roscoffensis-100698at2759-S1	37	1880	14	1894	2310	81.99	99.26
greenalgae-Chloropicon_roscoffensis-142542at2759-S1	72	3855	26	3881	6375	60.88	99.33
greenalgae-Chloropicon_roscoffensis-156083at2759-D1	21	1192	3	1195	8793	13.59	99.75
greenalgae-Chloropicon_roscoffensis-156083at2759-D2	20	1541	2	1543	8208	18.8	99.87
greenalgae-Chloropicon_roscoffensis-160593at2759-S1	20	1262	7	1269	7370	17.22	99.45
greenalgae-Chloropicon_roscoffensis-166920at2759-S1	11	673	7	680	3351	20.29	98.97
greenalgae-Chloropicon_roscoffensis-245208at2759-S1	89	2886	23	2909	3288	88.47	99.21
greenalgae-Chloropicon_roscoffensis-257318at2759-D1	12	915	5	920	1843	49.92	99.46
greenalgae-Chloropicon_roscoffensis-261328at2759-S1	60	2232	40	2272	2400	94.67	98.24
greenalgae-Chloropicon_roscoffensis-271586at2759-S1	48	1925	12	1937	2843	68.13	99.38
greenalgae-Chloropicon_roscoffensis-296129at2759-S1	32	1738	10	1748	2982	58.62	99.43
greenalgae-Chloropicon_roscoffensis-306227at2759-S1	28	1534	15	1549	2454	63.12	99.03
greenalgae-Chloropicon_roscoffensis-320059at2759-S1	50	1690	14	1704	1929	88.34	99.18
greenalgae-Chloropicon_roscoffensis-325552at2759-S1	4	283	4	287	1850	15.51	98.61
greenalgae-Chloropicon_roscoffensis-330169at2759-D1	36	329	16	345	1608	21.46	95.36
greenalgae-Chloropicon_roscoffensis-330169at2759-D2	13	743	7	750	2787	26.91	99.07
greenalgae-Chloropicon_roscoffensis-331411at2759-S1	36	1598	12	1610	2199	73.22	99.25
greenalgae-Chloropicon_roscoffensis-341721at2759-S1	30	1593	14	1607	2409	66.71	99.13
greenalgae-Chloropicon_roscoffensis-355408at2759-S1	41	1696	16	1712	2125	80.56	99.07
greenalgae-Chloropicon_roscoffensis-369837at2759-S1	74	2009	17	2026	2118	95.66	99.16
greenalgae-Chloropicon_roscoffensis-375960at2759-S1	15	913	12	925	1937	47.75	98.7
greenalgae-Chloropicon_roscoffensis-383503at2759-S1	30	1178	13	1191	1543	77.19	98.91
greenalgae-Chloropicon_roscoffensis-390348at2759-S1	262	3004	68	3072	3078	99.81	97.79
greenalgae-Chloropicon_roscoffensis-392369at2759-S1	57	1588	18	1606	1649	97.39	98.88
greenalgae-Chloropicon_roscoffensis-418107at2759-S1	77	1306	31	1337	1356	98.6	97.68
greenalgae-Chloropicon_roscoffensis-453044at2759-S1	16	943	7	950	1398	67.95	99.26
greenalgae-Chloropicon_roscoffensis-457861at2759-S1	19	468	15	483	840	57.5	96.89
greenalgae-Chloropicon_roscoffensis-513979at2759-S1	40	1486	20	1506	1827	82.43	98.67
greenalgae-Chloropicon_roscoffensis-543764at2759-S1	23	1168	12	1180	1565	75.4	98.98
greenalgae-Chloropicon_roscoffensis-549762at2759-S1	35	1241	16	1257	1797	69.95	98.73
greenalgae-Chloropicon_roscoffensis-551907at2759-S1	31	1730	12	1742	2843	61.27	99.31
greenalgae-Chloropicon_roscoffensis-570797at2759-S1	13	702	1	703	2446	28.74	99.86
greenalgae-Chloropicon_roscoffensis-582756at2759-S1	41	1371	14	1385	1561	88.73	98.99
greenalgae-Chloropicon_roscoffensis-598949at2759-S1	13	845	18	863	2643	32.65	97.91
greenalgae-Chloropicon_roscoffensis-604979at2759-S1	20	1107	7	1114	1893	58.85	99.37
greenalgae-Chloropicon_roscoffensis-625387at2759-S1	35	2094	9	2103	3483	60.38	99.57
greenalgae-Chloropicon_roscoffensis-664730at2759-S1	137	1179	38	1217	1239	98.22	96.88
greenalgae-Chloropicon_roscoffensis-671536at2759-S1	20	1105	10	1115	1488	74.93	99.1
greenalgae-Chloropicon_roscoffensis-673132at2759-S1	13	767	8	775	1260	61.51	98.97
greenalgae-Chloropicon_roscoffensis-674160at2759-S1	14	1313	18	1331	7594	17.53	98.65
greenalgae-Chloropicon_roscoffensis-679187at2759-S1	28	1518	12	1530	2514	60.86	99.22
greenalgae-Chloropicon_roscoffensis-679771at2759-S1	29	949	6	955	1167	81.83	99.37
greenalgae-Chloropicon_roscoffensis-692986at2759-S1	49	1590	23	1613	2364	68.23	98.57
greenalgae-Chloropicon_roscoffensis-708105at2759-S1	15	879	9	888	1248	71.15	98.99
greenalgae-Chloropicon_roscoffensis-720340at2759-S1	46	1497	11	1508	1608	93.78	99.27
greenalgae-Chloropicon_roscoffensis-721605at2759-S1	60	1023	25	1048	1070	97.94	97.61
greenalgae-Chloropicon_roscoffensis-722805at2759-S1	53	2144	13	2157	2692	80.13	99.4
greenalgae-Chloropicon_roscoffensis-734666at2759-S1	11	859	9	868	1614	53.78	98.96
greenalgae-Chloropicon_roscoffensis-736068at2759-S1	62	2354	22	2376	3393	70.03	99.07
greenalgae-Chloropicon_roscoffensis-751335at2759-S1	92	1371	23	1394	1464	95.22	98.35
greenalgae-Chloropicon_roscoffensis-759498at2759-S1	17	1098	8	1106	2556	43.27	99.28
greenalgae-Chloropicon_roscoffensis-768809at2759-S1	38	1114	19	1133	1326	85.44	98.32
greenalgae-Chloropicon_roscoffensis-774318at2759-S1	22	871	18	889	1308	67.97	97.98
greenalgae-Chloropicon_roscoffensis-779909at2759-S1	20	824	5	829	939	88.29	99.4
greenalgae-Chloropicon_roscoffensis-814241at2759-S1	19	1130	8	1138	1413	80.54	99.3
greenalgae-Chloropicon_roscoffensis-834694at2759-S1	25	1118	16	1134	1840	61.63	98.59
greenalgae-Chloropicon_roscoffensis-844748at2759-S1	15	1032	8	1040	1420	73.24	99.23
greenalgae-Chloropicon_roscoffensis-858842at2759-D2	4	234	4	238	1626	14.64	98.32
greenalgae-Chloropicon_roscoffensis-869548at2759-S1	37	701	14	715	738	96.88	98.04
greenalgae-Chloropicon_roscoffensis-891751at2759-S1	3	274	2	276	1611	17.13	99.28
greenalgae-Chloropicon_roscoffensis-917326at2759-S1	43	1562	17	1579	1848	85.44	98.92
greenalgae-Chloropicon_roscoffensis-918816at2759-S1	41	1190	22	1212	1392	87.07	98.18
greenalgae-Chloropicon_roscoffensis-919955at2759-S1	43	1157	21	1178	1254	93.94	98.22
greenalgae-Chloropicon_roscoffensis-923657at2759-S1	5	351	3	354	1204	29.4	99.15
greenalgae-Chloropicon_roscoffensis-924753at2759-S1	21	1056	5	1061	1608	65.98	99.53
greenalgae-Chloropicon_roscoffensis-931188at2759-S1	16	1062	7	1069	1960	54.54	99.35
greenalgae-Chloropicon_roscoffensis-937275at2759-S1	2	158	2	160	1153	13.88	98.75
greenalgae-Chloropicon_roscoffensis-937686at2759-S1	65	1459	19	1478	1545	95.66	98.71
greenalgae-Chloropicon_roscoffensis-944899at2759-S1	34	972	15	987	1119	88.2	98.48
greenalgae-Chloropicon_roscoffensis-975158at2759-S1	152	1337	34	1371	1389	98.7	97.52
greenalgae-Chloropicon_roscoffensis-975557at2759-S1	39	1355	17	1372	2189	62.68	98.76
greenalgae-Chloropicon_roscoffensis-981902at2759-D1	7	543	5	548	1238	44.26	99.09
greenalgae-Chloropicon_roscoffensis-1003258at2759-S1	16	823	8	831	1336	62.2	99.04
greenalgae-Chloropicon_roscoffensis-1010730at2759-S1	6	513	2	515	1287	40.02	99.61
greenalgae-Chloropicon_roscoffensis-1019762at2759-S1	49	1701	19	1720	1869	92.03	98.9
greenalgae-Chloropicon_roscoffensis-1032689at2759-S1	30	1160	19	1179	1404	83.97	98.39
greenalgae-Chloropicon_roscoffensis-1051021at2759-S1	83	2101	28	2129	2470	86.19	98.68
greenalgae-Chloropicon_roscoffensis-1079827at2759-S1	21	646	10	656	783	83.78	98.48
greenalgae-Chloropicon_roscoffensis-1085752at2759-D1	3	203	1	204	1824	11.18	99.51
greenalgae-Chloropicon_roscoffensis-1087488at2759-S1	17	872	7	879	1248	70.43	99.2
greenalgae-Chloropicon_roscoffensis-1094121at2759-S1	16	487	7	494	552	89.49	98.58
greenalgae-Chloropicon_roscoffensis-1115196at2759-S1	49	1039	19	1058	1290	82.02	98.2
greenalgae-Chloropicon_roscoffensis-1129824at2759-S1	10	508	7	515	597	86.26	98.64
greenalgae-Chloropicon_roscoffensis-1138059at2759-S1	18	759	8	767	888	86.37	98.96
greenalgae-Chloropicon_roscoffensis-1157302at2759-S1	6	322	3	325	738	44.04	99.08
greenalgae-Chloropicon_roscoffensis-1161199at2759-S1	110	861	16	877	882	99.43	98.18
greenalgae-Chloropicon_roscoffensis-1173229at2759-S1	16	812	18	830	1218	68.14	97.83
greenalgae-Chloropicon_roscoffensis-1178688at2759-S1	156	716	22	738	744	99.19	97.02
greenalgae-Chloropicon_roscoffensis-1182451at2759-S1	51	864	13	877	957	91.64	98.52
greenalgae-Chloropicon_roscoffensis-1194691at2759-S1	77	1114	15	1129	1167	96.74	98.67
greenalgae-Chloropicon_roscoffensis-1194797at2759-S1	56	1678	21	1699	2175	78.11	98.76
greenalgae-Chloropicon_roscoffensis-1200489at2759-S1	22	560	7	567	603	94.03	98.77
greenalgae-Chloropicon_roscoffensis-1228942at2759-S1	87	832	10	842	867	97.12	98.81
greenalgae-Chloropicon_roscoffensis-1236198at2759-S1	7	458	5	463	726	63.77	98.92
greenalgae-Chloropicon_roscoffensis-1248958at2759-D1	2	134	0	134	3947	3.39	100.0
greenalgae-Chloropicon_roscoffensis-1248958at2759-D2	20	896	0	896	4173	21.47	100.0
greenalgae-Chloropicon_roscoffensis-1257440at2759-S1	13	563	6	569	637	89.32	98.95
greenalgae-Chloropicon_roscoffensis-1258856at2759-S1	54	2168	24	2192	3320	66.02	98.91
greenalgae-Chloropicon_roscoffensis-1260807at2759-S1	7	540	6	546	1105	49.41	98.9
greenalgae-Chloropicon_roscoffensis-1269244at2759-S1	6	390	1	391	687	56.91	99.74
greenalgae-Chloropicon_roscoffensis-1269649at2759-S1	4	245	2	247	735	33.61	99.19
greenalgae-Chloropicon_roscoffensis-1284731at2759-S1	10	593	12	605	792	76.39	98.02
greenalgae-Chloropicon_roscoffensis-1287094at2759-S1	24	620	4	624	666	93.69	99.36
greenalgae-Chloropicon_roscoffensis-1287401at2759-S1	7	547	7	554	717	77.27	98.74
greenalgae-Chloropicon_roscoffensis-1312453at2759-S1	80	3247	39	3286	4281	76.76	98.81
greenalgae-Chloropicon_roscoffensis-1322299at2759-S1	8	485	5	490	1377	35.58	98.98
greenalgae-Chloropicon_roscoffensis-1342242at2759-S1	5	430	7	437	1061	41.19	98.4
greenalgae-Chloropicon_roscoffensis-1346165at2759-D1	18	463	8	471	1987	23.7	98.3
greenalgae-Chloropicon_roscoffensis-1346165at2759-D2	1	101	0	101	1332	7.58	100.0
greenalgae-Chloropicon_roscoffensis-1348942at2759-S1	18	841	16	857	1148	74.65	98.13
greenalgae-Chloropicon_roscoffensis-1377237at2759-S1	24	801	5	806	870	92.64	99.38
greenalgae-Chloropicon_roscoffensis-1379600at2759-S1	32	1615	16	1631	2472	65.98	99.02
greenalgae-Chloropicon_roscoffensis-1382842at2759-S1	4	306	5	311	621	50.08	98.39
greenalgae-Chloropicon_roscoffensis-1395649at2759-S1	39	619	17	636	660	96.36	97.33
greenalgae-Chloropicon_roscoffensis-1398309at2759-S1	5	207	1	208	495	42.02	99.52
greenalgae-Chloropicon_roscoffensis-1405073at2759-S1	6	330	4	334	622	53.7	98.8
greenalgae-Chloropicon_roscoffensis-1421503at2759-D2	4	222	6	228	596	38.26	97.37
greenalgae-Chloropicon_roscoffensis-1423847at2759-S1	16	641	5	646	1197	53.97	99.23
greenalgae-Chloropicon_roscoffensis-1428265at2759-S1	4	322	5	327	791	41.34	98.47
greenalgae-Chloropicon_roscoffensis-1428854at2759-S1	20	1270	6	1276	2415	52.84	99.53
greenalgae-Chloropicon_roscoffensis-1432328at2759-S1	47	1581	20	1601	2809	57.0	98.75
greenalgae-Chloropicon_roscoffensis-1434266at2759-S1	29	616	8	624	750	83.2	98.72
greenalgae-Chloropicon_roscoffensis-1442062at2759-S1	20	1314	12	1326	2568	51.64	99.1
greenalgae-Chloropicon_roscoffensis-1445102at2759-S1	34	685	5	690	750	92.0	99.28
greenalgae-Chloropicon_roscoffensis-1450538at2759-S1	13	796	8	804	1092	73.63	99.0
greenalgae-Chloropicon_roscoffensis-1455730at2759-S1	23	955	10	965	1686	57.24	98.96
greenalgae-Chloropicon_roscoffensis-1474000at2759-S1	32	789	4	793	906	87.53	99.5
greenalgae-Chloropicon_roscoffensis-1479417at2759-S1	18	679	9	688	801	85.89	98.69
greenalgae-Chloropicon_roscoffensis-1488436at2759-S1	6	191	1	192	387	49.61	99.48
greenalgae-Chloropicon_roscoffensis-1490022at2759-S1	4	286	1	287	581	49.4	99.65
greenalgae-Chloropicon_roscoffensis-1504863at2759-S1	13	347	2	349	408	85.54	99.43
greenalgae-Chloropicon_roscoffensis-1513531at2759-S1	11	520	8	528	795	66.42	98.48
greenalgae-Chloropicon_roscoffensis-1545004at2759-S1	14	271	4	275	330	83.33	98.55
greenalgae-Chloropicon_roscoffensis-1552706at2759-S1	25	493	11	504	534	94.38	97.82
greenalgae-Chloropicon_roscoffensis-1558822at2759-S1	16	252	1	253	288	87.85	99.6
greenalgae-Chloropicon_roscoffensis-1576404at2759-D1	2	114	0	114	814	14.0	100.0
greenalgae-Chloropicon_roscoffensis-1623701at2759-S1	19	536	10	546	558	97.85	98.17
greenalgae-Chloropicon_roscoffensis-1626636at2759-S1	6	270	2	272	693	39.25	99.26
greenalgae-Chloropicon_roscoffensis-1633672at2759-S1	9	261	3	264	315	83.81	98.86
greenalgae-Chloropicon_roscoffensis-1645187at2759-S1	12	346	5	351	405	86.67	98.58
greenalgae-Prasinoderma_singulare-97116at2759-S1	15	1197	5	1202	3621	33.2	99.58
greenalgae-Prasinoderma_singulare-100698at2759-S1	32	1577	17	1594	2719	58.62	98.93
greenalgae-Prasinoderma_singulare-179362at2759-S1	16	1284	12	1296	3972	32.63	99.07
greenalgae-Prasinoderma_singulare-245208at2759-S1	26	1598	11	1609	2958	54.39	99.32
greenalgae-Prasinoderma_singulare-261328at2759-S1	13	723	7	730	2205	33.11	99.04
greenalgae-Prasinoderma_singulare-331411at2759-S1	17	1125	6	1131	2377	47.58	99.47
greenalgae-Prasinoderma_singulare-355408at2759-S1	13	883	7	890	2469	36.05	99.21
greenalgae-Prasinoderma_singulare-388820at2759-S1	4	347	4	351	3132	11.21	98.86
greenalgae-Prasinoderma_singulare-390348at2759-S1	85	2599	18	2617	3007	87.03	99.31
greenalgae-Prasinoderma_singulare-392369at2759-S1	7	527	2	529	1647	32.12	99.62
greenalgae-Prasinoderma_singulare-426305at2759-S1	29	1575	12	1587	2152	73.75	99.24
greenalgae-Prasinoderma_singulare-491869at2759-S1	12	574	9	583	1675	34.81	98.46
greenalgae-Prasinoderma_singulare-513979at2759-S1	4	385	1	386	1797	21.48	99.74
greenalgae-Prasinoderma_singulare-543764at2759-S1	2	189	0	189	1284	14.72	100.0
greenalgae-Prasinoderma_singulare-549762at2759-S1	4	321	2	323	2120	15.24	99.38
greenalgae-Prasinoderma_singulare-604979at2759-S1	10	669	4	673	1519	44.31	99.41
greenalgae-Prasinoderma_singulare-664730at2759-S1	3	260	0	260	1197	21.72	100.0
greenalgae-Prasinoderma_singulare-692986at2759-S1	16	844	3	847	2145	39.49	99.65
greenalgae-Prasinoderma_singulare-720340at2759-S1	10	600	5	605	1471	41.13	99.17
greenalgae-Prasinoderma_singulare-734666at2759-S1	22	906	8	914	1647	55.49	99.12
greenalgae-Prasinoderma_singulare-751335at2759-S1	12	650	1	651	1494	43.57	99.85
greenalgae-Prasinoderma_singulare-759498at2759-S1	25	1460	6	1466	2400	61.08	99.59
greenalgae-Prasinoderma_singulare-817008at2759-S1	42	1150	5	1155	1245	92.77	99.57
greenalgae-Prasinoderma_singulare-834694at2759-S1	17	1047	3	1050	1947	53.93	99.71
greenalgae-Prasinoderma_singulare-866359at2759-S1	75	1041	27	1068	1074	99.44	97.47
greenalgae-Prasinoderma_singulare-887370at2759-S1	3	259	1	260	1730	15.03	99.62
greenalgae-Prasinoderma_singulare-917326at2759-S1	20	1026	5	1031	1942	53.09	99.52
greenalgae-Prasinoderma_singulare-918816at2759-S1	6	464	2	466	1368	34.06	99.57
greenalgae-Prasinoderma_singulare-919955at2759-S1	17	820	9	829	1188	69.78	98.91
greenalgae-Prasinoderma_singulare-931188at2759-S1	13	676	2	678	1386	48.92	99.71
greenalgae-Prasinoderma_singulare-937686at2759-S1	39	1217	16	1233	1515	81.39	98.7
