Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Scyphosphaera_apsteinii-245208at2759-S1	18	1016	2	1018	4371	23.29	99.8
protist-Scyphosphaera_apsteinii-671536at2759-S1	3	199	0	199	1458	13.65	100.0
protist-Scyphosphaera_apsteinii-751335at2759-S1	10	596	1	597	1392	42.89	99.83
protist-Scyphosphaera_apsteinii-1019762at2759-S1	15	435	5	440	1938	22.7	98.86
protist-Scyphosphaera_apsteinii-1248958at2759-S1	11	749	1	750	2993	25.06	99.87
greenalgae-Chloropicon_roscoffensis-97116at2759-S1	4	352	0	352	3741	9.41	100.0
greenalgae-Chloropicon_roscoffensis-166920at2759-S1	2	133	2	135	3351	4.03	98.52
greenalgae-Chloropicon_roscoffensis-261328at2759-S1	6	360	4	364	2400	15.17	98.9
greenalgae-Chloropicon_roscoffensis-330169at2759-D1	9	122	5	127	1608	7.9	96.06
greenalgae-Chloropicon_roscoffensis-331411at2759-S1	12	561	13	574	2199	26.1	97.74
greenalgae-Chloropicon_roscoffensis-383503at2759-S1	2	125	2	127	1543	8.23	98.43
greenalgae-Chloropicon_roscoffensis-390348at2759-S1	1	99	1	100	3078	3.25	99.0
greenalgae-Chloropicon_roscoffensis-549762at2759-S1	1	97	3	100	1797	5.56	97.0
greenalgae-Chloropicon_roscoffensis-551907at2759-S1	4	329	1	330	2843	11.61	99.7
greenalgae-Chloropicon_roscoffensis-598949at2759-S1	2	148	0	148	2643	5.6	100.0
greenalgae-Chloropicon_roscoffensis-664730at2759-S1	5	205	1	206	1239	16.63	99.51
greenalgae-Chloropicon_roscoffensis-679771at2759-S1	5	333	6	339	1167	29.05	98.23
greenalgae-Chloropicon_roscoffensis-720340at2759-S1	2	126	1	127	1608	7.9	99.21
greenalgae-Chloropicon_roscoffensis-721605at2759-S1	19	594	16	610	1070	57.01	97.38
greenalgae-Chloropicon_roscoffensis-751335at2759-S1	10	645	2	647	1464	44.19	99.69
greenalgae-Chloropicon_roscoffensis-759498at2759-S1	14	336	6	342	2556	13.38	98.25
greenalgae-Chloropicon_roscoffensis-869548at2759-S1	4	269	1	270	738	36.59	99.63
greenalgae-Chloropicon_roscoffensis-937686at2759-S1	6	195	5	200	1545	12.94	97.5
greenalgae-Chloropicon_roscoffensis-944899at2759-S1	1	98	2	100	1119	8.94	98.0
greenalgae-Chloropicon_roscoffensis-1094121at2759-S1	2	133	2	135	552	24.46	98.52
greenalgae-Chloropicon_roscoffensis-1161199at2759-S1	18	536	3	539	882	61.11	99.44
greenalgae-Chloropicon_roscoffensis-1178688at2759-S1	12	326	3	329	744	44.22	99.09
