Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
other_MGCollapse_EASP3-1	2	109	2	111	11112	1.0	98.2
greenalgae-Micromonas_pusilla-345441at2759-S1	2	177	1	178	4833	3.68	99.44
greenalgae-Chloropicon_roscoffensis-97116at2759-S1	2	195	0	195	3741	5.21	100.0
greenalgae-Chloropicon_roscoffensis-142542at2759-S1	1	93	0	93	6375	1.46	100.0
greenalgae-Chloropicon_roscoffensis-551907at2759-S1	2	174	1	175	2843	6.16	99.43
greenalgae-Chloropicon_roscoffensis-671536at2759-S1	1	101	0	101	1488	6.79	100.0
greenalgae-Chloropicon_roscoffensis-736068at2759-S1	2	201	1	202	3393	5.95	99.5
greenalgae-Chloropicon_roscoffensis-834694at2759-S1	1	100	0	100	1840	5.43	100.0
greenalgae-Chloropicon_roscoffensis-858842at2759-D2	2	184	0	184	1626	11.32	100.0
greenalgae-Chloropicon_roscoffensis-1010730at2759-S1	2	92	0	92	1287	7.15	100.0
protist-Phaeocystis_rex-751335at2759-S1	2	185	0	185	1452	12.74	100.0
protist-Phaeocystis_rex-866359at2759-S1	1	101	0	101	1038	9.73	100.0
protist-Phaeocystis_rex-1079827at2759-S1	1	100	0	100	786	12.72	100.0
protist-Phaeocystis_rex-1257440at2759-S1	1	98	0	98	552	17.75	100.0
protist-Phaeocystis_rex-1428265at2759-S1	2	202	0	202	774	26.1	100.0
greenalgae-Chloropicon_mariensis-100698at2759-S1	2	123	3	126	2427	5.19	97.62
greenalgae-Chloropicon_mariensis-355408at2759-S1	1	99	0	99	2058	4.81	100.0
greenalgae-Chloropicon_mariensis-866359at2759-S1	2	124	0	124	1007	12.31	100.0
greenalgae-Chloropicon_mariensis-1257440at2759-S1	1	99	1	100	555	18.02	99.0
protist-Gephyrocapsa_oceanica-97116at2759-S1	2	177	0	177	3642	4.86	100.0
protist-Gephyrocapsa_oceanica-179362at2759-S1	1	100	0	100	3957	2.53	100.0
protist-Gephyrocapsa_oceanica-245208at2759-S1	2	118	2	120	3831	3.13	98.33
protist-Gephyrocapsa_oceanica-355408at2759-S1	2	133	0	133	2025	6.57	100.0
protist-Gephyrocapsa_oceanica-396755at2759-S1	3	263	0	263	3183	8.26	100.0
