bin,sample_id,depth,MAG_pnps_median,total_count,scg_pnps_median,scg_count
RS-341,ERR598991,SRF,0.0,3.0,,
RS-341,ERR599041,SRF,0.11056445605996285,6.0,,
RS-341,ERR599049,SRF,0.07725207798712956,9.0,,
RS-341,ERR599097,DCM,0.023901261921141077,10.0,,
RS-341,ERR599106,SRF,0.04115291489325017,11.0,,
RS-341,ERR599111,DCM,0.03485107591683139,2.0,,
RS-341,ERR599116,SRF,0.09312390840351123,228.0,0.05564086985989782,5.0
RS-341,ERR599134,SRF,0.11821065404291362,2.0,,
RS-341,ERR599155,SRF,0.11670677581874896,2.0,,
RS-342,ERR598975,DCM,0.06345539932376215,2.0,,
RS-342,ERR599097,DCM,0.10888906830386505,2.0,,
RS-342,ERR599111,DCM,0.08152720355132058,76.0,0.0,1.0
RS-344,ERR594328,SRF,0.062117701838851985,431.0,0.06903329198843486,10.0
RS-344,ERR598959,SRF,0.08672684605573588,1522.0,0.04690535107214718,58.0
RS-344,ERR598969,SRF,0.07348680959210442,1409.0,0.03479250766246784,62.0
RS-344,ERR598975,DCM,0.2824132577622405,3.0,,
RS-344,ERR598991,SRF,0.07850464307879379,1528.0,0.032086951633878195,59.0
RS-344,ERR599041,SRF,0.04831277913850172,877.0,0.016996318622268178,34.0
RS-344,ERR599049,SRF,0.07814691313681618,1527.0,0.03032989346483745,59.0
RS-344,ERR599061,DCM,0.17131339577097995,4.0,0.009707207522654098,1.0
RS-344,ERR599097,DCM,0.06378355559438582,1084.0,0.027271596024510673,48.0
RS-344,ERR599106,SRF,0.08660093074211825,1551.0,0.039371786723934266,62.0
RS-344,ERR599111,DCM,0.016596345302916354,15.0,0.005225071731946976,3.0
RS-344,ERR599116,SRF,0.07524619349464655,1517.0,0.030371217249945463,61.0
RS-344,ERR599134,SRF,0.0847308590079703,1532.0,0.04625168403647882,59.0
RS-344,ERR599155,SRF,0.004209140648228083,4.0,0.008418281296456167,1.0
RS-346,ERR599061,DCM,0.08388524795874829,948.0,0.1089665424175528,36.0
RS-346,ERR599097,DCM,0.08369566087675803,1054.0,0.08658055480158883,39.0
RS-346,ERR599106,SRF,0.1387169042769852,1.0,,
RS-346,ERR599111,DCM,0.06853298845190545,583.0,0.0999563137707881,13.0
RS-348,ERR598959,SRF,0.03831306039200662,162.0,0.009181551386640846,5.0
RS-348,ERR598975,DCM,0.019558871202386287,7.0,,
RS-348,ERR598991,SRF,0.049084125329098616,1217.0,0.02887565954384788,26.0
RS-348,ERR599041,SRF,0.3618852026231594,1.0,,
RS-348,ERR599049,SRF,0.06331454445930701,4.0,,
RS-348,ERR599061,DCM,0.05468555272214448,1057.0,0.03968592093516645,25.0
RS-348,ERR599097,DCM,0.062398852615772535,1481.0,0.04151539540048512,29.0
RS-348,ERR599106,SRF,0.02105524212032483,96.0,0.34827341343928403,1.0
RS-348,ERR599111,DCM,0.03221043956915602,82.0,0.006507235349534275,7.0
RS-348,ERR599116,SRF,0.014867436410868986,50.0,,
RS-349,ERR594328,SRF,0.057964399817435536,5.0,,
RS-349,ERR598959,SRF,0.10385888595693413,11.0,,
RS-349,ERR598991,SRF,0.09806607772549067,33.0,,
RS-349,ERR599049,SRF,0.07303923888483582,14.0,,
RS-349,ERR599061,DCM,0.08232025699717388,25.0,,
RS-349,ERR599097,DCM,0.09703009980688815,1594.0,0.05254041937050893,39.0
RS-349,ERR599106,SRF,0.07828443877551039,17.0,,
RS-349,ERR599111,DCM,0.06487166679015251,61.0,0.046538320191651474,1.0
RS-349,ERR599116,SRF,0.05511215747464165,14.0,,
RS-350,ERR594328,SRF,0.07761532792853582,24.0,,
RS-350,ERR598959,SRF,0.1827553797019653,3.0,,
RS-350,ERR598969,SRF,0.06546044341787284,18.0,,
RS-350,ERR598975,DCM,0.2549083903209428,3.0,,
RS-350,ERR598991,SRF,0.06362301110018019,28.0,0.16260524950195554,1.0
RS-350,ERR599041,SRF,0.09408847142134613,89.0,,
RS-350,ERR599049,SRF,0.07154418222808567,34.0,0.14234955461036866,1.0
RS-350,ERR599061,DCM,0.1087344366480879,36.0,,
RS-350,ERR599097,DCM,0.10988815316653569,1464.0,0.11043515970027958,39.0
RS-350,ERR599106,SRF,0.07893748879325761,469.0,0.029642902619470276,3.0
RS-350,ERR599111,DCM,0.05851315731673035,19.0,0.015077488879139019,1.0
RS-350,ERR599116,SRF,0.10468950537510983,543.0,0.25648496413464,8.0
RS-350,ERR599134,SRF,0.2263656784361203,3.0,,
RS-350,ERR599155,SRF,0.06286976432458773,28.0,,
RS-352,ERR598959,SRF,0.04723229345019517,415.0,0.01370458407178126,12.0
RS-352,ERR598975,DCM,0.07830302188652631,5.0,,
RS-352,ERR598991,SRF,0.0595595446225894,1020.0,0.02381441800285458,31.0
RS-352,ERR599049,SRF,0.054123127349571476,772.0,0.028905551619493538,21.0
RS-352,ERR599061,DCM,0.05455176788295862,29.0,0.005783589377972593,1.0
RS-352,ERR599097,DCM,0.07254880089359936,1104.0,0.03552133933463813,36.0
RS-352,ERR599106,SRF,0.05703928111040056,870.0,0.02785324748438996,26.0
RS-352,ERR599111,DCM,0.026259098841246883,75.0,0.05103686469573658,7.0
RS-352,ERR599116,SRF,0.06669588127210212,108.0,0.02574173849504244,1.0
RS-352,ERR599134,SRF,0.04987782968020177,33.0,,
RS-355,ERR594328,SRF,0.28588563993516536,54.0,,
RS-355,ERR599097,DCM,0.005654544357015491,1.0,,
RS-355,ERR599111,DCM,0.004539364849231517,1.0,,
RS-357,ERR598975,DCM,0.15185822493976647,4.0,,
RS-357,ERR599097,DCM,0.14216992564678343,134.0,,
