Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
fungi-Rhodotorula_diobovata-306227at2759-S1	1	89	0	89	3618	2.46	100.0
fungi-Meyerozyma_SPCollapse_SP3-93	1	149	0	149	762	19.55	100.0
fungi-Meyerozyma_SPCollapse_SP3-74	1	135	0	135	1047	12.89	100.0
fungi-Malassezia_restricta-245208at2759-S1	2	224	2	226	3675	6.15	99.12
fungi-Rhodotorula_mucilaginosa-946128at2759-S1	1	121	0	121	1962	6.17	100.0
fungi-Rhodotorula_sp_JG-1b-341721at2759-S1	1	126	4	130	3516	3.7	96.92
fungi-Pichia_manshurica-1576404at2759-S1	1	141	2	143	744	19.22	98.6
fungi-Lecanicillium_sp_LEC01-160593at2759-S1	3	407	7	414	8016	5.16	98.31
fungi-Lecanicillium_sp_LEC01-176625at2759-S1	2	294	4	298	3294	9.05	98.66
fungi-Lecanicillium_sp_LEC01-939345at2759-S1	1	144	0	144	1071	13.45	100.0
fungi-Lecanicillium_sp_LEC01-582756at2759-S1	1	108	2	110	2901	3.79	98.18
fungi-Lecanicillium_sp_LEC01-551907at2759-S1	2	273	3	276	2964	9.31	98.91
fungi-Lecanicillium_sp_LEC01-1364586at2759-S1	1	146	4	150	888	16.89	97.33
fungi-Lecanicillium_sp_LEC01-1112002at2759-D1	2	267	6	273	2688	10.16	97.8
fungi-Meyerozyma_SPCollapse_SP3-1	2	167	0	167	8001	2.09	100.0
