Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
fungi-Malassezia_restricta-176625at2759-S1	2	245	2	247	5628	4.39	99.19
fungi-Malassezia_restricta-1001705at2759-S1	2	156	4	160	1368	11.7	97.5
fungi-Malassezia_globosa_CBS_7966-1051021at2759-S1	2	207	0	207	1620	12.78	100.0
fungi-Saccharomyces_cerevisiae_S288C-1312453at2759-S1	2	161	0	161	6369	2.53	100.0
fungi-Lecanicillium_sp_LEC01-160593at2759-S1	2	214	3	217	8016	2.71	98.62
fungi-Lecanicillium_sp_LEC01-674160at2759-S1	6	614	5	619	8004	7.73	99.19
fungi-Lecanicillium_sp_LEC01-891751at2759-S1	2	271	4	275	1707	16.11	98.55
fungi-Lecanicillium_sp_LEC01-549762at2759-S1	2	268	3	271	2148	12.62	98.89
fungi-Lecanicillium_sp_LEC01-513979at2759-S1	1	149	0	149	2424	6.15	100.0
fungi-Lecanicillium_sp_LEC01-937275at2759-S1	2	162	3	165	1587	10.4	98.18
fungi-Lecanicillium_sp_LEC01-1014314at2759-S1	1	145	4	149	1383	10.77	97.32
fungi-Lecanicillium_sp_LEC01-722805at2759-S1	2	293	5	298	4032	7.39	98.32
fungi-Lecanicillium_sp_LEC01-570797at2759-S1	1	139	2	141	3141	4.49	98.58
fungi-Lecanicillium_sp_LEC01-1194797at2759-S1	2	244	1	245	5453	4.49	99.59
fungi-Lecanicillium_sp_LEC01-625387at2759-S1	2	172	1	173	3618	4.78	99.42
fungi-Lecanicillium_sp_LEC01-734666at2759-S1	2	242	2	244	1554	15.7	99.18
fungi-Lecanicillium_sp_LEC01-1291729at2759-S1	1	104	2	106	549	19.31	98.11
fungi-Lecanicillium_sp_LEC01-290630at2759-S1	2	262	6	268	2682	9.99	97.76
fungi-Lecanicillium_sp_LEC01-1355894at2759-S1	1	111	1	112	573	19.55	99.11
fungi-Lecanicillium_sp_LEC01-1407446at2759-S1	1	148	0	148	495	29.9	100.0
fungi-Lecanicillium_sp_LEC01-551907at2759-S1	1	126	0	126	2964	4.25	100.0
fungi-Lecanicillium_sp_LEC01-981902at2759-S1	4	373	5	378	1896	19.94	98.68
fungi-Lecanicillium_sp_LEC01-768809at2759-S1	1	121	1	122	1458	8.37	99.18
fungi-Lecanicillium_sp_LEC01-156083at2759-S1	4	520	6	526	7809	6.74	98.86
fungi-Lecanicillium_sp_LEC01-869548at2759-S1	2	242	5	247	858	28.79	97.98
fungi-Lecanicillium_sp_LEC01-887370at2759-S1	1	133	1	134	1749	7.66	99.25
fungi-Lecanicillium_sp_LEC01-388820at2759-S1	1	113	0	113	3129	3.61	100.0
fungi-Lecanicillium_sp_LEC01-1157302at2759-S1	1	121	0	121	741	16.33	100.0
