Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Paraphysomonas_bandaiensis-1355894at2759-S1	1	150	0	150	561	26.74	100.0
fungi-Meira_nashicola-625387at2759-S1	4	470	0	470	4430	10.61	100.0
fungi-Meira_nashicola-1442062at2759-S1	2	229	0	229	1746	13.12	100.0
fungi-Meira_nashicola-1248958at2759-S1	2	283	0	283	4143	6.83	100.0
fungi-Meira_nashicola-87842at2759-S1	2	196	0	196	3870	5.06	100.0
fungi-Meira_nashicola-674160at2759-S1	2	274	0	274	8964	3.06	100.0
fungi-Meira_nashicola-866359at2759-S1	1	136	0	136	1047	12.99	100.0
fungi-Meira_nashicola-156083at2759-S1	2	188	0	188	7161	2.63	100.0
fungi-Meira_nashicola-1284731at2759-S1	1	150	0	150	909	16.5	100.0
fungi-Meira_nashicola-774318at2759-S1	2	184	0	184	2379	7.73	100.0
fungi-Meira_nashicola-551907at2759-S1	2	262	0	262	3399	7.71	100.0
fungi-Meira_nashicola-1377237at2759-S1	2	184	0	184	1470	12.52	100.0
fungi-Meira_nashicola-720340at2759-S1	4	299	0	299	3879	7.71	100.0
fungi-Meira_nashicola-1312453at2759-S1	2	189	0	189	5835	3.24	100.0
fungi-Meira_nashicola-257318at2759-S1	2	295	0	295	2043	14.44	100.0
fungi-Meira_nashicola-1309031at2759-S1	1	117	0	117	2226	5.26	100.0
fungi-Meira_nashicola-1217666at2759-D2	1	126	0	126	762	16.54	100.0
fungi-Malassezia_restricta-97116at2759-S1	2	281	8	289	8736	3.31	97.23
fungi-Malassezia_restricta-777920at2759-S1	2	294	3	297	1947	15.25	98.99
fungi-Malassezia_restricta-1405073at2759-S1	1	150	0	150	543	27.62	100.0
protist-Thecamonas_trahens_ATCC_50062-679187at2759-S1	1	149	0	149	3117	4.78	100.0
protist-Thecamonas_trahens_ATCC_50062-671536at2759-S1	4	328	0	328	1752	18.72	100.0
protist-Thecamonas_trahens_ATCC_50062-1157302at2759-S1	2	233	0	233	747	31.19	100.0
protist-Thecamonas_trahens_ATCC_50062-761109at2759-S1	2	239	0	239	1803	13.26	100.0
protist-Thecamonas_trahens_ATCC_50062-887370at2759-S1	2	267	0	267	1371	19.47	100.0
protist-Thecamonas_trahens_ATCC_50062-1314980at2759-S1	4	285	0	285	2247	12.68	100.0
other_MGCollapse_NSP3-754	2	259	0	259	981	26.4	100.0
fungi-Lecanicillium_sp_LEC01-160593at2759-S1	2	202	3	205	8016	2.56	98.54
fungi-Lecanicillium_sp_LEC01-1079827at2759-S1	2	287	1	288	783	36.78	99.65
fungi-Lecanicillium_sp_LEC01-341721at2759-S1	2	294	1	295	2844	10.37	99.66
fungi-Lecanicillium_sp_LEC01-679187at2759-S1	2	173	2	175	2685	6.52	98.86
fungi-Lecanicillium_sp_LEC01-549762at2759-S1	2	296	4	300	2148	13.97	98.67
fungi-Lecanicillium_sp_LEC01-513979at2759-S1	2	229	2	231	2424	9.53	99.13
fungi-Lecanicillium_sp_LEC01-1423847at2759-S1	2	223	0	223	1218	18.31	100.0
fungi-Lecanicillium_sp_LEC01-937275at2759-S1	2	185	1	186	1587	11.72	99.46
fungi-Lecanicillium_sp_LEC01-355408at2759-S1	1	136	1	137	2046	6.7	99.27
fungi-Lecanicillium_sp_LEC01-1108845at2759-S1	4	453	6	459	2052	22.37	98.69
fungi-Lecanicillium_sp_LEC01-1106766at2759-S1	2	255	3	258	2010	12.84	98.84
fungi-Lecanicillium_sp_LEC01-674169at2759-S1	2	238	3	241	2655	9.08	98.76
fungi-Lecanicillium_sp_LEC01-245208at2759-S1	2	272	0	272	3627	7.5	100.0
fungi-Lecanicillium_sp_LEC01-855834at2759-S1	2	237	2	239	1842	12.98	99.16
fungi-Lecanicillium_sp_LEC01-270107at2759-S1	2	211	0	211	2985	7.07	100.0
fungi-Lecanicillium_sp_LEC01-179362at2759-S1	2	265	1	266	3924	6.78	99.62
fungi-Lecanicillium_sp_LEC01-1085752at2759-S1	4	536	7	543	1518	35.77	98.71
fungi-Lecanicillium_sp_LEC01-734666at2759-S1	2	226	0	226	1554	14.54	100.0
fungi-Lecanicillium_sp_LEC01-491869at2759-S1	1	150	0	150	1455	10.31	100.0
fungi-Lecanicillium_sp_LEC01-426305at2759-S1	2	208	4	212	2283	9.29	98.11
fungi-Lecanicillium_sp_LEC01-736068at2759-S1	1	84	0	84	1545	5.44	100.0
fungi-Lecanicillium_sp_LEC01-97116at2759-S1	2	279	6	285	3639	7.83	97.89
fungi-Lecanicillium_sp_LEC01-1312453at2759-S1	4	344	4	348	4602	7.56	98.85
fungi-Lecanicillium_sp_LEC01-996662at2759-S1	1	139	4	143	900	15.89	97.2
fungi-Lecanicillium_sp_LEC01-39650at2759-S1	3	367	2	369	6654	5.55	99.46
fungi-Lecanicillium_sp_LEC01-156083at2759-S1	2	232	2	234	7809	3.0	99.15
fungi-Lecanicillium_sp_LEC01-375960at2759-S1	1	147	3	150	2340	6.41	98.0
