Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
fungi-Meyerozyma_SPCollapse_SP3-57	2	284	0	284	1467	19.36	100.0
fungi-Rhodotorula_SPCollapse_SP3-29	2	172	5	177	1962	9.02	97.18
fungi-Meira_nashicola-836599at2759-S1	1	147	0	147	1740	8.45	100.0
fungi-Malassezia_restricta-598949at2759-S1	2	232	1	233	6072	3.84	99.57
fungi-Malassezia_restricta-160593at2759-S1	2	207	6	213	7788	2.73	97.18
fungi-Malassezia_restricta-245208at2759-S1	2	225	1	226	3675	6.15	99.56
fungi-Malassezia_globosa_CBS_7966-388820at2759-S1	2	224	1	225	2922	7.7	99.56
fungi-Rhodotorula_sp_JG-1b-306227at2759-S1	2	284	0	284	3342	8.5	100.0
fungi-Rhodotorula_sp_JG-1b-271586at2759-S1	1	111	2	113	2976	3.8	98.23
protist-Cafeteria_roenbergensis-1405073at2759-S1	1	125	2	127	543	23.39	98.43
protist-Cafeteria_roenbergensis-1545004at2759-S1	1	136	0	136	294	46.26	100.0
protist-Cafeteria_roenbergensis-1479417at2759-S1	1	148	0	148	1194	12.4	100.0
protist-Cafeteria_roenbergensis-1157302at2759-S1	1	141	0	141	738	19.11	100.0
protist-Thecamonas_trahens_ATCC_50062-975158at2759-S1	1	91	0	91	1581	5.76	100.0
protist-Thecamonas_trahens_ATCC_50062-1309031at2759-S1	2	270	0	270	1890	14.29	100.0
protist-Thecamonas_trahens_ATCC_50062-1312453at2759-S1	2	266	0	266	4089	6.51	100.0
protist-Thecamonas_trahens_ATCC_50062-543764at2759-S1	2	158	0	158	1320	11.97	100.0
protist-Thecamonas_trahens_ATCC_50062-1217666at2759-S1	2	230	1	231	759	30.43	99.57
protist-Thecamonas_trahens_ATCC_50062-722805at2759-S1	4	481	0	481	2724	17.66	100.0
protist-Thecamonas_trahens_ATCC_50062-1284731at2759-S1	1	87	0	87	780	11.15	100.0
protist-Thecamonas_trahens_ATCC_50062-306227at2759-S1	4	517	0	517	1908	27.1	100.0
protist-Thecamonas_trahens_ATCC_50062-179362at2759-S1	7	664	2	666	3987	16.7	99.7
protist-Thecamonas_trahens_ATCC_50062-1258856at2759-S1	2	233	0	233	2409	9.67	100.0
protist-Thecamonas_trahens_ATCC_50062-1019762at2759-S1	1	115	1	116	1710	6.78	99.14
protist-Thecamonas_trahens_ATCC_50062-1014314at2759-S1	2	227	0	227	1341	16.93	100.0
protist-Thecamonas_trahens_ATCC_50062-1617752at2759-S1	1	138	0	138	393	35.11	100.0
protist-Thecamonas_trahens_ATCC_50062-156083at2759-S1	2	217	0	217	7074	3.07	100.0
protist-Thecamonas_trahens_ATCC_50062-1314980at2759-S1	3	285	3	288	2247	12.82	98.96
protist-Thecamonas_trahens_ATCC_50062-817008at2759-S1	1	149	1	150	1602	9.36	99.33
fungi-Aureobasidium_melanogenum-549762at2759-S1	2	265	9	274	2376	11.53	96.72
fungi-Aureobasidium_melanogenum-679187at2759-S1	2	288	10	298	2583	11.54	96.64
fungi-Aureobasidium_melanogenum-450058at2759-S1	2	185	5	190	2520	7.54	97.37
fungi-Aureobasidium_melanogenum-1428854at2759-S1	1	149	0	149	2508	5.94	100.0
fungi-Lecanicillium_sp_LEC01-1426075at2759-S1	1	118	2	120	495	24.24	98.33
fungi-Lecanicillium_sp_LEC01-1287401at2759-S1	1	146	2	148	795	18.62	98.65
