Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Durinskia_baltica-245208at2759-S1	2	223	3	226	3655	6.18	98.67
protist-Durinskia_baltica-598949at2759-D2	2	196	4	200	3708	5.39	98.0
protist-Durinskia_baltica-692986at2759-S1	1	91	0	91	2610	3.49	100.0
protist-Durinskia_baltica-720340at2759-S1	1	90	1	91	1770	5.14	98.9
protist-Durinskia_baltica-975557at2759-D2	2	206	5	211	2353	8.97	97.63
protist-Durinskia_baltica-1010730at2759-S1	2	281	1	282	1491	18.91	99.65
protist-Durinskia_baltica-1112002at2759-D1	3	407	6	413	2616	15.79	98.55
protist-Durinskia_baltica-1194797at2759-S1	2	193	4	197	2286	8.62	97.97
protist-Durinskia_baltica-1346432at2759-S1	2	222	5	227	774	29.33	97.8
protist-Durinskia_baltica-1428854at2759-S1	2	182	1	183	2547	7.18	99.45
protist-Durinskia_baltica-1455730at2759-D1	2	218	4	222	1923	11.54	98.2
protist-Neobodo_designis-179362at2759-S1	2	189	3	192	3948	4.86	98.44
protist-Neobodo_designis-257318at2759-S1	3	281	4	285	2880	9.9	98.6
protist-Neobodo_designis-290630at2759-S1	2	236	1	237	2848	8.32	99.58
protist-Neobodo_designis-383503at2759-S1	1	145	0	145	1445	10.03	100.0
protist-Neobodo_designis-418107at2759-S1	4	417	8	425	1366	31.11	98.12
protist-Neobodo_designis-491869at2759-S1	2	233	3	236	1269	18.6	98.73
protist-Neobodo_designis-598949at2759-S1	4	371	11	382	3339	11.44	97.12
protist-Neobodo_designis-759498at2759-S1	1	108	1	109	2469	4.41	99.08
protist-Neobodo_designis-777920at2759-S1	3	327	5	332	1989	16.69	98.49
protist-Neobodo_designis-901894at2759-S1	2	220	7	227	2011	11.29	96.92
protist-Neobodo_designis-919955at2759-S1	2	187	4	191	1230	15.53	97.91
protist-Neobodo_designis-924753at2759-S1	2	223	0	223	1488	14.99	100.0
protist-Neobodo_designis-1051021at2759-S1	2	221	4	225	1605	14.02	98.22
protist-Neobodo_designis-1108845at2759-S1	4	443	9	452	1401	32.26	98.01
protist-Neobodo_designis-1217666at2759-S1	2	294	2	296	792	37.37	99.32
protist-Neobodo_designis-1223488at2759-S1	2	236	2	238	591	40.27	99.16
protist-Neobodo_designis-1248958at2759-S1	4	409	7	416	2766	15.04	98.32
protist-Neobodo_designis-1266231at2759-S1	2	159	1	160	879	18.2	99.38
protist-Neobodo_designis-1275837at2759-S1	1	144	4	148	1074	13.78	97.3
protist-Neobodo_designis-1287401at2759-S1	2	217	6	223	746	29.89	97.31
protist-Neobodo_designis-1314980at2759-S1	2	292	4	296	2495	11.86	98.65
protist-Neobodo_designis-1479417at2759-S1	4	484	6	490	1653	29.64	98.78
fungi-Rhodotorula_diobovata-1251252at2759-S1	1	131	1	132	1488	8.87	99.24
fungi-Rhodotorula_diobovata-1563319at2759-S1	1	96	0	96	1692	5.67	100.0
fungi-Rhodotorula_diobovata-39650at2759-S1	2	273	0	273	8874	3.08	100.0
fungi-Rhodotorula_diobovata-1314980at2759-S1	2	255	1	256	3924	6.52	99.61
fungi-Debaryomyces_fabryi-1112002at2759-S1	2	219	0	219	2388	9.17	100.0
fungi-Debaryomyces_fabryi-426305at2759-S1	2	211	0	211	2256	9.35	100.0
fungi-Debaryomyces_fabryi-491869at2759-S1	2	239	0	239	1308	18.27	100.0
fungi-Debaryomyces_fabryi-551907at2759-S1	2	251	0	251	3174	7.91	100.0
fungi-Debaryomyces_fabryi-39650at2759-S1	2	255	0	255	8634	2.95	100.0
fungi-Debaryomyces_fabryi-674160at2759-S1	2	206	0	206	7617	2.7	100.0
fungi-Debaryomyces_fabryi-341721at2759-S1	1	104	0	104	3246	3.2	100.0
fungi-Debaryomyces_fabryi-671846at2759-S1	2	247	0	247	2472	9.99	100.0
fungi-Debaryomyces_fabryi-836599at2759-S1	2	280	0	280	1461	19.16	100.0
fungi-Meyerozyma_SPCollapse_SP3-29	1	131	0	131	2115	6.19	100.0
fungi-Meyerozyma_SPCollapse_SP3-23	2	294	1	295	2415	12.22	99.66
fungi-Meyerozyma_SPCollapse_SP3-5	4	439	0	439	4659	9.42	100.0
fungi-Meyerozyma_SPCollapse_SP3-31	2	261	2	263	2094	12.56	99.24
fungi-Meyerozyma_SPCollapse_SP3-50	1	138	0	138	1638	8.42	100.0
fungi-Meyerozyma_caribbica_MG20W-905026at2759-S1	2	284	0	284	4955	5.73	100.0
fungi-Meyerozyma_SPCollapse_SP3-80	2	223	0	223	978	22.8	100.0
fungi-Meyerozyma_SPCollapse_SP3-38	1	114	1	115	1917	6.0	99.13
fungi-Meyerozyma_SPCollapse_SP3-64	2	268	0	268	1311	20.44	100.0
fungi-Meyerozyma_SPCollapse_SP3-8	4	507	0	507	3768	13.46	100.0
fungi-Meyerozyma_SPCollapse_SP3-2	2	243	1	244	6627	3.68	99.59
fungi-Meyerozyma_caribbica_MG20W-1314980at2759-S1	1	150	0	150	6724	2.23	100.0
fungi-Meyerozyma_SPCollapse_SP3-30	2	300	0	300	2106	14.25	100.0
fungi-Meyerozyma_caribbica_MG20W-450058at2759-S1	4	453	0	453	3981	11.38	100.0
fungi-Meyerozyma_SPCollapse_SP3-10	2	204	0	204	3498	5.83	100.0
fungi-Meyerozyma_SPCollapse_SP3-16	2	220	0	220	2880	7.64	100.0
fungi-Meyerozyma_SPCollapse_SP3-70	2	288	0	288	1122	25.67	100.0
fungi-Meyerozyma_SPCollapse_SP3	1	137	2	139	8220	1.69	98.56
fungi-Meyerozyma_SPCollapse_SP3-9	1	115	0	115	3621	3.18	100.0
fungi-Meyerozyma_SPCollapse_SP3-39	4	578	1	579	1917	30.2	99.83
fungi-Exophiala_oligosperma-1019762at2759-S1	2	240	0	240	1905	12.6	100.0
fungi-Candida_orthopsilosis_Co_90-125-674160at2759-S1	2	285	0	285	7380	3.86	100.0
fungi-Meyerozyma_sp_JA9-834694at2759-S1	2	254	2	256	1935	13.23	99.22
fungi-Meyerozyma_sp_JA9-887370at2759-S1	1	129	2	131	2328	5.63	98.47
fungi-Meyerozyma_sp_JA9-923657at2759-S1	1	142	0	142	978	14.52	100.0
fungi-Meyerozyma_sp_JA9-166920at2759-S1	1	115	0	115	7419	1.55	100.0
fungi-Meyerozyma_sp_JA9-1339553at2759-S1	2	240	0	240	3306	7.26	100.0
fungi-Meyerozyma_sp_JA9-1545004at2759-S1	1	130	0	130	474	27.43	100.0
fungi-Meyerozyma_sp_JA9-1041560at2759-S1	2	181	0	181	2103	8.61	100.0
fungi-Meyerozyma_sp_JA9-905026at2759-S1	4	460	1	461	4301	10.72	99.78
fungi-Meyerozyma_sp_JA9-1314980at2759-S1	1	150	0	150	6828	2.2	100.0
fungi-Meyerozyma_sp_JA9-1194797at2759-S1	3	434	0	434	2289	18.96	100.0
fungi-Meyerozyma_sp_JA9-156083at2759-S1	2	251	0	251	6771	3.71	100.0
fungi-Meyerozyma_sp_JA9-817008at2759-S1	1	150	0	150	1281	11.71	100.0
fungi-Meyerozyma_sp_JA9-1182451at2759-S1	1	96	3	99	1059	9.35	96.97
fungi-Meyerozyma_sp_JA9-1106766at2759-S1	2	299	0	299	1860	16.08	100.0
fungi-Meyerozyma_sp_JA9-1108845at2759-S1	2	295	0	295	2730	10.81	100.0
fungi-Meyerozyma_sp_JA9-779909at2759-S1	4	364	0	364	966	37.68	100.0
fungi-Meyerozyma_sp_JA9-1322299at2759-S1	2	252	1	253	1812	13.96	99.6
fungi-Meyerozyma_sp_JA9-257318at2759-S1	3	290	4	294	3099	9.49	98.64
fungi-Meyerozyma_sp_JA9-734666at2759-S1	1	146	0	146	1581	9.23	100.0
fungi-Meyerozyma_sp_JA9-1014314at2759-S1	2	272	2	274	978	28.02	99.27
fungi-Meyerozyma_sp_JA9-271586at2759-S1	2	178	0	178	6781	2.62	100.0
fungi-Meyerozyma_sp_JA9-1010730at2759-S1	1	148	0	148	1272	11.64	100.0
fungi-Meyerozyma_sp_JA9-1379600at2759-S1	6	687	0	687	2352	29.21	100.0
fungi-Meyerozyma_sp_JA9-720340at2759-S1	2	235	1	236	1191	19.82	99.58
fungi-Meyerozyma_sp_JA9-1030907at2759-S1	3	447	1	448	1536	29.17	99.78
fungi-Meyerozyma_sp_JA9-1348942at2759-S1	5	519	3	522	1134	46.03	99.43
fungi-Meyerozyma_sp_JA9-1258856at2759-S1	4	303	1	304	5573	5.45	99.67
fungi-Meyerozyma_sp_JA9-761109at2759-S1	1	141	2	143	1932	7.4	98.6
fungi-Meyerozyma_sp_JA9-774318at2759-S1	3	386	0	386	2097	18.41	100.0
fungi-Meyerozyma_sp_JA9-325552at2759-S1	1	146	4	150	4691	3.2	97.33
fungi-Meyerozyma_sp_JA9-551907at2759-S1	2	268	0	268	3057	8.77	100.0
fungi-Meyerozyma_sp_JA9-901894at2759-S1	3	441	1	442	1899	23.28	99.77
fungi-Meyerozyma_sp_JA9-674169at2759-S1	7	853	3	856	3945	21.7	99.65
fungi-Meyerozyma_sp_JA9-1264469at2759-S1	2	203	0	203	2214	9.17	100.0
fungi-Meyerozyma_sp_JA9-1284731at2759-S1	2	290	2	292	1467	19.9	99.32
fungi-Meyerozyma_sp_JA9-1567796at2759-S1	1	144	0	144	561	25.67	100.0
fungi-Meyerozyma_sp_JA9-1275837at2759-S1	1	147	0	147	1014	14.5	100.0
fungi-Meyerozyma_sp_JA9-396755at2759-S1	2	300	0	300	5505	5.45	100.0
fungi-Meyerozyma_sp_JA9-306227at2759-S1	5	564	3	567	6897	8.22	99.47
fungi-Meyerozyma_sp_JA9-1370304at2759-S1	5	510	4	514	3948	13.02	99.22
fungi-Meyerozyma_sp_JA9-625387at2759-S1	4	558	4	562	1902	29.55	99.29
fungi-Meyerozyma_sp_JA9-1094121at2759-S1	1	148	0	148	588	25.17	100.0
fungi-Meyerozyma_sp_JA9-1459797at2759-S1	1	150	0	150	393	38.17	100.0
fungi-Meyerozyma_sp_JA9-270107at2759-S1	1	145	0	145	2973	4.88	100.0
fungi-Meyerozyma_sp_JA9-1112002at2759-S1	2	297	3	300	8030	3.74	99.0
fungi-Meyerozyma_sp_JA9-1076134at2759-S1	2	185	0	185	873	21.19	100.0
fungi-Meyerozyma_sp_JA9-97116at2759-S1	7	834	6	840	3618	23.22	99.29
fungi-Meyerozyma_sp_JA9_SSCollapse_SP3	4	490	1	491	7686	6.39	99.8
fungi-Meyerozyma_sp_JA9-418107at2759-S1	1	145	0	145	1395	10.39	100.0
fungi-Meyerozyma_sp_JA9-1364586at2759-S1	1	131	1	132	747	17.67	99.24
fungi-Meyerozyma_sp_JA9-1266231at2759-S1	1	142	2	144	900	16.0	98.61
