Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
greenalgae-Chloropicon_mariensis-751335at2759-S1	2	275	8	283	1482	19.1	97.17
fungi-Meyerozyma_sp_JA9-324863at2759-S1	2	298	1	299	7625	3.92	99.67
fungi-Debaryomyces_hansenii_CBS767-671846at2759-S1	2	205	0	205	2463	8.32	100.0
fungi-Debaryomyces_hansenii_CBS767-975557at2759-S1	2	214	0	214	5517	3.88	100.0
fungi-Debaryomyces_hansenii_CBS767-1258856at2759-S1	2	287	0	287	2862	10.03	100.0
fungi-Debaryomyces_hansenii_CBS767-1010730at2759-S1	2	236	0	236	1284	18.38	100.0
fungi-Debaryomyces_hansenii_CBS767-1182451at2759-S1	2	253	1	254	1131	22.46	99.61
fungi-Debaryomyces_hansenii_CBS767-1442062at2759-S1	2	211	0	211	1347	15.66	100.0
fungi-Malassezia_restricta-1346165at2759-S1	2	213	0	213	1317	16.17	100.0
protist-Cafeteria_roenbergensis-1620056at2759-S1	2	164	4	168	381	44.09	97.62
protist-Cafeteria_roenbergensis-1450538at2759-S1	2	260	1	261	1284	20.33	99.62
protist-Cafeteria_roenbergensis-1096688at2759-S1	2	191	0	191	1098	17.4	100.0
protist-Cafeteria_roenbergensis-1003258at2759-S1	2	154	0	154	1320	11.67	100.0
protist-Cafeteria_roenbergensis-917326at2759-S1	2	239	0	239	1899	12.59	100.0
protist-Thecamonas_trahens_ATCC_50062-179362at2759-S1	2	242	0	242	3987	6.07	100.0
protist-Monosiga_brevicollis_MX1-1222562at2759-S1	1	147	0	147	912	16.12	100.0
protist-Monosiga_brevicollis_MX1-375960at2759-S1	1	121	0	121	1422	8.51	100.0
protist-Monosiga_brevicollis_MX1-937686at2759-S1	1	129	3	132	1428	9.24	97.73
protist-Monosiga_brevicollis_MX1-156083at2759-S1	2	242	0	242	6975	3.47	100.0
fungi-Candida_parapsilosis-1314980at2759-S1	2	279	0	279	5664	4.93	100.0
fungi-Lecanicillium_sp_LEC01-1309031at2759-S1	2	148	1	149	2562	5.82	99.33
