Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Lithomelissa_setosa-1197019at2759-S1	10	318	4	322	639	50.39	98.76
protist-Lithomelissa_setosa-1488436at2759-S1	1	98	3	101	426	23.71	97.03
protist-Amphilonche_elongata-1479417at2759-S1	2	162	4	166	1689	9.83	97.59
other_MGCollapse_EASP3-231	10	745	11	756	1905	39.69	98.54
greenalgae-Micromonas_pusilla-1178688at2759-S1	2	166	3	169	687	24.6	98.22
protist-Thalassionema_frauenfeldii-39650at2759-D1	6	312	9	321	6950	4.62	97.2
protist-Thalassionema_frauenfeldii-87842at2759-S1	4	278	7	285	3678	7.75	97.54
protist-Thalassionema_frauenfeldii-245208at2759-S1	8	590	12	602	3760	16.01	98.01
protist-Thalassionema_frauenfeldii-293315at2759-S1	3	281	10	291	4305	6.76	96.56
protist-Thalassionema_frauenfeldii-396755at2759-S1	3	212	7	219	3861	5.67	96.8
protist-Thalassionema_frauenfeldii-491869at2759-S1	2	109	4	113	1593	7.09	96.46
protist-Thalassionema_frauenfeldii-513979at2759-S1	2	102	3	105	1644	6.39	97.14
protist-Thalassionema_frauenfeldii-692986at2759-S1	5	384	12	396	2283	17.35	96.97
protist-Thalassionema_frauenfeldii-751335at2759-S1	44	993	24	1017	1467	69.33	97.64
protist-Thalassionema_frauenfeldii-777920at2759-S1	4	332	10	342	1743	19.62	97.08
protist-Thalassionema_frauenfeldii-817008at2759-S1	9	344	11	355	2022	17.56	96.9
protist-Thalassionema_frauenfeldii-834694at2759-S1	6	234	7	241	2095	11.5	97.1
protist-Thalassionema_frauenfeldii-836599at2759-S1	28	566	12	578	1548	37.34	97.92
protist-Thalassionema_frauenfeldii-905026at2759-S1	6	186	6	192	2496	7.69	96.88
protist-Thalassionema_frauenfeldii-919955at2759-D1	42	536	12	548	1221	44.88	97.81
protist-Thalassionema_frauenfeldii-937686at2759-S1	16	483	16	499	1413	35.31	96.79
protist-Thalassionema_frauenfeldii-939345at2759-S1	20	636	18	654	900	72.67	97.25
protist-Thalassionema_frauenfeldii-975557at2759-S1	18	389	11	400	2307	17.34	97.25
protist-Thalassionema_frauenfeldii-1030907at2759-S1	2	108	3	111	1198	9.27	97.3
protist-Thalassionema_frauenfeldii-1161199at2759-S1	5	346	12	358	867	41.29	96.65
protist-Thalassionema_frauenfeldii-1194691at2759-S1	36	706	22	728	1251	58.19	96.98
protist-Thalassionema_frauenfeldii-1217666at2759-S1	8	256	6	262	1200	21.83	97.71
protist-Thalassionema_frauenfeldii-1236198at2759-S1	10	464	14	478	777	61.52	97.07
protist-Thalassionema_frauenfeldii-1248958at2759-S1	10	338	9	347	2918	11.89	97.41
protist-Thalassionema_frauenfeldii-1346165at2759-S1	29	711	20	731	1332	54.88	97.26
protist-Thalassionema_frauenfeldii-1370304at2759-S1	2	195	6	201	2382	8.44	97.01
protist-Thalassionema_frauenfeldii-1395649at2759-S1	8	365	8	373	666	56.01	97.86
protist-Thalassionema_frauenfeldii-1434266at2759-S1	2	150	5	155	820	18.9	96.77
protist-Thalassionema_frauenfeldii-1450538at2759-S1	8	237	4	241	1032	23.35	98.34
protist-Thalassionema_frauenfeldii-1474000at2759-S1	1	99	2	101	978	10.33	98.02
protist-Thalassionema_frauenfeldii-1552706at2759-S1	2	120	3	123	711	17.3	97.56
protist-Thalassionema_frauenfeldii-1567796at2759-S1	1	99	1	100	615	16.26	99.0
protist-Thalassionema_frauenfeldii-1576404at2759-S1	8	410	10	420	714	58.82	97.62
protist-Thalassionema_frauenfeldii-1623701at2759-S1	3	122	5	127	576	22.05	96.06
protist-Scyphosphaera_apsteinii-491869at2759-S1	4	201	6	207	1347	15.37	97.1
protist-Scyphosphaera_apsteinii-751335at2759-S1	2	122	0	122	1392	8.76	100.0
protist-Scyphosphaera_apsteinii-1287401at2759-S1	1	96	0	96	861	11.15	100.0
protist-Scyphosphaera_apsteinii-1338131at2759-S1	2	106	0	106	625	16.96	100.0
protist-Scyphosphaera_apsteinii-1545004at2759-S1	10	242	9	251	291	86.25	96.41
greenalgae-Chloropicon_roscoffensis-100698at2759-S1	1	100	0	100	2310	4.33	100.0
greenalgae-Chloropicon_roscoffensis-156083at2759-D2	2	156	0	156	8208	1.9	100.0
greenalgae-Chloropicon_roscoffensis-330169at2759-D1	53	123	8	131	1608	8.15	93.89
greenalgae-Chloropicon_roscoffensis-390348at2759-S1	101	1376	25	1401	3078	45.52	98.22
greenalgae-Chloropicon_roscoffensis-673132at2759-S1	3	133	0	133	1260	10.56	100.0
greenalgae-Chloropicon_roscoffensis-720340at2759-S1	2	181	0	181	1608	11.26	100.0
greenalgae-Chloropicon_roscoffensis-937686at2759-S1	16	906	1	907	1545	58.71	99.89
greenalgae-Chloropicon_roscoffensis-981902at2759-D1	1	94	0	94	1238	7.59	100.0
greenalgae-Chloropicon_roscoffensis-1094121at2759-S1	6	258	2	260	552	47.1	99.23
greenalgae-Chloropicon_roscoffensis-1138059at2759-S1	3	279	2	281	888	31.64	99.29
greenalgae-Chloropicon_roscoffensis-1348942at2759-S1	1	99	2	101	1148	8.8	98.02
