Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Amphilonche_elongata-1479417at2759-S1	2	94	3	97	1689	5.74	96.91
protist-Paraphysomonas_bandaiensis-156083at2759-S1	9	656	2	658	6957	9.46	99.7
protist-Paraphysomonas_bandaiensis-160593at2759-S1	4	351	2	353	7890	4.47	99.43
protist-Paraphysomonas_bandaiensis-245208at2759-S1	4	301	1	302	3738	8.08	99.67
protist-Paraphysomonas_bandaiensis-293315at2759-S1	2	202	0	202	4480	4.51	100.0
protist-Paraphysomonas_bandaiensis-396755at2759-S1	2	202	0	202	3779	5.35	100.0
protist-Paraphysomonas_bandaiensis-453044at2759-S1	4	355	2	357	1827	19.54	99.44
protist-Paraphysomonas_bandaiensis-671846at2759-S1	4	240	0	240	3457	6.94	100.0
protist-Paraphysomonas_bandaiensis-679771at2759-S1	2	198	0	198	1160	17.07	100.0
protist-Paraphysomonas_bandaiensis-751335at2759-S1	1	95	0	95	1377	6.9	100.0
protist-Paraphysomonas_bandaiensis-777920at2759-S1	2	202	0	202	2109	9.58	100.0
protist-Paraphysomonas_bandaiensis-836599at2759-D2	1	101	0	101	1434	7.04	100.0
protist-Paraphysomonas_bandaiensis-866359at2759-S1	5	445	1	446	1073	41.57	99.78
protist-Paraphysomonas_bandaiensis-976469at2759-S1	4	314	0	314	1023	30.69	100.0
protist-Paraphysomonas_bandaiensis-1049599at2759-S1	2	116	1	117	1554	7.53	99.15
protist-Paraphysomonas_bandaiensis-1228942at2759-S1	3	230	0	230	743	30.96	100.0
protist-Paraphysomonas_bandaiensis-1248958at2759-S1	2	200	1	201	3003	6.69	99.5
protist-Paraphysomonas_bandaiensis-1455730at2759-S1	2	126	0	126	1810	6.96	100.0
protist-Paraphysomonas_bandaiensis-1459797at2759-D1	6	344	1	345	411	83.94	99.71
protist-Paraphysomonas_bandaiensis-1474000at2759-S1	2	158	0	158	1053	15.0	100.0
protist-Paraphysomonas_bandaiensis-1479417at2759-S1	4	390	0	390	918	42.48	100.0
protist-Paraphysomonas_bandaiensis-1488436at2759-S1	1	101	0	101	387	26.1	100.0
protist-Paraphysomonas_bandaiensis-1513531at2759-S1	2	116	0	116	870	13.33	100.0
protist-Paraphysomonas_bandaiensis-1588798at2759-S1	4	256	0	256	756	33.86	100.0
protist-Paraphysomonas_bandaiensis-1593937at2759-S1	2	144	0	144	2064	6.98	100.0
protist-Scyphosphaera_apsteinii-156083at2759-S1	2	125	0	125	7275	1.72	100.0
greenalgae-Chloropicon_roscoffensis-390348at2759-S1	2	191	1	192	3078	6.24	99.48
greenalgae-Chloropicon_roscoffensis-937686at2759-S1	2	170	2	172	1545	11.13	98.84
greenalgae-Chloropicon_roscoffensis-1115196at2759-S1	1	95	3	98	1290	7.6	96.94
greenalgae-Chloropicon_roscoffensis-1395649at2759-S1	1	101	0	101	660	15.3	100.0
greenalgae-Prasinoderma_singulare-355408at2759-S1	2	165	0	165	2469	6.68	100.0
greenalgae-Prasinoderma_singulare-390348at2759-S1	1	100	0	100	3007	3.33	100.0
greenalgae-Prasinoderma_singulare-491869at2759-S1	1	101	0	101	1675	6.03	100.0
greenalgae-Prasinoderma_singulare-664730at2759-S1	4	392	3	395	1197	33.0	99.24
greenalgae-Prasinoderma_singulare-866359at2759-S1	1	75	1	76	1074	7.08	98.68
greenalgae-Prasinoderma_singulare-917326at2759-S1	1	83	0	83	1942	4.27	100.0
greenalgae-Prasinoderma_singulare-976469at2759-S1	4	332	1	333	1005	33.13	99.7
greenalgae-Prasinoderma_singulare-1079827at2759-S1	2	120	1	121	783	15.45	99.17
greenalgae-Prasinoderma_singulare-1161199at2759-S1	3	223	1	224	864	25.93	99.55
greenalgae-Prasinoderma_singulare-1194691at2759-S1	2	201	1	202	1164	17.35	99.5
greenalgae-Prasinoderma_singulare-1194797at2759-S1	2	157	0	157	2190	7.17	100.0
greenalgae-Prasinoderma_singulare-1259741at2759-S1	2	167	3	170	1296	13.12	98.24
greenalgae-Prasinoderma_singulare-1421503at2759-S1	2	202	0	202	645	31.32	100.0
greenalgae-Prasinoderma_singulare-1434266at2759-S1	2	200	2	202	708	28.53	99.01
greenalgae-Prasinoderma_singulare-1538526at2759-S1	2	141	1	142	559	25.4	99.3
greenalgae-Prasinoderma_singulare-1588798at2759-S1	2	189	2	191	882	21.66	98.95
protist-Phaeocystis_antarctica-836599at2759-D2	1	87	3	90	1467	6.13	96.67
protist-Gonyaulax_spinifera-1405073at2759-S1	2	99	3	102	543	18.78	97.06
protist-Gonyaulax_spinifera-1626636at2759-S1	1	95	3	98	759	12.91	96.94
protist-Karlodinium_veneficum-1426075at2759-S1	2	189	1	190	780	24.36	99.47
greenalgae-Chloropicon_mariensis-390348at2759-S1	31	1987	13	2000	3096	64.6	99.35
greenalgae-Chloropicon_mariensis-392369at2759-S1	2	181	1	182	1644	11.07	99.45
greenalgae-Chloropicon_mariensis-621827at2759-S1	2	199	3	202	1677	12.05	98.51
greenalgae-Chloropicon_mariensis-664730at2759-S1	6	457	0	457	1500	30.47	100.0
greenalgae-Chloropicon_mariensis-673132at2759-S1	2	121	0	121	1287	9.4	100.0
greenalgae-Chloropicon_mariensis-919955at2759-S1	2	202	0	202	1254	16.11	100.0
greenalgae-Chloropicon_mariensis-1019762at2759-S1	2	201	1	202	1773	11.39	99.5
greenalgae-Chloropicon_mariensis-1079130at2759-S1	2	182	0	182	1374	13.25	100.0
greenalgae-Chloropicon_mariensis-1094121at2759-S1	2	114	0	114	573	19.9	100.0
