Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
greenalgae-Chloropicon_roscoffensis-83779at2759-S1	14	1001	11	1012	1571	64.42	98.91
greenalgae-Chloropicon_roscoffensis-97116at2759-S1	38	2061	17	2078	3741	55.55	99.18
greenalgae-Chloropicon_roscoffensis-100698at2759-S1	17	841	7	848	2310	36.71	99.17
greenalgae-Chloropicon_roscoffensis-142542at2759-S1	21	1689	9	1698	6375	26.64	99.47
greenalgae-Chloropicon_roscoffensis-156083at2759-D1	31	1456	6	1462	8793	16.63	99.59
greenalgae-Chloropicon_roscoffensis-156083at2759-D2	18	1480	1	1481	8208	18.04	99.93
greenalgae-Chloropicon_roscoffensis-160593at2759-S1	35	2535	10	2545	7370	34.53	99.61
greenalgae-Chloropicon_roscoffensis-245208at2759-S1	58	2391	18	2409	3288	73.27	99.25
greenalgae-Chloropicon_roscoffensis-257318at2759-D1	4	362	3	365	1843	19.8	99.18
greenalgae-Chloropicon_roscoffensis-261328at2759-S1	24	1436	29	1465	2400	61.04	98.02
greenalgae-Chloropicon_roscoffensis-271586at2759-S1	12	944	7	951	2843	33.45	99.26
greenalgae-Chloropicon_roscoffensis-296129at2759-S1	11	759	9	768	2982	25.75	98.83
greenalgae-Chloropicon_roscoffensis-306227at2759-S1	6	392	8	400	2454	16.3	98.0
greenalgae-Chloropicon_roscoffensis-320059at2759-S1	34	1298	9	1307	1929	67.76	99.31
greenalgae-Chloropicon_roscoffensis-325552at2759-S1	5	433	1	434	1850	23.46	99.77
greenalgae-Chloropicon_roscoffensis-330169at2759-D1	89	119	18	137	1608	8.52	86.86
greenalgae-Chloropicon_roscoffensis-330169at2759-D2	7	469	4	473	2787	16.97	99.15
greenalgae-Chloropicon_roscoffensis-331411at2759-S1	17	905	8	913	2199	41.52	99.12
greenalgae-Chloropicon_roscoffensis-341721at2759-S1	36	1806	14	1820	2409	75.55	99.23
greenalgae-Chloropicon_roscoffensis-355408at2759-S1	43	1773	12	1785	2125	84.0	99.33
greenalgae-Chloropicon_roscoffensis-369837at2759-S1	60	1869	16	1885	2118	89.0	99.15
greenalgae-Chloropicon_roscoffensis-383503at2759-S1	16	1076	9	1085	1543	70.32	99.17
greenalgae-Chloropicon_roscoffensis-390348at2759-S1	1063	2896	180	3076	3078	99.94	94.15
greenalgae-Chloropicon_roscoffensis-392369at2759-S1	4	303	2	305	1649	18.5	99.34
greenalgae-Chloropicon_roscoffensis-418107at2759-S1	18	1054	9	1063	1356	78.39	99.15
greenalgae-Chloropicon_roscoffensis-453044at2759-S1	20	926	12	938	1398	67.1	98.72
greenalgae-Chloropicon_roscoffensis-457861at2759-S1	5	334	2	336	840	40.0	99.4
greenalgae-Chloropicon_roscoffensis-513979at2759-S1	2	179	0	179	1827	9.8	100.0
greenalgae-Chloropicon_roscoffensis-543764at2759-S1	13	932	11	943	1565	60.26	98.83
greenalgae-Chloropicon_roscoffensis-549762at2759-S1	9	688	10	698	1797	38.84	98.57
greenalgae-Chloropicon_roscoffensis-551907at2759-S1	42	2224	29	2253	2843	79.25	98.71
greenalgae-Chloropicon_roscoffensis-570797at2759-S1	1	99	1	100	2446	4.09	99.0
greenalgae-Chloropicon_roscoffensis-582756at2759-S1	16	870	6	876	1561	56.12	99.32
greenalgae-Chloropicon_roscoffensis-604979at2759-S1	31	1315	15	1330	1893	70.26	98.87
greenalgae-Chloropicon_roscoffensis-625387at2759-S1	20	1356	9	1365	3483	39.19	99.34
greenalgae-Chloropicon_roscoffensis-664730at2759-S1	46	1188	23	1211	1239	97.74	98.1
greenalgae-Chloropicon_roscoffensis-671536at2759-S1	12	825	4	829	1488	55.71	99.52
greenalgae-Chloropicon_roscoffensis-673132at2759-S1	223	1154	45	1199	1260	95.16	96.25
greenalgae-Chloropicon_roscoffensis-674160at2759-S1	9	902	6	908	7594	11.96	99.34
greenalgae-Chloropicon_roscoffensis-679771at2759-S1	36	993	10	1003	1167	85.95	99.0
greenalgae-Chloropicon_roscoffensis-692986at2759-S1	25	1484	17	1501	2364	63.49	98.87
