Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Thalassionema_frauenfeldii-245208at2759-S1	1	96	2	98	3760	2.61	97.96
protist-Leptocylindrus_danicus-1380409at2759-S1	1	93	1	94	642	14.64	98.94
greenalgae-Chloropicon_roscoffensis-325552at2759-S1	4	278	5	283	1850	15.3	98.23
greenalgae-Chloropicon_roscoffensis-330169at2759-D1	66	115	16	131	1608	8.15	87.79
greenalgae-Chloropicon_roscoffensis-369837at2759-S1	14	510	1	511	2118	24.13	99.8
greenalgae-Chloropicon_roscoffensis-390348at2759-S1	21	735	6	741	3078	24.07	99.19
greenalgae-Chloropicon_roscoffensis-551907at2759-S1	2	199	0	199	2843	7.0	100.0
greenalgae-Chloropicon_roscoffensis-604979at2759-S1	2	177	1	178	1893	9.4	99.44
greenalgae-Chloropicon_roscoffensis-664730at2759-S1	1	100	1	101	1239	8.15	99.01
greenalgae-Chloropicon_roscoffensis-673132at2759-S1	33	1009	8	1017	1260	80.71	99.21
greenalgae-Chloropicon_roscoffensis-720340at2759-S1	3	213	1	214	1608	13.31	99.53
greenalgae-Chloropicon_roscoffensis-721605at2759-S1	6	474	2	476	1070	44.49	99.58
greenalgae-Chloropicon_roscoffensis-734666at2759-S1	2	143	0	143	1614	8.86	100.0
greenalgae-Chloropicon_roscoffensis-736068at2759-S1	1	101	0	101	3393	2.98	100.0
greenalgae-Chloropicon_roscoffensis-779909at2759-S1	6	375	2	377	939	40.15	99.47
greenalgae-Chloropicon_roscoffensis-814241at2759-S1	2	129	1	130	1413	9.2	99.23
greenalgae-Chloropicon_roscoffensis-975158at2759-S1	7	233	2	235	1389	16.92	99.15
greenalgae-Chloropicon_roscoffensis-1087488at2759-S1	2	186	2	188	1248	15.06	98.94
greenalgae-Chloropicon_roscoffensis-1115196at2759-S1	13	638	5	643	1290	49.84	99.22
greenalgae-Chloropicon_roscoffensis-1138059at2759-S1	1	101	0	101	888	11.37	100.0
greenalgae-Chloropicon_roscoffensis-1161199at2759-S1	2	168	2	170	882	19.27	98.82
greenalgae-Chloropicon_roscoffensis-1178688at2759-S1	9	493	2	495	744	66.53	99.6
greenalgae-Chloropicon_roscoffensis-1182451at2759-S1	4	249	3	252	957	26.33	98.81
greenalgae-Chloropicon_roscoffensis-1194797at2759-S1	2	202	0	202	2175	9.29	100.0
greenalgae-Chloropicon_roscoffensis-1236198at2759-S1	1	101	0	101	726	13.91	100.0
greenalgae-Chloropicon_roscoffensis-1248958at2759-D2	3	130	0	130	4173	3.12	100.0
greenalgae-Chloropicon_roscoffensis-1382842at2759-S1	5	171	1	172	621	27.7	99.42
greenalgae-Chloropicon_roscoffensis-1474000at2759-S1	9	459	2	461	906	50.88	99.57
greenalgae-Chloropicon_roscoffensis-1490022at2759-S1	13	561	0	561	581	96.56	100.0
greenalgae-Chloropicon_roscoffensis-1504863at2759-S1	3	293	0	293	408	71.81	100.0
greenalgae-Chloropicon_roscoffensis-1545004at2759-S1	2	185	1	186	330	56.36	99.46
protist-Gephyrocapsa_oceanica-245208at2759-S1	2	202	0	202	3831	5.27	100.0
protist-Gephyrocapsa_oceanica-257318at2759-S1	2	187	2	189	1792	10.55	98.94
protist-Gephyrocapsa_oceanica-1567796at2759-S1	1	100	1	101	597	16.92	99.01
protist-Tripos_fusus-245208at2759-S1	4	196	0	196	3673	5.34	100.0
