Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
greenalgae-Micromonas_polaris-39650at2759-D1	8	390	0	390	7266	5.37	100.0
greenalgae-Micromonas_polaris-83779at2759-S1	25	1169	3	1172	1619	72.39	99.74
greenalgae-Micromonas_polaris-97116at2759-S1	87	3295	16	3311	3636	91.06	99.52
greenalgae-Micromonas_polaris-100698at2759-S1	70	2519	7	2526	2889	87.44	99.72
greenalgae-Micromonas_polaris-156083at2759-S1	116	5526	26	5552	6996	79.36	99.53
greenalgae-Micromonas_polaris-166920at2759-D2	10	420	2	422	4377	9.64	99.53
greenalgae-Micromonas_polaris-176625at2759-S1	2	121	1	122	3975	3.07	99.18
greenalgae-Micromonas_polaris-179362at2759-S1	16	897	3	900	4104	21.93	99.67
greenalgae-Micromonas_polaris-245208at2759-S1	10	511	6	517	3747	13.8	98.84
greenalgae-Micromonas_polaris-257318at2759-S1	30	1453	9	1462	2976	49.13	99.38
greenalgae-Micromonas_polaris-270107at2759-S1	70	2645	13	2658	2997	88.69	99.51
greenalgae-Micromonas_polaris-293315at2759-D2	13	808	3	811	4822	16.82	99.63
greenalgae-Micromonas_polaris-296129at2759-S1	77	2526	8	2534	3266	77.59	99.68
greenalgae-Micromonas_polaris-306227at2759-S1	4	321	6	327	2588	12.64	98.17
greenalgae-Micromonas_polaris-325552at2759-S1	40	1724	6	1730	1980	87.37	99.65
greenalgae-Micromonas_polaris-330169at2759-D2	2	164	0	164	1772	9.26	100.0
greenalgae-Micromonas_polaris-331411at2759-S1	17	912	4	916	2970	30.84	99.56
greenalgae-Micromonas_polaris-341721at2759-S1	47	1551	11	1562	1992	78.41	99.3
greenalgae-Micromonas_polaris-345441at2759-D1	15	678	9	687	3993	17.21	98.69
greenalgae-Micromonas_polaris-345441at2759-D2	12	733	3	736	4419	16.66	99.59
greenalgae-Micromonas_polaris-355408at2759-S1	6	204	0	204	2126	9.6	100.0
greenalgae-Micromonas_polaris-369837at2759-S1	67	2091	27	2118	2496	84.86	98.73
greenalgae-Micromonas_polaris-375960at2759-S1	38	1621	17	1638	1896	86.39	98.96
greenalgae-Micromonas_polaris-383503at2759-S1	3	145	2	147	1461	10.06	98.64
greenalgae-Micromonas_polaris-388820at2759-S1	8	419	1	420	3345	12.56	99.76
greenalgae-Micromonas_polaris-392369at2759-S1	28	1360	3	1363	1635	83.36	99.78
greenalgae-Micromonas_polaris-396755at2759-S1	4	337	1	338	3776	8.95	99.7
greenalgae-Micromonas_polaris-426305at2759-D1	3	184	0	184	2496	7.37	100.0
greenalgae-Micromonas_polaris-426305at2759-D2	4	185	0	185	2460	7.52	100.0
