Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Lithomelissa_setosa-1545004at2759-S1	3	266	0	266	384	69.27	100.0
other_MGCollapse_EASP3-11	1	84	2	86	7437	1.16	97.67
other_MGCollapse_EASP3-12	4	190	8	198	7383	2.68	95.96
other_MGCollapse_EASP3	2	172	7	179	13242	1.35	96.09
other_MGCollapse_EASP3-135	2	185	5	190	2715	7.0	97.37
other_MGCollapse_EASP3-23	1	98	3	101	6474	1.56	97.03
other_MGCollapse_EASP3-36	1	98	3	101	4998	2.02	97.03
greenalgae-Micromonas_pusilla-392369at2759-S1	1	95	3	98	1638	5.98	96.94
other_MGCollapse_EASP3-111	4	278	8	286	2940	9.73	97.2
other_MGCollapse_EASP3-340	3	167	6	173	1428	12.11	96.53
other_MGCollapse_EASP3-414	2	175	7	182	1197	15.2	96.15
greenalgae-Micromonas_pusilla-719531at2759-S1	1	97	3	100	1704	5.87	97.0
other_MGCollapse_EASP3-264	5	271	9	280	1695	16.52	96.79
other_MGCollapse_EASP3-116	1	97	3	100	2889	3.46	97.0
other_MGCollapse_EASP3-199	1	98	3	101	2154	4.69	97.03
other_MGCollapse_EASP3-268	1	97	3	100	1680	5.95	97.0
other_MGCollapse_EASP3-516	4	252	6	258	921	28.01	97.67
other_MGCollapse_EASP3-565	1	90	2	92	783	11.75	97.83
other_MGCollapse_EASP3-581	1	98	3	101	750	13.47	97.03
other_MGCollapse_EASP3-33	1	98	3	101	5274	1.92	97.03
other_MGCollapse_EASP3-491	2	110	4	114	978	11.66	96.49
other_MGCollapse_EASP3-348	2	159	0	159	1407	11.3	100.0
greenalgae-Micromonas_polaris-83779at2759-S1	2	181	2	183	1619	11.3	98.91
greenalgae-Micromonas_polaris-156083at2759-S1	2	187	0	187	6996	2.67	100.0
greenalgae-Micromonas_polaris-270107at2759-S1	2	170	1	171	2997	5.71	99.42
other_MGCollapse_EASP3-185	4	320	3	323	2217	14.57	99.07
greenalgae-Micromonas_polaris-570797at2759-S1	2	169	2	171	2027	8.44	98.83
greenalgae-Micromonas_polaris-664730at2759-S1	2	189	0	189	1188	15.91	100.0
greenalgae-Micromonas_polaris-674160at2759-S1	4	363	0	363	10118	3.59	100.0
greenalgae-Micromonas_polaris-719531at2759-S1	2	189	3	192	2039	9.42	98.44
greenalgae-Micromonas_polaris-761109at2759-S1	2	176	1	177	1704	10.39	99.44
greenalgae-Micromonas_polaris-774318at2759-S1	2	138	0	138	1335	10.34	100.0
other_MGCollapse_EASP3-378	1	100	1	101	1314	7.69	99.01
greenalgae-Micromonas_polaris-858842at2759-S1	2	185	0	185	1938	9.55	100.0
greenalgae-Micromonas_polaris-898782at2759-D1	2	167	0	167	2106	7.93	100.0
greenalgae-Micromonas_polaris-901894at2759-S1	2	181	0	181	1862	9.72	100.0
other_MGCollapse_EASP3-420	2	170	0	170	1179	14.42	100.0
greenalgae-Micromonas_polaris-931188at2759-S1	1	100	0	100	2005	4.99	100.0
greenalgae-Micromonas_polaris-976469at2759-S1	2	182	1	183	1266	14.45	99.45
greenalgae-Micromonas_polaris-1057950at2759-S1	2	174	0	174	948	18.35	100.0
other_MGCollapse_EASP3-681	2	174	0	174	531	32.77	100.0
protist-Minutocellus_polymorphus-156083at2759-S1	5	443	14	457	7339	6.23	96.94
protist-Minutocellus_polymorphus-306227at2759-S1	2	169	6	175	2859	6.12	96.57
protist-Minutocellus_polymorphus-396755at2759-S1	2	164	5	169	3951	4.28	97.04
protist-Minutocellus_polymorphus-1194691at2759-S1	2	180	5	185	1274	14.52	97.3
protist-Minutocellus_polymorphus-1346432at2759-S1	3	235	8	243	864	28.12	96.71
protist-Florenciella_parvula-453044at2759-S1	2	169	6	175	1518	11.53	96.57
protist-Florenciella_parvula-491869at2759-S1	3	179	0	179	1351	13.25	100.0
protist-Florenciella_parvula-513979at2759-S1	1	101	0	101	1668	6.06	100.0
protist-Florenciella_parvula-1019762at2759-S1	2	191	0	191	1773	10.77	100.0
protist-Phaeocystis_antarctica-734666at2759-S1	1	99	2	101	3330	3.03	98.02
protist-Phaeocystis_antarctica-1019762at2759-S1	2	160	5	165	1883	8.76	96.97
protist-Phaeocystis_antarctica-1194691at2759-S1	2	184	4	188	1176	15.99	97.87
protist-Pseudopedinella_elastica-156083at2759-S1	1	101	0	101	6592	1.53	100.0
protist-Pseudopedinella_elastica-598949at2759-S1	1	100	1	101	3779	2.67	99.01
protist-Pseudopedinella_elastica-817008at2759-S1	1	101	0	101	1279	7.9	100.0
protist-Pseudopedinella_elastica-1038775at2759-S1	1	100	1	101	891	11.34	99.01
protist-Arcocellulus_cornucervis-179362at2759-S1	4	329	0	329	4284	7.68	100.0
protist-Arcocellulus_cornucervis-355408at2759-S1	4	348	0	348	2112	16.48	100.0
protist-Arcocellulus_cornucervis-453044at2759-S1	2	166	0	166	1630	10.18	100.0
protist-Arcocellulus_cornucervis-549762at2759-S1	4	360	2	362	1802	20.09	99.45
protist-Arcocellulus_cornucervis-671536at2759-S1	2	185	0	185	1448	12.78	100.0
protist-Arcocellulus_cornucervis-679771at2759-S1	2	195	0	195	1239	15.74	100.0
protist-Arcocellulus_cornucervis-692986at2759-S1	2	168	0	168	2481	6.77	100.0
protist-Arcocellulus_cornucervis-734341at2759-S1	2	186	0	186	1145	16.24	100.0
protist-Arcocellulus_cornucervis-751335at2759-S1	2	158	2	160	1578	10.14	98.75
protist-Arcocellulus_cornucervis-761109at2759-S1	2	121	0	121	2532	4.78	100.0
protist-Arcocellulus_cornucervis-779909at2759-S1	2	177	0	177	957	18.5	100.0
protist-Arcocellulus_cornucervis-855834at2759-S1	6	527	3	530	2441	21.71	99.43
protist-Arcocellulus_cornucervis-858842at2759-S1	1	101	0	101	1389	7.27	100.0
