Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
greenalgae-Micromonas_polaris-39650at2759-D1	48	510	3	513	7266	7.06	99.42
greenalgae-Micromonas_polaris-83779at2759-S1	357	1546	22	1568	1619	96.85	98.6
greenalgae-Micromonas_polaris-97116at2759-S1	787	3558	78	3636	3636	100.0	97.85
greenalgae-Micromonas_polaris-100698at2759-S1	507	2828	51	2879	2889	99.65	98.23
greenalgae-Micromonas_polaris-156083at2759-S1	1304	6660	125	6785	6996	96.98	98.16
greenalgae-Micromonas_polaris-166920at2759-D2	42	583	6	589	4377	13.46	98.98
greenalgae-Micromonas_polaris-176625at2759-S1	17	251	3	254	3975	6.39	98.82
greenalgae-Micromonas_polaris-179362at2759-S1	98	1196	17	1213	4104	29.56	98.6
greenalgae-Micromonas_polaris-245208at2759-S1	89	1349	9	1358	3747	36.24	99.34
greenalgae-Micromonas_polaris-257318at2759-S1	184	1922	36	1958	2976	65.79	98.16
greenalgae-Micromonas_polaris-270107at2759-S1	607	2938	51	2989	2997	99.73	98.29
greenalgae-Micromonas_polaris-290630at2759-S1	37	333	9	342	2715	12.6	97.37
greenalgae-Micromonas_polaris-293315at2759-D1	25	777	1	778	4606	16.89	99.87
greenalgae-Micromonas_polaris-293315at2759-D2	97	1621	10	1631	4822	33.82	99.39
greenalgae-Micromonas_polaris-296129at2759-S1	576	3206	51	3257	3266	99.72	98.43
greenalgae-Micromonas_polaris-306227at2759-S1	122	682	21	703	2588	27.16	97.01
greenalgae-Micromonas_polaris-325552at2759-S1	369	1932	46	1978	1980	99.9	97.67
greenalgae-Micromonas_polaris-330169at2759-D1	28	629	1	630	1845	34.15	99.84
greenalgae-Micromonas_polaris-330169at2759-D2	31	767	1	768	1772	43.34	99.87
greenalgae-Micromonas_polaris-331411at2759-S1	126	1081	16	1097	2970	36.94	98.54
greenalgae-Micromonas_polaris-341721at2759-S1	367	1946	30	1976	1992	99.2	98.48
greenalgae-Micromonas_polaris-345441at2759-D1	102	740	21	761	3993	19.06	97.24
greenalgae-Micromonas_polaris-345441at2759-D2	173	1572	30	1602	4419	36.25	98.13
greenalgae-Micromonas_polaris-355408at2759-S1	39	502	1	503	2126	23.66	99.8
greenalgae-Micromonas_polaris-369837at2759-S1	470	2362	67	2429	2496	97.32	97.24
greenalgae-Micromonas_polaris-375960at2759-S1	303	1729	51	1780	1896	93.88	97.13
greenalgae-Micromonas_polaris-383503at2759-S1	27	506	3	509	1461	34.84	99.41
greenalgae-Micromonas_polaris-388820at2759-S1	40	650	3	653	3345	19.52	99.54
greenalgae-Micromonas_polaris-392369at2759-S1	275	1599	30	1629	1635	99.63	98.16
greenalgae-Micromonas_polaris-396755at2759-S1	101	910	11	921	3776	24.39	98.81
greenalgae-Micromonas_polaris-426305at2759-D1	33	235	3	238	2496	9.54	98.74
greenalgae-Micromonas_polaris-426305at2759-D2	37	430	3	433	2460	17.6	99.31
greenalgae-Micromonas_polaris-513979at2759-S1	309	2264	46	2310	2337	98.84	98.01
other_MGCollapse_EASP3-306	243	1486	25	1511	1521	99.34	98.35
other_MGCollapse_EASP3-185	368	2182	26	2208	2217	99.59	98.82
greenalgae-Micromonas_polaris-551907at2759-S1	147	1699	28	1727	3180	54.31	98.38
greenalgae-Micromonas_polaris-570797at2759-S1	365	1962	62	2024	2027	99.85	96.94
greenalgae-Micromonas_polaris-598949at2759-S1	52	1106	22	1128	3015	37.41	98.05
greenalgae-Micromonas_polaris-604979at2759-S1	207	1469	28	1497	1584	94.51	98.13
greenalgae-Micromonas_polaris-621827at2759-S1	261	1432	33	1465	1541	95.07	97.75
greenalgae-Micromonas_polaris-655400at2759-S1	229	1521	25	1546	1548	99.87	98.38
greenalgae-Micromonas_polaris-664730at2759-S1	170	1170	14	1184	1188	99.66	98.82
other_MGCollapse_EASP3-342	319	1355	30	1385	1428	96.99	97.83
greenalgae-Micromonas_polaris-673132at2759-S1	192	1203	26	1229	1239	99.19	97.88
greenalgae-Micromonas_polaris-674160at2759-S1	195	3058	33	3091	10118	30.55	98.93
greenalgae-Micromonas_polaris-679187at2759-S1	164	1639	13	1652	3018	54.74	99.21
other_MGCollapse_EASP3-402	237	1202	29	1231	1242	99.11	97.64
greenalgae-Micromonas_polaris-687505at2759-S1	195	1064	18	1082	1083	99.91	98.34
greenalgae-Micromonas_polaris-692986at2759-S1	519	2192	46	2238	2283	98.03	97.94
greenalgae-Micromonas_polaris-708105at2759-S1	70	617	5	622	1561	39.85	99.2
greenalgae-Micromonas_polaris-719531at2759-S1	388	1976	40	2016	2039	98.87	98.02
greenalgae-Micromonas_polaris-721605at2759-S1	233	1557	44	1601	1773	90.3	97.25
greenalgae-Micromonas_polaris-734341at2759-S1	37	404	9	413	831	49.7	97.82
greenalgae-Micromonas_polaris-734666at2759-S1	20	485	9	494	1596	30.95	98.18
greenalgae-Micromonas_polaris-751335at2759-S1	19	346	6	352	1580	22.28	98.3
greenalgae-Micromonas_polaris-761109at2759-S1	135	1283	26	1309	1704	76.82	98.01
greenalgae-Micromonas_polaris-774318at2759-S1	6	479	0	479	1335	35.88	100.0
greenalgae-Micromonas_polaris-777920at2759-S1	69	876	7	883	2142	41.22	99.21
greenalgae-Micromonas_polaris-779909at2759-S1	2	112	0	112	942	11.89	100.0
greenalgae-Micromonas_polaris-801857at2759-S1	174	1031	29	1060	1062	99.81	97.26
other_MGCollapse_EASP3-383	214	1279	20	1299	1302	99.77	98.46
other_MGCollapse_EASP3-378	248	1222	26	1248	1314	94.98	97.92
