Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Lithomelissa_setosa-1545004at2759-S1	273	368	15	383	384	99.74	96.08
other_MGCollapse_EASP3-11	10	210	4	214	7437	2.88	98.13
other_MGCollapse_EASP3-12	57	934	39	973	7383	13.18	95.99
other_MGCollapse_EASP3	318	1210	54	1264	13242	9.55	95.73
other_MGCollapse_EASP3-56	12	233	9	242	4050	5.98	96.28
other_MGCollapse_EASP3-93	5	106	5	111	3261	3.4	95.5
other_MGCollapse_EASP3-67	14	350	14	364	3855	9.44	96.15
other_MGCollapse_EASP3-135	33	266	9	275	2715	10.13	96.73
greenalgae-Micromonas_pusilla-299766at2759-S1	9	136	8	144	3372	4.27	94.44
other_MGCollapse_EASP3-46	1	86	3	89	4623	1.93	96.63
other_MGCollapse_EASP3-59	6	111	3	114	4011	2.84	97.37
other_MGCollapse_EASP3-36	10	217	11	228	4998	4.56	95.18
other_MGCollapse_EASP3-122	8	133	7	140	2856	4.9	95.0
greenalgae-Micromonas_pusilla-369837at2759-S1	14	247	13	260	3711	7.01	95.0
other_MGCollapse_EASP3-4	12	263	13	276	8164	3.38	95.29
greenalgae-Micromonas_pusilla-390348at2759-S1	2	192	7	199	3105	6.41	96.48
greenalgae-Micromonas_pusilla-392369at2759-S1	18	143	5	148	1638	9.04	96.62
other_MGCollapse_EASP3-31	8	201	6	207	5511	3.76	97.1
other_MGCollapse_EASP3-111	125	549	24	573	2940	19.49	95.81
other_MGCollapse_EASP3-164	103	560	35	595	2376	25.04	94.12
greenalgae-Micromonas_pusilla-664730at2759-S1	8	251	11	262	1356	19.32	95.8
other_MGCollapse_EASP3-340	67	711	36	747	1428	52.31	95.18
other_MGCollapse_EASP3-414	44	517	24	541	1197	45.2	95.56
other_MGCollapse_EASP3-167	26	356	14	370	2358	15.69	96.22
greenalgae-Micromonas_pusilla-719531at2759-S1	4	109	5	114	1704	6.69	95.61
other_MGCollapse_EASP3-380	5	108	8	116	1308	8.87	93.1
greenalgae-Micromonas_pusilla-721605at2759-S1	5	193	6	199	1623	12.26	96.98
other_MGCollapse_EASP3-228	1	98	3	101	1917	5.27	97.03
greenalgae-Micromonas_pusilla-801857at2759-S1	3	111	3	114	1044	10.92	97.37
other_MGCollapse_EASP3-264	130	617	27	644	1695	37.99	95.81
other_MGCollapse_EASP3-116	6	111	4	115	2889	3.98	96.52
other_MGCollapse_EASP3-585	17	192	10	202	738	27.37	95.05
other_MGCollapse_EASP3-248	1	90	2	92	1800	5.11	97.83
greenalgae-Micromonas_pusilla-898782at2759-D2	1	74	3	77	1659	4.64	96.1
other_MGCollapse_EASP3-199	10	138	6	144	2154	6.69	95.83
greenalgae-Micromonas_pusilla-911863at2759-S1	1	92	4	96	1176	8.16	95.83
other_MGCollapse_EASP3-157	5	103	3	106	2475	4.28	97.17
other_MGCollapse_EASP3-268	12	147	5	152	1680	9.05	96.71
other_MGCollapse_EASP3-53	2	175	9	184	4209	4.37	95.11
other_MGCollapse_EASP3-415	14	198	9	207	1197	17.29	95.65
other_MGCollapse_EASP3-453	20	210	9	219	1071	20.45	95.89
other_MGCollapse_EASP3-447	19	292	9	301	1101	27.34	97.01
other_MGCollapse_EASP3-131	17	178	10	188	2724	6.9	94.68
other_MGCollapse_EASP3-549	75	486	20	506	861	58.77	96.05
other_MGCollapse_EASP3-231	2	179	7	186	1905	9.76	96.24
greenalgae-Micromonas_pusilla-1025450at2759-S1	6	340	12	352	2580	13.64	96.59
other_MGCollapse_EASP3-516	84	378	17	395	921	42.89	95.7
other_MGCollapse_EASP3-275	18	275	13	288	1662	17.33	95.49
other_MGCollapse_EASP3-565	83	434	19	453	783	57.85	95.81
other_MGCollapse_EASP3-79	7	292	8	300	3429	8.75	97.33
other_MGCollapse_EASP3-425	4	195	5	200	1161	17.23	97.5
greenalgae-Micromonas_pusilla-1178688at2759-S1	2	191	7	198	687	28.82	96.46
other_MGCollapse_EASP3-486	5	121	4	125	990	12.63	96.8
other_MGCollapse_EASP3-407	4	108	3	111	1227	9.05	97.3
other_MGCollapse_EASP3-553	1	98	3	101	843	11.98	97.03
other_MGCollapse_EASP3-100	2	99	4	103	3123	3.3	96.12
greenalgae-Micromonas_pusilla-1260807at2759-S1	1	97	3	100	1143	8.75	97.0
other_MGCollapse_EASP3-619	8	182	10	192	645	29.77	94.79
other_MGCollapse_EASP3-481	10	454	14	468	1002	46.71	97.01
other_MGCollapse_EASP3-581	8	108	4	112	750	14.93	96.43
other_MGCollapse_EASP3-648	1	98	3	101	588	17.18	97.03
other_MGCollapse_EASP3-224	19	300	10	310	1965	15.78	96.77
other_MGCollapse_EASP3-76	2	101	3	104	3555	2.93	97.12
other_MGCollapse_EASP3-14	1	98	3	101	7326	1.38	97.03
other_MGCollapse_EASP3-476	1	97	4	101	1008	10.02	96.04
other_MGCollapse_EASP3-33	18	147	6	153	5274	2.9	96.08
other_MGCollapse_EASP3-640	17	411	19	430	606	70.96	95.58
other_MGCollapse_EASP3-514	4	101	3	104	927	11.22	97.12
other_MGCollapse_EASP3-595	12	107	4	111	729	15.23	96.4
other_MGCollapse_EASP3-470	3	100	3	103	1023	10.07	97.09
greenalgae-Micromonas_pusilla-1445102at2759-S1	1	87	3	90	777	11.58	96.67
other_MGCollapse_EASP3-491	1	99	2	101	978	10.33	98.02
other_MGCollapse_EASP3-698	13	116	4	120	489	24.54	96.67
other_MGCollapse_EASP3-727	24	168	10	178	291	61.17	94.38
other_MGCollapse_EASP3-734	14	130	4	134	267	50.19	97.01
other_MGCollapse_EASP3-462	31	121	3	124	1047	11.84	97.58
other_MGCollapse_EASP3-617	1	81	3	84	648	12.96	96.43
