Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
other_MGCollapse_EASP3	6	389	11	400	13242	3.02	97.25
other_MGCollapse_EASP3-36	1	96	2	98	4998	1.96	97.96
other_MGCollapse_EASP3-31	1	96	3	99	5511	1.8	96.97
other_MGCollapse_EASP3-111	3	229	5	234	2940	7.96	97.86
other_MGCollapse_EASP3-414	2	179	7	186	1197	15.54	96.24
greenalgae-Micromonas_pusilla-719531at2759-S1	1	97	3	100	1704	5.87	97.0
other_MGCollapse_EASP3-565	1	94	3	97	783	12.39	96.91
protist-Tetrahymena_thermophila-814241at2759-S1	1	100	0	100	1422	7.03	100.0
other_MGCollapse_EASP3-343	2	181	0	181	1422	12.73	100.0
protist-Pseudo-nitzschia_fraudulenta-491869at2759-S1	2	167	0	167	1629	10.25	100.0
protist-Pseudo-nitzschia_fraudulenta-1348942at2759-S1	2	178	1	179	1182	15.14	99.44
protist-Pseudo-nitzschia_fraudulenta-1404162at2759-S1	2	186	1	187	1233	15.17	99.47
greenalgae-Chloropicon_roscoffensis-671536at2759-S1	2	181	2	183	1488	12.3	98.91
greenalgae-Chloropicon_roscoffensis-751335at2759-S1	2	170	0	170	1464	11.61	100.0
greenalgae-Chloropicon_roscoffensis-1428854at2759-S1	1	96	0	96	2415	3.98	100.0
protist-Minutocellus_polymorphus-156083at2759-S1	4	341	10	351	7339	4.78	97.15
protist-Minutocellus_polymorphus-306227at2759-S1	2	175	4	179	2859	6.26	97.77
greenalgae-Prasinoderma_singulare-179362at2759-S1	4	367	2	369	3972	9.29	99.46
greenalgae-Prasinoderma_singulare-331411at2759-S1	2	196	0	196	2377	8.25	100.0
greenalgae-Prasinoderma_singulare-1194691at2759-S1	2	176	1	177	1164	15.21	99.44
greenalgae-Prasinoderma_singulare-1236198at2759-S1	2	192	0	192	563	34.1	100.0
greenalgae-Prasinoderma_singulare-1525971at2759-S1	2	184	0	184	391	47.06	100.0
protist-Florenciella_parvula-1474000at2759-S1	2	183	0	183	1194	15.33	100.0
protist-Phaeocystis_antarctica-1479417at2759-S1	2	177	5	182	1875	9.71	97.25
protist-Arcocellulus_cornucervis-598949at2759-S1	2	176	3	179	3036	5.9	98.32
protist-Arcocellulus_cornucervis-761109at2759-S1	2	189	0	189	2532	7.46	100.0
protist-Arcocellulus_cornucervis-834694at2759-S1	1	101	0	101	2532	3.99	100.0
protist-Arcocellulus_cornucervis-917326at2759-S1	2	181	3	184	2133	8.63	98.37
protist-Arcocellulus_cornucervis-918816at2759-S1	2	182	4	186	1982	9.38	97.85
protist-Arcocellulus_cornucervis-976469at2759-S1	2	175	0	175	1005	17.41	100.0
protist-Arcocellulus_cornucervis-1041560at2759-S1	1	100	0	100	1263	7.92	100.0
protist-Arcocellulus_cornucervis-1182451at2759-S1	2	181	1	182	962	18.92	99.45
protist-Arcocellulus_cornucervis-1346165at2759-S1	2	161	5	166	1638	10.13	96.99
protist-Arcocellulus_cornucervis-1479417at2759-S1	2	182	0	182	2177	8.36	100.0
protist-Arcocellulus_cornucervis-1504863at2759-S1	2	174	3	177	480	36.88	98.31
greenalgae-Micromonas_bravo-1617752at2759-S1	1	99	1	100	366	27.32	99.0
protist-Pelagomonas_calceolata-866359at2759-S1	1	100	1	101	1032	9.79	99.01
protist-Pelagomonas_calceolata-1474000at2759-S1	2	189	1	190	1038	18.3	99.47
protist-Stygamoeba_regulata-97116at2759-S1	2	129	3	132	3835	3.44	97.73
protist-Pelagococcus_subviridis-720340at2759-S1	2	200	0	200	1137	17.59	100.0
protist-Pelagococcus_subviridis-817008at2759-S1	1	100	1	101	1281	7.88	99.01
protist-Pelagococcus_subviridis-1096688at2759-S1	1	87	0	87	1048	8.3	100.0
protist-Pelagococcus_subviridis-1236198at2759-S1	3	99	3	102	474	21.52	97.06
protist-Pelagococcus_subviridis-1258856at2759-S1	2	173	0	173	4113	4.21	100.0
protist-Pelagococcus_subviridis-1538526at2759-S1	1	96	0	96	591	16.24	100.0
greenalgae-Pycnococcus_provasolii-100698at2759-D1	1	101	0	101	3172	3.18	100.0
greenalgae-Pycnococcus_provasolii-392369at2759-D1	2	183	2	185	1590	11.64	98.92
greenalgae-Pycnococcus_provasolii-687505at2759-S1	2	188	2	190	1083	17.54	98.95
greenalgae-Pycnococcus_provasolii-734666at2759-S1	2	187	0	187	1941	9.63	100.0
greenalgae-Pycnococcus_provasolii-768809at2759-S1	2	175	1	176	1227	14.34	99.43
greenalgae-Pycnococcus_provasolii-919955at2759-S1	1	99	2	101	1235	8.18	98.02
greenalgae-Pycnococcus_provasolii-1398309at2759-S1	2	177	1	178	492	36.18	99.44
other_MGCollapse_NMASP5-22	1	101	0	101	849	11.9	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-39650at2759-S1	61	3571	6	3577	6972	51.31	99.83
greenalgae-Ostreococcus_lucimarinus_CCE9901-87842at2759-S1	58	3070	12	3082	4413	69.84	99.61
greenalgae-Ostreococcus_lucimarinus_CCE9901-97116at2759-S1	24	1476	1	1477	3591	41.13	99.93
greenalgae-Ostreococcus_lucimarinus_CCE9901-156083at2759-S1	79	4453	12	4465	6993	63.85	99.73
greenalgae-Ostreococcus_lucimarinus_CCE9901-160593at2759-S1	64	4420	7	4427	7413	59.72	99.84
greenalgae-Ostreococcus_lucimarinus_CCE9901-166920at2759-S1	31	2058	7	2065	3642	56.7	99.66
greenalgae-Ostreococcus_lucimarinus_CCE9901-179362at2759-S1	33	2073	5	2078	3798	54.71	99.76
greenalgae-Ostreococcus_lucimarinus_CCE9901-245208at2759-S1	47	2159	2	2161	3960	54.57	99.91
greenalgae-Ostreococcus_lucimarinus_CCE9901-257318at2759-S1	14	905	0	905	1797	50.36	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-270107at2759-S1	38	1763	4	1767	2790	63.33	99.77
greenalgae-Ostreococcus_lucimarinus_CCE9901-341721at2759-S1	22	1247	5	1252	2919	42.89	99.6
greenalgae-Ostreococcus_lucimarinus_CCE9901-355408at2759-S1	23	1051	7	1058	2091	50.6	99.34
greenalgae-Ostreococcus_lucimarinus_CCE9901-375960at2759-S1	22	1491	4	1495	2730	54.76	99.73
greenalgae-Ostreococcus_lucimarinus_CCE9901-388820at2759-S1	22	1285	7	1292	2868	45.05	99.46
greenalgae-Ostreococcus_lucimarinus_CCE9901-396755at2759-S1	18	1418	4	1422	3051	46.61	99.72
greenalgae-Ostreococcus_lucimarinus_CCE9901-418107at2759-S1	11	614	1	615	1371	44.86	99.84
greenalgae-Ostreococcus_lucimarinus_CCE9901-426305at2759-S1	21	1125	3	1128	2208	51.09	99.73
greenalgae-Ostreococcus_lucimarinus_CCE9901-464990at2759-S1	14	869	1	870	1734	50.17	99.89
greenalgae-Ostreococcus_lucimarinus_CCE9901-491869at2759-S1	7	538	1	539	1308	41.21	99.81
greenalgae-Ostreococcus_lucimarinus_CCE9901-513979at2759-S1	13	1171	2	1173	3351	35.0	99.83
greenalgae-Ostreococcus_lucimarinus_CCE9901-549762at2759-S1	30	1812	7	1819	3198	56.88	99.62
greenalgae-Ostreococcus_lucimarinus_CCE9901-551907at2759-S1	34	2217	4	2221	5313	41.8	99.82
greenalgae-Ostreococcus_lucimarinus_CCE9901-570797at2759-S1	17	985	3	988	2280	43.33	99.7
greenalgae-Ostreococcus_lucimarinus_CCE9901-598949at2759-S1	27	1851	2	1853	2865	64.68	99.89
greenalgae-Ostreococcus_lucimarinus_CCE9901-604979at2759-S1	9	600	0	600	2376	25.25	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-621827at2759-S1	3	271	0	271	1617	16.76	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-625387at2759-S1	27	1583	3	1586	3684	43.05	99.81
greenalgae-Ostreococcus_lucimarinus_CCE9901-671846at2759-S1	24	1577	1	1578	2889	54.62	99.94
greenalgae-Ostreococcus_lucimarinus_CCE9901-674160at2759-S1	63	3538	25	3563	12882	27.66	99.3
greenalgae-Ostreococcus_lucimarinus_CCE9901-674169at2759-S1	13	833	2	835	1863	44.82	99.76
greenalgae-Ostreococcus_lucimarinus_CCE9901-679187at2759-S1	20	1532	4	1536	2769	55.47	99.74
greenalgae-Ostreococcus_lucimarinus_CCE9901-679771at2759-S1	18	728	1	729	1221	59.71	99.86
greenalgae-Ostreococcus_lucimarinus_CCE9901-692986at2759-S1	51	3541	12	3553	6510	54.58	99.66
greenalgae-Ostreococcus_lucimarinus_CCE9901-720340at2759-S1	11	714	5	719	1119	64.25	99.3
greenalgae-Ostreococcus_lucimarinus_CCE9901-734666at2759-S1	11	783	3	786	1596	49.25	99.62
greenalgae-Ostreococcus_lucimarinus_CCE9901-751335at2759-S1	17	987	5	992	1398	70.96	99.5
greenalgae-Ostreococcus_lucimarinus_CCE9901-768809at2759-S1	18	1032	3	1035	1617	64.01	99.71
greenalgae-Ostreococcus_lucimarinus_CCE9901-774318at2759-S1	12	926	2	928	2034	45.62	99.78
greenalgae-Ostreococcus_lucimarinus_CCE9901-779909at2759-S1	4	360	0	360	960	37.5	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-817008at2759-S1	18	1083	2	1085	1380	78.62	99.82
greenalgae-Ostreococcus_lucimarinus_CCE9901-836599at2759-S1	7	540	5	545	1626	33.52	99.08
greenalgae-Ostreococcus_lucimarinus_CCE9901-855834at2759-S1	15	784	3	787	2286	34.43	99.62
greenalgae-Ostreococcus_lucimarinus_CCE9901-869548at2759-S1	7	486	5	491	828	59.3	98.98
greenalgae-Ostreococcus_lucimarinus_CCE9901-887370at2759-S1	11	843	0	843	3132	26.92	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-891751at2759-S1	4	361	0	361	1710	21.11	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-901894at2759-S1	30	1163	5	1168	2250	51.91	99.57
greenalgae-Ostreococcus_lucimarinus_CCE9901-917326at2759-S1	18	1159	1	1160	1926	60.23	99.91
greenalgae-Ostreococcus_lucimarinus_CCE9901-918816at2759-S1	10	501	0	501	1362	36.78	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-931188at2759-S1	11	755	0	755	1401	53.89	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-937686at2759-S1	14	738	2	740	1380	53.62	99.73
greenalgae-Ostreococcus_lucimarinus_CCE9901-939345at2759-S1	10	350	0	350	756	46.3	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-944899at2759-S1	14	755	3	758	1170	64.79	99.6
greenalgae-Ostreococcus_lucimarinus_CCE9901-946128at2759-S1	30	1622	7	1629	2307	70.61	99.57
greenalgae-Ostreococcus_lucimarinus_CCE9901-974865at2759-S1	3	283	2	285	1053	27.07	99.3
greenalgae-Ostreococcus_lucimarinus_CCE9901-975557at2759-S1	24	1312	3	1315	2271	57.9	99.77
greenalgae-Ostreococcus_lucimarinus_CCE9901-1001705at2759-S1	13	759	1	760	1335	56.93	99.87
greenalgae-Ostreococcus_lucimarinus_CCE9901-1003258at2759-S1	36	2482	5	2487	4023	61.82	99.8
greenalgae-Ostreococcus_lucimarinus_CCE9901-1010730at2759-S1	13	943	2	945	1578	59.89	99.79
greenalgae-Ostreococcus_lucimarinus_CCE9901-1014314at2759-S1	6	534	2	536	1053	50.9	99.63
greenalgae-Ostreococcus_lucimarinus_CCE9901-1032689at2759-S1	9	540	1	541	1158	46.72	99.82
greenalgae-Ostreococcus_lucimarinus_CCE9901-1049599at2759-S1	9	465	1	466	1659	28.09	99.79
greenalgae-Ostreococcus_lucimarinus_CCE9901-1051021at2759-S1	11	651	3	654	1581	41.37	99.54
greenalgae-Ostreococcus_lucimarinus_CCE9901-1079827at2759-S1	9	606	1	607	783	77.52	99.84
greenalgae-Ostreococcus_lucimarinus_CCE9901-1085752at2759-S1	5	391	1	392	1518	25.82	99.74
greenalgae-Ostreococcus_lucimarinus_CCE9901-1108845at2759-S1	5	387	2	389	1329	29.27	99.49
greenalgae-Ostreococcus_lucimarinus_CCE9901-1112002at2759-S1	14	1019	3	1022	2433	42.01	99.71
greenalgae-Ostreococcus_lucimarinus_CCE9901-1161199at2759-S1	8	403	1	404	873	46.28	99.75
greenalgae-Ostreococcus_lucimarinus_CCE9901-1173229at2759-S1	5	443	1	444	1539	28.85	99.77
greenalgae-Ostreococcus_lucimarinus_CCE9901-1193442at2759-S1	12	725	7	732	1371	53.39	99.04
greenalgae-Ostreococcus_lucimarinus_CCE9901-1197019at2759-S1	3	231	0	231	684	33.77	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1217666at2759-S1	10	510	1	511	1122	45.54	99.8
greenalgae-Ostreococcus_lucimarinus_CCE9901-1220881at2759-S1	11	818	0	818	975	83.9	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1228942at2759-S1	10	506	1	507	870	58.28	99.8
greenalgae-Ostreococcus_lucimarinus_CCE9901-1247641at2759-S1	42	2253	17	2270	3684	61.62	99.25
greenalgae-Ostreococcus_lucimarinus_CCE9901-1248958at2759-S1	24	1547	6	1553	3063	50.7	99.61
greenalgae-Ostreococcus_lucimarinus_CCE9901-1249159at2759-S1	4	318	0	318	645	49.3	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1264469at2759-S1	2	182	0	182	1338	13.6	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1266231at2759-S1	7	418	1	419	708	59.18	99.76
greenalgae-Ostreococcus_lucimarinus_CCE9901-1269244at2759-S1	6	447	0	447	750	59.6	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1269649at2759-S1	6	416	1	417	687	60.7	99.76
greenalgae-Ostreococcus_lucimarinus_CCE9901-1304061at2759-S1	3	117	1	118	600	19.67	99.15
greenalgae-Ostreococcus_lucimarinus_CCE9901-1312453at2759-S1	34	2506	3	2509	6381	39.32	99.88
greenalgae-Ostreococcus_lucimarinus_CCE9901-1314980at2759-S1	37	1854	4	1858	2367	78.5	99.78
greenalgae-Ostreococcus_lucimarinus_CCE9901-1323575at2759-S1	7	587	1	588	1680	35.0	99.83
greenalgae-Ostreococcus_lucimarinus_CCE9901-1338131at2759-S1	8	444	0	444	603	73.63	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1346165at2759-S1	10	716	1	717	1536	46.68	99.86
greenalgae-Ostreococcus_lucimarinus_CCE9901-1346432at2759-S1	7	493	0	493	849	58.07	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1370285at2759-S1	20	1131	3	1134	2157	52.57	99.74
greenalgae-Ostreococcus_lucimarinus_CCE9901-1370304at2759-S1	24	1306	2	1308	2094	62.46	99.85
greenalgae-Ostreococcus_lucimarinus_CCE9901-1379600at2759-S1	26	1489	3	1492	4254	35.07	99.8
greenalgae-Ostreococcus_lucimarinus_CCE9901-1380409at2759-S1	9	434	1	435	657	66.21	99.77
greenalgae-Ostreococcus_lucimarinus_CCE9901-1423847at2759-S1	4	348	0	348	1149	30.29	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1428854at2759-S1	25	1491	2	1493	2748	54.33	99.87
greenalgae-Ostreococcus_lucimarinus_CCE9901-1430056at2759-S1	13	500	1	501	627	79.9	99.8
greenalgae-Ostreococcus_lucimarinus_CCE9901-1441854at2759-S1	12	575	0	575	1104	52.08	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1450538at2759-S1	23	1226	4	1230	1848	66.56	99.67
greenalgae-Ostreococcus_lucimarinus_CCE9901-1479417at2759-S1	8	544	1	545	1413	38.57	99.82
greenalgae-Ostreococcus_lucimarinus_CCE9901-1488436at2759-S1	2	186	0	186	447	41.61	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1504863at2759-S1	5	287	1	288	426	67.61	99.65
greenalgae-Ostreococcus_lucimarinus_CCE9901-1513531at2759-S1	13	956	7	963	1704	56.51	99.27
greenalgae-Ostreococcus_lucimarinus_CCE9901-1526152at2759-S1	4	186	1	187	423	44.21	99.47
greenalgae-Ostreococcus_lucimarinus_CCE9901-1558822at2759-S1	1	100	0	100	282	35.46	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1567796at2759-S1	6	387	3	390	576	67.71	99.23
greenalgae-Ostreococcus_lucimarinus_CCE9901-1626636at2759-S1	4	216	0	216	660	32.73	100.0
greenalgae-Ostreococcus_lucimarinus_CCE9901-1633672at2759-S1	1	100	0	100	294	34.01	100.0
greenalgae-Bathycoccus_prasinos-39650at2759-S1	4	366	7	373	7107	5.25	98.12
greenalgae-Bathycoccus_prasinos-97116at2759-S1	2	180	0	180	3633	4.95	100.0
greenalgae-Bathycoccus_prasinos-156083at2759-S1	4	341	2	343	7053	4.86	99.42
greenalgae-Bathycoccus_prasinos-166920at2759-S1	2	182	3	185	4332	4.27	98.38
greenalgae-Bathycoccus_prasinos-176625at2759-S1	2	179	2	181	3324	5.45	98.9
greenalgae-Bathycoccus_prasinos-245208at2759-S1	5	459	3	462	5883	7.85	99.35
greenalgae-Bathycoccus_prasinos-293315at2759-S1	2	191	2	193	4929	3.92	98.96
greenalgae-Bathycoccus_prasinos-324863at2759-S1	5	457	3	460	5106	9.01	99.35
greenalgae-Bathycoccus_prasinos-341721at2759-S1	3	237	2	239	3192	7.49	99.16
greenalgae-Bathycoccus_prasinos-355408at2759-S1	5	453	1	454	3453	13.15	99.78
greenalgae-Bathycoccus_prasinos-383503at2759-S1	2	181	1	182	1665	10.93	99.45
greenalgae-Bathycoccus_prasinos-418107at2759-S1	2	160	3	163	1368	11.92	98.16
greenalgae-Bathycoccus_prasinos-426305at2759-S1	2	180	0	180	2331	7.72	100.0
greenalgae-Bathycoccus_prasinos-513979at2759-S1	2	199	1	200	1932	10.35	99.5
greenalgae-Bathycoccus_prasinos-549762at2759-S1	2	177	1	178	4074	4.37	99.44
greenalgae-Bathycoccus_prasinos-582756at2759-S1	2	188	1	189	1662	11.37	99.47
greenalgae-Bathycoccus_prasinos-598949at2759-S1	8	713	2	715	2628	27.21	99.72
greenalgae-Bathycoccus_prasinos-625387at2759-S1	4	367	0	367	4680	7.84	100.0
greenalgae-Bathycoccus_prasinos-734666at2759-S1	8	727	1	728	1653	44.04	99.86
greenalgae-Bathycoccus_prasinos-751335at2759-S1	2	181	0	181	1833	9.87	100.0
greenalgae-Bathycoccus_prasinos-768809at2759-S1	4	185	4	189	1359	13.91	97.88
greenalgae-Bathycoccus_prasinos-855834at2759-S1	2	166	1	167	2385	7.0	99.4
greenalgae-Bathycoccus_prasinos-901894at2759-S1	1	99	2	101	4182	2.42	98.02
greenalgae-Bathycoccus_prasinos-918816at2759-S1	1	101	0	101	1776	5.69	100.0
greenalgae-Bathycoccus_prasinos-919955at2759-S1	2	177	0	177	1239	14.29	100.0
greenalgae-Bathycoccus_prasinos-946128at2759-S1	4	366	3	369	2043	18.06	99.19
greenalgae-Bathycoccus_prasinos-956854at2759-S1	2	189	0	189	873	21.65	100.0
greenalgae-Bathycoccus_prasinos-975557at2759-S1	3	274	1	275	2250	12.22	99.64
greenalgae-Bathycoccus_prasinos-1003258at2759-S1	1	99	2	101	2562	3.94	98.02
greenalgae-Bathycoccus_prasinos-1014314at2759-S1	2	176	0	176	2100	8.38	100.0
greenalgae-Bathycoccus_prasinos-1018517at2759-S1	2	127	2	129	2685	4.8	98.45
greenalgae-Bathycoccus_prasinos-1032689at2759-S1	2	184	4	188	1323	14.21	97.87
greenalgae-Bathycoccus_prasinos-1108845at2759-S1	2	169	1	170	1434	11.85	99.41
greenalgae-Bathycoccus_prasinos-1193442at2759-S1	4	332	2	334	1554	21.49	99.4
greenalgae-Bathycoccus_prasinos-1194691at2759-S1	2	193	1	194	1299	14.93	99.48
greenalgae-Bathycoccus_prasinos-1217666at2759-S1	1	101	0	101	783	12.9	100.0
greenalgae-Bathycoccus_prasinos-1228942at2759-S1	1	91	0	91	867	10.5	100.0
greenalgae-Bathycoccus_prasinos-1248958at2759-S1	4	376	1	377	7635	4.94	99.73
greenalgae-Bathycoccus_prasinos-1287401at2759-S1	2	179	0	179	1014	17.65	100.0
greenalgae-Bathycoccus_prasinos-1322299at2759-S1	2	182	1	183	2430	7.53	99.45
greenalgae-Bathycoccus_prasinos-1346165at2759-S1	2	136	2	138	1482	9.31	98.55
greenalgae-Bathycoccus_prasinos-1370285at2759-D1	1	96	1	97	2187	4.44	98.97
greenalgae-Bathycoccus_prasinos-1421503at2759-S1	2	189	2	191	612	31.21	98.95
greenalgae-Bathycoccus_prasinos-1428265at2759-S1	1	101	0	101	1638	6.17	100.0
greenalgae-Bathycoccus_prasinos-1479417at2759-S1	1	101	0	101	1440	7.01	100.0
greenalgae-Bathycoccus_prasinos-1526152at2759-S1	1	101	0	101	423	23.88	100.0
greenalgae-Bathycoccus_prasinos-1567796at2759-S1	2	184	1	185	648	28.55	99.46
greenalgae-Bathycoccus_prasinos-1593937at2759-S1	2	174	0	174	1302	13.36	100.0
fungi-Cladosporium_sphaerospermum_UM_843-674169at2759-S1	2	172	5	177	2595	6.82	97.18
fungi-Cladosporium_sphaerospermum_UM_843-166920at2759-S1	2	176	1	177	4506	3.93	99.44
fungi-Aspergillus_sydowii_CBS_59365-917326at2759-S1	2	168	0	168	2118	7.93	100.0
fungi-Pyrenochaeta_sp_UM_256-1421503at2759-S1	2	189	1	190	510	37.25	99.47
fungi-Penicillium_digitatum_Pd1-1258856at2759-S1	2	172	0	172	2676	6.43	100.0
fungi-Cyphellophora_europaea_CBS_101466-396755at2759-S1	2	169	0	169	6221	2.72	100.0
fungi-Cyphellophora_europaea_CBS_101466-491869at2759-S1	2	164	0	164	1629	10.07	100.0
fungi-Cyphellophora_europaea_CBS_101466-981902at2759-S1	2	185	0	185	1845	10.03	100.0
