Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Lithomelissa_setosa-1545004at2759-S1	28	356	3	359	384	93.49	99.16
other_MGCollapse_EASP3-11	5	218	7	225	7437	3.03	96.89
other_MGCollapse_EASP3-12	7	324	12	336	7383	4.55	96.43
other_MGCollapse_EASP3	58	746	29	775	13242	5.85	96.26
other_MGCollapse_EASP3-56	1	91	3	94	4050	2.32	96.81
other_MGCollapse_EASP3-93	3	104	3	107	3261	3.28	97.2
other_MGCollapse_EASP3-67	4	183	7	190	3855	4.93	96.32
other_MGCollapse_EASP3-135	4	202	5	207	2715	7.62	97.58
other_MGCollapse_EASP3-23	1	98	3	101	6474	1.56	97.03
other_MGCollapse_EASP3-36	2	183	7	190	4998	3.8	96.32
greenalgae-Micromonas_pusilla-369837at2759-S1	4	179	7	186	3711	5.01	96.24
other_MGCollapse_EASP3-4	2	148	6	154	8164	1.89	96.1
greenalgae-Micromonas_pusilla-392369at2759-S1	3	106	3	109	1638	6.65	97.25
other_MGCollapse_EASP3-31	1	97	3	100	5511	1.81	97.0
other_MGCollapse_EASP3-111	19	534	23	557	2940	18.95	95.87
other_MGCollapse_EASP3-164	22	494	19	513	2376	21.59	96.3
greenalgae-Micromonas_pusilla-664730at2759-S1	1	100	1	101	1356	7.45	99.01
other_MGCollapse_EASP3-340	9	440	16	456	1428	31.93	96.49
other_MGCollapse_EASP3-414	6	314	13	327	1197	27.32	96.02
other_MGCollapse_EASP3-167	10	276	8	284	2358	12.04	97.18
greenalgae-Micromonas_pusilla-719531at2759-S1	4	106	5	111	1704	6.51	95.5
greenalgae-Micromonas_pusilla-721605at2759-S1	2	173	4	177	1623	10.91	97.74
greenalgae-Micromonas_pusilla-801857at2759-S1	6	200	7	207	1044	19.83	96.62
other_MGCollapse_EASP3-264	14	492	16	508	1695	29.97	96.85
other_MGCollapse_EASP3-116	1	87	3	90	2889	3.12	96.67
other_MGCollapse_EASP3-585	1	98	3	101	738	13.69	97.03
other_MGCollapse_EASP3-199	3	123	3	126	2154	5.85	97.62
other_MGCollapse_EASP3-157	2	99	2	101	2475	4.08	98.02
other_MGCollapse_EASP3-268	2	131	3	134	1680	7.98	97.76
other_MGCollapse_EASP3-415	3	126	5	131	1197	10.94	96.18
other_MGCollapse_EASP3-453	2	173	7	180	1071	16.81	96.11
other_MGCollapse_EASP3-447	4	260	8	268	1101	24.34	97.01
other_MGCollapse_EASP3-131	7	267	10	277	2724	10.17	96.39
other_MGCollapse_EASP3-549	8	296	8	304	861	35.31	97.37
other_MGCollapse_EASP3-516	14	346	9	355	921	38.55	97.46
other_MGCollapse_EASP3-275	1	97	3	100	1662	6.02	97.0
other_MGCollapse_EASP3-565	5	290	12	302	783	38.57	96.03
other_MGCollapse_EASP3-79	4	172	6	178	3429	5.19	96.63
other_MGCollapse_EASP3-425	1	97	4	101	1161	8.7	96.04
other_MGCollapse_EASP3-619	1	96	4	100	645	15.5	96.0
other_MGCollapse_EASP3-481	1	93	4	97	1002	9.68	95.88
other_MGCollapse_EASP3-581	1	99	2	101	750	13.47	98.02
other_MGCollapse_EASP3-648	1	94	4	98	588	16.67	95.92
other_MGCollapse_EASP3-224	7	278	9	287	1965	14.61	96.86
other_MGCollapse_EASP3-33	3	117	4	121	5274	2.29	96.69
other_MGCollapse_EASP3-640	2	169	8	177	606	29.21	95.48
other_MGCollapse_EASP3-491	2	99	3	102	978	10.43	97.06
other_MGCollapse_EASP3-698	4	198	6	204	489	41.72	97.06
other_MGCollapse_EASP3-727	2	148	5	153	291	52.58	96.73
other_MGCollapse_EASP3-734	4	132	4	136	267	50.94	97.06
other_MGCollapse_EASP3-462	8	118	3	121	1047	11.56	97.52
other_MGCollapse_EASP3-617	2	106	4	110	648	16.98	96.36
other_MGCollapse_EASP3-16	2	154	0	154	7107	2.17	100.0
other_MGCollapse_EASP3-19	4	337	0	337	6870	4.91	100.0
other_MGCollapse_EASP3-95	2	174	0	174	3216	5.41	100.0
other_MGCollapse_EASP3-482	1	99	0	99	1002	9.88	100.0
other_MGCollapse_EASP3-346	2	172	0	172	1413	12.17	100.0
other_MGCollapse_EASP3-438	1	100	0	100	1122	8.91	100.0
other_MGCollapse_EASP3-550	1	81	0	81	861	9.41	100.0
other_MGCollapse_EASP3-539	1	101	0	101	876	11.53	100.0
greenalgae-Micromonas_polaris-97116at2759-S1	1	101	0	101	3636	2.78	100.0
greenalgae-Micromonas_polaris-100698at2759-S1	2	168	0	168	2889	5.82	100.0
greenalgae-Micromonas_polaris-156083at2759-S1	4	188	0	188	6996	2.69	100.0
greenalgae-Micromonas_polaris-257318at2759-S1	4	324	0	324	2976	10.89	100.0
greenalgae-Micromonas_polaris-270107at2759-S1	4	291	5	296	2997	9.88	98.31
greenalgae-Micromonas_polaris-296129at2759-S1	2	149	0	149	3266	4.56	100.0
greenalgae-Micromonas_polaris-325552at2759-S1	7	430	0	430	1980	21.72	100.0
greenalgae-Micromonas_polaris-331411at2759-S1	2	168	0	168	2970	5.66	100.0
greenalgae-Micromonas_polaris-341721at2759-S1	4	328	2	330	1992	16.57	99.39
greenalgae-Micromonas_polaris-355408at2759-S1	2	169	2	171	2126	8.04	98.83
greenalgae-Micromonas_polaris-369837at2759-S1	3	268	0	268	2496	10.74	100.0
greenalgae-Micromonas_polaris-375960at2759-S1	1	101	0	101	1896	5.33	100.0
greenalgae-Micromonas_polaris-392369at2759-S1	4	358	3	361	1635	22.08	99.17
greenalgae-Micromonas_polaris-396755at2759-S1	1	100	1	101	3776	2.67	99.01
other_MGCollapse_EASP3-306	2	137	0	137	1521	9.01	100.0
other_MGCollapse_EASP3-185	10	815	7	822	2217	37.08	99.15
greenalgae-Micromonas_polaris-551907at2759-S1	2	162	0	162	3180	5.09	100.0
greenalgae-Micromonas_polaris-570797at2759-S1	3	265	3	268	2027	13.22	98.88
greenalgae-Micromonas_polaris-598949at2759-S1	3	170	5	175	3015	5.8	97.14
greenalgae-Micromonas_polaris-621827at2759-S1	2	178	0	178	1541	11.55	100.0
greenalgae-Micromonas_polaris-655400at2759-S1	2	174	0	174	1548	11.24	100.0
other_MGCollapse_EASP3-342	2	170	0	170	1428	11.9	100.0
greenalgae-Micromonas_polaris-673132at2759-S1	4	331	2	333	1239	26.88	99.4
greenalgae-Micromonas_polaris-674160at2759-S1	6	536	0	536	10118	5.3	100.0
greenalgae-Micromonas_polaris-679187at2759-S1	4	352	0	352	3018	11.66	100.0
greenalgae-Micromonas_polaris-692986at2759-S1	7	515	7	522	2283	22.86	98.66
greenalgae-Micromonas_polaris-719531at2759-S1	2	169	1	170	2039	8.34	99.41
greenalgae-Micromonas_polaris-761109at2759-S1	2	166	1	167	1704	9.8	99.4
greenalgae-Micromonas_polaris-779909at2759-S1	2	165	0	165	942	17.52	100.0
greenalgae-Micromonas_polaris-801857at2759-S1	1	101	0	101	1062	9.51	100.0
other_MGCollapse_EASP3-383	1	98	1	99	1302	7.6	98.99
other_MGCollapse_EASP3-378	1	100	0	100	1314	7.61	100.0
greenalgae-Micromonas_polaris-834694at2759-S1	1	101	0	101	2889	3.5	100.0
greenalgae-Micromonas_polaris-836599at2759-S1	2	175	0	175	1542	11.35	100.0
greenalgae-Micromonas_polaris-844748at2759-S1	3	243	0	243	2288	10.62	100.0
greenalgae-Micromonas_polaris-855834at2759-S1	5	443	0	443	3023	14.65	100.0
greenalgae-Micromonas_polaris-898782at2759-D1	3	220	1	221	2106	10.49	99.55
greenalgae-Micromonas_polaris-911863at2759-S1	2	167	0	167	1158	14.42	100.0
greenalgae-Micromonas_polaris-917326at2759-S1	2	164	4	168	2709	6.2	97.62
other_MGCollapse_EASP3-332	2	199	0	199	1440	13.82	100.0
other_MGCollapse_EASP3-420	2	166	3	169	1179	14.33	98.22
greenalgae-Micromonas_polaris-931188at2759-S1	2	173	0	173	2005	8.63	100.0
other_MGCollapse_EASP3-563	4	281	1	282	786	35.88	99.65
greenalgae-Micromonas_polaris-946128at2759-D1	2	139	2	141	2794	5.05	98.58
greenalgae-Micromonas_polaris-974865at2759-D2	2	161	0	161	990	16.26	100.0
greenalgae-Micromonas_polaris-1001705at2759-S1	3	241	1	242	2439	9.92	99.59
greenalgae-Micromonas_polaris-1003258at2759-S1	1	95	0	95	1227	7.74	100.0
other_MGCollapse_EASP3-317	3	264	0	264	1488	17.74	100.0
greenalgae-Micromonas_polaris-1079130at2759-S1	4	295	1	296	1281	23.11	99.66
other_MGCollapse_EASP3-569	1	101	0	101	783	12.9	100.0
greenalgae-Micromonas_polaris-1111142at2759-S1	2	193	3	196	3292	5.95	98.47
greenalgae-Micromonas_polaris-1138059at2759-S1	2	162	0	162	1029	15.74	100.0
other_MGCollapse_EASP3-590	2	153	0	153	738	20.73	100.0
other_MGCollapse_EASP3-457	2	147	0	147	1062	13.84	100.0
other_MGCollapse_EASP3-202	2	175	0	175	2136	8.19	100.0
greenalgae-Micromonas_polaris-1200489at2759-S1	2	174	0	174	664	26.2	100.0
greenalgae-Micromonas_polaris-1247641at2759-S1	2	168	0	168	2071	8.11	100.0
greenalgae-Micromonas_polaris-1259741at2759-S1	8	438	0	438	1143	38.32	100.0
greenalgae-Micromonas_polaris-1260807at2759-S1	4	226	1	227	1130	20.09	99.56
greenalgae-Micromonas_polaris-1287094at2759-S1	4	309	5	314	801	39.2	98.41
other_MGCollapse_EASP3-632	2	166	1	167	621	26.89	99.4
greenalgae-Micromonas_polaris-1314980at2759-S1	2	175	0	175	2517	6.95	100.0
greenalgae-Micromonas_polaris-1322299at2759-S1	4	329	4	333	1812	18.38	98.8
greenalgae-Micromonas_polaris-1322642at2759-S1	3	263	1	264	1267	20.84	99.62
greenalgae-Micromonas_polaris-1339553at2759-S1	2	164	0	164	2169	7.56	100.0
other_MGCollapse_EASP3-227	4	215	1	216	1920	11.25	99.54
greenalgae-Micromonas_polaris-1348942at2759-S1	2	180	0	180	1140	15.79	100.0
greenalgae-Micromonas_polaris-1370285at2759-S1	9	632	2	634	2217	28.6	99.68
greenalgae-Micromonas_polaris-1398309at2759-S1	1	101	0	101	558	18.1	100.0
