gene_caller_id,COG20_CATEGORY,pnps,gene_type
3,H,0.5864302830407159,__
49,R,0.1593696424723014,__
87,nan,0.5853223242115699,__
90,G,0.20604780336703826,__
103,G,0.7330144258239786,__
107,O,2.347617325964683,__
118,nan,1.2444122239394784,__
133,Q,0.18040066589988188,__
147,H,0.10706548141204901,__
175,H,0.12195623823748625,__
215,nan,0.2793888745768618,__
222,Q,0.3737255860099011,__
233,nan,0.2914053519702053,__
275,H,0.21572892120568116,__
276,E,0.17915357445970628,__
279,K,0.2327823396527601,__
281,J,0.3651433625516607,__
283,O!!!J,0.19407525897105998,__
284,nan,0.20148078418639226,__
286,nan,0.5926877408741561,__
287,nan,0.169866622551478,__
320,Q,0.2766308402540093,__
335,E!!!R,1.6070836929209704,__
357,E,0.8652704819662911,__
360,V,1.0589534353247798,__
361,T,0.3789442648493283,__
402,C!!!T,0.6889966218633343,__
411,O,3.1216691570164694,__
413,T,1.4727281823033755,__
421,J,0.26744496221138264,__
452,L,0.15128666166778135,__
475,G,0.9435965137457809,__
496,T!!!K,0.3420717169321274,__
549,nan,0.2835599034809243,__
552,nan,0.22408963585434147,__
553,I!!!R,0.4282376569499935,__
554,G,0.4986166639921453,__
559,F!!!T,4.0034422267090815,__
566,J,1.3312370707360832,__
587,K,3.9327129115488733,__
626,R,0.4653214312550672,__
627,C,0.060041174565262964,__
639,nan,0.5713294804927206,__
661,P,0.2771815566599173,__
694,nan,0.22905722566434386,__
695,H,0.23634685457408625,__
720,X,0.3145190097565684,__
732,S,1.5676426136803885,__
752,I,0.5426305406434189,__
756,C,0.3374417071682981,__
757,nan,0.9519033399901204,__
779,H,1.7922885182623758,__
784,C,0.3205214610941942,__
785,C,1.1511406057574107,__
786,C,0.6780543425930186,__
789,O,0.6529654293460547,__
798,nan,0.1536584093872234,__
816,E!!!R,0.3226743906670264,__
821,G,0.7585817879092891,__
828,E,0.5736739628246236,__
851,G,0.0895216093098426,__
884,M,0.1147725191091194,__
898,S,0.20153034591318955,__
930,G,0.5913259942945205,__
955,S,inf,__
976,nan,0.541948332216835,__
987,M,0.6405103093622534,__
999,O!!!T,0.5339736535270474,__
1001,L,0.9256768266451308,__
1003,E,0.4958710074035384,__
1010,S,0.6627718856641336,__
1011,S,0.6937878604009955,__
1012,Q,0.26172223735516104,__
1033,nan,0.9867706309091008,__
1043,N,0.43568979413393255,__
1045,I,0.4247240209473007,__
1050,E,0.6695058559222313,__
1051,Q,0.4334262939574341,__
1073,F!!!V,0.3484636638630086,__
1081,T!!!K,1.2452800200591017,__
1085,M,0.4696571260478365,__
1135,C,0.016925317192189194,__
1139,nan,0.4167205257976904,__
1161,nan,1.030383665430782,__
1171,nan,0.04541682649423778,__
1174,P,0.4778693319655152,__
1176,P,0.397042526738818,__
1266,C,0.1780289707827167,__
1289,nan,0.27122950897330045,__
1290,nan,0.6093785607641377,__
1312,J,0.3023393471981814,__
1316,nan,0.3805628697445386,__
1358,nan,0.26149651730478324,__
1359,T,0.3707915128396664,__
1378,C!!!C,0.35114282042578515,__
1387,C!!!R,0.23397372683637205,__
1399,K,0.169164481227577,__
1410,F,0.15564108383148242,__
1417,E,0.09044480554408152,__
1418,E,0.09418077310620533,__
1443,P,1.0806795144067087,__
1448,V,0.13557978968672332,__
1450,nan,1.4333684303793963,__
1453,U,0.09209530278055646,__
1455,nan,0.0927321100684626,__
1481,G,0.030522092430536194,__
1538,O,0.416264362180342,__
1583,nan,0.992698488052164,__
1591,nan,0.4775057954332552,__
1592,nan,0.3761913870182743,__
1633,P,0.08198910034258658,__
1635,nan,0.06305445067578723,__
1643,E,1.781564887617519,__
1662,V,0.39179823595033547,__
1682,G,1.7695267612139678,__
1704,M,0.3261819522789359,__
1707,nan,0.1153321779318311,__
1723,G!!!M,0.902852262028213,__
1729,P,0.7526115879021692,__
1745,R,0.3676945001697651,__
1795,O,0.08073757815202416,__
1804,nan,0.5295015597272195,__
1827,nan,0.19315789194886965,__
1846,C,0.3661342645335185,__
1862,L,0.13881256934882816,__
1872,nan,0.8134506231143445,__
1911,R,0.0544846667587301,__
1918,M,0.14803188527712596,__
1921,C,0.0933346811838089,__
1939,O,0.16143365241419025,__
1948,M,0.7203386610035739,__
1951,S,0.3636805237427025,__
1953,nan,0.2712398266656862,__
1969,H!!!E,0.2577175293081433,__
1978,N,0.12062055214685805,__
1988,H!!!H,0.04393414727635739,__
1989,nan,0.12910801606000016,__
2006,E,0.44316049907252464,__
2012,M,0.3935280102250632,__
2024,G!!!E!!!R,1.0031897912655532,__
2025,Q,0.5625398492380539,__
2032,I,0.40295598770068175,__
2069,M,0.5350873426152087,__
2128,E,0.10023511421169302,__
2129,J,0.20740804053828468,__
2137,J,0.11538180082141998,__
2158,H,0.10426174021576123,__
2165,E!!!R,0.10296894075984493,__
2180,H!!!R,1.2240919559481784,__
2186,L,1.6734464443066186,__
2187,P,1.8505489547414529,__
2214,T!!!T,1.9043521091876288,__
2227,J!!!O,1.374501818001103,__
2230,X,0.9494488521990004,__
2252,N,0.2245893021329663,__
2282,nan,0.2433596037543076,__
2290,nan,0.6714928761810711,__
2291,nan,1.058247949226142,__
2301,Q,0.32938673752479103,__
2314,I,0.9557017478617796,__
2317,P,1.5791398276606086,__
2334,R,0.2463379197126176,__
2349,E,0.2378938114187008,__
2353,V,0.4398414053450094,__
2356,C,0.16609792810215146,__
2377,nan,0.2617911966134561,__
2394,nan,3.1984914772492195,__
2397,nan,2.140893708453745,__
2420,C,0.4135992060682062,__
2423,D!!!N,0.218638458029764,__
2434,H,0.16785649153214946,__
2436,H,0.1458288269138668,__
2460,R,1.1477553900603492,__
2486,X,0.5241258428163463,__
2489,T,0.18690185459308825,__
2495,nan,inf,__
2497,E,0.12799836616626858,__
2499,nan,1.3288191738592543,__
2510,E,0.06387327224295672,__
2526,U,0.5912472956813644,__
2529,J,0.4481177754118,__
2534,L,0.1270350416027006,__
2602,T!!!K,2.318855392059924,__
2627,nan,0.24508596199536906,__
2661,nan,0.06229658385626274,__
2737,nan,0.5013766019593868,__
2762,nan,0.270959430110676,__
2770,P,0.18423851367187352,__
2779,I,0.204332715162414,__
2802,T,0.10827760582444998,__
2839,V,0.5097275610939053,__
2841,nan,0.3940725983858056,__
2845,nan,0.07271825735738015,__
2846,nan,0.2208271102515019,__
2875,Q,0.11740056013094198,__
2886,R,0.054036287820928265,__
2890,I,0.8957634003063306,__
2898,T,0.03386294707304418,__
2904,D,0.14385038776750902,__
2907,E,0.20877425392599952,__
2912,E!!!H,0.059131312756793834,__
2937,E,0.01643131963099381,__
2956,K,0.002967632361694811,__
2982,N,1.0695765635029093,__
2983,N,1.813589422731476,__
3007,nan,0.4211060855350282,__
3020,E!!!R,0.6086089587967684,__
3025,H,0.6743219770057571,__
3026,K,1.6509532776753892,__
3042,Q,0.2214666040301492,__
3067,K,0.4290109012101346,__
3071,M,0.4412732472210594,__
3081,G,0.4102587342838516,__
3082,R,0.229249456908826,__
3083,nan,0.4197077579571922,__
