ARS-1004,3
ARS-1009,0
ARS-100,0
ARS-1012,1
ARS-1018,12
ARS-1019,3
ARS-102,0
ARS-1030,0
ARS-1032,1
ARS-1034,0
ARS-1036,0
ARS-1037,0
ARS-104,1
ARS-112,1
ARS-1134,1
ARS-115,0
ARS-1168,0
ARS-1176,1
ARS-117,0
ARS-1199,0
ARS-11,2
ARS-1203,0
ARS-120,1
ARS-1215,0
ARS-123,2
ARS-125,0
ARS-1279,0
ARS-1297,0
ARS-1307,0
ARS-1330,0
ARS-1358,2
ARS-1360,0
ARS-1386,0
ARS-13,2
ARS-1414,2
ARS-1419,0
ARS-1426,0
ARS-1427,1
ARS-1434,0
ARS-1441,0
ARS-14,1
ARS-15,1
ARS-16,0
ARS-17,0
ARS-18,0
ARS-1,0
ARS-24,0
ARS-27,0
ARS-28,4
ARS-29,0
ARS-30,1
ARS-31,0
ARS-33,2
ARS-34,0
ARS-38,5
ARS-3,2
ARS-40,0
ARS-42,0
ARS-45,2
ARS-46,0
ARS-49,0
ARS-4,0
ARS-51,32
ARS-52,0
ARS-59,0
ARS-5,2
ARS-60,2
ARS-61,0
ARS-62,1
ARS-63,2
ARS-65,1
ARS-66,0
ARS-67,0
ARS-68,0
ARS-70,0
ARS-71,3
ARS-73,0
ARS-74,0
ARS-75,0
ARS-76,1
ARS-77,0
ARS-7,0
ARS-81,0
ARS-84,0
ARS-86,0
ARS-90,0
ARS-93,10
ARS-95,0
CPC-11,0
CPC-1232,2
CPC-12,4
CPC-1326,0
CPC-1399,1
CPC-13,10
CPC-14,0
CPC-16,2
CPC-17,1
CPC-19,3
CPC-1,1
CPC-20,3
CPC-21,4
CPC-23,29
CPC-24,0
CPC-25,4
CPC-27,10
CPC-288,0
CPC-289,0
CPC-28,2
CPC-294,0
CPC-296,1
CPC-297,0
CPC-29,0
CPC-2,7
CPC-300,1
CPC-305,2
CPC-309,0
CPC-30,0
CPC-310,0
CPC-316,2
CPC-319,1
CPC-31,15
CPC-320,0
CPC-322,2
CPC-323,2
CPC-324,2
CPC-327,0
CPC-32,1
CPC-33,0
CPC-34,6
CPC-38,8
CPC-39,0
CPC-3,0
CPC-40,5
CPC-41,0
CPC-42,12
CPC-43,2
CPC-45,2
CPC-46,6
CPC-47,0
CPC-48,0
CPC-49,0
CPC-50,7
CPC-51,2
CPC-52,6
CPC-53,0
CPC-54,0
CPC-58,0
CPC-59,0
CPC-5,2
CPC-61,0
CPC-62,1
CPC-64,1
CPC-67,7
CPC-69,10
CPC-6,0
CPC-70,6
CPC-71,0
CPC-72,0
CPC-73,0
CPC-74,0
CPC-75,0
CPC-79,2
CPC-7,0
CPC-80,0
CPC-81,1
CPC-82,0
CPC-84,0
CPC-85,0
CPC-86,0
CPC-8,12
CPC-95,1
CPC-96,0
CPC-97,0
CPC-98,0
CPC-9,6
EAC-102,5
EAC-103,2
EAC-107,0
EAC-108,1
EAC-109,4
EAC-10,0
EAC-113,0
EAC-117,0
EAC-11,0
EAC-13,1
EAC-16,0
EAC-1768,3
EAC-1785,0
EAC-17,13
EAC-1,1
EAC-2006,0
EAC-2011,0
EAC-2021,0
EAC-2037,0
EAC-20,2
EAC-21,1
EAC-24,0
EAC-27,5
EAC-29,0
EAC-2,1
EAC-30,2
EAC-31,0
EAC-32,0
EAC-33,3
EAC-34,5
EAC-35,0
EAC-36,3
EAC-37,0
EAC-38,0
EAC-39,55
EAC-3,1
EAC-41,2
EAC-42,1
EAC-43,48
EAC-44,0
EAC-45,1
EAC-46,0
EAC-47,1
EAC-48,0
EAC-49,5
EAC-4,1
EAC-50,1
EAC-51,1
EAC-52,3
EAC-54,2
EAC-55,3
EAC-56,4
EAC-58,1
EAC-59,0
EAC-5,1
EAC-60,40
EAC-623,0
EAC-624,0
EAC-625,2
EAC-627,0
EAC-62,1
EAC-631,2
EAC-632,0
EAC-634,2
EAC-635,0
EAC-63,2
EAC-642,0
EAC-645,1
EAC-646,0
EAC-647,0
EAC-649,0
EAC-64,1
EAC-650,0
EAC-653,0
EAC-654,0
EAC-657,0
EAC-65,0
EAC-662,0
EAC-66,0
EAC-670,0
EAC-673,0
EAC-674,0
EAC-676,0
EAC-682,0
EAC-683,5
EAC-68,4
EAC-691,0
EAC-695,0
EAC-69,2
EAC-6,0
EAC-707,0
EAC-708,0
EAC-710,0
EAC-713,0
EAC-714,0
EAC-71,7
EAC-723,0
EAC-73,3
EAC-74,2
EAC-75,0
EAC-76,1
EAC-77,2
EAC-78,0
EAC-81,0
EAC-83,0
EAC-85,0
EAC-86,0
EAC-87,3
EAC-88,1
EAC-91,2
EAC-92,1
EAC-93,0
EAC-94,0
EAC-95,0
EAC-97,0
EAC-98,1
EAC-99,0
EAC-9,0
IN-1077,2
IN-10,0
IN-11,64
IN-1213,0
IN-12,6
IN-1311,0
IN-13,8
IN-14,34
IN-15,5
IN-16,2
IN-17,3
IN-18,3
IN-19,6
IN-1,3
IN-20,2
IN-21,3
IN-22,4
IN-23,24
IN-25,0
IN-27,1
IN-28,0
IN-29,2
IN-2,7
IN-32,0
IN-35,0
IN-37,2
IN-3,13
IN-40,7
IN-42,0
IN-43,0
IN-47,1
IN-48,2
IN-5,1
IN-6,19
IN-7,45
IN-8,23
IN-912,5
IN-918,0
IN-919,2
IN-921,0
IN-922,3
IN-924,0
IN-928,0
IN-929,0
IN-961,0
IN-9,6
MED-1001,0
MED-1008,0
MED-1017,0
MED-1047,0
MED-104,3
MED-1076,2
MED-1093,1
MED-1094,1
MED-1105,0
MED-1116,0
MED-1122,0
MED-1153,0
MED-1155,2
MED-1190,0
MED-1223,1
MED-1227,0
MED-1233,0
MED-1247,0
MED-1261,0
MED-1269,0
MED-1270,0
MED-580,1
MED-581,1
MED-582,2
MED-584,0
MED-585,0
