gene_caller_id,pnps,depth,gene_type,size_fraction
14,1.9533171892722554,MES,n,s
18,0.06963906828561924,MES,n,s
51,1.388481233016752,MES,n,s
75,0.1995302611313049,MES,n,s
111,0.17209223748176852,MES,n,s
142,2.0616182426084126,MES,n,s
222,1.2815514049897265,MES,n,s
224,0.05349760059062426,MES,n,s
271,0.28010945112576713,MES,n,s
292,0.23318070183257522,MES,n,s
302,0.3990153027278713,MES,n,s
331,0.024590781941017773,MES,n,s
471,0.13998013234365378,MES,defense,s
479,0.6213313425217399,MES,defense,s
582,0.547795452927517,MES,n,s
593,3.361967832752546,MES,n,s
647,0.5580781905182441,MES,n,s
669,0.06897101361579656,MES,n,s
673,0.17551058004353765,MES,defense,s
694,0.039575845504762876,MES,n,s
710,0.04879059270279584,MES,n,s
760,0.12149304184555301,MES,n,s
766,0.4983749482668045,MES,defense,s
784,0.4538555754557901,MES,defense,s
804,0.0,MES,n,s
832,0.38064947415840783,MES,n,s
858,0.105292405946514,MES,n,s
887,0.8580740613862693,MES,n,s
897,0.1689195320688814,MES,n,s
929,0.14225707661976172,MES,n,s
940,0.004223487658877752,MES,defense,s
965,0.08429814328478229,MES,defense,s
997,0.14799001051888683,MES,defense,s
1001,0.13381333187255992,MES,n,s
1021,0.10846662869623185,MES,n,s
1082,0.27812201706224937,MES,n,s
1097,0.17888253891994563,MES,n,s
1100,0.1869158362877549,MES,n,s
1132,0.14585601789374217,MES,defense,s
1153,0.31183008557287034,MES,n,s
1160,0.04910889872190427,MES,n,s
1168,0.6318046443814298,MES,defense,s
1193,0.03540405629011336,MES,n,s
1290,0.1154995134576306,MES,n,s
1307,0.2216984482913655,MES,n,s
1327,0.12439362918679318,MES,n,s
1336,0.08780724400605185,MES,n,s
1340,0.5331941433885872,MES,n,s
1367,0.7164086829387579,MES,n,s
1459,0.13154227872438745,MES,n,s
1524,0.07005337333504935,MES,n,s
1539,0.07093222378102194,MES,defense,s
1540,0.1511888274409914,MES,defense,s
1607,0.048086410436687585,MES,n,s
1624,0.2763286786760187,MES,n,s
1638,0.18190292791313212,MES,n,s
1720,0.06949569227373927,MES,n,s
1760,0.06538863269470803,MES,n,s
1808,0.21399326648388767,MES,n,s
1830,0.3976430833210595,MES,n,s
1852,0.22214305663888248,MES,n,s
1874,0.1162795160086041,MES,n,s
1877,0.23727468138572044,MES,n,s
1879,0.10228816914003172,MES,n,s
1890,0.049018004936018454,MES,n,s
1936,0.8003634085213037,MES,n,s
1985,0.036086480312691606,MES,defense,s
1990,0.015893302221986438,MES,biofilm,s
1992,0.1199245595128478,MES,defense,s
2190,0.617847180454079,MES,n,s
2191,0.11189117625150498,MES,n,s
2222,0.02025642399460487,MES,defense,s
2223,0.05266628876045033,MES,defense,s
2229,0.16911760763762895,MES,defense,s
2278,0.0942289461056617,MES,n,s
2282,0.1172328178419014,MES,n,s
2353,0.08636546081891326,MES,n,s
2456,0.058953559781973086,MES,defense,s
2539,0.046224654703488265,MES,defense,s
2543,0.027825435218730113,MES,defense,s
2544,0.09103353008020393,MES,defense,s
2596,0.042894441082675275,MES,n,s
2640,0.08893342542872049,MES,n,s
2641,0.061562228739233435,MES,defense,s
2646,0.10278370770651095,MES,n,s
2677,0.04591507093669958,MES,n,s
2679,0.020903923105063962,MES,n,s
2702,0.1342528108132981,MES,n,s
2749,0.0,MES,defense,s
2838,0.4350115791701997,MES,n,s
2874,0.20005364987940122,MES,n,s
2922,0.19766118311338018,MES,n,s
2948,0.21421356557648666,MES,n,s
3031,0.1292026649462313,MES,n,s
3032,0.1145094070065683,MES,n,s
3086,0.02191862320227391,MES,biofilm,s
3104,0.033600676681704626,MES,defense,s
3118,0.19405392796552842,MES,n,s
3313,0.07972303686424734,MES,n,s
3372,0.12347154957065583,MES,n,s
3414,0.09011699211549695,MES,n,s
3456,0.4283101820753957,MES,n,s
3457,0.23496319257272874,MES,n,s
3480,0.048223175949255334,MES,n,s
3535,0.5964565515131843,MES,n,s
3539,0.15734530687091924,MES,n,s
3588,0.5677974808295267,MES,n,s
3616,0.27291011628862344,MES,n,s
3631,0.13017556698665547,MES,n,s
3641,0.0707935935821189,MES,n,s
3666,0.05200380211118086,MES,n,s
3691,0.39604980751769087,MES,n,s
3785,0.21333042317547204,MES,n,s
3787,0.1356175154515884,MES,n,s
3801,0.09109697989691316,MES,n,s
3805,0.09930640985191633,MES,n,s
3823,0.06576850231208413,MES,n,s
3833,0.2145408443481847,MES,defense,s
3887,0.06445262653393798,MES,n,s
3953,0.20193393721594133,MES,n,s
3991,0.16837283734789024,MES,n,s
3993,0.1601048541049435,MES,n,s
4054,0.06176025736441632,MES,defense,s
4061,0.02923847420021445,MES,defense,s
4086,0.09826559459568292,MES,defense,s
4126,0.2416438082597159,MES,n,s
4176,0.07337482817693576,MES,defense,s
4180,0.19269000424902322,MES,n,s
4214,0.20785162801754703,MES,n,s
4255,0.23840981848846154,MES,n,s
4274,0.07755201844382784,MES,n,s
4277,0.27073424655629447,MES,n,s
4301,0.24519414542110363,MES,defense,s
4376,0.13484736641328293,MES,n,s
4438,0.1560186371623881,MES,defense,s
4458,0.1432666440920931,MES,defense,s
4508,0.461685131628936,MES,n,s
4574,0.0621863962732728,MES,defense,s
4575,0.11790983335371308,MES,defense,s
4586,0.04195852986110582,MES,n,s
4606,0.12810414706323892,MES,defense,s
4617,0.10260847048860032,MES,n,s
4619,0.10976435179788262,MES,n,s
4672,0.06638002532198882,MES,n,s
4702,0.12322040401180637,MES,defense,s
4719,0.08368080613831327,MES,n,s
4766,0.16549279616213106,MES,n,s
4776,0.04858691559169288,MES,defense,s
4823,0.0790149013539382,MES,n,s
4851,0.03195683035751976,MES,n,s
4900,0.06815069207581814,MES,n,s
4976,0.04456083261317701,MES,n,s
5080,0.2143752924217272,MES,n,s
5121,0.11359237444180746,MES,n,s
5140,0.5347815320530925,MES,n,s
5143,0.8655192354516674,MES,n,s
5148,0.17275490794602943,MES,n,s
5149,0.4401817207064791,MES,n,s
5233,0.11359378805753642,MES,n,s
5236,0.6175524941795456,MES,defense,s
5465,0.008199136515415555,MES,n,s
5470,0.13351603582936195,MES,n,s
5476,0.1315796792735781,MES,n,s
5565,0.06070783097580781,MES,n,s
5566,0.40605433757777365,MES,n,s
5591,0.3845789603113456,MES,defense,s
5611,0.08933285627254425,MES,n,s
5612,0.16870553819559758,MES,n,s
5645,0.18448759937611395,MES,n,s
5697,0.1497594222948903,MES,defense,s
5740,0.0887153059150967,MES,n,s
5824,0.08883681280147905,MES,transposase,s
5903,0.0528190157851643,MES,n,s
5990,0.08201447191143121,MES,n,s
6003,0.08473172335078168,MES,n,s
6098,0.17211913131553755,MES,n,s
6351,0.15449793445632062,MES,n,s
6458,0.02552999736458933,MES,n,s
6466,0.10279744610476782,MES,n,s
6529,0.17381693413447283,MES,transposase,s
6566,0.07924798175308477,MES,n,s
6582,0.19405514033649807,MES,n,s
6621,0.18644827526663335,MES,transposase,s
6673,0.21423567802579987,MES,n,s
6704,0.19227188321874347,MES,defense,s
6816,0.09859345268185482,MES,n,s
6840,0.29101348149148654,MES,n,s
6869,0.371642443993575,MES,n,s
7016,0.28884922969001153,MES,transposase,s
7189,0.14920179116242666,MES,n,s
7194,0.3098782661881569,MES,n,s
