sequence_id	class_fst_stage	class_snd_stage
NODE_1_length_268944_cov_21.007334	bacteria	n/a
NODE_2_length_261826_cov_24.730092	bacteria	n/a
NODE_3_length_212420_cov_21.368535	bacteria	n/a
NODE_4_length_197608_cov_8.663690	bacteria	n/a
NODE_5_length_194720_cov_19.661685	bacteria	n/a
NODE_6_length_177442_cov_27.041632	bacteria	n/a
NODE_7_length_167935_cov_20.910138	bacteria	n/a
NODE_8_length_165608_cov_27.685774	bacteria	n/a
NODE_9_length_160191_cov_21.165484	bacteria	n/a
NODE_10_length_156925_cov_23.046956	bacteria	n/a
NODE_11_length_149213_cov_9.180346	bacteria	n/a
NODE_12_length_147082_cov_28.813211	bacteria	n/a
NODE_13_length_141285_cov_11.351859	bacteria	n/a
NODE_14_length_138534_cov_25.999206	bacteria	n/a
NODE_15_length_137081_cov_5.344635	bacteria	n/a
NODE_16_length_132398_cov_22.445660	bacteria	n/a
NODE_17_length_131926_cov_47.680824	bacteria	n/a
NODE_18_length_131480_cov_20.214853	bacteria	n/a
NODE_19_length_128316_cov_6.090558	bacteria	n/a
NODE_20_length_125338_cov_26.992641	bacteria	n/a
NODE_21_length_123638_cov_13.215564	bacteria	n/a
NODE_22_length_121955_cov_11.760714	bacteria	n/a
NODE_23_length_120636_cov_24.573880	bacteria	n/a
NODE_24_length_118489_cov_23.090455	bacteria	n/a
NODE_25_length_117868_cov_19.333826	bacteria	n/a
NODE_26_length_114898_cov_12.607299	bacteria	n/a
NODE_27_length_114855_cov_30.700645	bacteria	n/a
NODE_28_length_113546_cov_50.420800	bacteria	n/a
NODE_29_length_109429_cov_6.688171	unknown	n/a
NODE_30_length_108557_cov_6.474000	unknown	n/a
NODE_31_length_107060_cov_22.570198	bacteria	n/a
NODE_32_length_105978_cov_23.965078	bacteria	n/a
NODE_33_length_105114_cov_12.444959	bacteria	n/a
NODE_34_length_103923_cov_8.955886	bacteria	n/a
NODE_35_length_103414_cov_26.121925	bacteria	n/a
NODE_36_length_102425_cov_9.101602	bacteria	n/a
NODE_37_length_101556_cov_8.650486	bacteria	n/a
NODE_38_length_100572_cov_30.494096	bacteria	n/a
NODE_39_length_100563_cov_9.121314	eukarya	n/a
NODE_40_length_99550_cov_6.045610	bacteria	n/a
NODE_41_length_97182_cov_27.230471	bacteria	n/a
NODE_42_length_96683_cov_24.813429	bacteria	n/a
NODE_43_length_96621_cov_8.439979	bacteria	n/a
NODE_44_length_96483_cov_6.593199	unknown	n/a
NODE_45_length_94423_cov_7.736192	unknown	n/a
NODE_46_length_94183_cov_70.327575	bacteria	n/a
NODE_47_length_93568_cov_6.274251	bacteria	n/a
NODE_48_length_92970_cov_49.792337	bacteria	n/a
NODE_49_length_92389_cov_6.222908	bacteria	n/a
NODE_50_length_92339_cov_11.593147	bacteria	n/a
NODE_51_length_91043_cov_20.968435	bacteria	n/a
NODE_52_length_89931_cov_29.445258	bacteria	n/a
NODE_53_length_89583_cov_7.442632	eukarya	n/a
NODE_54_length_88171_cov_22.390644	bacteria	n/a
NODE_55_length_87772_cov_6.445022	bacteria	n/a
NODE_56_length_87490_cov_10.938709	bacteria	n/a
NODE_57_length_87146_cov_17.669392	bacteria	n/a
NODE_58_length_86276_cov_33.933752	bacteria	n/a
NODE_59_length_86077_cov_10.832636	bacteria	n/a
NODE_60_length_84583_cov_4.547239	bacteria	n/a
NODE_61_length_84372_cov_9.333254	bacteria	n/a
NODE_62_length_84233_cov_5.657036	bacteria	n/a
NODE_63_length_83939_cov_25.386021	prokarya	n/a
NODE_64_length_83800_cov_23.654117	bacteria	n/a
NODE_65_length_82988_cov_31.888717	bacteria	n/a
NODE_66_length_82476_cov_92.740964	bacteria	n/a
NODE_67_length_82204_cov_29.751586	bacteria	n/a
NODE_68_length_80202_cov_8.228181	bacteria	n/a
NODE_69_length_79781_cov_10.069463	bacteria	n/a
NODE_70_length_79485_cov_12.374959	bacteria	n/a
NODE_71_length_79162_cov_8.777630	bacteria	n/a
NODE_72_length_79013_cov_10.535158	bacteria	n/a
NODE_73_length_78197_cov_10.651314	bacteria	n/a
NODE_74_length_78173_cov_30.393904	bacteria	n/a
NODE_75_length_78171_cov_6.065288	bacteria	n/a
NODE_76_length_78154_cov_9.648792	bacteria	n/a
NODE_77_length_77641_cov_8.767458	eukarya	n/a
NODE_78_length_77620_cov_5.755263	bacteria	n/a
NODE_79_length_77611_cov_7.255158	bacteria	n/a
NODE_80_length_76864_cov_71.605124	bacteria	n/a
NODE_81_length_74453_cov_20.282951	bacteria	n/a
NODE_82_length_74192_cov_10.135101	bacteria	n/a
NODE_83_length_73547_cov_11.828607	bacteria	n/a
NODE_84_length_73460_cov_9.956760	eukarya	n/a
NODE_85_length_72639_cov_28.288562	eukarya	n/a
NODE_86_length_72633_cov_11.219640	bacteria	n/a
NODE_87_length_72563_cov_35.934697	bacteria	n/a
NODE_88_length_72553_cov_6.314519	bacteria	n/a
NODE_89_length_71946_cov_9.484789	bacteria	n/a
NODE_90_length_71795_cov_11.694410	bacteria	n/a
NODE_91_length_71697_cov_12.114151	bacteria	n/a
NODE_92_length_70741_cov_21.946708	bacteria	n/a
NODE_93_length_70518_cov_10.503484	bacteria	n/a
NODE_94_length_70028_cov_16.240921	prokarya	n/a
NODE_95_length_69495_cov_7.243534	bacteria	n/a
NODE_96_length_69216_cov_10.039777	bacteria	n/a
NODE_97_length_69119_cov_82.415701	bacteria	n/a
NODE_98_length_68951_cov_9.483439	bacteria	n/a
NODE_99_length_68950_cov_24.143624	bacteria	n/a
NODE_100_length_68634_cov_29.467825	bacteria	n/a
NODE_101_length_68536_cov_7.742001	eukarya	n/a
NODE_102_length_68400_cov_19.557890	bacteria	n/a
NODE_103_length_68241_cov_28.827971	bacteria	n/a
NODE_104_length_68132_cov_8.463284	bacteria	n/a
NODE_105_length_68005_cov_7.035835	bacteria	n/a
NODE_106_length_67923_cov_8.410562	bacteria	n/a
NODE_107_length_67786_cov_35.969349	bacteria	n/a
NODE_108_length_67709_cov_5.407441	bacteria	n/a
NODE_109_length_67556_cov_27.926727	bacteria	n/a
NODE_110_length_67512_cov_28.104467	bacteria	n/a
NODE_111_length_67482_cov_46.175301	bacteria	n/a
NODE_113_length_66843_cov_94.108612	bacteria	n/a
NODE_114_length_66157_cov_36.432347	bacteria	n/a
NODE_115_length_65995_cov_76.097695	bacteria	n/a
NODE_116_length_65858_cov_7.634074	bacteria	n/a
NODE_117_length_65646_cov_6.775533	unknown	n/a
NODE_118_length_65637_cov_6.600332	unknown	n/a
NODE_119_length_65221_cov_5.103597	bacteria	n/a
NODE_120_length_64944_cov_6.082695	bacteria	n/a
NODE_121_length_64918_cov_5.602069	bacteria	n/a
NODE_122_length_64913_cov_10.795230	bacteria	n/a
NODE_123_length_64811_cov_14.123989	eukarya	n/a
NODE_124_length_64486_cov_4.765765	bacteria	n/a
NODE_125_length_64471_cov_26.235159	bacteria	n/a
NODE_126_length_64412_cov_7.575866	bacteria	n/a
NODE_127_length_63672_cov_18.058506	bacteria	n/a
NODE_128_length_63606_cov_6.531620	bacteria	n/a
NODE_129_length_63395_cov_65.024787	bacteria	n/a
NODE_130_length_63254_cov_5.288106	bacteria	n/a
NODE_131_length_62816_cov_8.501171	bacteria	n/a
NODE_132_length_62706_cov_6.703915	bacteria	n/a
NODE_133_length_62656_cov_10.028945	bacteria	n/a
NODE_134_length_62562_cov_5.519734	bacteria	n/a
NODE_135_length_62446_cov_17.777324	bacteria	n/a
NODE_136_length_62317_cov_6.377855	bacteria	n/a
NODE_137_length_62184_cov_9.481579	bacteria	n/a
NODE_138_length_61612_cov_6.107185	bacteria	n/a
NODE_139_length_61131_cov_20.111599	bacteria	n/a
NODE_140_length_61096_cov_39.967727	bacteria	n/a
NODE_141_length_60901_cov_9.584492	bacteria	n/a
NODE_142_length_60778_cov_15.669796	bacteria	n/a
NODE_143_length_60722_cov_8.522970	bacteria	n/a
NODE_144_length_60273_cov_9.212478	bacteria	n/a
NODE_145_length_60250_cov_51.145809	bacteria	n/a
NODE_146_length_60093_cov_5.371465	bacteria	n/a
NODE_147_length_60093_cov_5.190046	bacteria	n/a
NODE_148_length_59779_cov_66.840818	bacteria	n/a
NODE_149_length_59148_cov_8.013166	bacteria	n/a
NODE_150_length_59060_cov_7.212118	bacteria	n/a
NODE_151_length_58826_cov_9.865665	bacteria	n/a
NODE_152_length_58715_cov_10.984981	prokarya	n/a
NODE_153_length_58456_cov_15.297084	bacteria	n/a
NODE_154_length_58452_cov_47.020720	bacteria	n/a
NODE_155_length_58447_cov_89.120188	bacteria	n/a
NODE_156_length_58077_cov_66.581435	bacteria	n/a
NODE_157_length_58073_cov_6.761919	eukarya	n/a
NODE_158_length_57919_cov_22.442469	bacteria	n/a
NODE_159_length_57732_cov_21.517243	bacteria	n/a
NODE_160_length_57608_cov_78.236790	bacteria	n/a
NODE_161_length_57527_cov_5.418291	eukarya	n/a
NODE_162_length_57437_cov_6.825834	unknown	n/a
NODE_163_length_57409_cov_5.471789	bacteria	n/a
NODE_164_length_57280_cov_10.150511	unknown	n/a
NODE_165_length_56671_cov_19.632118	bacteria	n/a
NODE_166_length_56620_cov_11.020366	bacteria	n/a
NODE_167_length_56144_cov_4.493983	bacteria	n/a
NODE_168_length_56096_cov_7.741671	bacteria	n/a
NODE_169_length_56064_cov_6.863326	bacteria	n/a
NODE_170_length_55930_cov_14.396600	bacteria	n/a
NODE_171_length_55803_cov_15.285535	bacteria	n/a
NODE_172_length_55672_cov_8.750526	bacteria	n/a
NODE_173_length_55519_cov_6.121394	bacteria	n/a
NODE_174_length_55509_cov_23.320734	bacteria	n/a
NODE_175_length_55444_cov_29.725686	eukarya	n/a
NODE_176_length_55334_cov_6.291937	bacteria	n/a
NODE_177_length_55113_cov_5.578790	bacteria	n/a
NODE_178_length_55097_cov_15.743214	bacteria	n/a
NODE_179_length_55011_cov_23.779405	bacteria	n/a
NODE_180_length_54874_cov_63.131214	bacteria	n/a
NODE_181_length_54798_cov_30.765303	bacteria	n/a
NODE_182_length_54579_cov_71.280757	bacteria	n/a
NODE_183_length_54338_cov_53.866441	bacteria	n/a
NODE_184_length_54137_cov_10.746718	bacteria	n/a
NODE_185_length_53806_cov_24.031665	bacteria	n/a
NODE_186_length_53631_cov_80.179315	bacteria	n/a
NODE_187_length_53215_cov_31.953386	bacteria	n/a
NODE_188_length_53147_cov_9.850448	bacteria	n/a
NODE_189_length_52919_cov_32.369968	bacteria	n/a
NODE_190_length_52855_cov_89.840985	bacteria	n/a
NODE_191_length_52743_cov_10.048512	bacteria	n/a
NODE_192_length_52665_cov_6.083349	bacteria	n/a
NODE_193_length_52642_cov_70.521859	bacteria	n/a
NODE_194_length_52607_cov_6.011341	bacteria	n/a
NODE_195_length_52461_cov_9.281323	bacteria	n/a
NODE_196_length_52391_cov_38.409068	bacteria	n/a
NODE_197_length_52185_cov_79.844658	bacteria	n/a
NODE_198_length_52127_cov_8.581675	bacteria	n/a
NODE_199_length_51653_cov_79.415559	bacteria	n/a
NODE_200_length_51419_cov_4.891111	bacteria	n/a
NODE_201_length_50912_cov_12.482844	bacteria	n/a
NODE_202_length_50908_cov_12.178003	bacteria	n/a
NODE_203_length_50797_cov_10.762209	bacteria	n/a
NODE_204_length_50662_cov_51.384769	bacteria	n/a
NODE_205_length_50577_cov_54.881754	bacteria	n/a
NODE_206_length_50502_cov_5.708010	bacteria	n/a
NODE_207_length_50298_cov_38.879406	bacteria	n/a
NODE_208_length_50293_cov_6.186034	bacteria	n/a
NODE_209_length_50265_cov_11.764370	bacteria	n/a
NODE_210_length_50073_cov_4.414951	bacteria	n/a
NODE_211_length_49888_cov_29.690205	bacteria	n/a
NODE_212_length_49862_cov_10.854960	bacteria	n/a
NODE_213_length_49667_cov_11.038700	bacteria	n/a
NODE_214_length_49663_cov_6.411244	bacteria	n/a
NODE_215_length_49654_cov_18.728543	bacteria	n/a
NODE_216_length_49618_cov_5.543349	bacteria	n/a
NODE_217_length_49565_cov_17.845062	bacteria	n/a
NODE_218_length_49553_cov_9.315245	bacteria	n/a
