sequence_id	class_fst_stage	class_snd_stage
NODE_1_length_121413_cov_13.602235	bacteria	n/a
NODE_2_length_82392_cov_15.267401	bacteria	n/a
NODE_3_length_63351_cov_7.360402	prokarya	n/a
NODE_4_length_60200_cov_17.043478	bacteria	n/a
NODE_5_length_59531_cov_12.024077	bacteria	n/a
NODE_6_length_56210_cov_7.865818	bacteria	n/a
NODE_7_length_55309_cov_6.608988	bacteria	n/a
NODE_8_length_53707_cov_5.633415	eukarya	n/a
NODE_9_length_53406_cov_17.677044	bacteria	n/a
NODE_10_length_52071_cov_21.455552	eukarya	n/a
NODE_11_length_48935_cov_8.354521	bacteria	n/a
NODE_12_length_48717_cov_17.033661	bacteria	n/a
NODE_13_length_44172_cov_16.329986	bacteria	n/a
NODE_14_length_43682_cov_21.088065	eukarya	n/a
NODE_15_length_42403_cov_6.488358	eukarya	n/a
NODE_16_length_40796_cov_8.796642	archaea	n/a
NODE_17_length_40669_cov_13.177008	bacteria	n/a
NODE_18_length_40512_cov_6.631782	eukarya	n/a
NODE_19_length_40018_cov_7.602307	bacteria	n/a
NODE_20_length_38776_cov_6.787221	eukarya	n/a
NODE_21_length_38770_cov_11.596900	bacteria	n/a
NODE_22_length_37681_cov_12.952878	bacteria	n/a
NODE_23_length_37639_cov_6.804411	eukarya	n/a
NODE_24_length_37538_cov_11.884134	prokarya	n/a
NODE_25_length_37437_cov_30.277834	bacteria	n/a
NODE_26_length_37420_cov_14.006503	bacteria	n/a
NODE_27_length_36651_cov_8.671084	bacteria	n/a
NODE_28_length_36265_cov_7.701491	bacteria	n/a
NODE_29_length_35790_cov_8.838114	bacteria	n/a
NODE_30_length_35266_cov_28.737440	bacteria	n/a
NODE_31_length_35261_cov_10.605749	archaea	n/a
NODE_32_length_34713_cov_16.761844	prokarya	n/a
NODE_33_length_34533_cov_8.180231	archaea	n/a
NODE_34_length_33985_cov_30.144032	bacteria	n/a
NODE_35_length_33826_cov_12.203636	archaea	n/a
NODE_36_length_33806_cov_10.714527	bacteria	n/a
NODE_37_length_32193_cov_5.332317	eukarya	n/a
NODE_38_length_31914_cov_6.526194	prokarya	n/a
NODE_39_length_31441_cov_25.166890	eukarya	n/a
NODE_40_length_31195_cov_11.808285	bacteria	n/a
NODE_41_length_31134_cov_9.523119	archaea	n/a
NODE_42_length_30308_cov_9.835091	archaea	n/a
NODE_43_length_30220_cov_6.901807	eukarya	n/a
NODE_44_length_30160_cov_12.969772	prokarya	n/a
NODE_45_length_30152_cov_12.133402	bacteria	n/a
NODE_46_length_30032_cov_12.864363	bacteria	n/a
NODE_47_length_29773_cov_9.717309	archaea	n/a
NODE_48_length_29750_cov_8.515306	bacteria	n/a
NODE_50_length_29575_cov_21.530488	unknown	n/a
NODE_51_length_29519_cov_8.181883	bacteria	n/a
NODE_52_length_29046_cov_23.468939	unknown	n/a
NODE_53_length_28954_cov_11.129001	bacteria	n/a
NODE_54_length_28838_cov_14.986624	bacteria	n/a
NODE_55_length_28672_cov_6.932872	eukarya	n/a
NODE_56_length_28632_cov_8.568499	bacteria	n/a
NODE_57_length_28606_cov_8.620118	bacteria	n/a
NODE_58_length_28494_cov_82.359506	eukarya	n/a
NODE_60_length_28270_cov_6.213433	eukarya	n/a
NODE_61_length_28016_cov_17.964594	eukarya	n/a
NODE_62_length_27700_cov_77.268403	eukarya	n/a
NODE_63_length_27664_cov_8.523815	bacteria	n/a
NODE_64_length_27511_cov_12.500401	unknown	n/a
NODE_65_length_27238_cov_16.954530	eukarya	n/a
NODE_66_length_26611_cov_10.771276	bacteria	n/a
NODE_67_length_26479_cov_6.791705	eukarya	n/a
NODE_68_length_26470_cov_6.281355	archaea	n/a
NODE_69_length_26362_cov_8.113772	bacteria	n/a
NODE_70_length_26348_cov_10.806032	archaea	n/a
NODE_71_length_26202_cov_16.223965	bacteria	n/a
NODE_72_length_25939_cov_7.033766	prokarya	n/a
NODE_73_length_25816_cov_15.998020	archaea	n/a
NODE_74_length_25814_cov_9.651112	bacteria	n/a
NODE_75_length_25778_cov_7.026397	archaea	n/a
NODE_76_length_25667_cov_9.201351	bacteria	n/a
NODE_77_length_25660_cov_15.631752	archaea	n/a
NODE_78_length_25627_cov_80.211599	eukarya	n/a
NODE_79_length_25500_cov_9.503989	bacteria	n/a
NODE_80_length_25441_cov_18.176042	bacteria	n/a
NODE_81_length_24859_cov_8.447670	bacteria	n/a
NODE_82_length_24856_cov_8.312286	archaea	n/a
NODE_83_length_24735_cov_23.086953	eukarya	n/a
NODE_84_length_24453_cov_14.578900	bacteria	n/a
NODE_85_length_24398_cov_14.498706	bacteria	n/a
NODE_86_length_23986_cov_9.642597	bacteria	n/a
NODE_87_length_23962_cov_13.745932	bacteria	n/a
NODE_88_length_23916_cov_76.643142	eukarya	n/a
NODE_89_length_23833_cov_6.939650	bacteria	n/a
NODE_90_length_23744_cov_8.164296	prokarya	n/a
NODE_91_length_23715_cov_15.079079	bacteria	n/a
NODE_92_length_23626_cov_8.650715	bacteria	n/a
NODE_93_length_23601_cov_6.952391	prokarya	n/a
NODE_94_length_23589_cov_6.129642	archaea	n/a
NODE_95_length_23575_cov_8.989116	bacteria	n/a
NODE_96_length_23531_cov_18.769254	bacteria	n/a
NODE_97_length_23325_cov_7.395058	archaea	n/a
NODE_98_length_23158_cov_7.186296	bacteria	n/a
NODE_99_length_22979_cov_7.220468	archaea	n/a
NODE_100_length_22951_cov_16.219383	bacteria	n/a
NODE_101_length_22902_cov_6.498096	archaea	n/a
NODE_103_length_22569_cov_6.426224	bacteria	n/a
NODE_104_length_22386_cov_9.853343	bacteria	n/a
NODE_105_length_22349_cov_6.757424	archaea	n/a
NODE_106_length_22272_cov_7.321105	bacteria	n/a
NODE_107_length_22259_cov_6.856783	bacteria	n/a
NODE_108_length_22189_cov_8.574275	bacteria	n/a
NODE_109_length_22152_cov_9.270715	unknown	n/a
NODE_110_length_22045_cov_83.060846	eukarya	n/a
NODE_111_length_22045_cov_7.065075	bacteria	n/a
NODE_112_length_22038_cov_5.305873	bacteria	n/a
NODE_113_length_21848_cov_8.778645	bacteria	n/a
NODE_114_length_21787_cov_5.736149	bacteria	n/a
NODE_115_length_21764_cov_5.790087	eukarya	n/a
NODE_116_length_21719_cov_15.517448	archaea	n/a
NODE_117_length_21434_cov_12.979793	archaea	n/a
NODE_118_length_21432_cov_10.727511	archaea	n/a
NODE_119_length_21356_cov_12.629923	archaea	n/a
NODE_120_length_21343_cov_12.555571	eukarya	n/a
NODE_121_length_21339_cov_6.988301	bacteria	n/a
NODE_122_length_21255_cov_7.244481	prokarya	n/a
NODE_123_length_21105_cov_7.001378	bacteria	n/a
NODE_124_length_20948_cov_7.889245	archaea	n/a
NODE_125_length_20890_cov_8.639789	bacteria	n/a
NODE_126_length_20869_cov_8.685596	bacteria	n/a
NODE_128_length_20712_cov_11.519921	archaea	n/a
NODE_129_length_20660_cov_12.362194	archaea	n/a
NODE_130_length_20659_cov_7.569695	bacteria	n/a
NODE_131_length_20603_cov_10.968367	archaea	n/a
NODE_132_length_20537_cov_10.006298	archaea	n/a
NODE_133_length_20417_cov_6.414596	eukarya	n/a
NODE_134_length_20360_cov_8.671953	prokarya	n/a
NODE_135_length_20325_cov_10.907499	archaea	n/a
NODE_136_length_20222_cov_8.334061	unknown	n/a
NODE_137_length_20029_cov_6.991789	bacteria	n/a
NODE_138_length_20019_cov_13.591715	archaea	n/a
NODE_139_length_19949_cov_5.576958	eukarya	n/a
NODE_140_length_19939_cov_6.992356	bacteria	n/a
NODE_141_length_19935_cov_12.160765	bacteria	n/a
NODE_142_length_19908_cov_10.912305	bacteria	n/a
NODE_143_length_19879_cov_6.032889	prokarya	n/a
NODE_144_length_19778_cov_11.071845	bacteria	n/a
NODE_145_length_19604_cov_9.904036	archaea	n/a
NODE_146_length_19554_cov_11.822299	archaea	n/a
NODE_147_length_19485_cov_11.305198	archaea	n/a
NODE_148_length_19445_cov_6.902630	prokarya	n/a
NODE_149_length_19411_cov_10.505218	archaea	n/a
NODE_150_length_19202_cov_4.176686	unknown	n/a
NODE_151_length_19199_cov_6.574175	bacteria	n/a
NODE_152_length_19161_cov_15.267455	archaea	n/a
NODE_153_length_19132_cov_9.067673	bacteria	n/a
NODE_154_length_19051_cov_10.185460	archaea	n/a
NODE_155_length_19033_cov_10.583465	archaea	n/a
NODE_156_length_18992_cov_9.275704	bacteria	n/a
NODE_157_length_18956_cov_5.979207	eukarya	n/a
NODE_158_length_18737_cov_9.305107	bacteria	n/a
