Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Durinskia_baltica-1269649at2759-D3	1	145	4	149	624	23.88	97.32
fungi-Penicillium_digitatum_Pd1-450058at2759-S1	2	163	0	163	2679	6.08	100.0
fungi-Meira_nashicola-814241at2759-S1	2	192	0	192	3963	4.84	100.0
fungi-Meira_nashicola-1275837at2759-S1	2	239	0	239	1002	23.85	100.0
fungi-Ochroconis_constricta_UM_578-1287094at2759-S1	1	108	0	108	633	17.06	100.0
fungi-Ochroconis_constricta_UM_578-734341at2759-S1	2	296	0	296	1122	26.38	100.0
fungi-Ochroconis_constricta_UM_578-1309031at2759-S1	2	263	2	265	2541	10.43	99.25
fungi-Ochroconis_constricta_UM_578-331411at2759-S1	1	149	0	149	4431	3.36	100.0
fungi-Ochroconis_constricta_UM_578-1258856at2759-S1	2	209	1	210	2478	8.47	99.52
fungi-Ochroconis_constricta_UM_578-1087488at2759-S1	1	138	0	138	3435	4.02	100.0
fungi-Ochroconis_constricta_UM_578-156083at2759-S1	2	57	1	58	7819	0.74	98.28
fungi-Ochroconis_constricta_UM_578-97116at2759-S1	2	164	0	164	3558	4.61	100.0
fungi-Ochroconis_constricta_UM_578-946128at2759-S1	2	188	2	190	1869	10.17	98.95
fungi-Ochroconis_constricta_UM_578-759498at2759-S1	2	195	0	195	2256	8.64	100.0
fungi-Ochroconis_constricta_UM_578-1112002at2759-D2	2	216	1	217	4740	4.58	99.54
fungi-Exophiala_xenobiotica-176625at2759-S1	2	248	0	248	3480	7.13	100.0
fungi-Exophiala_xenobiotica-708105at2759-S1	2	271	0	271	1473	18.4	100.0
fungi-Lecanicillium_sp_LEC01-549762at2759-S1	2	283	3	286	2148	13.31	98.95
fungi-Lecanicillium_sp_LEC01-179362at2759-S1	2	226	2	228	3924	5.81	99.12
fungi-Lecanicillium_sp_LEC01-383503at2759-S1	2	273	5	278	1512	18.39	98.2
