Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Lithomelissa_setosa-1545004at2759-S1	2	155	1	156	384	40.62	99.36
protist-Ancyromonas_sigmoides-1217666at2759-S1	2	188	2	190	786	24.17	98.95
other_MGCollapse_EASP3	2	163	5	168	13242	1.27	97.02
other_MGCollapse_EASP3-122	1	88	2	90	2856	3.15	97.78
protist-Bicosta_minor-39650at2759-S1	7	598	4	602	7035	8.56	99.34
protist-Bicosta_minor-156083at2759-S1	7	455	3	458	7609	6.02	99.34
protist-Bicosta_minor-160593at2759-S1	8	480	14	494	9441	5.23	97.17
protist-Bicosta_minor-261419at2759-S1	4	344	0	344	2946	11.68	100.0
protist-Bicosta_minor-551907at2759-S1	3	269	0	269	4434	6.07	100.0
protist-Bicosta_minor-582756at2759-S1	2	173	0	173	1629	10.62	100.0
protist-Bicosta_minor-621827at2759-S1	2	169	3	172	1551	11.09	98.26
protist-Bicosta_minor-679771at2759-S1	4	349	1	350	1191	29.39	99.71
protist-Bicosta_minor-855834at2759-S1	1	99	2	101	2208	4.57	98.02
protist-Bicosta_minor-923657at2759-S1	1	97	0	97	873	11.11	100.0
protist-Bicosta_minor-924753at2759-S1	3	203	1	204	1389	14.69	99.51
protist-Bicosta_minor-937686at2759-S1	3	279	0	279	1329	20.99	100.0
protist-Bicosta_minor-975557at2759-S1	2	166	2	168	1932	8.7	98.81
protist-Bicosta_minor-1018517at2759-S1	2	168	1	169	882	19.16	99.41
protist-Bicosta_minor-1076134at2759-S1	1	100	1	101	798	12.66	99.01
protist-Bicosta_minor-1108845at2759-S1	2	173	0	173	1428	12.11	100.0
protist-Bicosta_minor-1173229at2759-S1	1	72	0	72	1116	6.45	100.0
protist-Bicosta_minor-1269649at2759-S1	1	101	0	101	654	15.44	100.0
protist-Bicosta_minor-1287094at2759-S1	1	101	0	101	1326	7.62	100.0
protist-Bicosta_minor-1348942at2759-S1	4	343	2	345	2202	15.67	99.42
protist-Bicosta_minor-1355894at2759-S1	1	101	0	101	543	18.6	100.0
protist-Bicosta_minor-1377237at2759-S1	1	101	0	101	1089	9.27	100.0
protist-Bicosta_minor-1404162at2759-S1	1	101	0	101	1317	7.67	100.0
protist-Bicosta_minor-1430056at2759-S1	1	101	0	101	660	15.3	100.0
protist-Bicosta_minor-1538526at2759-S1	1	101	0	101	471	21.44	100.0
protist-Triparma_laevis-604979at2759-S1	1	101	0	101	1347	7.5	100.0
protist-Triparma_laevis-1421503at2759-S1	2	197	4	201	494	40.69	98.01
protist-Triparma_laevis-1626636at2759-S1	2	161	3	164	765	21.44	98.17
