Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
greenalgae-Chloropicon_roscoffensis-83779at2759-S1	3	270	3	273	1571	17.38	98.9
greenalgae-Chloropicon_roscoffensis-87842at2759-D2	1	85	0	85	3156	2.69	100.0
greenalgae-Chloropicon_roscoffensis-97116at2759-S1	11	777	4	781	3741	20.88	99.49
greenalgae-Chloropicon_roscoffensis-100698at2759-S1	14	947	5	952	2310	41.21	99.47
greenalgae-Chloropicon_roscoffensis-142542at2759-S1	30	1987	5	1992	6375	31.25	99.75
greenalgae-Chloropicon_roscoffensis-156083at2759-D1	6	517	2	519	8793	5.9	99.61
greenalgae-Chloropicon_roscoffensis-156083at2759-D2	7	640	2	642	8208	7.82	99.69
greenalgae-Chloropicon_roscoffensis-160593at2759-S1	24	1840	3	1843	7370	25.01	99.84
greenalgae-Chloropicon_roscoffensis-166920at2759-S1	5	439	6	445	3351	13.28	98.65
greenalgae-Chloropicon_roscoffensis-245208at2759-S1	18	1138	4	1142	3288	34.73	99.65
greenalgae-Chloropicon_roscoffensis-257318at2759-D1	6	514	3	517	1843	28.05	99.42
greenalgae-Chloropicon_roscoffensis-261328at2759-S1	8	619	9	628	2400	26.17	98.57
greenalgae-Chloropicon_roscoffensis-271586at2759-S1	14	1003	5	1008	2843	35.46	99.5
greenalgae-Chloropicon_roscoffensis-296129at2759-S1	6	588	3	591	2982	19.82	99.49
greenalgae-Chloropicon_roscoffensis-306227at2759-S1	2	171	1	172	2454	7.01	99.42
greenalgae-Chloropicon_roscoffensis-320059at2759-S1	6	481	5	486	1929	25.19	98.97
greenalgae-Chloropicon_roscoffensis-325552at2759-S1	19	1338	9	1347	1850	72.81	99.33
greenalgae-Chloropicon_roscoffensis-330169at2759-D2	2	175	1	176	2787	6.32	99.43
greenalgae-Chloropicon_roscoffensis-331411at2759-S1	1	100	0	100	2199	4.55	100.0
greenalgae-Chloropicon_roscoffensis-341721at2759-S1	4	356	1	357	2409	14.82	99.72
greenalgae-Chloropicon_roscoffensis-369837at2759-S1	12	1023	4	1027	2118	48.49	99.61
greenalgae-Chloropicon_roscoffensis-375960at2759-S1	6	468	6	474	1937	24.47	98.73
greenalgae-Chloropicon_roscoffensis-383503at2759-S1	10	674	7	681	1543	44.13	98.97
greenalgae-Chloropicon_roscoffensis-390348at2759-S1	9	799	3	802	3078	26.06	99.63
greenalgae-Chloropicon_roscoffensis-392369at2759-S1	2	167	2	169	1649	10.25	98.82
greenalgae-Chloropicon_roscoffensis-418107at2759-S1	4	342	1	343	1356	25.29	99.71
greenalgae-Chloropicon_roscoffensis-453044at2759-S1	2	175	1	176	1398	12.59	99.43
greenalgae-Chloropicon_roscoffensis-457861at2759-S1	2	198	1	199	840	23.69	99.5
greenalgae-Chloropicon_roscoffensis-513979at2759-S1	8	535	5	540	1827	29.56	99.07
greenalgae-Chloropicon_roscoffensis-543764at2759-S1	2	185	0	185	1565	11.82	100.0
greenalgae-Chloropicon_roscoffensis-549762at2759-S1	6	450	9	459	1797	25.54	98.04
greenalgae-Chloropicon_roscoffensis-551907at2759-S1	5	475	3	478	2843	16.81	99.37
greenalgae-Chloropicon_roscoffensis-570797at2759-S1	10	899	8	907	2446	37.08	99.12
greenalgae-Chloropicon_roscoffensis-582756at2759-S1	2	171	1	172	1561	11.02	99.42
greenalgae-Chloropicon_roscoffensis-598949at2759-S1	6	512	5	517	2643	19.56	99.03
greenalgae-Chloropicon_roscoffensis-604979at2759-S1	9	710	5	715	1893	37.77	99.3
greenalgae-Chloropicon_roscoffensis-625387at2759-S1	18	1294	10	1304	3483	37.44	99.23
greenalgae-Chloropicon_roscoffensis-664730at2759-S1	6	366	3	369	1239	29.78	99.19
greenalgae-Chloropicon_roscoffensis-671536at2759-S1	2	180	0	180	1488	12.1	100.0
greenalgae-Chloropicon_roscoffensis-673132at2759-S1	1	101	0	101	1260	8.02	100.0
greenalgae-Chloropicon_roscoffensis-674160at2759-S1	28	2014	22	2036	7594	26.81	98.92
greenalgae-Chloropicon_roscoffensis-679187at2759-S1	12	875	4	879	2514	34.96	99.54
greenalgae-Chloropicon_roscoffensis-679771at2759-S1	2	172	1	173	1167	14.82	99.42
greenalgae-Chloropicon_roscoffensis-692986at2759-S1	6	556	6	562	2364	23.77	98.93
