Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
other_MGCollapse_EASP3-11	2	170	1	171	7437	2.3	99.42
other_MGCollapse_EASP3-12	1	101	0	101	7383	1.37	100.0
other_MGCollapse_EASP3	3	248	1	249	13242	1.88	99.6
other_MGCollapse_EASP3-1	1	79	4	83	11112	0.75	95.18
other_MGCollapse_EASP3-52	2	182	3	185	4224	4.38	98.38
other_MGCollapse_EASP3-25	3	282	8	290	6081	4.77	97.24
other_MGCollapse_EASP3-94	2	166	1	167	3219	5.19	99.4
other_MGCollapse_EASP3-23	5	248	5	253	6474	3.91	98.02
greenalgae-Micromonas_pusilla-296129at2759-S1	2	181	7	188	4479	4.2	96.28
greenalgae-Micromonas_pusilla-299766at2759-S1	4	352	6	358	3372	10.62	98.32
other_MGCollapse_EASP3-46	1	88	2	90	4623	1.95	97.78
greenalgae-Micromonas_pusilla-320059at2759-S1	2	152	4	156	1641	9.51	97.44
other_MGCollapse_EASP3-59	2	186	2	188	4011	4.69	98.94
other_MGCollapse_EASP3-223	2	152	1	153	1980	7.73	99.35
other_MGCollapse_EASP3-4	2	169	5	174	8164	2.13	97.13
greenalgae-Micromonas_pusilla-392369at2759-S1	2	164	3	167	1638	10.2	98.2
other_MGCollapse_EASP3-111	1	81	2	83	2940	2.82	97.59
other_MGCollapse_EASP3-164	3	265	1	266	2376	11.2	99.62
other_MGCollapse_EASP3-288	1	86	0	86	1599	5.38	100.0
other_MGCollapse_EASP3-340	2	163	3	166	1428	11.62	98.19
other_MGCollapse_EASP3-2	2	178	3	181	9513	1.9	98.34
other_MGCollapse_EASP3-91	1	85	3	88	3279	2.68	96.59
other_MGCollapse_EASP3-228	3	228	3	231	1917	12.05	98.7
other_MGCollapse_EASP3-397	2	141	1	142	1251	11.35	99.3
other_MGCollapse_EASP3-509	1	98	3	101	933	10.83	97.03
other_MGCollapse_EASP3-264	2	181	3	184	1695	10.86	98.37
other_MGCollapse_EASP3-116	2	181	1	182	2889	6.3	99.45
greenalgae-Micromonas_pusilla-898782at2759-D2	2	161	5	166	1659	10.01	96.99
other_MGCollapse_EASP3-199	4	354	7	361	2154	16.76	98.06
greenalgae-Micromonas_pusilla-911863at2759-S1	1	87	3	90	1176	7.65	96.67
other_MGCollapse_EASP3-415	1	85	0	85	1197	7.1	100.0
other_MGCollapse_EASP3-345	3	274	4	278	1416	19.63	98.56
other_MGCollapse_EASP3-231	3	258	5	263	1905	13.81	98.1
other_MGCollapse_EASP3-203	2	170	3	173	2133	8.11	98.27
greenalgae-Micromonas_pusilla-1079130at2759-S1	1	82	1	83	1413	5.87	98.8
other_MGCollapse_EASP3-204	1	83	1	84	2127	3.95	98.81
other_MGCollapse_EASP3-407	3	272	6	278	1227	22.66	97.84
other_MGCollapse_EASP3-553	1	81	2	83	843	9.85	97.59
other_MGCollapse_EASP3-100	2	177	5	182	3123	5.83	97.25
other_MGCollapse_EASP3-481	2	167	6	173	1002	17.27	96.53
other_MGCollapse_EASP3-9	2	193	0	193	7767	2.48	100.0
greenalgae-Micromonas_pusilla-1322299at2759-S1	5	436	8	444	1791	24.79	98.2
greenalgae-Micromonas_pusilla-1324510at2759-S1	2	166	4	170	1458	11.66	97.65
other_MGCollapse_EASP3-224	2	180	0	180	1965	9.16	100.0
other_MGCollapse_EASP3-152	4	349	7	356	2547	13.98	98.03
other_MGCollapse_EASP3-403	2	190	4	194	1236	15.7	97.94
greenalgae-Micromonas_pusilla-1405146at2759-S1	1	85	5	90	678	13.27	94.44
other_MGCollapse_EASP3-674	2	176	5	181	543	33.33	97.24
other_MGCollapse_EASP3-182	2	177	5	182	2235	8.14	97.25
other_MGCollapse_EASP3-617	1	96	0	96	648	14.81	100.0
other_MGCollapse_EASP3-712	2	187	1	188	396	47.47	99.47
greenalgae-Chloropicon_roscoffensis-83779at2759-S1	2	165	0	165	1571	10.5	100.0
greenalgae-Chloropicon_roscoffensis-97116at2759-S1	6	538	0	538	3741	14.38	100.0
greenalgae-Chloropicon_roscoffensis-100698at2759-S1	2	181	0	181	2310	7.84	100.0
greenalgae-Chloropicon_roscoffensis-142542at2759-S1	3	286	1	287	6375	4.5	99.65
greenalgae-Chloropicon_roscoffensis-160593at2759-S1	18	1416	3	1419	7370	19.25	99.79
greenalgae-Chloropicon_roscoffensis-166920at2759-S1	14	834	2	836	3351	24.95	99.76
greenalgae-Chloropicon_roscoffensis-245208at2759-S1	5	378	0	378	3288	11.5	100.0
greenalgae-Chloropicon_roscoffensis-257318at2759-D1	2	161	1	162	1843	8.79	99.38
greenalgae-Chloropicon_roscoffensis-261328at2759-S1	1	95	0	95	2400	3.96	100.0
greenalgae-Chloropicon_roscoffensis-271586at2759-S1	6	520	1	521	2843	18.33	99.81
greenalgae-Chloropicon_roscoffensis-296129at2759-S1	2	173	0	173	2982	5.8	100.0
greenalgae-Chloropicon_roscoffensis-306227at2759-S1	1	91	2	93	2454	3.79	97.85
greenalgae-Chloropicon_roscoffensis-320059at2759-S1	4	356	1	357	1929	18.51	99.72
greenalgae-Chloropicon_roscoffensis-330169at2759-D2	4	267	1	268	2787	9.62	99.63
greenalgae-Chloropicon_roscoffensis-331411at2759-S1	3	259	0	259	2199	11.78	100.0
greenalgae-Chloropicon_roscoffensis-341721at2759-S1	12	743	1	744	2409	30.88	99.87
greenalgae-Chloropicon_roscoffensis-355408at2759-S1	4	256	0	256	2125	12.05	100.0
greenalgae-Chloropicon_roscoffensis-375960at2759-S1	2	175	0	175	1937	9.03	100.0
greenalgae-Chloropicon_roscoffensis-392369at2759-S1	5	423	2	425	1649	25.77	99.53
greenalgae-Chloropicon_roscoffensis-418107at2759-S1	2	198	0	198	1356	14.6	100.0
greenalgae-Chloropicon_roscoffensis-453044at2759-S1	2	160	0	160	1398	11.44	100.0
greenalgae-Chloropicon_roscoffensis-513979at2759-S1	2	176	0	176	1827	9.63	100.0
greenalgae-Chloropicon_roscoffensis-543764at2759-S1	2	174	0	174	1565	11.12	100.0
greenalgae-Chloropicon_roscoffensis-551907at2759-S1	5	470	0	470	2843	16.53	100.0
greenalgae-Chloropicon_roscoffensis-570797at2759-S1	1	95	1	96	2446	3.92	98.96
greenalgae-Chloropicon_roscoffensis-598949at2759-S1	4	283	2	285	2643	10.78	99.3
greenalgae-Chloropicon_roscoffensis-604979at2759-S1	1	98	1	99	1893	5.23	98.99
greenalgae-Chloropicon_roscoffensis-625387at2759-S1	4	318	0	318	3483	9.13	100.0
greenalgae-Chloropicon_roscoffensis-664730at2759-S1	6	371	0	371	1239	29.94	100.0
greenalgae-Chloropicon_roscoffensis-674160at2759-S1	11	934	0	934	7594	12.3	100.0
greenalgae-Chloropicon_roscoffensis-679187at2759-S1	1	91	2	93	2514	3.7	97.85
greenalgae-Chloropicon_roscoffensis-679771at2759-S1	4	332	1	333	1167	28.53	99.7
greenalgae-Chloropicon_roscoffensis-692986at2759-S1	2	168	3	171	2364	7.23	98.25
greenalgae-Chloropicon_roscoffensis-708105at2759-S1	2	131	1	132	1248	10.58	99.24
greenalgae-Chloropicon_roscoffensis-722805at2759-S1	2	184	2	186	2692	6.91	98.92
greenalgae-Chloropicon_roscoffensis-736068at2759-S1	2	200	0	200	3393	5.89	100.0
greenalgae-Chloropicon_roscoffensis-751335at2759-S1	2	171	2	173	1464	11.82	98.84
greenalgae-Chloropicon_roscoffensis-759498at2759-S1	4	225	1	226	2556	8.84	99.56
greenalgae-Chloropicon_roscoffensis-768809at2759-S1	1	98	0	98	1326	7.39	100.0
greenalgae-Chloropicon_roscoffensis-774318at2759-S1	4	331	1	332	1308	25.38	99.7
greenalgae-Chloropicon_roscoffensis-814241at2759-S1	6	347	3	350	1413	24.77	99.14
greenalgae-Chloropicon_roscoffensis-834694at2759-S1	3	277	1	278	1840	15.11	99.64
greenalgae-Chloropicon_roscoffensis-844748at2759-S1	1	85	1	86	1420	6.06	98.84
greenalgae-Chloropicon_roscoffensis-858842at2759-D2	2	172	0	172	1626	10.58	100.0
greenalgae-Chloropicon_roscoffensis-891751at2759-S1	2	165	1	166	1611	10.3	99.4
greenalgae-Chloropicon_roscoffensis-898782at2759-S1	2	159	0	159	1521	10.45	100.0
greenalgae-Chloropicon_roscoffensis-917326at2759-S1	2	171	1	172	1848	9.31	99.42
greenalgae-Chloropicon_roscoffensis-918816at2759-S1	6	521	9	530	1392	38.07	98.3
greenalgae-Chloropicon_roscoffensis-919955at2759-S1	3	269	0	269	1254	21.45	100.0
greenalgae-Chloropicon_roscoffensis-923657at2759-S1	2	168	3	171	1204	14.2	98.25
greenalgae-Chloropicon_roscoffensis-924753at2759-S1	1	88	0	88	1608	5.47	100.0
greenalgae-Chloropicon_roscoffensis-931188at2759-S1	3	267	0	267	1960	13.62	100.0
greenalgae-Chloropicon_roscoffensis-944899at2759-S1	2	179	0	179	1119	16.0	100.0
greenalgae-Chloropicon_roscoffensis-975158at2759-S1	2	184	1	185	1389	13.32	99.46
