Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
greenalgae-Tetraselmis_striata-734341at2759-S1	4	389	8	397	3993	9.94	97.98
fungi-Debaryomyces_hansenii_CBS767-160593at2759-S1	2	138	3	141	8043	1.75	97.87
fungi-Debaryomyces_hansenii_CBS767-453044at2759-S1	2	189	0	189	1500	12.6	100.0
fungi-Malassezia_restricta-325552at2759-S1	2	152	2	154	6468	2.38	98.7
fungi-Malassezia_restricta-271586at2759-S1	2	173	1	174	4947	3.52	99.43
fungi-Malassezia_restricta-974865at2759-S1	2	177	2	179	1077	16.62	98.88
fungi-Malassezia_restricta-598949at2759-S1	2	190	3	193	6072	3.18	98.45
fungi-Malassezia_restricta-1364586at2759-S1	1	96	0	96	732	13.11	100.0
fungi-Malassezia_restricta-1593937at2759-S1	2	153	0	153	4866	3.14	100.0
fungi-Malassezia_restricta-97116at2759-S1	2	119	0	119	8736	1.36	100.0
fungi-Malassezia_restricta-1220881at2759-S1	2	200	2	202	1077	18.76	99.01
fungi-Malassezia_restricta-1269244at2759-S1	2	136	1	137	1908	7.18	99.27
fungi-Malassezia_restricta-905026at2759-S1	2	201	1	202	3951	5.11	99.5
fungi-Malassezia_restricta-777920at2759-S1	2	121	1	122	1947	6.27	99.18
fungi-Malassezia_restricta-671846at2759-S1	2	181	0	181	2205	8.21	100.0
fungi-Malassezia_restricta-1258856at2759-S1	1	98	0	98	2484	3.95	100.0
fungi-Malassezia_restricta-450058at2759-S1	1	98	0	98	3684	2.66	100.0
fungi-Malassezia_restricta-1588798at2759-S1	1	101	0	101	912	11.07	100.0
fungi-Malassezia_restricta-976469at2759-S1	1	99	0	99	1179	8.4	100.0
fungi-Malassezia_restricta-674160at2759-S1	2	104	0	104	7509	1.39	100.0
fungi-Malassezia_restricta-679187at2759-S1	2	149	0	149	2529	5.89	100.0
fungi-Malassezia_restricta-891751at2759-S1	2	150	0	150	1989	7.54	100.0
fungi-Malassezia_restricta-306227at2759-S1	2	198	3	201	2316	8.68	98.51
fungi-Malassezia_restricta-1182451at2759-S1	1	96	0	96	1002	9.58	100.0
fungi-Malassezia_restricta-722805at2759-S1	2	109	0	109	2694	4.05	100.0
fungi-Candida_parapsilosis-944899at2759-S1	2	87	0	87	1092	7.97	100.0
fungi-Candida_parapsilosis-1312453at2759-S1	2	200	2	202	4593	4.4	99.01
