Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
greenalgae-Chloropicon_roscoffensis-142542at2759-S1	2	181	0	181	6375	2.84	100.0
greenalgae-Chloropicon_roscoffensis-330169at2759-D2	2	169	1	170	2787	6.1	99.41
greenalgae-Chloropicon_roscoffensis-751335at2759-S1	2	174	1	175	1464	11.95	99.43
greenalgae-Chloropicon_roscoffensis-981902at2759-D1	2	180	2	182	1238	14.7	98.9
greenalgae-Chloropicon_roscoffensis-1428854at2759-S1	2	165	2	167	2415	6.92	98.8
protist-Phaeocystis_antarctica-156083at2759-S1	7	543	8	551	6843	8.05	98.55
protist-Phaeocystis_antarctica-245208at2759-S1	3	260	9	269	3768	7.14	96.65
protist-Phaeocystis_antarctica-290630at2759-S1	1	85	2	87	2753	3.16	97.7
protist-Phaeocystis_antarctica-293315at2759-S1	1	78	3	81	4520	1.79	96.3
protist-Phaeocystis_antarctica-355408at2759-S1	22	810	24	834	2007	41.55	97.12
protist-Phaeocystis_antarctica-388820at2759-D1	10	366	11	377	2913	12.94	97.08
protist-Phaeocystis_antarctica-621827at2759-D1	18	826	25	851	1671	50.93	97.06
protist-Phaeocystis_antarctica-855834at2759-S1	1	77	3	80	1747	4.58	96.25
protist-Phaeocystis_antarctica-919955at2759-S1	7	299	10	309	1167	26.48	96.76
protist-Phaeocystis_antarctica-937686at2759-S1	11	472	13	485	1411	34.37	97.32
protist-Phaeocystis_antarctica-1049599at2759-S1	10	239	4	243	1467	16.56	98.35
protist-Phaeocystis_antarctica-1079827at2759-S1	6	219	10	229	786	29.13	95.63
protist-Phaeocystis_antarctica-1173229at2759-S1	1	98	3	101	1207	8.37	97.03
protist-Phaeocystis_antarctica-1266231at2759-S1	1	86	3	89	764	11.65	96.63
protist-Phaeocystis_antarctica-1322299at2759-S1	7	300	11	311	1865	16.68	96.46
protist-Phaeocystis_antarctica-1346165at2759-S1	3	112	3	115	1305	8.81	97.39
protist-Phaeocystis_antarctica-1348942at2759-S1	5	349	13	362	1149	31.51	96.41
protist-Phaeocystis_antarctica-1380409at2759-D2	1	92	3	95	1319	7.2	96.84
protist-Phaeocystis_antarctica-1382842at2759-S1	1	99	2	101	710	14.23	98.02
protist-Phaeocystis_antarctica-1432328at2759-S1	2	108	3	111	915	12.13	97.3
protist-Phaeocystis_antarctica-1479417at2759-S1	17	799	27	826	1875	44.05	96.73
protist-Phaeocystis_antarctica-1488235at2759-S1	5	271	8	279	534	52.25	97.13
protist-Phaeocystis_antarctica-1567796at2759-S1	2	165	4	169	583	28.99	97.63
greenalgae-Chloropicon_mariensis-100698at2759-S1	1	101	0	101	2427	4.16	100.0
greenalgae-Chloropicon_mariensis-142542at2759-S1	11	947	0	947	5965	15.88	100.0
greenalgae-Chloropicon_mariensis-156083at2759-S1	11	946	11	957	7004	13.66	98.85
greenalgae-Chloropicon_mariensis-179362at2759-S1	6	516	1	517	3219	16.06	99.81
greenalgae-Chloropicon_mariensis-257318at2759-S1	1	87	0	87	1875	4.64	100.0
greenalgae-Chloropicon_mariensis-261328at2759-S1	1	101	0	101	2214	4.56	100.0
greenalgae-Chloropicon_mariensis-271586at2759-S1	4	336	0	336	2622	12.81	100.0
greenalgae-Chloropicon_mariensis-306227at2759-S1	5	428	0	428	2345	18.25	100.0
greenalgae-Chloropicon_mariensis-341721at2759-S1	2	176	0	176	2581	6.82	100.0
greenalgae-Chloropicon_mariensis-355408at2759-S1	7	601	1	602	2058	29.25	99.83
greenalgae-Chloropicon_mariensis-369837at2759-S1	6	387	3	390	2178	17.91	99.23
greenalgae-Chloropicon_mariensis-375960at2759-S1	4	340	1	341	2798	12.19	99.71
greenalgae-Chloropicon_mariensis-383503at2759-S1	7	471	1	472	1554	30.37	99.79
greenalgae-Chloropicon_mariensis-390348at2759-S1	13	1052	2	1054	3096	34.04	99.81
greenalgae-Chloropicon_mariensis-392369at2759-S1	6	509	1	510	1644	31.02	99.8
greenalgae-Chloropicon_mariensis-418107at2759-S1	5	444	1	445	1380	32.25	99.78
greenalgae-Chloropicon_mariensis-426305at2759-S1	2	172	0	172	2193	7.84	100.0
greenalgae-Chloropicon_mariensis-570797at2759-S1	8	368	0	368	2373	15.51	100.0
greenalgae-Chloropicon_mariensis-598949at2759-S1	6	414	0	414	2583	16.03	100.0
greenalgae-Chloropicon_mariensis-621827at2759-S1	2	175	0	175	1677	10.44	100.0
greenalgae-Chloropicon_mariensis-625387at2759-S1	10	713	4	717	3690	19.43	99.44
greenalgae-Chloropicon_mariensis-671536at2759-S1	2	168	0	168	1494	11.24	100.0
greenalgae-Chloropicon_mariensis-679187at2759-S1	4	340	1	341	2244	15.2	99.71
greenalgae-Chloropicon_mariensis-708105at2759-S1	3	270	0	270	1370	19.71	100.0
greenalgae-Chloropicon_mariensis-720340at2759-S1	6	368	0	368	1713	21.48	100.0
greenalgae-Chloropicon_mariensis-734666at2759-S1	8	619	2	621	1689	36.77	99.68
greenalgae-Chloropicon_mariensis-774318at2759-S1	4	264	2	266	1324	20.09	99.25
greenalgae-Chloropicon_mariensis-814241at2759-S1	6	507	2	509	1517	33.55	99.61
greenalgae-Chloropicon_mariensis-834694at2759-S1	2	169	0	169	2235	7.56	100.0
greenalgae-Chloropicon_mariensis-836599at2759-S1	4	355	2	357	1647	21.68	99.44
greenalgae-Chloropicon_mariensis-844748at2759-S1	1	101	0	101	1323	7.63	100.0
greenalgae-Chloropicon_mariensis-858842at2759-S1	2	179	0	179	1614	11.09	100.0
greenalgae-Chloropicon_mariensis-866359at2759-S1	1	101	0	101	1007	10.03	100.0
greenalgae-Chloropicon_mariensis-898782at2759-S1	5	450	0	450	1797	25.04	100.0
greenalgae-Chloropicon_mariensis-917326at2759-S1	4	342	3	345	1819	18.97	99.13
greenalgae-Chloropicon_mariensis-919955at2759-S1	2	177	0	177	1254	14.11	100.0
greenalgae-Chloropicon_mariensis-937686at2759-S1	7	596	2	598	1473	40.6	99.67
greenalgae-Chloropicon_mariensis-944899at2759-S1	2	168	1	169	1212	13.94	99.41
greenalgae-Chloropicon_mariensis-946128at2759-S1	2	169	0	169	1725	9.8	100.0
greenalgae-Chloropicon_mariensis-976469at2759-S1	6	506	2	508	1077	47.17	99.61
greenalgae-Chloropicon_mariensis-1001705at2759-S1	4	351	0	351	1473	23.83	100.0
greenalgae-Chloropicon_mariensis-1003258at2759-S1	2	177	1	178	1254	14.19	99.44
greenalgae-Chloropicon_mariensis-1010730at2759-S1	3	267	2	269	1320	20.38	99.26
greenalgae-Chloropicon_mariensis-1019762at2759-S1	4	314	0	314	1773	17.71	100.0
greenalgae-Chloropicon_mariensis-1025450at2759-D1	2	192	1	193	1432	13.48	99.48
greenalgae-Chloropicon_mariensis-1032689at2759-S1	2	162	0	162	1251	12.95	100.0
greenalgae-Chloropicon_mariensis-1051021at2759-S1	2	172	0	172	1593	10.8	100.0
greenalgae-Chloropicon_mariensis-1079130at2759-S1	3	268	1	269	1374	19.58	99.63
greenalgae-Chloropicon_mariensis-1085752at2759-S1	2	165	1	166	1720	9.65	99.4
greenalgae-Chloropicon_mariensis-1096688at2759-S1	4	197	1	198	1065	18.59	99.49
greenalgae-Chloropicon_mariensis-1138059at2759-S1	2	169	1	170	873	19.47	99.41
greenalgae-Chloropicon_mariensis-1161199at2759-S1	2	154	2	156	891	17.51	98.72
greenalgae-Chloropicon_mariensis-1173229at2759-S1	1	76	0	76	1206	6.3	100.0
greenalgae-Chloropicon_mariensis-1178688at2759-S1	2	170	0	170	810	20.99	100.0
greenalgae-Chloropicon_mariensis-1193442at2759-S1	8	553	1	554	1392	39.8	99.82
greenalgae-Chloropicon_mariensis-1200489at2759-S1	3	301	1	302	600	50.33	99.67
greenalgae-Chloropicon_mariensis-1217666at2759-S1	5	446	1	447	1140	39.21	99.78
greenalgae-Chloropicon_mariensis-1228942at2759-S1	2	175	0	175	876	19.98	100.0
greenalgae-Chloropicon_mariensis-1236198at2759-S1	2	175	0	175	708	24.72	100.0
greenalgae-Chloropicon_mariensis-1257440at2759-S1	1	101	0	101	555	18.2	100.0
greenalgae-Chloropicon_mariensis-1269649at2759-S1	2	178	1	179	705	25.39	99.44
greenalgae-Chloropicon_mariensis-1287094at2759-S1	1	101	0	101	645	15.66	100.0
greenalgae-Chloropicon_mariensis-1364586at2759-S1	1	101	0	101	772	13.08	100.0
greenalgae-Chloropicon_mariensis-1379600at2759-S1	4	343	1	344	2442	14.09	99.71
greenalgae-Chloropicon_mariensis-1428854at2759-S1	6	513	1	514	2499	20.57	99.81
greenalgae-Chloropicon_mariensis-1432328at2759-S1	3	270	0	270	945	28.57	100.0
greenalgae-Chloropicon_mariensis-1442062at2759-S1	8	679	3	682	2418	28.21	99.56
greenalgae-Chloropicon_mariensis-1474000at2759-S1	2	175	0	175	1002	17.47	100.0
greenalgae-Chloropicon_mariensis-1488235at2759-S1	2	164	2	166	558	29.75	98.8
greenalgae-Chloropicon_mariensis-1567796at2759-S1	2	158	0	158	564	28.01	100.0
greenalgae-Chloropicon_mariensis-1576404at2759-S1	4	291	1	292	816	35.78	99.66
greenalgae-Chloropicon_mariensis-1623701at2759-S1	2	167	2	169	507	33.33	98.82
protist-Gephyrocapsa_oceanica-156083at2759-S1	2	104	0	104	7080	1.47	100.0
protist-Gephyrocapsa_oceanica-257318at2759-S1	2	174	1	175	1792	9.77	99.43
protist-Gephyrocapsa_oceanica-1275837at2759-S1	2	173	1	174	981	17.74	99.43
protist-Triparma_pacifica-39650at2759-S1	5	437	0	437	6113	7.15	100.0
protist-Triparma_pacifica-87842at2759-S1	3	266	0	266	3178	8.37	100.0
protist-Triparma_pacifica-97116at2759-S1	2	170	0	170	3611	4.71	100.0
protist-Triparma_pacifica-156083at2759-S1	5	460	1	461	7408	6.22	99.78
protist-Triparma_pacifica-160593at2759-S1	9	785	3	788	7036	11.2	99.62
protist-Triparma_pacifica-179362at2759-S1	2	171	0	171	3996	4.28	100.0
protist-Triparma_pacifica-245208at2759-S1	4	355	0	355	3770	9.42	100.0
protist-Triparma_pacifica-257318at2759-S1	3	263	1	264	1906	13.85	99.62
protist-Triparma_pacifica-271586at2759-S1	1	101	0	101	2886	3.5	100.0
protist-Triparma_pacifica-396755at2759-S1	2	175	0	175	3248	5.39	100.0
protist-Triparma_pacifica-513979at2759-S1	5	425	0	425	1675	25.37	100.0
protist-Triparma_pacifica-543764at2759-S1	2	169	0	169	1430	11.82	100.0
protist-Triparma_pacifica-598949at2759-S1	6	383	0	383	3437	11.14	100.0
protist-Triparma_pacifica-671536at2759-D2	1	74	0	74	1548	4.78	100.0
protist-Triparma_pacifica-777920at2759-S1	1	97	1	98	1673	5.86	98.98
protist-Triparma_pacifica-817008at2759-S1	2	188	0	188	1347	13.96	100.0
protist-Triparma_pacifica-834694at2759-S1	3	274	0	274	1928	14.21	100.0
protist-Triparma_pacifica-1001705at2759-S1	7	630	3	633	4044	15.65	99.53
protist-Triparma_pacifica-1248958at2759-S1	3	270	1	271	2719	9.97	99.63
protist-Triparma_pacifica-1287401at2759-S1	1	96	0	96	617	15.56	100.0
protist-Triparma_pacifica-1314980at2759-D2	6	522	3	525	2858	18.37	99.43
protist-Triparma_pacifica-1379600at2759-S1	2	202	0	202	2337	8.64	100.0
protist-Triparma_pacifica-1404162at2759-S1	3	268	5	273	2101	12.99	98.17
protist-Triparma_pacifica-1405073at2759-S1	1	100	1	101	553	18.26	99.01
protist-Triparma_pacifica-1434266at2759-S1	4	267	1	268	813	32.96	99.63
protist-Triparma_pacifica-1450538at2759-S1	1	100	0	100	965	10.36	100.0
protist-Triparma_pacifica-1490022at2759-S1	1	100	0	100	899	11.12	100.0
protist-Triparma_pacifica-1504863at2759-S1	2	168	0	168	486	34.57	100.0
protist-Triparma_pacifica-1576404at2759-S1	3	253	1	254	765	33.2	99.61
protist-Pelagomonas_calceolata-179362at2759-S1	1	101	0	101	4326	2.33	100.0
protist-Pelagomonas_calceolata-245208at2759-S1	13	463	17	480	4101	11.7	96.46
protist-Pelagomonas_calceolata-290630at2759-S1	3	110	4	114	2508	4.55	96.49
protist-Pelagomonas_calceolata-293315at2759-S1	4	353	9	362	4629	7.82	97.51
protist-Pelagomonas_calceolata-330169at2759-S1	21	875	38	913	1518	60.14	95.84
protist-Pelagomonas_calceolata-383503at2759-S1	1	97	4	101	1477	6.84	96.04
protist-Pelagomonas_calceolata-491869at2759-D1	6	204	7	211	1303	16.19	96.68
protist-Pelagomonas_calceolata-598949at2759-S1	3	141	7	148	3075	4.81	95.27
protist-Pelagomonas_calceolata-625387at2759-D1	10	234	5	239	3873	6.17	97.91
protist-Pelagomonas_calceolata-720340at2759-S1	1	99	1	100	1197	8.35	99.0
protist-Pelagomonas_calceolata-734666at2759-S1	2	99	1	100	1540	6.49	99.0
protist-Pelagomonas_calceolata-736068at2759-S1	6	188	6	194	1443	13.44	96.91
protist-Pelagomonas_calceolata-814241at2759-D1	13	363	12	375	1460	25.68	96.8
protist-Pelagomonas_calceolata-817008at2759-S1	2	121	3	124	1939	6.4	97.58
protist-Pelagomonas_calceolata-834694at2759-S1	87	1318	38	1356	1854	73.14	97.2
protist-Pelagomonas_calceolata-836599at2759-S1	2	172	6	178	1476	12.06	96.63
protist-Pelagomonas_calceolata-858842at2759-S1	1	94	3	97	1328	7.3	96.91
protist-Pelagomonas_calceolata-866359at2759-S1	2	137	6	143	1032	13.86	95.8
protist-Pelagomonas_calceolata-924753at2759-S1	165	1365	56	1421	1421	100.0	96.06
protist-Pelagomonas_calceolata-931188at2759-S1	3	270	3	273	2145	12.73	98.9
protist-Pelagomonas_calceolata-937275at2759-S1	7	573	5	578	1884	30.68	99.13
protist-Pelagomonas_calceolata-937686at2759-S1	5	119	3	122	1330	9.17	97.54
protist-Pelagomonas_calceolata-956854at2759-S1	16	247	18	265	981	27.01	93.21
protist-Pelagomonas_calceolata-975557at2759-S1	1	98	3	101	2133	4.74	97.03
protist-Pelagomonas_calceolata-1014314at2759-S1	5	323	8	331	1069	30.96	97.58
protist-Pelagomonas_calceolata-1157302at2759-S1	1	101	0	101	747	13.52	100.0
protist-Pelagomonas_calceolata-1161199at2759-S1	4	209	6	215	945	22.75	97.21
protist-Pelagomonas_calceolata-1194691at2759-S1	5	170	6	176	1156	15.22	96.59
protist-Pelagomonas_calceolata-1217666at2759-S1	1	100	1	101	813	12.42	99.01
protist-Pelagomonas_calceolata-1249159at2759-S1	3	181	9	190	597	31.83	95.26
protist-Pelagomonas_calceolata-1257440at2759-D1	1	98	3	101	1122	9.0	97.03
protist-Pelagomonas_calceolata-1275837at2759-S1	1	98	3	101	1044	9.67	97.03
protist-Pelagomonas_calceolata-1370304at2759-S1	4	335	11	346	2204	15.7	96.82
protist-Pelagomonas_calceolata-1377237at2759-S1	18	644	22	666	933	71.38	96.7
protist-Pelagomonas_calceolata-1379600at2759-S1	13	1011	3	1014	2437	41.61	99.7
protist-Pelagomonas_calceolata-1405073at2759-S1	7	171	9	180	543	33.15	95.0
protist-Pelagomonas_calceolata-1421503at2759-S1	1	99	1	100	642	15.58	99.0
protist-Pelagomonas_calceolata-1430056at2759-S1	2	157	7	164	627	26.16	95.73
protist-Pelagomonas_calceolata-1474000at2759-S1	10	718	1	719	1038	69.27	99.86
protist-Pelagomonas_calceolata-1488235at2759-S1	3	266	9	275	534	51.5	96.73
