Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
protist-Lithomelissa_setosa-1545004at2759-S1	1	90	1	91	384	23.7	98.9
other_MGCollapse_EASP3-11	3	265	2	267	7437	3.59	99.25
other_MGCollapse_EASP3-12	7	644	11	655	7383	8.87	98.32
other_MGCollapse_EASP3	15	1204	19	1223	13242	9.24	98.45
other_MGCollapse_EASP3-1	16	1143	32	1175	11112	10.57	97.28
other_MGCollapse_EASP3-56	2	169	4	173	4050	4.27	97.69
other_MGCollapse_EASP3-93	12	1014	16	1030	3261	31.59	98.45
other_MGCollapse_EASP3-52	3	213	4	217	4224	5.14	98.16
other_MGCollapse_EASP3-67	9	804	7	811	3855	21.04	99.14
other_MGCollapse_EASP3-60	2	167	5	172	3993	4.31	97.09
other_MGCollapse_EASP3-25	8	691	14	705	6081	11.59	98.01
other_MGCollapse_EASP3-94	4	381	11	392	3219	12.18	97.19
other_MGCollapse_EASP3-23	6	525	9	534	6474	8.25	98.31
greenalgae-Micromonas_pusilla-296129at2759-S1	5	488	10	498	4479	11.12	97.99
other_MGCollapse_EASP3-46	6	452	10	462	4623	9.99	97.84
other_MGCollapse_EASP3-98	2	164	6	170	3186	5.34	96.47
other_MGCollapse_EASP3-59	1	90	0	90	4011	2.24	100.0
other_MGCollapse_EASP3-36	3	257	8	265	4998	5.3	96.98
other_MGCollapse_EASP3-122	4	356	6	362	2856	12.68	98.34
greenalgae-Micromonas_pusilla-345441at2759-S1	4	261	6	267	4833	5.52	97.75
other_MGCollapse_EASP3-197	4	308	8	316	2172	14.55	97.47
greenalgae-Micromonas_pusilla-369837at2759-S1	3	278	6	284	3711	7.65	97.89
other_MGCollapse_EASP3-4	8	632	14	646	8164	7.91	97.83
greenalgae-Micromonas_pusilla-390348at2759-S1	6	361	7	368	3105	11.85	98.1
greenalgae-Micromonas_pusilla-392369at2759-S1	3	260	2	262	1638	16.0	99.24
other_MGCollapse_EASP3-31	14	1075	16	1091	5511	19.8	98.53
other_MGCollapse_EASP3-359	6	517	10	527	1380	38.19	98.1
other_MGCollapse_EASP3-364	3	121	0	121	1368	8.85	100.0
other_MGCollapse_EASP3-225	1	88	1	89	1944	4.58	98.88
other_MGCollapse_EASP3-329	2	177	1	178	1446	12.31	99.44
other_MGCollapse_EASP3-80	12	935	18	953	3387	28.14	98.11
other_MGCollapse_EASP3-111	1	92	3	95	2940	3.23	96.84
other_MGCollapse_EASP3-164	2	154	3	157	2376	6.61	98.09
other_MGCollapse_EASP3-288	1	86	4	90	1599	5.63	95.56
greenalgae-Micromonas_pusilla-664730at2759-S1	2	115	4	119	1356	8.78	96.64
