Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
other_MGCollapse_EASP3	2	185	4	189	13242	1.43	97.88
other_MGCollapse_EASP3-111	2	159	6	165	2940	5.61	96.36
other_MGCollapse_EASP3-167	1	96	1	97	2358	4.11	98.97
other_MGCollapse_EASP3-397	1	98	3	101	1251	8.07	97.03
other_MGCollapse_EASP3-345	2	181	2	183	1416	12.92	98.91
other_MGCollapse_EASP3-549	2	172	2	174	861	20.21	98.85
other_MGCollapse_EASP3-275	1	88	5	93	1662	5.6	94.62
other_MGCollapse_EASP3-436	2	172	0	172	1122	15.33	100.0
other_MGCollapse_EASP3-476	1	92	0	92	1008	9.13	100.0
other_MGCollapse_EASP3-33	2	176	2	178	5274	3.38	98.88
protist-Triparma_laevis-396755at2759-S1	4	353	2	355	2862	12.4	99.44
protist-Triparma_laevis-418107at2759-S1	2	172	0	172	1482	11.61	100.0
protist-Triparma_laevis-956854at2759-S1	2	106	1	107	991	10.8	99.07
protist-Triparma_laevis-1014314at2759-S1	2	170	0	170	1254	13.56	100.0
protist-Triparma_laevis-1194797at2759-S1	2	175	1	176	2102	8.37	99.43
protist-Phaeocystis_antarctica-245208at2759-S1	1	96	3	99	3768	2.63	96.97
protist-Gephyrocapsa_oceanica-1018517at2759-S1	2	170	1	171	960	17.81	99.42
protist-Gephyrocapsa_oceanica-1248958at2759-S1	2	164	3	167	2745	6.08	98.2
protist-Pelagomonas_calceolata-39650at2759-S1	3	261	8	269	6508	4.13	97.03
protist-Pelagomonas_calceolata-166920at2759-D1	1	94	3	97	3865	2.51	96.91
protist-Pelagomonas_calceolata-245208at2759-S1	10	537	14	551	4101	13.44	97.46
protist-Pelagomonas_calceolata-290630at2759-S1	5	279	8	287	2508	11.44	97.21
protist-Pelagomonas_calceolata-325552at2759-S1	1	99	1	100	1786	5.6	99.0
protist-Pelagomonas_calceolata-330169at2759-S1	16	616	19	635	1518	41.83	97.01
protist-Pelagomonas_calceolata-383503at2759-S1	1	78	3	81	1477	5.48	96.3
protist-Pelagomonas_calceolata-513979at2759-S1	1	89	3	92	1660	5.54	96.74
protist-Pelagomonas_calceolata-598949at2759-S1	1	97	3	100	3075	3.25	97.0
protist-Pelagomonas_calceolata-625387at2759-D1	1	99	2	101	3873	2.61	98.02
protist-Pelagomonas_calceolata-736068at2759-S1	1	97	3	100	1443	6.93	97.0
protist-Pelagomonas_calceolata-834694at2759-S1	48	1575	18	1593	1854	85.92	98.87
protist-Pelagomonas_calceolata-858842at2759-S1	2	179	0	179	1328	13.48	100.0
protist-Pelagomonas_calceolata-866359at2759-S1	2	172	1	173	1032	16.76	99.42
protist-Pelagomonas_calceolata-924753at2759-S1	37	1224	37	1261	1421	88.74	97.07
protist-Pelagomonas_calceolata-931188at2759-S1	3	203	5	208	2145	9.7	97.6
protist-Pelagomonas_calceolata-956854at2759-S1	1	86	2	88	981	8.97	97.73
protist-Pelagomonas_calceolata-1014314at2759-S1	9	371	8	379	1069	35.45	97.89
protist-Pelagomonas_calceolata-1076134at2759-S1	2	195	6	201	948	21.2	97.01
protist-Pelagomonas_calceolata-1161199at2759-S1	1	98	2	100	945	10.58	98.0
protist-Pelagomonas_calceolata-1194691at2759-S1	8	501	18	519	1156	44.9	96.53
protist-Pelagomonas_calceolata-1217666at2759-S1	2	197	4	201	813	24.72	98.01
protist-Pelagomonas_calceolata-1249159at2759-S1	3	179	7	186	597	31.16	96.24
protist-Pelagomonas_calceolata-1275837at2759-S1	2	152	3	155	1044	14.85	98.06
protist-Pelagomonas_calceolata-1370304at2759-S1	3	277	6	283	2204	12.84	97.88
protist-Pelagomonas_calceolata-1377237at2759-S1	4	360	5	365	933	39.12	98.63
protist-Pelagomonas_calceolata-1379600at2759-S1	4	361	5	366	2437	15.02	98.63
protist-Pelagomonas_calceolata-1404162at2759-D2	3	265	6	271	1817	14.91	97.79
protist-Pelagomonas_calceolata-1430056at2759-S1	2	110	2	112	627	17.86	98.21
protist-Pelagomonas_calceolata-1455730at2759-S1	1	99	1	100	1614	6.2	99.0
protist-Pelagomonas_calceolata-1474000at2759-S1	4	314	9	323	1038	31.12	97.21
protist-Pelagomonas_calceolata-1490022at2759-S1	12	404	10	414	777	53.28	97.58
protist-Pelagomonas_calceolata-1504863at2759-S1	2	197	5	202	412	49.03	97.52
protist-Pelagomonas_calceolata-1567796at2759-S1	1	100	1	101	651	15.51	99.01
protist-Pelagomonas_calceolata-1626636at2759-S1	7	293	5	298	803	37.11	98.32
protist-Calcidiscus_leptoporus-156083at2759-S1	1	98	1	99	7278	1.36	98.99
protist-Paraphysomonas_imperforata-245208at2759-D1	2	167	5	172	3828	4.49	97.09
protist-Paraphysomonas_imperforata-1513531at2759-S1	1	98	2	100	894	11.19	98.0
protist-Triparma_eleuthera-290630at2759-S1	2	178	1	179	2591	6.91	99.44
other_MGCollapse_NMASP5-22	28	820	10	830	849	97.76	98.8
metazoa-Oithona_nana-245208at2759-S1	2	177	1	178	3960	4.49	99.44
greenalgae-Ostreococcus_sp_SAG9-543764at2759-S1	1	99	2	101	1278	7.9	98.02
greenalgae-Ostreococcus_sp_SAG12-551907at2759-S1	1	87	0	87	7929	1.1	100.0
greenalgae-Ostreococcus_sp_SAG12-736068at2759-S1	2	171	1	172	1377	12.49	99.42
greenalgae-Ostreococcus_SPCollapse_SP3-3	2	179	1	180	2127	8.46	99.44
greenalgae-Ostreococcus_sp_SAG10-160593at2759-S1	4	340	3	343	7752	4.42	99.13
greenalgae-Ostreococcus_sp_SAG10-671846at2759-S1	4	346	4	350	3240	10.8	98.86
greenalgae-Ostreococcus_sp_SAG10-674169at2759-S1	2	169	4	173	3099	5.58	97.69
greenalgae-Ostreococcus_sp_SAG10-1266231at2759-S1	2	171	1	172	957	17.97	99.42
greenalgae-Ostreococcus_sp_SAG10-1323575at2759-S1	2	167	2	169	603	28.03	98.82
greenalgae-Bathycoccus_SPCollapse_SP4-1	12	912	5	917	6024	15.22	99.45
greenalgae-Bathycoccus_SPCollapse_SP3-4	9	745	1	746	3603	20.7	99.87
greenalgae-Bathycoccus_SPCollapse_SP3	12	948	4	952	7692	12.38	99.58
greenalgae-Bathycoccus_SPCollapse_SP3-5	4	383	2	385	3558	10.82	99.48
greenalgae-Bathycoccus_SPCollapse_SP3-2	8	655	2	657	3741	17.56	99.7
greenalgae-Bathycoccus_SPCollapse_SP3-6	8	551	3	554	3222	17.19	99.46
greenalgae-Bathycoccus_SPCollapse_SP3-12	1	100	1	101	1971	5.12	99.01
greenalgae-Bathycoccus_SPCollapse_SP3-3	6	374	0	374	3667	10.2	100.0
greenalgae-Bathycoccus_SPCollapse_SP3-7	7	634	6	640	2748	23.29	99.06
greenalgae-Bathycoccus_SPCollapse_SP3-23	2	169	0	169	1416	11.94	100.0
greenalgae-Bathycoccus_sp_TOSAG39_1-551907at2759-S1	13	1135	5	1140	3183	35.82	99.56
greenalgae-Bathycoccus_SPCollapse_SP3-8	5	439	3	442	2706	16.33	99.32
greenalgae-Bathycoccus_SPCollapse_SP3-14	7	476	4	480	1734	27.68	99.17
greenalgae-Bathycoccus_SPCollapse_SP4-3	6	518	6	524	1329	39.43	98.85
greenalgae-Bathycoccus_SPCollapse_SP3-11	4	357	2	359	2049	17.52	99.44
greenalgae-Bathycoccus_SPCollapse_SP3-15	2	176	1	177	1725	10.26	99.44
greenalgae-Bathycoccus_SPCollapse_SP3-25	2	184	0	184	1308	14.07	100.0
greenalgae-Bathycoccus_sp_TOSAG39_1-901894at2759-S1	6	380	1	381	3365	11.32	99.74
