Subject	Readcount	Correct_bases	Incorrect_bases	Total_bases	Subjlen	Coverage	Percent_ID
other_MGCollapse_EASP3-11	2	192	1	193	7437	2.6	99.48
other_MGCollapse_EASP3-12	2	144	4	148	7383	2.0	97.3
other_MGCollapse_EASP3	6	478	8	486	13242	3.67	98.35
other_MGCollapse_EASP3-1	4	363	9	372	11112	3.35	97.58
other_MGCollapse_EASP3-56	2	169	4	173	4050	4.27	97.69
other_MGCollapse_EASP3-93	3	261	5	266	3261	8.16	98.12
other_MGCollapse_EASP3-25	3	268	9	277	6081	4.56	96.75
other_MGCollapse_EASP3-23	1	96	1	97	6474	1.5	98.97
greenalgae-Micromonas_pusilla-296129at2759-S1	6	534	14	548	4479	12.23	97.45
greenalgae-Micromonas_pusilla-299766at2759-S1	6	546	10	556	3372	16.49	98.2
other_MGCollapse_EASP3-46	2	178	6	184	4623	3.98	96.74
other_MGCollapse_EASP3-36	1	100	1	101	4998	2.02	99.01
greenalgae-Micromonas_pusilla-345441at2759-S1	2	159	6	165	4833	3.41	96.36
other_MGCollapse_EASP3-4	5	449	12	461	8164	5.65	97.4
other_MGCollapse_EASP3-31	3	276	3	279	5511	5.06	98.92
other_MGCollapse_EASP3-225	2	187	5	192	1944	9.88	97.4
other_MGCollapse_EASP3-80	2	163	4	167	3387	4.93	97.6
greenalgae-Micromonas_pusilla-664730at2759-S1	2	181	6	187	1356	13.79	96.79
other_MGCollapse_EASP3-340	2	180	2	182	1428	12.75	98.9
other_MGCollapse_EASP3-91	1	100	1	101	3279	3.08	99.01
other_MGCollapse_EASP3-167	1	98	0	98	2358	4.16	100.0
greenalgae-Micromonas_pusilla-719531at2759-S1	2	187	2	189	1704	11.09	98.94
other_MGCollapse_EASP3-350	1	99	2	101	1404	7.19	98.02
other_MGCollapse_EASP3-376	1	95	2	97	1320	7.35	97.94
other_MGCollapse_EASP3-116	2	138	5	143	2889	4.95	96.5
other_MGCollapse_EASP3-199	1	99	1	100	2154	4.64	99.0
other_MGCollapse_EASP3-415	2	174	2	176	1197	14.7	98.86
other_MGCollapse_EASP3-174	2	188	2	190	2292	8.29	98.95
other_MGCollapse_EASP3-432	3	279	3	282	1131	24.93	98.94
other_MGCollapse_EASP3-447	2	189	2	191	1101	17.35	98.95
other_MGCollapse_EASP3-345	2	182	1	183	1416	12.92	99.45
other_MGCollapse_EASP3-131	1	91	3	94	2724	3.45	96.81
greenalgae-Micromonas_pusilla-1025450at2759-S1	2	179	5	184	2580	7.13	97.28
other_MGCollapse_EASP3-565	1	93	2	95	783	12.13	97.89
other_MGCollapse_EASP3-79	3	257	3	260	3429	7.58	98.85
other_MGCollapse_EASP3-553	2	182	1	183	843	21.71	99.45
other_MGCollapse_EASP3-100	4	361	5	366	3123	11.72	98.63
greenalgae-Micromonas_pusilla-1260807at2759-S1	2	173	4	177	1143	15.49	97.74
other_MGCollapse_EASP3-495	1	89	1	90	966	9.32	98.89
other_MGCollapse_EASP3-506	2	155	3	158	942	16.77	98.1
other_MGCollapse_EASP3-99	1	98	3	101	3141	3.22	97.03
other_MGCollapse_EASP3-9	1	74	3	77	7767	0.99	96.1
greenalgae-Micromonas_pusilla-1324510at2759-S1	1	101	0	101	1458	6.93	100.0
other_MGCollapse_EASP3-76	1	80	1	81	3555	2.28	98.77
other_MGCollapse_EASP3-14	2	178	4	182	7326	2.48	97.8
greenalgae-Micromonas_pusilla-1405146at2759-S1	1	93	3	96	678	14.16	96.88
other_MGCollapse_EASP3-697	2	182	3	185	489	37.83	98.38
other_MGCollapse_EASP3-33	3	265	8	273	5274	5.18	97.07
other_MGCollapse_EASP3-595	1	101	0	101	729	13.85	100.0
other_MGCollapse_EASP3-455	2	167	4	171	1068	16.01	97.66
other_MGCollapse_EASP3-491	2	174	3	177	978	18.1	98.31
other_MGCollapse_EASP3-608	1	101	0	101	675	14.96	100.0
protist-Triparma_eleuthera-156083at2759-S1	2	177	1	178	6849	2.6	99.44
protist-Triparma_eleuthera-1266231at2759-S1	2	171	1	172	780	22.05	99.42
protist-Phaeocystis_globosa-570797at2759-S1	1	101	0	101	2151	4.7	100.0
other_MGCollapse_NMASP5-1	514	2916	76	2992	3003	99.63	97.46
greenalgae-Ostreococcus_sp_SAG9-418107at2759-S1	184	1302	44	1346	1371	98.18	96.73
greenalgae-Ostreococcus_sp_SAG9-543764at2759-S1	210	1188	45	1233	1278	96.48	96.35
greenalgae-Ostreococcus_sp_SAG9-759498at2759-S1	466	2971	91	3062	3063	99.97	97.03
greenalgae-Ostreococcus_sp_SAG9-1545004at2759-S1	48	346	5	351	384	91.41	98.58
greenalgae-Ostreococcus_lucimarinus_CCE9901-937686at2759-S1	2	98	3	101	1380	7.32	97.03
greenalgae-Ostreococcus_SPCollapse_SP3	381	3083	89	3172	3627	87.46	97.19
greenalgae-Ostreococcus_sp_SAG12-551907at2759-S1	1016	7197	183	7380	7929	93.08	97.52
greenalgae-Ostreococcus_sp_SAG12-692986at2759-S1	403	3436	84	3520	3651	96.41	97.61
greenalgae-Ostreococcus_sp_SAG12-736068at2759-S1	133	1212	31	1243	1377	90.27	97.51
greenalgae-Ostreococcus_SPCollapse_SP3-2	10	326	5	331	2154	15.37	98.49
greenalgae-Ostreococcus_sp_SAG12-774318at2759-S1	191	1289	37	1326	1392	95.26	97.21
greenalgae-Ostreococcus_sp_SAG12-917326at2759-S1	254	2361	73	2434	2547	95.56	97.0
greenalgae-Ostreococcus_sp_SAG12-919955at2759-S1	140	1159	37	1196	1209	98.92	96.91
greenalgae-Ostreococcus_sp_SAG12-944899at2759-S1	210	1186	43	1229	1251	98.24	96.5
greenalgae-Ostreococcus_sp_SAG12-981902at2759-S1	182	1120	40	1160	1170	99.15	96.55
