sequence_id	class_fst_stage	class_snd_stage
NODE_191_length_3474_cov_22.0951	archaea	n/a
NODE_411_length_3398_cov_17.3840	bacteria	n/a
NODE_493_length_3226_cov_5.0000	archaea	n/a
NODE_602_length_3792_cov_8.0000	bacteria	n/a
NODE_730_length_5490_cov_15.3325	bacteria	n/a
NODE_817_length_4233_cov_22.0000	bacteria	n/a
NODE_869_length_3197_cov_8.0000	bacteria	n/a
NODE_978_length_3276_cov_11.0000	bacteria	n/a
NODE_1017_length_3040_cov_16.0452	archaea	n/a
NODE_1045_length_14193_cov_21.4019	bacteria	n/a
NODE_1203_length_3417_cov_8.0000	bacteria	n/a
NODE_1482_length_11623_cov_30.2337	bacteria	n/a
NODE_1538_length_4536_cov_17.6690	bacteria	n/a
NODE_1918_length_3345_cov_15.1804	bacteria	n/a
NODE_1925_length_3118_cov_145.5602	bacteria	n/a
NODE_2106_length_3344_cov_22.8567	archaea	n/a
NODE_2152_length_3442_cov_6.0000	prokarya	n/a
NODE_2190_length_3805_cov_14.0000	archaea	n/a
NODE_2531_length_3814_cov_15.4674	bacteria	n/a
NODE_2929_length_6163_cov_10.0000	bacteria	n/a
NODE_2946_length_10151_cov_13.8936	bacteria	n/a
NODE_2972_length_3034_cov_6.0000	bacteria	n/a
NODE_3086_length_3462_cov_16.3350	archaea	n/a
NODE_3174_length_3463_cov_8.0000	bacteria	n/a
NODE_3200_length_5239_cov_8.0000	bacteria	n/a
NODE_3213_length_9675_cov_10.9131	bacteria	n/a
NODE_3514_length_3655_cov_21.6872	bacteria	n/a
NODE_3650_length_7454_cov_11.0000	bacteria	n/a
NODE_3689_length_3404_cov_29.7763	prokarya	n/a
NODE_3756_length_3568_cov_8.6150	bacteria	n/a
NODE_3934_length_3296_cov_29.2880	bacteria	n/a
NODE_3952_length_3077_cov_12.0000	bacteria	n/a
NODE_3998_length_7080_cov_9.0000	bacteria	n/a
NODE_4098_length_4723_cov_10.9909	bacteria	n/a
NODE_4214_length_3140_cov_229.2023	bacteria	n/a
NODE_4240_length_4987_cov_8.0000	bacteria	n/a
NODE_4361_length_3672_cov_7.0000	bacteria	n/a
NODE_4396_length_3525_cov_21.7766	bacteria	n/a
NODE_4483_length_3595_cov_15.0000	archaea	n/a
NODE_4523_length_4495_cov_14.0000	bacteria	n/a
NODE_4700_length_3064_cov_93.7596	bacteria	n/a
NODE_4750_length_7806_cov_22.0000	bacteria	n/a
NODE_4874_length_3236_cov_18.2188	bacteria	n/a
NODE_4957_length_5979_cov_15.8003	bacteria	n/a
NODE_5120_length_3352_cov_114.3808	bacteria	n/a
NODE_5176_length_6377_cov_11.6924	bacteria	n/a
NODE_5178_length_5425_cov_16.8945	bacteria	n/a
NODE_5252_length_6465_cov_12.0000	bacteria	n/a
NODE_5286_length_3862_cov_15.4486	bacteria	n/a
NODE_5472_length_3052_cov_42.8858	bacteria	n/a
NODE_5487_length_7621_cov_23.0000	bacteria	n/a
NODE_5901_length_6239_cov_18.4389	bacteria	n/a
NODE_5958_length_6289_cov_7.0000	bacteria	n/a
NODE_6100_length_3673_cov_5.0000	bacteria	n/a
NODE_6197_length_3341_cov_17.0000	bacteria	n/a
NODE_6242_length_3249_cov_6.0000	bacteria	n/a
NODE_6269_length_3049_cov_28.4457	bacteria	n/a
NODE_6398_length_13819_cov_15.0000	bacteria	n/a
NODE_6632_length_5286_cov_22.9450	bacteria	n/a
NODE_6634_length_3228_cov_18.0000	bacteria	n/a
NODE_6877_length_12978_cov_15.5006	bacteria	n/a
NODE_6947_length_7213_cov_14.0000	bacteria	n/a
NODE_6966_length_3388_cov_7.8351	bacteria	n/a
NODE_7188_length_7453_cov_5.0000	eukarya	n/a
NODE_7190_length_22231_cov_14.0000	bacteria	n/a
NODE_7299_length_7947_cov_23.4874	bacteria	n/a
NODE_7319_length_7127_cov_24.5146	bacteria	n/a
NODE_7347_length_11596_cov_12.0000	bacteria	n/a
NODE_7391_length_4751_cov_25.2206	bacteria	n/a
NODE_7392_length_3196_cov_8.0000	prokarya	n/a
NODE_7409_length_3036_cov_9.0000	bacteria	n/a
NODE_7476_length_8618_cov_7.9489	bacteria	n/a
NODE_7650_length_9365_cov_91.9213	bacteria	n/a
NODE_7652_length_4094_cov_19.5746	archaea	n/a
NODE_7656_length_15442_cov_11.0000	bacteria	n/a
NODE_7806_length_3425_cov_13.0000	bacteria	n/a
NODE_7848_length_4205_cov_12.6880	bacteria	n/a
NODE_8035_length_33078_cov_14.0000	bacteria	n/a
NODE_8177_length_4358_cov_11.0000	bacteria	n/a
NODE_8424_length_4037_cov_7.0000	bacteria	n/a
NODE_8436_length_3289_cov_22.0000	bacteria	n/a
NODE_8507_length_9954_cov_90.1651	bacteria	n/a
NODE_8531_length_4746_cov_163.3397	bacteria	n/a
NODE_8722_length_3501_cov_58.8063	bacteria	n/a
NODE_8864_length_3992_cov_19.6615	bacteria	n/a
NODE_8987_length_3892_cov_25.4898	bacteria	n/a
NODE_9149_length_6938_cov_11.0000	bacteria	n/a
NODE_9301_length_6039_cov_18.0000	bacteria	n/a
NODE_9485_length_3200_cov_4.0000	bacteria	n/a
NODE_9518_length_3333_cov_5.0000	bacteria	n/a
NODE_9668_length_4315_cov_13.3470	bacteria	n/a
NODE_9718_length_4777_cov_11.0000	bacteria	n/a
NODE_9874_length_3040_cov_6.0000	bacteria	n/a
NODE_9908_length_18126_cov_12.0000	bacteria	n/a
NODE_9943_length_5892_cov_5.0000	bacteria	n/a
NODE_10082_length_5239_cov_6.0000	bacteria	n/a
NODE_10107_length_3035_cov_19.7133	bacteria	n/a
NODE_10141_length_3943_cov_12.0000	bacteria	n/a
NODE_10152_length_3868_cov_15.0000	bacteria	n/a
NODE_10289_length_3264_cov_9.0000	prokarya	n/a
NODE_10336_length_3541_cov_72.8089	bacteria	n/a
NODE_10397_length_4937_cov_9.0000	bacteria	n/a
NODE_10483_length_6041_cov_13.0000	eukarya	n/a
NODE_10767_length_3829_cov_27.2868	bacteria	n/a
NODE_10771_length_3469_cov_72.9678	bacteria	n/a
NODE_10849_length_3285_cov_34.4630	bacteria	n/a
NODE_10995_length_7330_cov_45.0000	bacteria	n/a
NODE_11013_length_3897_cov_200.0000	bacteria	n/a
NODE_11033_length_3213_cov_14.0000	bacteria	n/a
NODE_11074_length_3525_cov_8.9554	bacteria	n/a
NODE_11258_length_3080_cov_10.0000	bacteria	n/a
NODE_11287_length_8806_cov_9.0000	bacteria	n/a
NODE_11319_length_3057_cov_10.0000	bacteria	n/a
NODE_11339_length_3198_cov_8.7947	eukarya	n/a
NODE_11584_length_3262_cov_15.0000	archaea	n/a
NODE_11858_length_7716_cov_14.0000	bacteria	n/a
NODE_11876_length_3820_cov_9.0000	bacteria	n/a
NODE_11892_length_3716_cov_12.9733	archaea	n/a
NODE_11924_length_3885_cov_10.0000	bacteria	n/a
NODE_11934_length_3328_cov_14.0000	bacteria	n/a
NODE_12035_length_3252_cov_16.0000	bacteria	n/a
NODE_12081_length_15004_cov_16.0000	bacteria	n/a
NODE_12085_length_4041_cov_20.0000	archaea	n/a
NODE_12176_length_3819_cov_8.0000	bacteria	n/a
NODE_12228_length_3173_cov_7.0000	bacteria	n/a
NODE_12238_length_4124_cov_9.0000	bacteria	n/a
NODE_12330_length_6679_cov_20.0000	bacteria	n/a
NODE_12441_length_3132_cov_19.6532	bacteria	n/a
NODE_12517_length_3436_cov_233.5873	bacteria	n/a
NODE_12522_length_3295_cov_16.0000	bacteria	n/a
NODE_12525_length_3172_cov_19.8926	bacteria	n/a
NODE_12762_length_5342_cov_18.0000	archaea	n/a
NODE_13041_length_4115_cov_5.0000	bacteria	n/a
NODE_13069_length_7721_cov_24.6411	bacteria	n/a
NODE_13119_length_3545_cov_6.0000	bacteria	n/a
NODE_13273_length_5774_cov_77.6117	archaea	n/a
NODE_13453_length_3173_cov_28.0000	bacteria	n/a
NODE_13678_length_5197_cov_22.0000	bacteria	n/a
NODE_13738_length_8963_cov_221.6002	bacteria	n/a
NODE_14055_length_6726_cov_11.0000	bacteria	n/a
NODE_14328_length_33496_cov_11.9684	bacteria	n/a
NODE_14333_length_3584_cov_7.0000	bacteria	n/a
NODE_14424_length_3083_cov_24.8725	bacteria	n/a
NODE_14590_length_3495_cov_12.0000	bacteria	n/a
NODE_15079_length_3490_cov_27.0000	bacteria	n/a
NODE_15372_length_3116_cov_17.0000	prokarya	n/a
NODE_15456_length_3991_cov_11.7216	prokarya	n/a
NODE_15493_length_7641_cov_6.0000	bacteria	n/a
NODE_15501_length_3945_cov_13.0000	bacteria	n/a
NODE_15557_length_3552_cov_85.6091	bacteria	n/a
NODE_15656_length_3579_cov_10.0000	bacteria	n/a
NODE_15720_length_3330_cov_8.0000	archaea	n/a
NODE_15798_length_5709_cov_7.0000	archaea	n/a
NODE_16151_length_26673_cov_12.0000	bacteria	n/a
NODE_16246_length_3378_cov_58.7168	bacteria	n/a
NODE_16358_length_3548_cov_8.0000	bacteria	n/a
NODE_16391_length_3404_cov_9.0000	bacteria	n/a
NODE_16677_length_5443_cov_12.0000	bacteria	n/a
NODE_16987_length_5062_cov_6.0000	bacteria	n/a
NODE_16992_length_4586_cov_12.0000	bacteria	n/a
NODE_17228_length_5212_cov_20.8154	bacteria	n/a
NODE_17256_length_3490_cov_5.0000	bacteria	n/a
NODE_17310_length_3637_cov_12.0000	archaea	n/a
NODE_17430_length_5207_cov_23.0000	prokarya	n/a
NODE_17452_length_3153_cov_18.5432	bacteria	n/a
NODE_17655_length_10386_cov_29.7260	bacteria	n/a
NODE_17694_length_3491_cov_12.0000	archaea	n/a
NODE_17803_length_3486_cov_5.0000	bacteria	n/a
NODE_17849_length_4020_cov_26.4868	bacteria	n/a
NODE_17871_length_4093_cov_12.0000	bacteria	n/a
NODE_18012_length_3191_cov_26.0000	bacteria	n/a
NODE_18037_length_3159_cov_10.0000	bacteria	n/a
NODE_18124_length_3079_cov_25.3243	bacteria	n/a
NODE_18154_length_4804_cov_10.0000	bacteria	n/a
NODE_18329_length_3683_cov_74.0000	bacteria	n/a
NODE_18527_length_5911_cov_19.0000	archaea	n/a
NODE_18551_length_3662_cov_4.0000	eukarya	n/a
NODE_18562_length_6413_cov_31.8473	bacteria	n/a
NODE_18815_length_3325_cov_14.5764	bacteria	n/a
NODE_18902_length_3189_cov_17.4410	bacteria	n/a
NODE_18970_length_5077_cov_10.3893	bacteria	n/a
NODE_18971_length_5134_cov_10.8564	bacteria	n/a
NODE_18978_length_3362_cov_11.0000	bacteria	n/a
NODE_19258_length_3340_cov_32.0000	bacteria	n/a
NODE_19474_length_5180_cov_9.0000	archaea	n/a
NODE_19672_length_6295_cov_58.5117	bacteria	n/a
NODE_19694_length_7676_cov_21.9750	bacteria	n/a
NODE_19723_length_3818_cov_15.6756	bacteria	n/a
NODE_19862_length_3737_cov_22.9710	bacteria	n/a
NODE_20001_length_4728_cov_8.0000	bacteria	n/a
NODE_20003_length_5081_cov_515.8779	archaea	n/a
NODE_20007_length_3071_cov_9.0000	unknown	n/a
NODE_20018_length_3276_cov_11.0000	bacteria	n/a
NODE_20026_length_3685_cov_13.7667	bacteria	n/a
NODE_20122_length_3943_cov_6.0000	archaea	n/a
NODE_20160_length_6348_cov_11.0000	bacteria	n/a
NODE_20267_length_5443_cov_9.0000	bacteria	n/a
NODE_20302_length_3730_cov_25.4184	archaea	n/a
NODE_20306_length_3816_cov_6.0000	bacteria	n/a
NODE_20344_length_3881_cov_19.0000	bacteria	n/a
NODE_20345_length_7467_cov_7.0000	archaea	n/a
NODE_20379_length_3122_cov_10.0000	bacteria	n/a
NODE_20382_length_8686_cov_11.0000	eukarya	n/a
NODE_20561_length_4789_cov_13.7734	bacteria	n/a
NODE_20737_length_3060_cov_17.0000	bacteria	n/a
NODE_21097_length_3984_cov_19.4160	bacteria	n/a
NODE_21196_length_3607_cov_19.6677	bacteria	n/a
NODE_21246_length_3203_cov_13.0000	bacteria	n/a
NODE_21340_length_4458_cov_14.5702	archaea	n/a
NODE_21478_length_8152_cov_20.0000	bacteria	n/a
NODE_21527_length_4289_cov_4.0000	eukarya	n/a
NODE_21700_length_3679_cov_7.0000	bacteria	n/a
NODE_21717_length_3444_cov_27.0000	bacteria	n/a
NODE_21752_length_19425_cov_13.7429	bacteria	n/a
NODE_21876_length_5198_cov_13.0000	bacteria	n/a
NODE_21907_length_10590_cov_13.9143	bacteria	n/a
NODE_22070_length_3750_cov_27.9898	bacteria	n/a
NODE_22133_length_6493_cov_12.7534	bacteria	n/a
NODE_22326_length_8184_cov_180.5536	bacteria	n/a
NODE_22427_length_3081_cov_17.4865	bacteria	n/a
NODE_22450_length_6191_cov_27.0693	bacteria	n/a
NODE_22522_length_4076_cov_12.0000	bacteria	n/a
NODE_22561_length_5817_cov_16.6602	bacteria	n/a
NODE_22645_length_4811_cov_5.0000	bacteria	n/a
NODE_22741_length_4421_cov_14.0000	bacteria	n/a
NODE_22821_length_3316_cov_5.0000	bacteria	n/a
NODE_22845_length_4126_cov_11.0000	bacteria	n/a
NODE_23071_length_3242_cov_9.9894	bacteria	n/a
NODE_23163_length_5248_cov_56.3995	bacteria	n/a
NODE_23226_length_8868_cov_6.0000	bacteria	n/a
NODE_23251_length_7362_cov_25.0260	bacteria	n/a
NODE_23435_length_4746_cov_9.6402	bacteria	n/a
NODE_23455_length_5872_cov_24.9374	bacteria	n/a
NODE_23608_length_5945_cov_10.0000	bacteria	n/a
NODE_23683_length_10582_cov_11.9790	bacteria	n/a
NODE_23724_length_7159_cov_17.0000	bacteria	n/a
NODE_23767_length_3489_cov_64.9585	bacteria	n/a
NODE_23818_length_5304_cov_24.0000	archaea	n/a
NODE_23852_length_4082_cov_18.0000	archaea	n/a
NODE_23879_length_12206_cov_27.0000	bacteria	n/a
NODE_23989_length_3555_cov_13.0000	archaea	n/a
NODE_24095_length_3017_cov_7.0000	bacteria	n/a
NODE_24208_length_3016_cov_8.0000	archaea	n/a
NODE_24306_length_3801_cov_9.0000	bacteria	n/a
NODE_24510_length_3038_cov_19.0000	bacteria	n/a
NODE_24669_length_4743_cov_122.4838	bacteria	n/a
NODE_24696_length_4921_cov_17.0000	bacteria	n/a
NODE_24775_length_3984_cov_20.0000	bacteria	n/a
