sequence_id	class_fst_stage	class_snd_stage
c_000000000366	bacteria	n/a
c_000000000642	bacteria	n/a
c_000000000804	bacteria	n/a
c_000000000918	bacteria	n/a
c_000000000925	bacteria	n/a
c_000000000990	bacteria	n/a
c_000000001040	bacteria	n/a
c_000000001164	bacteria	n/a
c_000000001180	bacteria	n/a
c_000000001323	bacteria	n/a
c_000000001329	bacteria	n/a
c_000000001452	bacteria	n/a
c_000000001676	bacteria	n/a
c_000000001678	bacteria	n/a
c_000000002183	bacteria	n/a
c_000000002400	bacteria	n/a
c_000000002537	archaea	n/a
c_000000002542	bacteria	n/a
c_000000002553	bacteria	n/a
c_000000002782	bacteria	n/a
c_000000002966	bacteria	n/a
c_000000003012	archaea	n/a
c_000000003128	bacteria	n/a
c_000000003154	bacteria	n/a
c_000000003183	bacteria	n/a
c_000000003409	bacteria	n/a
c_000000003525	bacteria	n/a
c_000000003762	bacteria	n/a
c_000000003953	archaea	n/a
c_000000004142	bacteria	n/a
c_000000004267	bacteria	n/a
c_000000004302	bacteria	n/a
c_000000004556	bacteria	n/a
c_000000004642	bacteria	n/a
c_000000004779	bacteria	n/a
c_000000004941	bacteria	n/a
c_000000004947	bacteria	n/a
c_000000005010	bacteria	n/a
c_000000005092	bacteria	n/a
c_000000005300	bacteria	n/a
c_000000005453	bacteria	n/a
c_000000005472	archaea	n/a
c_000000005534	bacteria	n/a
c_000000005628	bacteria	n/a
c_000000005741	bacteria	n/a
c_000000005852	archaea	n/a
c_000000005860	bacteria	n/a
c_000000006031	bacteria	n/a
c_000000006122	bacteria	n/a
c_000000006234	bacteria	n/a
c_000000006268	bacteria	n/a
c_000000006289	bacteria	n/a
c_000000006426	bacteria	n/a
c_000000006436	bacteria	n/a
c_000000006515	bacteria	n/a
c_000000006585	prokarya	n/a
c_000000006627	bacteria	n/a
c_000000006652	bacteria	n/a
c_000000006784	bacteria	n/a
c_000000006817	bacteria	n/a
c_000000006969	archaea	n/a
c_000000007043	bacteria	n/a
c_000000007177	bacteria	n/a
c_000000007530	archaea	n/a
c_000000007836	bacteria	n/a
c_000000007917	bacteria	n/a
c_000000007956	bacteria	n/a
c_000000008130	bacteria	n/a
c_000000008295	bacteria	n/a
c_000000008387	bacteria	n/a
c_000000008797	archaea	n/a
c_000000009258	archaea	n/a
c_000000009280	bacteria	n/a
c_000000009422	bacteria	n/a
c_000000009463	bacteria	n/a
c_000000009659	bacteria	n/a
c_000000009768	archaea	n/a
c_000000009780	bacteria	n/a
c_000000009783	bacteria	n/a
c_000000009806	bacteria	n/a
c_000000010010	bacteria	n/a
c_000000010037	bacteria	n/a
c_000000010100	archaea	n/a
c_000000010194	bacteria	n/a
c_000000010345	bacteria	n/a
c_000000010469	bacteria	n/a
c_000000010857	bacteria	n/a
c_000000010907	bacteria	n/a
c_000000011079	bacteria	n/a
c_000000011103	bacteria	n/a
c_000000011358	bacteria	n/a
c_000000011360	bacteria	n/a
c_000000011432	bacteria	n/a
c_000000011467	archaea	n/a
c_000000011492	bacteria	n/a
c_000000011537	unknown	n/a
c_000000011688	bacteria	n/a
c_000000011941	bacteria	n/a
c_000000012047	bacteria	n/a
c_000000012072	archaea	n/a
c_000000012269	bacteria	n/a
c_000000012304	bacteria	n/a
c_000000012349	bacteria	n/a
c_000000012613	bacteria	n/a
c_000000012668	bacteria	n/a
c_000000012960	archaea	n/a
c_000000013288	bacteria	n/a
c_000000013367	bacteria	n/a
c_000000013402	bacteria	n/a
c_000000013418	bacteria	n/a
c_000000013634	bacteria	n/a
c_000000013758	bacteria	n/a
c_000000013833	bacteria	n/a
c_000000014060	bacteria	n/a
c_000000014132	eukarya	n/a
c_000000014229	bacteria	n/a
c_000000014274	archaea	n/a
c_000000014311	bacteria	n/a
c_000000014474	bacteria	n/a
c_000000014514	bacteria	n/a
c_000000014689	archaea	n/a
c_000000014780	eukarya	n/a
c_000000015197	bacteria	n/a
c_000000015405	bacteria	n/a
c_000000015620	bacteria	n/a
c_000000015707	archaea	n/a
c_000000015711	bacteria	n/a
c_000000015748	bacteria	n/a
c_000000015938	bacteria	n/a
c_000000015956	bacteria	n/a
c_000000015981	bacteria	n/a
c_000000016052	bacteria	n/a
c_000000016440	bacteria	n/a
c_000000016476	bacteria	n/a
c_000000016497	bacteria	n/a
c_000000016829	bacteria	n/a
c_000000016853	bacteria	n/a
c_000000016961	bacteria	n/a
c_000000016985	bacteria	n/a
c_000000017113	bacteria	n/a
c_000000017118	bacteria	n/a
c_000000017454	archaea	n/a
c_000000017497	bacteria	n/a
c_000000017569	bacteria	n/a
c_000000017691	bacteria	n/a
c_000000017796	bacteria	n/a
c_000000017903	bacteria	n/a
c_000000017986	bacteria	n/a
c_000000017989	bacteria	n/a
c_000000018022	bacteria	n/a
c_000000018077	bacteria	n/a
c_000000018109	bacteria	n/a
c_000000018202	bacteria	n/a
c_000000018246	bacteria	n/a
c_000000018415	bacteria	n/a
c_000000018436	bacteria	n/a
c_000000018829	bacteria	n/a
c_000000018901	bacteria	n/a
c_000000019035	bacteria	n/a
c_000000019045	bacteria	n/a
c_000000019238	bacteria	n/a
c_000000019363	bacteria	n/a
c_000000019452	bacteria	n/a
c_000000019568	archaea	n/a
c_000000019661	bacteria	n/a
c_000000019901	bacteria	n/a
c_000000020168	bacteria	n/a
c_000000020277	bacteria	n/a
c_000000020278	bacteria	n/a
c_000000020484	bacteria	n/a
c_000000020555	bacteria	n/a
c_000000020577	bacteria	n/a
c_000000020801	archaea	n/a
c_000000020853	bacteria	n/a
c_000000020995	bacteria	n/a
c_000000021085	bacteria	n/a
c_000000021095	bacteria	n/a
c_000000021204	bacteria	n/a
c_000000021296	bacteria	n/a
c_000000021396	archaea	n/a
c_000000021649	bacteria	n/a
c_000000021806	eukarya	n/a
c_000000021812	bacteria	n/a
c_000000021882	bacteria	n/a
c_000000021985	bacteria	n/a
c_000000022074	bacteria	n/a
c_000000022210	bacteria	n/a
c_000000022320	bacteria	n/a
