sequence_id	class_fst_stage	class_snd_stage
NODE_1_length_272797_cov_12.419081	bacteria	n/a
NODE_2_length_269555_cov_13.274364	bacteria	n/a
NODE_3_length_239770_cov_12.958321	bacteria	n/a
NODE_4_length_230776_cov_12.590627	bacteria	n/a
NODE_5_length_224205_cov_14.824559	bacteria	n/a
NODE_6_length_204947_cov_11.877614	bacteria	n/a
NODE_7_length_195116_cov_13.280922	bacteria	n/a
NODE_8_length_187136_cov_7.312971	archaea	n/a
NODE_9_length_174236_cov_11.612782	bacteria	n/a
NODE_10_length_172350_cov_10.429734	bacteria	n/a
NODE_11_length_168248_cov_11.979470	bacteria	n/a
NODE_12_length_159936_cov_5.623451	bacteria	n/a
NODE_13_length_156362_cov_6.537890	archaea	n/a
NODE_14_length_150712_cov_6.432758	bacteria	n/a
NODE_15_length_142242_cov_7.309670	archaea	n/a
NODE_16_length_141609_cov_11.829260	bacteria	n/a
NODE_17_length_140286_cov_13.780141	bacteria	n/a
NODE_18_length_134558_cov_5.164115	bacteria	n/a
NODE_19_length_134148_cov_7.053560	prokarya	n/a
NODE_20_length_133930_cov_6.481277	prokarya	n/a
NODE_21_length_132193_cov_5.645250	prokarya	n/a
NODE_22_length_129051_cov_6.120949	bacteria	n/a
NODE_23_length_127907_cov_6.830085	archaea	n/a
NODE_24_length_122940_cov_6.103788	prokarya	n/a
NODE_25_length_122042_cov_14.313829	bacteria	n/a
NODE_26_length_118201_cov_12.165355	bacteria	n/a
NODE_27_length_116923_cov_11.361100	bacteria	n/a
NODE_28_length_116756_cov_5.363921	bacteria	n/a
NODE_29_length_115278_cov_6.822683	prokarya	n/a
NODE_30_length_114873_cov_4.970492	prokarya	n/a
NODE_31_length_111514_cov_11.908047	bacteria	n/a
NODE_32_length_110501_cov_19.210972	bacteria	n/a
NODE_33_length_105784_cov_13.511165	bacteria	n/a
NODE_34_length_104902_cov_5.760241	prokarya	n/a
NODE_35_length_104108_cov_14.977761	bacteria	n/a
NODE_36_length_103670_cov_13.888838	bacteria	n/a
NODE_37_length_102927_cov_11.380065	bacteria	n/a
NODE_38_length_102867_cov_12.135889	bacteria	n/a
NODE_39_length_102772_cov_5.919303	archaea	n/a
NODE_40_length_102323_cov_5.416553	prokarya	n/a
NODE_41_length_101855_cov_4.821532	bacteria	n/a
NODE_42_length_101206_cov_6.691026	prokarya	n/a
NODE_43_length_100451_cov_7.501952	archaea	n/a
NODE_44_length_98515_cov_6.160238	prokarya	n/a
NODE_45_length_97703_cov_6.866848	eukarya	n/a
NODE_46_length_96400_cov_6.476091	archaea	n/a
NODE_47_length_94979_cov_5.946484	bacteria	n/a
NODE_48_length_94897_cov_13.924306	bacteria	n/a
NODE_49_length_94748_cov_11.147635	bacteria	n/a
NODE_50_length_93244_cov_9.556911	bacteria	n/a
NODE_51_length_92227_cov_13.531137	bacteria	n/a
NODE_52_length_92048_cov_13.355973	bacteria	n/a
NODE_53_length_91973_cov_11.523173	bacteria	n/a
NODE_54_length_91812_cov_11.681572	prokarya	n/a
NODE_55_length_91435_cov_11.992974	bacteria	n/a
NODE_56_length_89891_cov_5.694477	prokarya	n/a
NODE_57_length_88984_cov_18.377897	bacteria	n/a
NODE_58_length_87945_cov_12.985095	bacteria	n/a
NODE_59_length_87454_cov_13.330919	bacteria	n/a
NODE_60_length_87247_cov_13.285542	bacteria	n/a
NODE_61_length_86785_cov_13.223994	bacteria	n/a
NODE_63_length_85146_cov_7.055282	bacteria	n/a
NODE_64_length_84538_cov_10.614727	bacteria	n/a
NODE_65_length_84452_cov_13.975153	prokarya	n/a
NODE_66_length_84439_cov_5.095812	archaea	n/a
NODE_67_length_84162_cov_5.043433	bacteria	n/a
NODE_68_length_83388_cov_6.274717	prokarya	n/a
NODE_69_length_83035_cov_5.042974	prokarya	n/a
NODE_70_length_81733_cov_6.437462	bacteria	n/a
NODE_71_length_81672_cov_5.897730	prokarya	n/a
NODE_72_length_81347_cov_6.559440	bacteria	n/a
NODE_73_length_81079_cov_12.453668	bacteria	n/a
NODE_74_length_81013_cov_5.354690	bacteria	n/a
NODE_75_length_80442_cov_8.190678	archaea	n/a
NODE_76_length_79843_cov_6.853336	prokarya	n/a
NODE_77_length_78332_cov_4.606832	bacteria	n/a
NODE_78_length_77898_cov_8.734080	bacteria	n/a
NODE_79_length_77895_cov_7.065596	bacteria	n/a
NODE_80_length_77313_cov_14.358966	bacteria	n/a
NODE_81_length_77201_cov_12.903080	bacteria	n/a
NODE_82_length_76327_cov_13.003134	bacteria	n/a
NODE_83_length_75708_cov_5.572403	bacteria	n/a
NODE_84_length_75320_cov_9.797569	bacteria	n/a
NODE_85_length_75141_cov_9.619277	eukarya	n/a
NODE_86_length_74539_cov_6.339563	bacteria	n/a
NODE_87_length_74272_cov_13.695851	bacteria	n/a
NODE_88_length_73962_cov_11.570163	bacteria	n/a
NODE_89_length_73800_cov_5.359875	prokarya	n/a
NODE_90_length_73159_cov_6.203040	archaea	n/a
NODE_91_length_72602_cov_5.677850	bacteria	n/a
NODE_92_length_71985_cov_5.449715	bacteria	n/a
NODE_93_length_71601_cov_10.218545	bacteria	n/a
NODE_94_length_71498_cov_7.745503	bacteria	n/a
NODE_95_length_71221_cov_4.960796	bacteria	n/a
NODE_96_length_71182_cov_5.968760	archaea	n/a
NODE_97_length_70286_cov_5.186883	archaea	n/a
NODE_98_length_70215_cov_8.030687	archaea	n/a
NODE_99_length_70194_cov_9.762529	bacteria	n/a
NODE_100_length_70069_cov_10.797840	prokarya	n/a
NODE_101_length_69959_cov_6.661350	archaea	n/a
NODE_102_length_69665_cov_6.795245	bacteria	n/a
NODE_103_length_69344_cov_6.377361	prokarya	n/a
NODE_104_length_69325_cov_7.784813	archaea	n/a
NODE_105_length_69310_cov_5.774226	prokarya	n/a
NODE_106_length_69136_cov_13.905777	bacteria	n/a
NODE_107_length_68793_cov_6.797914	prokarya	n/a
NODE_108_length_68668_cov_6.391267	bacteria	n/a
NODE_109_length_68148_cov_9.850029	archaea	n/a
NODE_110_length_67573_cov_8.193637	bacteria	n/a
NODE_111_length_67215_cov_10.399538	bacteria	n/a
NODE_112_length_67143_cov_7.295537	bacteria	n/a
NODE_113_length_66796_cov_5.139599	bacteria	n/a
NODE_114_length_66605_cov_6.669992	archaea	n/a
NODE_115_length_66583_cov_10.956169	bacteria	n/a
NODE_116_length_66480_cov_7.923974	bacteria	n/a
NODE_117_length_66080_cov_11.147308	bacteria	n/a
NODE_118_length_65546_cov_4.380800	bacteria	n/a
NODE_119_length_65519_cov_5.900113	bacteria	n/a
NODE_120_length_65423_cov_12.425575	bacteria	n/a
NODE_121_length_64660_cov_5.225772	bacteria	n/a
NODE_122_length_64559_cov_6.869527	bacteria	n/a
NODE_123_length_64207_cov_6.663035	archaea	n/a
NODE_124_length_63753_cov_10.834124	bacteria	n/a
NODE_125_length_63531_cov_5.930289	bacteria	n/a
NODE_126_length_63291_cov_6.263205	prokarya	n/a
NODE_127_length_62713_cov_5.593204	bacteria	n/a
NODE_128_length_62489_cov_4.709790	archaea	n/a
NODE_129_length_62136_cov_5.316747	archaea	n/a
NODE_130_length_62011_cov_4.769320	bacteria	n/a
NODE_131_length_61496_cov_5.583568	prokarya	n/a
NODE_132_length_61453_cov_5.875827	prokarya	n/a
NODE_133_length_61444_cov_7.858167	archaea	n/a
NODE_134_length_61429_cov_5.305765	bacteria	n/a
NODE_135_length_61403_cov_12.796212	bacteria	n/a
NODE_136_length_61348_cov_7.518265	archaea	n/a
NODE_137_length_61286_cov_5.772615	bacteria	n/a
NODE_138_length_61266_cov_5.619987	bacteria	n/a
NODE_139_length_61243_cov_5.678401	bacteria	n/a
NODE_140_length_60854_cov_11.371996	bacteria	n/a
NODE_141_length_60727_cov_14.812039	bacteria	n/a
NODE_142_length_60700_cov_11.381928	bacteria	n/a
NODE_143_length_60699_cov_10.190538	bacteria	n/a
NODE_144_length_60216_cov_6.408304	bacteria	n/a
NODE_145_length_60095_cov_14.606579	bacteria	n/a
NODE_146_length_60073_cov_4.663684	bacteria	n/a
NODE_147_length_59972_cov_11.093963	bacteria	n/a
NODE_148_length_59962_cov_6.755705	prokarya	n/a
NODE_149_length_59811_cov_10.174510	bacteria	n/a
NODE_150_length_59791_cov_12.340632	bacteria	n/a
NODE_151_length_59676_cov_13.131548	bacteria	n/a
NODE_152_length_59581_cov_7.279189	eukarya	n/a
NODE_153_length_59563_cov_5.564798	unknown	n/a
