sequence_id	class_fst_stage	class_snd_stage
NODE_1_length_356203_cov_18.6076	bacteria	n/a
NODE_2_length_240199_cov_17.0843	bacteria	n/a
NODE_3_length_221634_cov_39.2517	bacteria	n/a
NODE_4_length_158860_cov_29.5595	bacteria	n/a
NODE_5_length_152297_cov_26.694	bacteria	n/a
NODE_6_length_138710_cov_18.8177	bacteria	n/a
NODE_7_length_135643_cov_20.5233	bacteria	n/a
NODE_8_length_135431_cov_19.2339	bacteria	n/a
NODE_9_length_130010_cov_17.8525	bacteria	n/a
NODE_10_length_124823_cov_17.5675	bacteria	n/a
NODE_11_length_123103_cov_5.3094	bacteria	n/a
NODE_12_length_118282_cov_31.9158	bacteria	n/a
NODE_13_length_107942_cov_21.7678	bacteria	n/a
NODE_14_length_103509_cov_17.7762	bacteria	n/a
NODE_15_length_103447_cov_62.5438	bacteria	n/a
NODE_16_length_101131_cov_52.2363	bacteria	n/a
NODE_17_length_100795_cov_29.1879	bacteria	n/a
NODE_18_length_100075_cov_17.0953	bacteria	n/a
NODE_19_length_99902_cov_17.751	bacteria	n/a
NODE_20_length_98140_cov_9.66871	bacteria	n/a
NODE_21_length_95661_cov_55.0481	bacteria	n/a
NODE_22_length_94257_cov_24.4634	bacteria	n/a
NODE_23_length_93324_cov_33.9857	bacteria	n/a
NODE_24_length_92046_cov_17.6047	bacteria	n/a
NODE_25_length_90897_cov_57.5766	bacteria	n/a
NODE_26_length_85824_cov_17.2229	bacteria	n/a
NODE_27_length_85512_cov_21.936	bacteria	n/a
NODE_28_length_84612_cov_4.79989	bacteria	n/a
NODE_29_length_83644_cov_62.1747	bacteria	n/a
NODE_30_length_83310_cov_19.4508	bacteria	n/a
NODE_31_length_82366_cov_27.1968	bacteria	n/a
NODE_32_length_81730_cov_5.3563	bacteria	n/a
NODE_33_length_81183_cov_17.6818	bacteria	n/a
NODE_34_length_81173_cov_18.0826	bacteria	n/a
NODE_35_length_81136_cov_20.8626	bacteria	n/a
NODE_36_length_80803_cov_22.6665	bacteria	n/a
NODE_37_length_78413_cov_84.4816	bacteria	n/a
NODE_38_length_77398_cov_21.4795	bacteria	n/a
NODE_39_length_74190_cov_50.424	bacteria	n/a
NODE_40_length_73876_cov_58.7311	bacteria	n/a
NODE_41_length_73261_cov_21.2293	bacteria	n/a
NODE_42_length_72906_cov_56.1594	bacteria	n/a
NODE_43_length_71852_cov_41.5335	bacteria	n/a
NODE_44_length_71778_cov_18.6345	bacteria	n/a
NODE_45_length_71414_cov_20.4398	bacteria	n/a
NODE_46_length_70959_cov_61.5404	bacteria	n/a
NODE_47_length_70531_cov_18.8851	bacteria	n/a
NODE_48_length_70456_cov_26.4523	bacteria	n/a
NODE_49_length_69976_cov_76.115	bacteria	n/a
NODE_50_length_69408_cov_57.446	bacteria	n/a
NODE_51_length_68782_cov_34.6646	bacteria	n/a
NODE_52_length_68000_cov_54.4259	bacteria	n/a
NODE_53_length_67046_cov_19.1039	bacteria	n/a
NODE_54_length_66796_cov_54.1671	bacteria	n/a
NODE_55_length_65051_cov_57.1785	bacteria	n/a
NODE_56_length_64447_cov_63.6591	bacteria	n/a
NODE_57_length_64071_cov_27.9098	bacteria	n/a
NODE_58_length_63562_cov_32.6966	bacteria	n/a
NODE_59_length_63396_cov_27.1791	bacteria	n/a
NODE_60_length_62748_cov_5.351	bacteria	n/a
NODE_61_length_62705_cov_18.0617	bacteria	n/a
NODE_62_length_62035_cov_31.8883	bacteria	n/a
NODE_63_length_61500_cov_19.1454	bacteria	n/a
NODE_64_length_60839_cov_18.6864	bacteria	n/a
NODE_65_length_60578_cov_68.2422	bacteria	n/a
NODE_66_length_60371_cov_21.9759	bacteria	n/a
NODE_67_length_60250_cov_5.02077	bacteria	n/a
NODE_68_length_59721_cov_28.522	bacteria	n/a
NODE_69_length_59561_cov_17.4319	bacteria	n/a
NODE_70_length_58859_cov_37.0709	bacteria	n/a
NODE_71_length_58661_cov_9.08149	bacteria	n/a
NODE_72_length_58503_cov_4.64048	bacteria	n/a
NODE_73_length_58172_cov_9.13838	bacteria	n/a
NODE_74_length_58033_cov_5.00316	bacteria	n/a
NODE_75_length_57822_cov_66.0538	bacteria	n/a
NODE_76_length_57659_cov_19.2837	bacteria	n/a
NODE_77_length_57562_cov_6.40075	archaea	n/a
NODE_78_length_57476_cov_17.8721	bacteria	n/a
NODE_79_length_57422_cov_22.4823	bacteria	n/a
NODE_80_length_56840_cov_8.1583	bacteria	n/a
NODE_81_length_56368_cov_22.5653	bacteria	n/a
NODE_82_length_56125_cov_4.92286	bacteria	n/a
