sequence_id	class_fst_stage	class_snd_stage
NODE_1_length_522209_cov_53.647573	bacteria	n/a
NODE_2_length_512012_cov_43.188524	bacteria	n/a
NODE_3_length_474746_cov_14.664841	bacteria	n/a
NODE_4_length_447704_cov_56.591908	bacteria	n/a
NODE_5_length_346854_cov_7.516371	bacteria	n/a
NODE_6_length_313102_cov_45.001115	bacteria	n/a
NODE_7_length_299178_cov_47.487134	bacteria	n/a
NODE_8_length_277008_cov_45.951093	bacteria	n/a
NODE_9_length_255674_cov_11.323935	bacteria	n/a
NODE_10_length_245924_cov_7.055245	bacteria	n/a
NODE_11_length_225677_cov_15.927808	bacteria	n/a
NODE_12_length_211286_cov_7.646728	bacteria	n/a
NODE_13_length_201155_cov_17.112442	bacteria	n/a
NODE_14_length_195820_cov_49.287666	bacteria	n/a
NODE_15_length_193041_cov_9.599271	bacteria	n/a
NODE_16_length_188612_cov_6.842366	bacteria	n/a
NODE_17_length_186035_cov_53.588450	bacteria	n/a
NODE_18_length_184276_cov_23.569262	unknown	n/a
NODE_19_length_177319_cov_11.375355	bacteria	n/a
NODE_20_length_172749_cov_11.976421	bacteria	n/a
NODE_21_length_166877_cov_12.475243	bacteria	n/a
NODE_22_length_164307_cov_6.692765	bacteria	n/a
NODE_23_length_157884_cov_12.598775	bacteria	n/a
NODE_24_length_156462_cov_49.501793	bacteria	n/a
NODE_25_length_151773_cov_11.994839	bacteria	n/a
NODE_26_length_149466_cov_37.635422	bacteria	n/a
NODE_27_length_149302_cov_11.935798	bacteria	n/a
NODE_28_length_148485_cov_13.080011	bacteria	n/a
NODE_29_length_147755_cov_10.677921	bacteria	n/a
NODE_30_length_144586_cov_21.557977	prokarya	n/a
NODE_31_length_143193_cov_24.592687	bacteria	n/a
NODE_32_length_140309_cov_88.899261	bacteria	n/a
NODE_33_length_139483_cov_12.512960	bacteria	n/a
NODE_34_length_139457_cov_11.260111	bacteria	n/a
NODE_35_length_137670_cov_12.894401	bacteria	n/a
NODE_36_length_134501_cov_51.148959	bacteria	n/a
NODE_37_length_134135_cov_11.229154	bacteria	n/a
NODE_38_length_132075_cov_14.625352	bacteria	n/a
NODE_39_length_131483_cov_22.529339	bacteria	n/a
NODE_40_length_123886_cov_14.776776	bacteria	n/a
NODE_41_length_123541_cov_43.835771	bacteria	n/a
NODE_42_length_123210_cov_57.562827	bacteria	n/a
NODE_43_length_123203_cov_12.405447	prokarya	n/a
NODE_44_length_122873_cov_47.668819	bacteria	n/a
NODE_45_length_119430_cov_34.197788	bacteria	n/a
NODE_46_length_118882_cov_39.036423	bacteria	n/a
NODE_47_length_118699_cov_12.755883	bacteria	n/a
NODE_48_length_117589_cov_9.980925	bacteria	n/a
NODE_49_length_116944_cov_11.342368	prokarya	n/a
NODE_50_length_115828_cov_11.538813	bacteria	n/a
NODE_51_length_115606_cov_12.520844	bacteria	n/a
NODE_52_length_115308_cov_6.722541	bacteria	n/a
NODE_53_length_115238_cov_22.114461	bacteria	n/a
NODE_54_length_113644_cov_95.270334	bacteria	n/a
NODE_55_length_113392_cov_14.225981	bacteria	n/a
NODE_56_length_113231_cov_10.360766	bacteria	n/a
NODE_57_length_113010_cov_36.260750	bacteria	n/a
NODE_58_length_112825_cov_8.880802	bacteria	n/a
NODE_59_length_111918_cov_20.432028	bacteria	n/a
NODE_60_length_110938_cov_87.704869	bacteria	n/a
NODE_61_length_110761_cov_12.480471	bacteria	n/a
NODE_62_length_110537_cov_8.664000	bacteria	n/a
NODE_63_length_110452_cov_9.004402	bacteria	n/a
NODE_64_length_108579_cov_12.135638	bacteria	n/a
NODE_65_length_106477_cov_22.570587	bacteria	n/a
NODE_66_length_105584_cov_10.727715	prokarya	n/a
NODE_67_length_105197_cov_12.066967	bacteria	n/a
NODE_68_length_104398_cov_11.421284	bacteria	n/a
NODE_69_length_103965_cov_10.980445	bacteria	n/a
NODE_70_length_103428_cov_67.096902	bacteria	n/a
NODE_71_length_102929_cov_6.562018	bacteria	n/a
NODE_72_length_101730_cov_11.643295	bacteria	n/a
NODE_73_length_101428_cov_12.952591	bacteria	n/a
NODE_74_length_101227_cov_11.471287	bacteria	n/a
NODE_75_length_100992_cov_8.869949	bacteria	n/a
NODE_76_length_99423_cov_13.132658	bacteria	n/a
NODE_77_length_99361_cov_12.627797	bacteria	n/a
NODE_78_length_99214_cov_51.674573	bacteria	n/a
NODE_79_length_96612_cov_13.124310	bacteria	n/a
NODE_80_length_96611_cov_18.905247	bacteria	n/a
NODE_81_length_95593_cov_11.384559	bacteria	n/a
NODE_82_length_95442_cov_5.456089	bacteria	n/a
NODE_83_length_95322_cov_22.861369	bacteria	n/a
NODE_84_length_95223_cov_29.796864	bacteria	n/a
NODE_85_length_94983_cov_5.941040	bacteria	n/a
NODE_86_length_94829_cov_5.632990	bacteria	n/a
NODE_87_length_94578_cov_10.617077	bacteria	n/a
NODE_88_length_94375_cov_11.936334	bacteria	n/a
NODE_89_length_94319_cov_44.213082	archaea	n/a
NODE_90_length_94050_cov_21.176552	bacteria	n/a
NODE_91_length_93471_cov_70.740462	prokarya	n/a
NODE_92_length_93310_cov_12.603700	bacteria	n/a
NODE_93_length_93234_cov_12.302203	bacteria	n/a
NODE_94_length_93046_cov_28.544612	bacteria	n/a
NODE_95_length_92022_cov_28.957430	bacteria	n/a
NODE_96_length_91808_cov_21.452824	bacteria	n/a
NODE_97_length_91752_cov_17.139056	bacteria	n/a
NODE_98_length_91499_cov_13.553158	bacteria	n/a
NODE_99_length_89117_cov_12.464205	bacteria	n/a
NODE_100_length_89084_cov_68.542610	bacteria	n/a
NODE_101_length_89045_cov_9.563749	bacteria	n/a
NODE_102_length_88342_cov_24.036608	bacteria	n/a
NODE_103_length_87999_cov_15.531804	bacteria	n/a
NODE_104_length_87960_cov_18.788499	bacteria	n/a
NODE_105_length_87726_cov_11.873105	bacteria	n/a
NODE_106_length_86860_cov_16.323057	bacteria	n/a
NODE_107_length_86794_cov_62.310172	bacteria	n/a
NODE_108_length_86780_cov_17.640715	bacteria	n/a
NODE_109_length_86310_cov_21.063857	bacteria	n/a
NODE_110_length_86270_cov_50.123958	bacteria	n/a
NODE_111_length_86152_cov_7.472885	unknown	n/a
NODE_112_length_85254_cov_11.938415	bacteria	n/a
NODE_113_length_85204_cov_12.011004	bacteria	n/a
NODE_114_length_85029_cov_7.314720	bacteria	n/a
NODE_115_length_84171_cov_13.017749	prokarya	n/a
NODE_116_length_84114_cov_38.836091	bacteria	n/a
NODE_117_length_83922_cov_20.733984	bacteria	n/a
NODE_118_length_83857_cov_10.400826	bacteria	n/a
NODE_119_length_83797_cov_18.198634	bacteria	n/a
NODE_120_length_83771_cov_22.925235	bacteria	n/a
NODE_121_length_83766_cov_27.818088	bacteria	n/a
NODE_122_length_83253_cov_13.532333	bacteria	n/a
NODE_123_length_83034_cov_8.533364	bacteria	n/a
NODE_124_length_82789_cov_12.770747	eukarya	n/a
NODE_125_length_82734_cov_20.281740	bacteria	n/a
NODE_126_length_82624_cov_99.419116	bacteria	n/a
NODE_127_length_82570_cov_8.846767	bacteria	n/a
NODE_128_length_82522_cov_11.790425	bacteria	n/a
NODE_129_length_82313_cov_18.919522	bacteria	n/a
NODE_130_length_81946_cov_22.731082	bacteria	n/a
NODE_131_length_81324_cov_12.482373	bacteria	n/a
NODE_132_length_80993_cov_14.273876	bacteria	n/a
NODE_133_length_80976_cov_9.877671	bacteria	n/a
NODE_134_length_80970_cov_33.546561	bacteria	n/a
NODE_135_length_80957_cov_12.612012	bacteria	n/a
NODE_136_length_80772_cov_12.764511	bacteria	n/a
NODE_137_length_79531_cov_69.834856	bacteria	n/a
NODE_138_length_79402_cov_12.375503	bacteria	n/a
NODE_139_length_79303_cov_53.187601	bacteria	n/a
NODE_140_length_79217_cov_13.607691	bacteria	n/a
NODE_141_length_79193_cov_27.238924	bacteria	n/a
NODE_142_length_78910_cov_7.278816	bacteria	n/a
NODE_143_length_78828_cov_22.953144	bacteria	n/a
NODE_144_length_78816_cov_47.087950	bacteria	n/a
NODE_145_length_78686_cov_14.538452	prokarya	n/a
NODE_146_length_78666_cov_11.394321	bacteria	n/a
NODE_147_length_78610_cov_8.143988	prokarya	n/a
NODE_148_length_78400_cov_69.415062	bacteria	n/a
NODE_149_length_78226_cov_20.854025	bacteria	n/a
NODE_150_length_78180_cov_6.480410	bacteria	n/a
NODE_151_length_77946_cov_11.029991	bacteria	n/a
NODE_152_length_77825_cov_12.426964	bacteria	n/a
NODE_153_length_77606_cov_9.144937	bacteria	n/a
NODE_154_length_77504_cov_10.335395	bacteria	n/a
NODE_155_length_77306_cov_67.792210	bacteria	n/a
NODE_156_length_77285_cov_17.403910	bacteria	n/a
NODE_157_length_77206_cov_12.804980	bacteria	n/a
NODE_158_length_76735_cov_93.329538	bacteria	n/a
NODE_159_length_76697_cov_49.981420	bacteria	n/a
NODE_160_length_76571_cov_7.402818	bacteria	n/a
NODE_161_length_76260_cov_17.994843	bacteria	n/a
NODE_162_length_75998_cov_16.818890	bacteria	n/a
NODE_163_length_75938_cov_12.148755	bacteria	n/a
NODE_164_length_75726_cov_19.235189	bacteria	n/a
NODE_165_length_75359_cov_6.307593	bacteria	n/a
NODE_166_length_75031_cov_18.807298	bacteria	n/a
