sequence_id	class_fst_stage	class_snd_stage
NODE_66_length_3109_cov_8.0000	bacteria	n/a
NODE_98_length_3821_cov_5.0000	bacteria	n/a
NODE_141_length_3757_cov_10.0000	archaea	n/a
NODE_187_length_6533_cov_8.0000	bacteria	n/a
NODE_291_length_3488_cov_21.0000	bacteria	n/a
NODE_373_length_4426_cov_54.1126	prokarya	n/a
NODE_418_length_4541_cov_6.0000	bacteria	n/a
NODE_449_length_3167_cov_9.0000	bacteria	n/a
NODE_452_length_4402_cov_5.0000	bacteria	n/a
NODE_462_length_3013_cov_8.7374	bacteria	n/a
NODE_467_length_4247_cov_7.0000	bacteria	n/a
NODE_573_length_9021_cov_9.0000	bacteria	n/a
NODE_589_length_4141_cov_31.0000	archaea	n/a
NODE_700_length_4483_cov_12.0000	bacteria	n/a
NODE_733_length_10029_cov_29.0000	bacteria	n/a
NODE_748_length_5977_cov_18.9423	bacteria	n/a
NODE_778_length_3461_cov_14.0000	bacteria	n/a
NODE_889_length_4479_cov_22.2610	bacteria	n/a
NODE_917_length_3931_cov_17.0000	bacteria	n/a
NODE_937_length_3576_cov_12.9306	bacteria	n/a
NODE_949_length_4076_cov_3.0000	bacteria	n/a
NODE_953_length_3547_cov_8.8693	bacteria	n/a
NODE_1077_length_3370_cov_8.5128	bacteria	n/a
NODE_1080_length_3084_cov_6.0000	bacteria	n/a
NODE_1100_length_8258_cov_6.0000	bacteria	n/a
NODE_1148_length_3551_cov_12.0000	bacteria	n/a
NODE_1203_length_10561_cov_10.0000	bacteria	n/a
NODE_1206_length_3685_cov_5.0000	bacteria	n/a
NODE_1239_length_4872_cov_7.0000	bacteria	n/a
NODE_1240_length_3018_cov_11.0000	bacteria	n/a
NODE_1278_length_4064_cov_12.0000	bacteria	n/a
NODE_1303_length_4363_cov_6.0000	bacteria	n/a
NODE_1311_length_3186_cov_10.0000	eukarya	n/a
NODE_1346_length_3599_cov_16.7141	bacteria	n/a
NODE_1377_length_3181_cov_8.5849	archaea	n/a
NODE_1410_length_5827_cov_7.9972	bacteria	n/a
NODE_1459_length_3915_cov_5.0000	bacteria	n/a
NODE_1471_length_3527_cov_5.0000	bacteria	n/a
NODE_1484_length_6098_cov_6.0000	archaea	n/a
NODE_1498_length_3425_cov_13.0877	bacteria	n/a
NODE_1538_length_3331_cov_41.8583	bacteria	n/a
NODE_1565_length_7272_cov_7.0000	bacteria	n/a
NODE_1622_length_5348_cov_10.0000	bacteria	n/a
NODE_1652_length_4609_cov_5.0000	bacteria	n/a
NODE_1677_length_5450_cov_10.0000	bacteria	n/a
NODE_1702_length_13140_cov_15.0000	bacteria	n/a
NODE_1762_length_3368_cov_8.0000	bacteria	n/a
NODE_1769_length_3227_cov_30.0000	bacteria	n/a
NODE_1770_length_9393_cov_27.1633	archaea	n/a
NODE_1783_length_19001_cov_16.8848	bacteria	n/a
NODE_1798_length_3461_cov_6.0000	archaea	n/a
NODE_1845_length_8212_cov_9.0000	bacteria	n/a
