sequence_id	class_fst_stage	class_snd_stage
NODE_1_length_930404_cov_7.198081	bacteria	n/a
NODE_2_length_630902_cov_21.281019	bacteria	n/a
NODE_3_length_563378_cov_21.793394	bacteria	n/a
NODE_4_length_407167_cov_6.469637	bacteria	n/a
NODE_5_length_355628_cov_28.964772	bacteria	n/a
NODE_6_length_344391_cov_21.308568	bacteria	n/a
NODE_7_length_316839_cov_6.607221	bacteria	n/a
NODE_8_length_286599_cov_31.950084	bacteria	n/a
NODE_9_length_275500_cov_31.930959	bacteria	n/a
NODE_10_length_275121_cov_149.899944	bacteria	n/a
NODE_11_length_260801_cov_152.331265	bacteria	n/a
NODE_12_length_250103_cov_17.773204	bacteria	n/a
NODE_13_length_226454_cov_6.679720	bacteria	n/a
NODE_14_length_224287_cov_151.712401	bacteria	n/a
NODE_15_length_213631_cov_31.794415	bacteria	n/a
NODE_16_length_209554_cov_9.453859	bacteria	n/a
NODE_17_length_203410_cov_32.318846	bacteria	n/a
NODE_18_length_201140_cov_18.512942	bacteria	n/a
NODE_19_length_199928_cov_30.862643	bacteria	n/a
NODE_20_length_195952_cov_29.346764	bacteria	n/a
NODE_21_length_186236_cov_30.121301	bacteria	n/a
NODE_22_length_185018_cov_34.856566	bacteria	n/a
NODE_23_length_184950_cov_20.636691	bacteria	n/a
NODE_24_length_184325_cov_19.350133	bacteria	n/a
NODE_25_length_183087_cov_31.505316	bacteria	n/a
NODE_26_length_181205_cov_6.549208	bacteria	n/a
NODE_27_length_179099_cov_6.924348	bacteria	n/a
NODE_28_length_175463_cov_6.684450	bacteria	n/a
NODE_29_length_175154_cov_19.036888	bacteria	n/a
NODE_30_length_174059_cov_150.186829	bacteria	n/a
NODE_31_length_172203_cov_29.805963	bacteria	n/a
NODE_32_length_168743_cov_29.370115	bacteria	n/a
NODE_33_length_166925_cov_12.250440	bacteria	n/a
NODE_34_length_162919_cov_6.555064	bacteria	n/a
NODE_35_length_162758_cov_31.883721	bacteria	n/a
NODE_36_length_159977_cov_30.730018	bacteria	n/a
NODE_37_length_157907_cov_29.439291	bacteria	n/a
NODE_38_length_157508_cov_6.266010	bacteria	n/a
NODE_39_length_154690_cov_29.690898	bacteria	n/a
NODE_40_length_144785_cov_39.803510	bacteria	n/a
NODE_41_length_144557_cov_18.189852	bacteria	n/a
NODE_42_length_144139_cov_30.147157	bacteria	n/a
NODE_43_length_143238_cov_14.512833	bacteria	n/a
NODE_44_length_143124_cov_20.990823	bacteria	n/a
NODE_45_length_140528_cov_30.956711	bacteria	n/a
NODE_46_length_140306_cov_6.194095	bacteria	n/a
NODE_47_length_138934_cov_18.283844	bacteria	n/a
NODE_48_length_135190_cov_152.480431	bacteria	n/a
NODE_49_length_134948_cov_18.896696	bacteria	n/a
NODE_50_length_132804_cov_18.302044	bacteria	n/a
NODE_51_length_131077_cov_39.701325	bacteria	n/a
NODE_52_length_130822_cov_18.751596	bacteria	n/a
NODE_53_length_130573_cov_19.142402	bacteria	n/a
NODE_54_length_130417_cov_29.876605	bacteria	n/a
NODE_55_length_129502_cov_32.668714	bacteria	n/a
NODE_56_length_127802_cov_6.816215	bacteria	n/a
NODE_57_length_126055_cov_193.068690	bacteria	n/a
NODE_58_length_125935_cov_6.229266	bacteria	n/a
NODE_59_length_125474_cov_29.209833	bacteria	n/a
NODE_60_length_123842_cov_29.825240	bacteria	n/a
NODE_61_length_123459_cov_31.238947	bacteria	n/a
NODE_62_length_122889_cov_9.755540	bacteria	n/a
NODE_63_length_121858_cov_9.461064	prokarya	n/a
NODE_64_length_116557_cov_31.580290	bacteria	n/a
NODE_65_length_116422_cov_10.830691	bacteria	n/a
NODE_66_length_115656_cov_30.227420	bacteria	n/a
NODE_67_length_115632_cov_154.557386	bacteria	n/a
NODE_68_length_115134_cov_28.177243	bacteria	n/a
NODE_69_length_114879_cov_6.315134	bacteria	n/a
NODE_70_length_114823_cov_6.743483	bacteria	n/a
NODE_71_length_113978_cov_6.315020	bacteria	n/a
NODE_72_length_113919_cov_22.259687	bacteria	n/a
NODE_73_length_113190_cov_16.699589	bacteria	n/a
NODE_74_length_111214_cov_156.107135	bacteria	n/a
NODE_75_length_110140_cov_18.095644	bacteria	n/a
NODE_76_length_109031_cov_147.357005	bacteria	n/a
NODE_77_length_109013_cov_5.044439	bacteria	n/a
NODE_78_length_108063_cov_158.960734	bacteria	n/a
NODE_79_length_106619_cov_21.192532	bacteria	n/a
NODE_80_length_105251_cov_33.997766	bacteria	n/a
NODE_81_length_104605_cov_9.423539	bacteria	n/a
NODE_82_length_104521_cov_5.007715	bacteria	n/a
NODE_83_length_102062_cov_40.465792	bacteria	n/a
NODE_84_length_101235_cov_29.477565	bacteria	n/a
NODE_85_length_100635_cov_19.243885	bacteria	n/a
NODE_86_length_100439_cov_6.084336	bacteria	n/a
NODE_87_length_98158_cov_195.038388	bacteria	n/a
NODE_88_length_98143_cov_6.103550	bacteria	n/a
NODE_89_length_97500_cov_18.617046	bacteria	n/a
NODE_90_length_97290_cov_29.354255	bacteria	n/a
NODE_91_length_96616_cov_18.453382	bacteria	n/a
NODE_92_length_96601_cov_11.177894	bacteria	n/a
NODE_93_length_96322_cov_6.842179	bacteria	n/a
NODE_94_length_95938_cov_6.835153	bacteria	n/a
NODE_95_length_95866_cov_154.389726	bacteria	n/a
NODE_96_length_95747_cov_41.817362	bacteria	n/a
NODE_97_length_95611_cov_6.132289	bacteria	n/a
NODE_98_length_95171_cov_21.106092	bacteria	n/a
NODE_99_length_94206_cov_6.211426	bacteria	n/a
NODE_100_length_93218_cov_8.251087	bacteria	n/a
NODE_101_length_93153_cov_203.273776	bacteria	n/a
NODE_102_length_91432_cov_38.738260	bacteria	n/a
NODE_103_length_90005_cov_21.523268	bacteria	n/a
NODE_104_length_89608_cov_19.390484	bacteria	n/a
NODE_105_length_89062_cov_13.156606	bacteria	n/a
NODE_106_length_88877_cov_6.258967	bacteria	n/a
NODE_107_length_88146_cov_38.496804	bacteria	n/a
NODE_108_length_87948_cov_154.955844	bacteria	n/a
NODE_109_length_87785_cov_57.197777	bacteria	n/a
NODE_110_length_86792_cov_12.116986	bacteria	n/a
NODE_111_length_86754_cov_145.211075	bacteria	n/a
NODE_112_length_85992_cov_33.324819	bacteria	n/a
NODE_113_length_85643_cov_6.509184	bacteria	n/a
NODE_114_length_85512_cov_11.748704	bacteria	n/a
NODE_115_length_84857_cov_11.555364	bacteria	n/a
NODE_116_length_84540_cov_18.474439	bacteria	n/a
NODE_117_length_83296_cov_20.763614	bacteria	n/a
NODE_118_length_83209_cov_6.758111	bacteria	n/a
NODE_119_length_82607_cov_17.272119	bacteria	n/a
NODE_120_length_82376_cov_57.569879	bacteria	n/a
NODE_121_length_82245_cov_201.910208	bacteria	n/a
NODE_122_length_81595_cov_40.739085	bacteria	n/a
NODE_123_length_80889_cov_34.681211	bacteria	n/a
NODE_124_length_80310_cov_18.789284	bacteria	n/a
NODE_125_length_79924_cov_6.979554	bacteria	n/a
NODE_126_length_79829_cov_18.525510	bacteria	n/a
NODE_127_length_79242_cov_33.006150	bacteria	n/a
NODE_128_length_78670_cov_30.223787	bacteria	n/a
NODE_129_length_78411_cov_9.171882	bacteria	n/a
NODE_130_length_78238_cov_11.562002	bacteria	n/a
NODE_131_length_78054_cov_33.136784	bacteria	n/a
NODE_132_length_77873_cov_57.088835	bacteria	n/a
NODE_133_length_75991_cov_15.746787	bacteria	n/a
NODE_134_length_75907_cov_6.011522	bacteria	n/a
NODE_135_length_75786_cov_21.161994	bacteria	n/a
NODE_136_length_75289_cov_6.098280	bacteria	n/a
NODE_137_length_75056_cov_34.472394	bacteria	n/a
NODE_138_length_74811_cov_11.494689	bacteria	n/a
NODE_139_length_74750_cov_30.259964	bacteria	n/a
NODE_140_length_74543_cov_173.037617	bacteria	n/a
NODE_141_length_73930_cov_42.837293	bacteria	n/a
NODE_142_length_73844_cov_161.914730	bacteria	n/a
NODE_143_length_73791_cov_5.817457	bacteria	n/a
NODE_144_length_73710_cov_28.776675	bacteria	n/a
NODE_145_length_73642_cov_31.039260	bacteria	n/a
NODE_146_length_73366_cov_6.538309	bacteria	n/a
NODE_147_length_73162_cov_152.188409	bacteria	n/a
NODE_148_length_72893_cov_6.937382	bacteria	n/a
NODE_149_length_71982_cov_18.677576	bacteria	n/a
NODE_150_length_71824_cov_18.149062	bacteria	n/a
NODE_151_length_71383_cov_15.831511	bacteria	n/a
NODE_152_length_71094_cov_20.870916	bacteria	n/a
NODE_153_length_70125_cov_30.892222	bacteria	n/a
NODE_154_length_69885_cov_151.597508	bacteria	n/a
NODE_155_length_69779_cov_146.224887	bacteria	n/a
NODE_156_length_69762_cov_18.338833	bacteria	n/a
NODE_157_length_69590_cov_31.803840	bacteria	n/a
NODE_158_length_69588_cov_42.263343	bacteria	n/a
NODE_159_length_69299_cov_6.165892	bacteria	n/a
NODE_160_length_69280_cov_179.800491	bacteria	n/a
NODE_161_length_69254_cov_17.806038	bacteria	n/a
NODE_162_length_68828_cov_6.716342	bacteria	n/a
NODE_163_length_68752_cov_19.190299	bacteria	n/a
NODE_164_length_68497_cov_21.602393	bacteria	n/a
NODE_165_length_68189_cov_31.873323	bacteria	n/a
NODE_166_length_68092_cov_43.182533	bacteria	n/a
NODE_167_length_68092_cov_10.835163	bacteria	n/a
NODE_168_length_67905_cov_40.675195	bacteria	n/a
NODE_169_length_67261_cov_62.751436	bacteria	n/a
NODE_170_length_67212_cov_5.739997	bacteria	n/a
NODE_171_length_67139_cov_8.990490	bacteria	n/a
NODE_172_length_67066_cov_21.228365	bacteria	n/a
NODE_173_length_66956_cov_40.870316	bacteria	n/a
NODE_174_length_66934_cov_28.771333	bacteria	n/a
NODE_175_length_66631_cov_56.893926	bacteria	n/a
NODE_176_length_66429_cov_11.566080	bacteria	n/a
NODE_177_length_66428_cov_5.846218	bacteria	n/a
NODE_178_length_66399_cov_6.715468	bacteria	n/a
NODE_179_length_66236_cov_8.489521	bacteria	n/a
NODE_180_length_66194_cov_152.113201	bacteria	n/a
NODE_181_length_65955_cov_5.833627	bacteria	n/a
NODE_182_length_65880_cov_6.446563	bacteria	n/a
NODE_183_length_65877_cov_11.722995	bacteria	n/a
NODE_184_length_65857_cov_152.583736	bacteria	n/a
NODE_185_length_65659_cov_7.512454	bacteria	n/a
NODE_186_length_65616_cov_12.818307	bacteria	n/a
NODE_187_length_65565_cov_195.389254	bacteria	n/a
NODE_188_length_65351_cov_31.008806	bacteria	n/a
NODE_189_length_65314_cov_160.616605	bacteria	n/a
NODE_190_length_65305_cov_7.495939	bacteria	n/a
NODE_191_length_65154_cov_142.033150	bacteria	n/a
NODE_192_length_64778_cov_6.351699	bacteria	n/a
NODE_193_length_64752_cov_7.703974	bacteria	n/a
NODE_194_length_64726_cov_6.056501	bacteria	n/a
NODE_195_length_64638_cov_199.474552	bacteria	n/a
