sequence_id	class_fst_stage	class_snd_stage
NODE_1_length_807662_cov_8.598747	bacteria	n/a
NODE_2_length_648954_cov_8.630805	bacteria	n/a
NODE_3_length_587038_cov_8.941363	bacteria	n/a
NODE_4_length_287593_cov_8.535574	prokarya	n/a
NODE_5_length_257361_cov_16.735043	bacteria	n/a
NODE_6_length_233552_cov_8.123162	prokarya	n/a
NODE_7_length_229808_cov_10.100068	prokarya	n/a
NODE_8_length_220636_cov_6.502745	bacteria	n/a
NODE_9_length_219105_cov_9.263867	prokarya	n/a
NODE_10_length_209742_cov_13.580966	archaea	n/a
NODE_11_length_208646_cov_6.506868	bacteria	n/a
NODE_12_length_203994_cov_12.905138	bacteria	n/a
NODE_13_length_195357_cov_11.188964	bacteria	n/a
NODE_14_length_179116_cov_6.062459	archaea	n/a
NODE_15_length_176075_cov_11.434377	bacteria	n/a
NODE_16_length_166402_cov_24.720151	archaea	n/a
NODE_17_length_166305_cov_10.418262	prokarya	n/a
NODE_18_length_164232_cov_6.967011	prokarya	n/a
NODE_19_length_161069_cov_6.209504	bacteria	n/a
NODE_20_length_160541_cov_11.368848	bacteria	n/a
NODE_21_length_154368_cov_30.826936	archaea	n/a
NODE_22_length_153121_cov_13.393556	bacteria	n/a
NODE_23_length_149711_cov_13.223620	bacteria	n/a
NODE_24_length_147907_cov_11.658956	bacteria	n/a
NODE_25_length_147201_cov_14.033293	bacteria	n/a
NODE_26_length_145836_cov_11.646134	bacteria	n/a
NODE_27_length_143299_cov_14.594252	archaea	n/a
NODE_28_length_142566_cov_33.747612	archaea	n/a
NODE_29_length_140607_cov_9.163256	bacteria	n/a
NODE_30_length_139899_cov_7.249321	prokarya	n/a
NODE_31_length_137047_cov_22.665740	archaea	n/a
NODE_32_length_131770_cov_21.785932	archaea	n/a
NODE_33_length_130596_cov_24.138876	archaea	n/a
NODE_34_length_126970_cov_24.923074	archaea	n/a
NODE_35_length_126903_cov_8.187382	bacteria	n/a
NODE_36_length_125922_cov_28.000922	bacteria	n/a
NODE_37_length_125083_cov_21.782761	archaea	n/a
NODE_38_length_124049_cov_11.656975	bacteria	n/a
NODE_39_length_123122_cov_27.363444	archaea	n/a
NODE_40_length_122480_cov_7.633710	bacteria	n/a
NODE_41_length_121266_cov_20.854832	archaea	n/a
NODE_42_length_120363_cov_10.086362	bacteria	n/a
NODE_43_length_119316_cov_18.009861	archaea	n/a
NODE_44_length_118656_cov_5.128633	bacteria	n/a
NODE_45_length_118511_cov_5.330173	bacteria	n/a
NODE_46_length_116618_cov_9.512075	bacteria	n/a
NODE_47_length_115679_cov_16.816318	bacteria	n/a
NODE_48_length_114949_cov_5.559977	archaea	n/a
NODE_49_length_114485_cov_6.933060	bacteria	n/a
NODE_50_length_113167_cov_16.383673	bacteria	n/a
NODE_51_length_112961_cov_15.020734	prokarya	n/a
NODE_52_length_112849_cov_6.073071	bacteria	n/a
NODE_53_length_112703_cov_6.197216	prokarya	n/a
NODE_54_length_112169_cov_5.822966	archaea	n/a
NODE_55_length_111884_cov_8.576881	bacteria	n/a
NODE_56_length_111351_cov_6.175855	bacteria	n/a
NODE_57_length_111180_cov_28.378790	archaea	n/a
NODE_58_length_110860_cov_6.487424	prokarya	n/a
NODE_59_length_109286_cov_10.208329	bacteria	n/a
NODE_60_length_108536_cov_5.011403	archaea	n/a
NODE_61_length_107911_cov_9.670811	prokarya	n/a
NODE_62_length_107871_cov_25.357999	archaea	n/a
NODE_63_length_107771_cov_8.625172	bacteria	n/a
NODE_64_length_106961_cov_7.460779	bacteria	n/a
NODE_65_length_105529_cov_33.285729	bacteria	n/a
NODE_66_length_105516_cov_11.194821	bacteria	n/a
NODE_67_length_105371_cov_13.200805	bacteria	n/a
NODE_68_length_105313_cov_4.631315	bacteria	n/a
NODE_69_length_105161_cov_16.714812	archaea	n/a
NODE_70_length_104541_cov_12.505465	bacteria	n/a
NODE_71_length_103691_cov_12.544743	bacteria	n/a
NODE_72_length_103371_cov_19.145834	archaea	n/a
NODE_73_length_103126_cov_7.928282	bacteria	n/a
NODE_74_length_103123_cov_24.024537	bacteria	n/a
NODE_75_length_102616_cov_8.806837	bacteria	n/a
NODE_76_length_102569_cov_11.470121	bacteria	n/a
NODE_77_length_102552_cov_11.781252	prokarya	n/a
NODE_78_length_101979_cov_23.343658	bacteria	n/a
NODE_79_length_101133_cov_9.569807	bacteria	n/a
NODE_80_length_101093_cov_12.927077	bacteria	n/a
NODE_81_length_101085_cov_6.561675	prokarya	n/a
NODE_82_length_100823_cov_5.979537	prokarya	n/a
NODE_83_length_100763_cov_8.579040	bacteria	n/a
NODE_84_length_100343_cov_8.994865	bacteria	n/a
NODE_85_length_100069_cov_64.145990	bacteria	n/a
NODE_86_length_99969_cov_26.332966	bacteria	n/a
NODE_87_length_99960_cov_11.137651	bacteria	n/a
NODE_88_length_99712_cov_12.631516	bacteria	n/a
NODE_89_length_99378_cov_28.013501	bacteria	n/a
NODE_90_length_98601_cov_25.794309	archaea	n/a
NODE_91_length_98594_cov_6.707151	bacteria	n/a
NODE_92_length_98140_cov_10.494918	bacteria	n/a
NODE_93_length_97962_cov_11.939780	bacteria	n/a
NODE_94_length_96928_cov_8.320213	bacteria	n/a
NODE_95_length_94955_cov_10.241707	prokarya	n/a
NODE_96_length_94943_cov_9.419157	bacteria	n/a
NODE_97_length_94138_cov_21.125698	bacteria	n/a
NODE_98_length_92244_cov_11.948031	bacteria	n/a
NODE_99_length_91231_cov_10.668060	bacteria	n/a
NODE_100_length_91182_cov_11.137094	bacteria	n/a
NODE_101_length_90738_cov_10.028076	prokarya	n/a
NODE_102_length_90472_cov_12.657365	bacteria	n/a
NODE_103_length_90386_cov_12.176517	bacteria	n/a
NODE_104_length_90069_cov_12.074911	bacteria	n/a
NODE_105_length_90019_cov_15.483371	archaea	n/a
NODE_106_length_89154_cov_15.369802	bacteria	n/a
NODE_107_length_89056_cov_6.610768	bacteria	n/a
NODE_108_length_88708_cov_5.597194	archaea	n/a
NODE_109_length_88438_cov_6.310433	bacteria	n/a
NODE_110_length_88354_cov_9.751209	bacteria	n/a
NODE_111_length_87591_cov_15.074632	archaea	n/a
NODE_112_length_87438_cov_14.634986	archaea	n/a
NODE_113_length_86790_cov_7.239315	bacteria	n/a
NODE_114_length_86706_cov_6.397133	bacteria	n/a
NODE_115_length_86620_cov_10.782522	bacteria	n/a
NODE_116_length_86465_cov_6.806064	bacteria	n/a
NODE_117_length_86087_cov_6.612295	bacteria	n/a
NODE_118_length_86038_cov_9.113418	bacteria	n/a
NODE_119_length_85953_cov_15.531177	bacteria	n/a
NODE_120_length_85909_cov_17.166632	archaea	n/a
NODE_121_length_85334_cov_25.991639	bacteria	n/a
NODE_122_length_84362_cov_15.150901	bacteria	n/a
NODE_123_length_84258_cov_16.196347	archaea	n/a
NODE_124_length_84069_cov_5.260254	bacteria	n/a
NODE_125_length_83972_cov_11.907301	bacteria	n/a
NODE_126_length_83650_cov_5.462934	bacteria	n/a
NODE_127_length_83512_cov_7.063638	prokarya	n/a
NODE_128_length_83265_cov_9.537207	prokarya	n/a
NODE_129_length_82678_cov_11.567469	bacteria	n/a
NODE_130_length_81782_cov_12.292718	bacteria	n/a
NODE_131_length_81725_cov_6.647900	prokarya	n/a
NODE_132_length_81264_cov_9.218129	bacteria	n/a
NODE_133_length_81193_cov_11.596293	prokarya	n/a
NODE_134_length_81147_cov_28.700402	prokarya	n/a
NODE_135_length_79744_cov_16.216717	archaea	n/a
NODE_136_length_79659_cov_28.499673	archaea	n/a
NODE_137_length_79415_cov_12.022177	bacteria	n/a
NODE_138_length_79318_cov_7.226600	bacteria	n/a
NODE_139_length_78920_cov_8.862689	bacteria	n/a
NODE_140_length_78896_cov_8.401682	bacteria	n/a
NODE_141_length_78812_cov_12.888048	bacteria	n/a
NODE_142_length_78811_cov_6.496127	bacteria	n/a
NODE_143_length_78423_cov_39.190588	bacteria	n/a
NODE_144_length_78210_cov_10.928322	bacteria	n/a
NODE_145_length_78181_cov_10.169137	bacteria	n/a
NODE_146_length_78023_cov_14.752758	bacteria	n/a
NODE_147_length_77847_cov_9.414259	bacteria	n/a
NODE_148_length_77617_cov_17.047188	prokarya	n/a
NODE_149_length_77518_cov_7.097995	bacteria	n/a
NODE_150_length_77008_cov_27.335750	archaea	n/a
NODE_151_length_76866_cov_16.309656	bacteria	n/a
NODE_152_length_76764_cov_4.643992	bacteria	n/a
