sequence_id	class_fst_stage	class_snd_stage
NODE_1_length_293633_cov_9.332126	bacteria	n/a
NODE_2_length_275469_cov_9.160300	bacteria	n/a
NODE_3_length_252607_cov_8.912105	bacteria	n/a
NODE_4_length_243922_cov_11.501437	bacteria	n/a
NODE_5_length_229912_cov_8.392357	bacteria	n/a
NODE_6_length_200323_cov_8.254913	bacteria	n/a
NODE_7_length_196909_cov_7.004856	prokarya	n/a
NODE_8_length_191013_cov_10.470030	bacteria	n/a
NODE_9_length_180798_cov_9.849455	bacteria	n/a
NODE_10_length_166506_cov_21.951223	bacteria	n/a
NODE_11_length_155661_cov_9.369928	bacteria	n/a
NODE_12_length_154542_cov_8.739188	archaea	n/a
NODE_13_length_149492_cov_9.760769	bacteria	n/a
NODE_14_length_146180_cov_10.960267	bacteria	n/a
NODE_15_length_145848_cov_10.155234	bacteria	n/a
NODE_16_length_144032_cov_7.044979	bacteria	n/a
NODE_17_length_142356_cov_10.174595	bacteria	n/a
NODE_18_length_139261_cov_8.607704	bacteria	n/a
NODE_19_length_136282_cov_9.268889	bacteria	n/a
NODE_20_length_129921_cov_9.610129	bacteria	n/a
NODE_21_length_128657_cov_6.787888	bacteria	n/a
NODE_22_length_125523_cov_9.560605	bacteria	n/a
NODE_23_length_116524_cov_8.232663	bacteria	n/a
NODE_24_length_115072_cov_5.145422	archaea	n/a
NODE_25_length_114523_cov_19.075663	bacteria	n/a
NODE_26_length_112677_cov_8.771199	bacteria	n/a
NODE_27_length_110193_cov_4.898791	bacteria	n/a
NODE_28_length_107325_cov_8.545232	bacteria	n/a
NODE_29_length_106577_cov_15.279294	bacteria	n/a
NODE_30_length_105902_cov_9.562718	bacteria	n/a
NODE_31_length_105679_cov_12.061937	bacteria	n/a
NODE_32_length_105645_cov_14.585624	prokarya	n/a
NODE_33_length_105390_cov_4.934855	bacteria	n/a
NODE_34_length_105221_cov_10.457001	bacteria	n/a
NODE_35_length_104507_cov_9.331329	bacteria	n/a
NODE_36_length_102455_cov_4.433506	bacteria	n/a
NODE_37_length_102273_cov_5.186053	bacteria	n/a
NODE_38_length_102006_cov_9.542104	bacteria	n/a
NODE_39_length_101410_cov_5.158867	bacteria	n/a
NODE_40_length_100932_cov_8.194425	bacteria	n/a
NODE_41_length_99316_cov_9.435146	bacteria	n/a
NODE_42_length_98978_cov_10.066668	bacteria	n/a
NODE_43_length_96754_cov_4.535166	bacteria	n/a
NODE_44_length_96594_cov_11.465315	bacteria	n/a
NODE_45_length_96592_cov_10.279499	bacteria	n/a
NODE_46_length_95681_cov_6.046661	prokarya	n/a
NODE_47_length_93416_cov_10.488919	bacteria	n/a
NODE_48_length_91472_cov_5.771005	archaea	n/a
NODE_49_length_90014_cov_8.434365	bacteria	n/a
NODE_50_length_89722_cov_8.049951	bacteria	n/a
NODE_51_length_89576_cov_5.539549	archaea	n/a
NODE_52_length_88929_cov_46.406137	bacteria	n/a
NODE_53_length_88501_cov_8.566651	bacteria	n/a
NODE_54_length_87764_cov_4.809552	bacteria	n/a
NODE_55_length_87500_cov_8.305804	bacteria	n/a
NODE_56_length_87466_cov_8.423414	bacteria	n/a
NODE_57_length_86610_cov_6.938120	bacteria	n/a
NODE_58_length_86555_cov_9.016855	bacteria	n/a
NODE_59_length_86462_cov_4.880588	bacteria	n/a
NODE_60_length_85634_cov_8.875507	bacteria	n/a
NODE_61_length_85500_cov_4.403207	bacteria	n/a
NODE_62_length_84152_cov_25.949511	bacteria	n/a
NODE_63_length_84111_cov_9.331410	bacteria	n/a
NODE_64_length_84051_cov_9.642221	bacteria	n/a
NODE_65_length_83808_cov_8.009086	bacteria	n/a
NODE_66_length_83729_cov_14.201974	prokarya	n/a
NODE_67_length_81550_cov_5.531223	archaea	n/a
NODE_68_length_81224_cov_8.284752	bacteria	n/a
NODE_69_length_79990_cov_7.165084	bacteria	n/a
NODE_70_length_79832_cov_7.418680	prokarya	n/a
NODE_71_length_79510_cov_15.545793	prokarya	n/a
NODE_72_length_79069_cov_4.504316	bacteria	n/a
NODE_73_length_78831_cov_6.843264	bacteria	n/a
NODE_74_length_78103_cov_8.711946	bacteria	n/a
NODE_75_length_76194_cov_8.424986	bacteria	n/a
NODE_76_length_74619_cov_21.245279	bacteria	n/a
NODE_77_length_74132_cov_23.248026	bacteria	n/a
NODE_78_length_73468_cov_30.103347	bacteria	n/a
NODE_79_length_72959_cov_9.224213	bacteria	n/a
NODE_80_length_72903_cov_8.866709	bacteria	n/a
NODE_81_length_72819_cov_6.076755	archaea	n/a
NODE_82_length_72589_cov_9.775112	bacteria	n/a
NODE_83_length_72362_cov_5.338653	bacteria	n/a
NODE_84_length_72281_cov_8.345042	bacteria	n/a
NODE_85_length_72028_cov_4.867006	bacteria	n/a
NODE_86_length_71795_cov_4.938082	bacteria	n/a
NODE_87_length_71601_cov_4.965575	bacteria	n/a
NODE_88_length_71534_cov_6.599617	bacteria	n/a
NODE_89_length_71337_cov_17.343818	bacteria	n/a
NODE_90_length_71113_cov_8.712052	bacteria	n/a
NODE_91_length_71027_cov_7.900707	bacteria	n/a
NODE_92_length_70181_cov_8.504649	bacteria	n/a
NODE_93_length_69463_cov_7.104930	prokarya	n/a
NODE_94_length_68878_cov_59.766749	bacteria	n/a
NODE_95_length_68878_cov_7.515758	bacteria	n/a
NODE_96_length_68849_cov_7.841541	bacteria	n/a
NODE_97_length_68736_cov_13.082745	unknown	n/a
NODE_98_length_68048_cov_8.862854	bacteria	n/a
NODE_99_length_67675_cov_7.193922	bacteria	n/a
NODE_100_length_67315_cov_4.495792	bacteria	n/a
NODE_101_length_67289_cov_10.112428	bacteria	n/a
NODE_102_length_67089_cov_9.608617	bacteria	n/a
NODE_103_length_66037_cov_8.252751	bacteria	n/a
NODE_104_length_65798_cov_6.873523	bacteria	n/a
NODE_105_length_65413_cov_5.671517	bacteria	n/a
NODE_106_length_65146_cov_7.627721	bacteria	n/a
NODE_107_length_64829_cov_9.828867	bacteria	n/a
NODE_108_length_64726_cov_13.259946	bacteria	n/a
NODE_109_length_64643_cov_23.041556	bacteria	n/a
NODE_110_length_64513_cov_9.890146	bacteria	n/a
NODE_111_length_64142_cov_33.145240	bacteria	n/a
NODE_112_length_64007_cov_8.061781	bacteria	n/a
NODE_113_length_63901_cov_40.347743	prokarya	n/a
NODE_114_length_63773_cov_4.225086	archaea	n/a
NODE_115_length_63770_cov_10.307981	bacteria	n/a
NODE_116_length_63753_cov_5.091651	bacteria	n/a
NODE_117_length_63702_cov_16.879947	bacteria	n/a
NODE_118_length_63624_cov_8.158694	bacteria	n/a
NODE_119_length_62870_cov_6.680650	prokarya	n/a
